pair,comparison_id,average_distance,average_distance_xyz,left_thumb,right_thumb,left_index,right_index,left_middle,right_middle,left_ring,right_ring,left_pinky,right_pinky,left_wrist,right_wrist,left_right_thumb,left_right_index,left_right_middle,left_right_ring,left_right_pinky,left_right_wrist,right_left_thumb,right_left_index,right_left_middle,right_left_ring,right_left_pinky,right_left_wrist,left_thumb_xyz,right_thumb_xyz,left_index_xyz,right_index_xyz,left_middle_xyz,right_middle_xyz,left_ring_xyz,right_ring_xyz,left_pinky_xyz,right_pinky_xyz,left_wrist_xyz,right_wrist_xyz,left_right_thumb_xyz,left_right_index_xyz,left_right_middle_xyz,left_right_ring_xyz,left_right_pinky_xyz,left_right_wrist_xyz,right_left_thumb_xyz,right_left_index_xyz,right_left_middle_xyz,right_left_ring_xyz,right_left_pinky_xyz,right_left_wrist_xyz,referent,speaker_1,round_1,trial_1,director_1,target_1,accuracy_1,A_gesture_referent_1,B_gesture_referent_1,A_gesture_referent2_1,B_gesture_referent2_1,begin_time_1,end_time_1,duration_1,speaker_2,round_2,trial_2,director_2,target_2,accuracy_2,A_gesture_referent_2,B_gesture_referent_2,A_gesture_referent2_2,B_gesture_referent2_2,begin_time_2,end_time_2,duration_2,A_speech_1,B_speech_1,A_speech_eng_1,B_speech_eng_1,A_LH_gesture_referent_1,A_RH_gesture_referent_1,B_LH_gesture_referent_1,B_RH_gesture_referent_1,iconic_1,A_speech_2,B_speech_2,A_speech_eng_2,B_speech_eng_2,A_LH_gesture_referent_2,A_RH_gesture_referent_2,B_LH_gesture_referent_2,B_RH_gesture_referent_2,iconic_2,begin_time_1_adj,end_time_1_adj,duration_1_adj,begin_time_2_adj,end_time_2_adj,duration_2_adj,A_hands,B_hands,hands_dtw
009,237,0.3245492081113872,0.329559697685239,0.20701059159738763,nan,0.38848609584747773,nan,0.4245840963215047,nan,0.3757773376718213,nan,0.28678786560724623,nan,0.2646492616228856,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.21440526989323022,nan,0.39229962873683116,nan,0.4280385794760633,nan,0.3802931322399132,nan,0.2911394975396568,nan,0.27118207822573936,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,09C,B,1.0,1_16,B,9.0,,,09C,,,630140,630440,300,A,2.0,2_15,A,9.0,,09C,,,,963760,964100,340,,En hij en hij heeft dan nog aan de linkerkant een steel zitten.,,And he and he then still has a stem on the left side.,,,09C,,True,En het staat op een soort statootje met links een armpje.,,And it's on a kind of stat note with a little arm on the left.,,09C,,,,True,630125.0,630455.0,330.0,963760.0,964100.0,340.0,left,left,left
009,238,0.28129942841041977,0.28502179927668314,0.04773045410657202,0.12980611251147822,0.2665498208976824,0.17953082646807736,0.21844998214370867,0.18122751772534418,0.23500598101678655,0.3044007404472024,0.2381132908200223,0.3562361577950932,0.5975707144179158,0.6209715425751537,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04960815292259493,0.13095974532108337,0.2675780721051133,0.17962669400273604,0.21867637816592952,0.18133374201779828,0.23507160582495684,0.3049745633135964,0.23876625797682002,0.3567800435913124,0.613270644229666,0.6436156918485904,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,05A,A,2.0,2_1,A,5.0,,05A,,,,651460,651780,320,B,2.0,2_1,A,5.0,,,05A,,,678410,679000,590,"En daar bovenop een eh recht- een rechthoek, zeg maar.",,"And on top of that an um straight-a rectangle, so to speak.",,05A,05A,,,True,,"Met die balk erbovenop, zeg maar.",,"With that bar on top, so to speak.",,,05A,05A,True,651455.0,651785.0,330.0,678410.0,679000.0,590.0,both,both,both
009,239,0.4834886854743479,0.485915084949987,nan,0.2851085804622753,nan,0.3757641017660818,nan,0.45081791191554876,nan,0.43902613636036786,nan,0.41285028628428533,nan,0.9373650960575285,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2863103702139036,nan,0.3759982508334979,nan,0.45085520893074044,nan,0.43946133922121283,nan,0.41374770606038874,nan,0.9491176344401786,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,05B,A,2.0,2_1,A,5.0,,05B,,,,664890,665150,260,B,3.0,3_4,B,5.0,,,05B,,,1022160,1022710,550,,,,,,05B,,,True,,en dan een neus en een dun armpje.,,And then a nose and a thin arm.,,,,05B,True,664855.0,665185.0,330.0,1022160.0,1022710.0,550.0,right,right,right
009,240,0.7290538162522282,0.7297596442043568,0.5285673267096886,0.5349730747656368,0.6329591490071282,0.7295655707518891,0.6445844061345871,0.8683598492913597,0.591825662683214,0.6119262723263901,0.49420177135976173,0.4969706105745114,1.720871126599629,0.8938409748229438,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5294412977435162,0.5350558665425093,0.6340820039732231,0.7295867076294258,0.6458621829420347,0.8684024270692249,0.5934153600056374,0.6119564475517318,0.4963249127132794,0.49708484096803834,1.7209388582674618,0.8949648250461989,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,04B,B,2.0,2_2,B,4.0,,,04B,,,693850,694090,240,A,3.0,3_11,A,4.0,,04B,,,,1093750,1095360,1610,,en dan twee van die parallel lopende balkjes aan de andere kant.,,and then two of those parallel bars on the other side.,,,04B,04B,True,"maar die met die twee strepen, zeg maar, parallel.",,"but the one with those two stripes, say, parallel.",,,04B,,,True,693805.0,694135.0,330.0,1093750.0,1095360.0,1610.0,right,both,both
009,241,0.17640412889807072,0.18024247332644472,0.0603546621804388,0.024839649804442428,0.0372481533186769,0.034187968986606185,0.015450017776425613,0.0721135611561584,0.062055837941607066,0.025209673079305387,0.06319201894086098,0.021606395222717782,0.8832195194175574,0.8173720889520519,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.06067438474772088,0.02863890655354269,0.03841451014591975,0.03500206408189044,0.021409894874746815,0.07242667076266279,0.06599187903154737,0.02525676962254376,0.06883868382184094,0.026696477783945412,0.8923176369625587,0.8272418015284171,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,08B,B,2.0,2_4,B,8.0,,,08B,,,723420,723570,150,A,3.0,3_3,A,8.0,,08B,,,,1011080,1011810,730,,En dan met die eh soort ruit er bovenop met twee oren.,,And then with that um kind of diamond on top with two ears.,,,08B,08B,True,en dan een driehoekje bovenkant en twee van die uitsteeksels.,,and then a triangle top and two of those protrusions.,,08B,08B,,,True,723330.0,723660.0,330.0,1011080.0,1011810.0,730.0,both,both,both
009,242,0.2044023827879955,0.20858592140403515,0.02570897648243834,0.16570729437558854,0.14710591375760068,0.255671608154429,0.10416511183666588,0.2327482835774879,0.10317488823278514,0.19845805777738784,0.08196747830358607,0.1675540838650427,0.463373136698039,0.5071937603948946,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0364157124311555,0.16885462611458815,0.14721113677659112,0.26237121139434266,0.10451206259173662,0.23922306013459593,0.10324182333224322,0.20598029991398842,0.08201963075214791,0.1755960497599756,0.4656042790000482,0.5120011646470088,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,02C,B,2.0,2_6,B,2.0,,,02C,,,780270,780610,340,A,2.0,2_6,B,2.0,,02C,,,,780860,782200,1340,,En nog een klein rondje en,,And another small round and,,,,02C,True,Soort wieltjes.,En nog een klein rondje en,Type of wheels.,And another small round and,02C,02C,,,True,780270.0,780610.0,340.0,780860.0,782200.0,1340.0,both,right,both
009,243,0.3261335349880846,0.3307464886122845,0.3478993064552899,0.37709425721294504,0.2744293483367306,0.5005677004225498,0.14091446308792566,0.4039064480441848,0.10912447492095981,0.3060200947666871,0.127261400941131,0.25312787887882415,0.19465166699754463,0.8786053797922431,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3479924202158452,0.3781606505759309,0.2755346713639995,0.5064520411594924,0.14382121923080335,0.41232761963896364,0.11353196897551641,0.31539597457284285,0.13107683818113697,0.2672785105860452,0.19814847956859113,0.8792374692782465,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13A,A,2.0,2_7,A,13.0,,13A,,,,788600,788780,180,B,2.0,2_7,A,13.0,,,13A,,,795040,795590,550,"Oké, ik heb nu eh weer doorboord,",,"Okay, I have now pierced eh again,",,13A,,,,True,,"Eh ja, met die eh gekke driehoekjes aan of eh ruitjes aan elkaar, zeg maar.",,"Um yes, with those um crazy triangles on or um checks together, so to speak.",,,13A,13A,True,788525.0,788855.0,330.0,795040.0,795590.0,550.0,left,both,both
009,244,0.2714396745383782,0.2741011022057466,0.4081534507405107,0.060027396467730476,0.35486389780701266,0.06042826086251814,0.3587293178970505,0.2247776721984354,0.3558813905391785,0.2455539223055646,0.3777660020256034,0.2177345807034791,0.7144195314496,0.8201162146925415,0.17236007235148962,0.2771207164430287,0.34753953621660605,0.35067934159624586,0.322687986956414,0.37181036105424253,0.6585235236682379,0.5684493556929002,0.5274877874482895,0.4714076022031162,0.42975874832367555,0.8868303923609215,0.40885455344371857,0.06793203797361587,0.3580283313913013,0.06601963284756612,0.36188666000562847,0.2252922406430883,0.35931178006315023,0.24558378071310774,0.38015623151477057,0.21775546334948703,0.7164624929985185,0.8220234577076146,0.17642239970146378,0.27740641005351707,0.3475734966738853,0.350864266036897,0.322996861286584,0.3739113035318188,0.6590411028415324,0.5708442135791149,0.5299970645652279,0.4745815907998684,0.4324136580295769,0.8891574220632151,06D,B,2.0,2_8,B,6.0,,,06D,,,814370,814630,260,A,2.0,2_8,B,6.0,,06D,,,,819520,819770,250,,Met het rondje en de ding ertegenaan.,,With the round and the thing against it.,,,06D,,True,"Oh ja, oh ja ja, ja met die doorboorde neus, zeg maar.",,"Oh yes, oh yes yes, yes with that pierced nose, so to speak.",,,06D,,,True,814335.0,814665.0,330.0,819480.0,819810.0,330.0,right,left,right_left
009,245,0.5408891577607245,0.5438130826941641,nan,0.23822917485217357,nan,0.3835743831383606,nan,0.3927162020522936,nan,0.3706986597853982,nan,0.26695204839620684,nan,1.5931644783399144,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2384347074854661,nan,0.38406309423218643,nan,0.3943164654980194,nan,0.3741865998372731,nan,0.2771565192915215,nan,1.5947211098205176,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,07_other,A,2.0,2_9,A,7.0,,07_other,,,,842750,842870,120,B,3.0,3_10,B,7.0,,,07_other,,,1085040,1085310,270,En er bovenop nog een bakje.,,And on top of it another tray.,,,other,,,True,,Die kruiwagen.,,That wheelbarrow.,,,,other,True,842645.0,842975.0,330.0,1085010.0,1085340.0,330.0,right,right,right
009,246,0.2781842700535202,0.28149535485509786,0.09681584302014656,nan,0.23818516517804245,nan,0.33817882367903196,nan,0.32584706727071855,nan,0.2873463586365521,nan,0.38273236253662946,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0977384153561603,nan,0.2385693204130699,nan,0.3384786624544533,nan,0.32645759385827544,nan,0.2879344924480182,nan,0.3997936446006099,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12B,B,2.0,2_10,B,12.0,,,12B,,,861720,861940,220,A,3.0,3_13,A,12.0,,12B,,,,1121470,1121950,480,,en dan nog een steeltje,,and then another stalk,,,12B,,True,en een uitsteeksel met daarop die schoorsteen.,,And a protrusion with that chimney on it.,,12B,,,,True,861665.0,861995.0,330.0,1121470.0,1121950.0,480.0,left,left,left
009,247,0.27976635016471035,0.28129922568592547,nan,0.06541341919711609,nan,0.1429460585110062,nan,0.331419113263389,nan,0.3205602972483825,nan,0.2520464711683055,nan,0.5662127416000627,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.06979854800622631,nan,0.14462835436021423,nan,0.33181668936073394,nan,0.3212940590099511,nan,0.2528815653820193,nan,0.5673761379964081,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12A,B,2.0,2_10,B,12.0,,,12A,,,872680,873900,1220,A,3.0,3_13,A,12.0,,12A,,,,1118850,1119320,470,,Dat ronde plateautje zit zeg maar aan de l- rechterkant,,"That little round tray is, say, on the l-right side",,,,12A,True,"Oké, ik heb ehm een soort kopje met een rondje waar je iets op kan zetten",,"Okay, I have um a kind of cup with a round where you can put something on it",,,12A,,,True,872680.0,873900.0,1220.0,1118850.0,1119320.0,470.0,right,right,right
009,248,0.5853159661292084,0.5860381862824895,0.04254660919809195,0.6257984597532851,0.07350231022531907,0.8619351364564131,0.3487641390528829,0.9395053100972797,0.35781420582531426,0.8936449363942554,0.28234028575614206,0.7735049636143515,0.6524537437394489,1.1719814934377166,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04278746821543683,0.627240557048397,0.07488974745189422,0.8627422537208673,0.3490700343148944,0.9397422441493376,0.35891177911168937,0.8937118582472848,0.28384753199290513,0.7735690567026491,0.6532089875786896,1.1727367168558274,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12C,B,2.0,2_10,B,12.0,,,12C,,,879880,880370,490,A,3.0,3_13,A,12.0,,12C,,,,1122600,1123030,430,,en die heeft zo'n tuut naar boven.,,And it has one of those tuut upwards.,,,12C,12C,True,en een uitsteeksel met daarop die schoorsteen.,,And a protrusion with that chimney on it.,,12C,,,,True,879880.0,880370.0,490.0,1122600.0,1123030.0,430.0,left,both,both
009,249,0.4219525171598232,0.43056674445520093,0.361695484753913,0.4747902605877321,0.3526468082995319,0.5059020816558666,0.3033542060834553,0.4052721067279352,0.19079264464222184,0.2930645518773066,0.08902372935041095,0.2071304316733132,0.43829947169557365,1.441458428570618,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3624093898464918,0.47589360425527627,0.3528267085416194,0.5117685625171889,0.30391387232956,0.41432626455378485,0.19486298761900908,0.30603502455643306,0.09905643813583169,0.22786278608974295,0.4674668685180125,1.450378426499461,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11D,A,2.0,2_11,A,11.0,,11D,,,,893110,893530,420,B,3.0,3_6,B,11.0,,,11A,,11D,1048250,1048660,410,"Oké, ik heb nu een soort verfkwast en een stukje hout of zo in het kopje.",,"Okay, I now have some kind of paintbrush and a piece of wood or something in the cup.",,11D,,,,True,,en dan twee dingetjes bovenuit steken,,and then two little things sticking out,,,11D,11A,True,893110.0,893530.0,420.0,1048250.0,1048660.0,410.0,left,both,both
009,250,0.3545851243682183,0.3644568773555923,0.019005669254644777,0.4809405820834974,0.017361642348857054,0.5088058418190327,0.1379830906165102,0.4058142640543961,0.10387665361163911,0.2920594532174776,0.04797350965242925,0.2092069709988198,0.5963786093028556,1.4356152054584603,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.03270591435862178,0.481774395883393,0.01782102674825176,0.5137634616556115,0.1383522335238434,0.4140239602797678,0.10823451968757931,0.3043487796925182,0.05755532689542902,0.22922761905710473,0.6270668591937784,1.4486084312912089,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11A,A,2.0,2_11,A,11.0,,11A,,,,894420,894650,230,B,3.0,3_6,B,11.0,,,11A,,11D,1048250,1048660,410,"Oké, ik heb nu een soort verfkwast en een stukje hout of zo in het kopje.",,"Okay, I now have some kind of paintbrush and a piece of wood or something in the cup.",,11A,,,,True,,en dan twee dingetjes bovenuit steken,,and then two little things sticking out,,,11D,11A,True,894370.0,894700.0,330.0,1048250.0,1048660.0,410.0,left,both,both
009,251,0.11428744289504326,0.11681163400743838,0.17856837102560763,0.40074875014069694,0.05493104377894487,0.4858043729071178,0.05253967885638391,0.43796476807844653,0.06522009228733207,0.37413114042210704,0.06059499717054675,0.32627930376967007,0.2738704742514444,0.7871246549618673,0.03392141983140297,0.20034331018547175,0.34903124530619134,0.4571168269505803,0.4844937765310719,0.5630754661697096,0.582962242999422,0.7052717556914483,0.6264259046969638,0.5121886256774273,0.4231995564622397,1.1237805503968974,0.17869632915761957,0.4007922651147395,0.05628318991277126,0.48682824193229235,0.0548281070843693,0.43938452418981283,0.06716043070858026,0.37509846486734405,0.06256336008862662,0.3279444901095734,0.2813383870926633,0.7890415096187695,0.03456665691468623,0.20075683597953556,0.34944467615506847,0.4573063914357075,0.4849975491644372,0.5633828398624623,0.5830629178851137,0.7064616857054314,0.6281028226852237,0.5139807328703594,0.42651588099749227,1.124446739268097,11B,A,2.0,2_11,A,11.0,,11B,,,,896630,896860,230,B,3.0,3_6,B,11.0,,,11B,,,1045390,1045650,260,Met een ronde neus er v- b- op.,,With a round nose there v- b- on.,,11B,,,,True,,Ik heb nu eh een kopje met weer zo'n ronde neus,,I now have eh a cup with another one of those round noses,,,,11B,True,896580.0,896910.0,330.0,1045355.0,1045685.0,330.0,left,right,left_right
009,252,0.5791313820944761,0.5805021558625535,0.5146489470666946,0.10533452569104229,0.7153753771495011,0.3507806753692586,0.7032412552064159,0.39234838425681745,0.6525014765183359,0.3805427295635664,0.5954021282780976,0.33075841147025214,1.0657992561230274,1.1428434184407033,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5148657729533054,0.11066655975401109,0.7156883487130815,0.35459701141301747,0.7040627577925911,0.39377427884692223,0.6536671853566581,0.3808532935911495,0.5968021053091264,0.3309136328910799,1.0665784187425118,1.1435565049871879,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,03C,A,2.0,2_13,A,3.0,,03C,,03D,,922220,922450,230,B,3.0,3_2,B,3.0,,,03C,,,999920,1000200,280,Je hebt zeg maar dit.,,You have say this.,,03D,03C,,,True,,en dan dat staafje,,and then that rod,,,,03C,True,922170.0,922500.0,330.0,999895.0,1000225.0,330.0,both,right,both
009,253,0.43338091533236967,0.4343786679366462,0.3116255189532339,0.05127216851448387,0.4434355293521895,0.19269092929281947,0.5072687287987296,0.2600773510702858,0.531794088698807,0.28261863995869124,0.5131761762078019,0.27541067953556186,0.9740931431347013,0.8571080304711305,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3123422243470093,0.05137009698128095,0.4444333439367342,0.1945836446729929,0.5077313927392053,0.2607298549924583,0.532163473869514,0.28298178579881594,0.5139153169773873,0.27557351600373386,0.9756923698501361,0.8610269950704862,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,03D,A,2.0,2_13,A,3.0,,03C,,03D,,922220,922450,230,B,3.0,3_2,B,3.0,,,03D,,,996850,997420,570,Je hebt zeg maar dit.,,You have say this.,,03D,03C,,,True,,"Oh, ik heb nu die daarvoor op dat eh driehoekje",,"Oh, I now have the one before that on that um triangle",,,03D,03D,True,922170.0,922500.0,330.0,996850.0,997420.0,570.0,both,both,both
009,254,0.5334773546526979,0.5457498533064675,0.12177614412296035,0.4470109609367099,0.13249569384315932,0.5640749205849226,0.20032038512543623,0.5722739109783256,0.24849926745417233,0.574489140126012,0.31272893060782714,0.5725776197702528,1.382699095601798,1.2727821866807967,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.14259838478856468,0.4487281444270122,0.18333434944715776,0.5683642148502303,0.22880163348262036,0.5756914360381017,0.267269112805019,0.5775844294346726,0.3236276674000624,0.5760400626643049,1.383407419045234,1.2735513852946312,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,03E,A,2.0,2_13,A,3.0,,03B,,03E,,932040,932560,520,B,2.0,2_13,A,3.0,,,03E,,,935910,936620,710,En hier twee.,,And here two.,,03E,03B,,,True,,"Met twee vierkantjes erop en   n staafje, zeg maar, soort van.",,"With two squares on it and n rod, say, kind of.",,,,03E,True,932040.0,932560.0,520.0,935910.0,936620.0,710.0,both,right,both
009,255,0.29177644639180234,0.29475697190682404,0.12105773524868925,0.08699695554656833,0.14032882026949967,0.3106185496665008,0.20819697915838442,0.3800434641399279,0.2543045988394055,0.40879806393396045,0.24973015092180403,0.4008445891337935,0.3161097764775294,0.6242876733655643,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.12119147847508481,0.08721248977806126,0.14042506193946241,0.3107998961667038,0.20860915304596214,0.3801557063383268,0.2546183007761863,0.4088411650295092,0.24987063725632908,0.40088941696705804,0.3495227416786321,0.6249476154305729,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,09B,A,2.0,2_15,A,9.0,,09B,,,,962735,962980,245,B,3.0,3_16,B,9.0,,,09B,,,1150770,1151470,700,En het staat op een soort statootje met links een armpje.,,And it's on a kind of stat note with a little arm on the left.,,09B,09B,,,True,,"met dat die dat ding die op iets staat, zeg maar.",,"With that that thing standing on something, so to speak.",,,09B,09B,True,962692.5,963022.5,330.0,1150770.0,1151470.0,700.0,both,both,both
009,256,0.1629625616654119,0.163374094417905,0.1595508326552539,0.1389234229739673,0.13507524707977317,0.19516484383700908,0.11696438071919112,0.1598327353870074,0.10414157580702066,0.1293953442563299,0.05828583920207405,0.10768528714997434,0.35426437187487314,0.29626685904246863,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.16058053524707316,0.13895630897842645,0.13604626116261562,0.1952472876504383,0.11765420524985443,0.1598961120858509,0.1047289919784041,0.1294905005369576,0.05886255373906146,0.10778344193208525,0.3547144096414077,0.29652852481268527,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14B,B,3.0,3_1,A,14.0,,,14B,,14D,988950,989125,175,A,3.0,3_1,A,14.0,,14B,14B,14D,14D,989050,989165,115,Met dunne,Met dunne armpjes weer.,With thin,With thin arms again.,,,14D,14B,True,Met dunne,Met dunne armpjes weer.,With thin,With thin arms again.,14D,14B,14D,14B,True,988872.5,989202.5,330.0,988942.5,989272.5,330.0,both,both,both
009,257,0.1629625616654119,0.163374094417905,0.1595508326552539,0.1389234229739673,0.13507524707977317,0.19516484383700908,0.11696438071919112,0.1598327353870074,0.10414157580702066,0.1293953442563299,0.05828583920207405,0.10768528714997434,0.35426437187487314,0.29626685904246863,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.16058053524707316,0.13895630897842645,0.13604626116261562,0.1952472876504383,0.11765420524985443,0.1598961120858509,0.1047289919784041,0.1294905005369576,0.05886255373906146,0.10778344193208525,0.3547144096414077,0.29652852481268527,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14D,B,3.0,3_1,A,14.0,,,14B,,14D,988950,989125,175,A,3.0,3_1,A,14.0,,14B,14B,14D,14D,989050,989165,115,Met dunne,Met dunne armpjes weer.,With thin,With thin arms again.,,,14D,14B,True,Met dunne,Met dunne armpjes weer.,With thin,With thin arms again.,14D,14B,14D,14B,True,988872.5,989202.5,330.0,988942.5,989272.5,330.0,both,both,both
009,258,0.1498674954278256,0.15328106739513966,0.05390833651096266,0.21380573731020186,0.14953536169383588,0.05946017754362142,0.14418328472046033,0.05398367889715677,0.11570651865072645,0.045597487534853584,0.0827849982041083,0.1512913394538901,0.42883083785189857,0.29932218676219113,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.060625920307858884,0.2140616753593902,0.15138075815379004,0.05977036710579429,0.14612927490495045,0.054298860779636304,0.11788136201854313,0.051125144251053564,0.08552173408915584,0.15633151143492827,0.4298770376684758,0.3123691626680993,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14B,A,3.0,3_1,A,14.0,,14B,14B,14D,14D,989050,989165,115,B,6.0,6_10,B,14.0,,,14B,,14D,1510920,1511430,510,Met dunne,Met dunne armpjes weer.,With thin,With thin arms again.,14D,14B,14D,14B,True,,Ik heb het rondje met die eh dunne armpjes,,I have the round with those er thin arms,,,14D,14B,True,988942.5,989272.5,330.0,1510920.0,1511430.0,510.0,both,both,both
009,259,0.1498674954278256,0.15328106739513966,0.05390833651096266,0.21380573731020186,0.14953536169383588,0.05946017754362142,0.14418328472046033,0.05398367889715677,0.11570651865072645,0.045597487534853584,0.0827849982041083,0.1512913394538901,0.42883083785189857,0.29932218676219113,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.060625920307858884,0.2140616753593902,0.15138075815379004,0.05977036710579429,0.14612927490495045,0.054298860779636304,0.11788136201854313,0.051125144251053564,0.08552173408915584,0.15633151143492827,0.4298770376684758,0.3123691626680993,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14D,A,3.0,3_1,A,14.0,,14B,14B,14D,14D,989050,989165,115,B,6.0,6_10,B,14.0,,,14B,,14D,1510920,1511430,510,Met dunne,Met dunne armpjes weer.,With thin,With thin arms again.,14D,14B,14D,14B,True,,Ik heb het rondje met die eh dunne armpjes,,I have the round with those er thin arms,,,14D,14B,True,988942.5,989272.5,330.0,1510920.0,1511430.0,510.0,both,both,both
009,260,0.2755696875853118,0.2786621941564267,0.21586363149448892,0.19460253203721836,0.05577249586350325,0.11812889243429538,0.05337936367520903,0.09162935554063269,0.041390323408809326,0.1308487048604509,0.0640691561511012,0.20830576451215227,1.0528528328309974,1.0799931982148832,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.21770629977835662,0.19849905386193098,0.062260713689202406,0.1204599793933029,0.058248565909861924,0.09624281223516827,0.04411527606806805,0.13457449384308942,0.06481936498534782,0.2113629578953334,1.0546431614399765,1.081013650777482,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,08B,A,3.0,3_3,A,8.0,,08B,,,,1011080,1011810,730,B,6.0,6_14,B,8.0,,,08B,,,1540220,1541530,1310,en dan een driehoekje bovenkant en twee van die uitsteeksels.,,and then a triangle top and two of those protrusions.,,08B,08B,,,True,,En dan eh met die...,,And then um with those...,,,08B,08B,True,1011080.0,1011810.0,730.0,1540220.0,1541530.0,1310.0,both,both,both
009,261,0.17550934687199513,0.17744686479347443,0.1676138381165659,0.21437896811991397,0.18848570098485512,0.15168999887987053,0.17386643942761942,0.15652120261678085,0.1686865658687907,0.14100792301093645,0.1633585095215985,0.13672573832994034,0.05668418281219711,0.3870930947748724,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1687410111281151,0.21646726012450287,0.19123015539073113,0.15352449024959836,0.17738075173965273,0.15791372587920224,0.17242147942398178,0.1423512795712145,0.16716610308811874,0.1380667411677851,0.05688988751813199,0.38720949224065837,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,05A,B,3.0,3_4,B,5.0,,,05A,,,1019710,1019980,270,A,6.0,6_3,A,5.0,,05A,,,,1468700,1469100,400,,Ik heb nu weer dat kopje met het balkje er bovenop,,I now have that header with the bar on top again,,,05A,05A,True,met het langwerpige ding erop.,,With the oblong thing on it.,,05A,05A,,,True,1019680.0,1020010.0,330.0,1468700.0,1469100.0,400.0,both,both,both
009,262,0.6386513362745481,0.6403914332913092,nan,0.47785749226695334,nan,0.622539755791233,nan,0.6662900427843631,nan,0.6520319446543403,nan,0.5559494561902542,nan,0.8572393259601447,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.47929953986122,nan,0.6232261564646813,nan,0.6667789645493218,nan,0.6526993750117909,nan,0.5570785229125977,nan,0.8632660409482436,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,05B,B,3.0,3_4,B,5.0,,,05B,,,1022160,1022710,550,A,4.0,4_5,A,5.0,,05B,,,,1211730,1212040,310,,en dan een neus en een dun armpje.,,And then a nose and a thin arm.,,,,05B,True,En die neus zo.,,And that nose like that.,,,05B,,,True,1022160.0,1022710.0,550.0,1211720.0,1212050.0,330.0,right,right,right
