pair,comparison_id,average_distance,average_distance_xyz,left_thumb,right_thumb,left_index,right_index,left_middle,right_middle,left_ring,right_ring,left_pinky,right_pinky,left_wrist,right_wrist,left_right_thumb,left_right_index,left_right_middle,left_right_ring,left_right_pinky,left_right_wrist,right_left_thumb,right_left_index,right_left_middle,right_left_ring,right_left_pinky,right_left_wrist,left_thumb_xyz,right_thumb_xyz,left_index_xyz,right_index_xyz,left_middle_xyz,right_middle_xyz,left_ring_xyz,right_ring_xyz,left_pinky_xyz,right_pinky_xyz,left_wrist_xyz,right_wrist_xyz,left_right_thumb_xyz,left_right_index_xyz,left_right_middle_xyz,left_right_ring_xyz,left_right_pinky_xyz,left_right_wrist_xyz,right_left_thumb_xyz,right_left_index_xyz,right_left_middle_xyz,right_left_ring_xyz,right_left_pinky_xyz,right_left_wrist_xyz,referent,speaker_1,round_1,trial_1,director_1,target_1,accuracy_1,A_gesture_referent_1,B_gesture_referent_1,A_gesture_referent2_1,B_gesture_referent2_1,begin_time_1,end_time_1,duration_1,speaker_2,round_2,trial_2,director_2,target_2,accuracy_2,A_gesture_referent_2,B_gesture_referent_2,A_gesture_referent2_2,B_gesture_referent2_2,begin_time_2,end_time_2,duration_2,A_speech_1,B_speech_1,A_speech_eng_1,B_speech_eng_1,A_LH_gesture_referent_1,A_RH_gesture_referent_1,B_LH_gesture_referent_1,B_RH_gesture_referent_1,iconic_1,A_speech_2,B_speech_2,A_speech_eng_2,B_speech_eng_2,A_LH_gesture_referent_2,A_RH_gesture_referent_2,B_LH_gesture_referent_2,B_RH_gesture_referent_2,iconic_2,begin_time_1_adj,end_time_1_adj,duration_1_adj,begin_time_2_adj,end_time_2_adj,duration_2_adj,A_hands,B_hands,hands_dtw
022,960,0.29643602372772215,0.29850276872565806,0.15983449805790464,0.32163366979978963,0.32169781799772823,0.317511351446944,0.36484642333682626,0.35066277357978526,0.3303001154105912,0.3346703802345864,0.32676616479243376,0.31017585838866796,0.20574405848022728,0.21338917320718098,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.16198934068891346,0.3217516599596112,0.3234969096031091,0.3176952241695121,0.36623231903142645,0.35089681107586546,0.3313847746681628,0.33501637841440696,0.3276476794905649,0.3106378719918954,0.21476273825357176,0.220521517360857,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15C,A,1.0,1_1,A,15.0,,15C,,,,99916,100636,720,B,1.0,1_1,A,15.0,,,15C,,,121116,121556,440,,,,,15C,15C,,,True,,"Dat plateau gaat door de pot heen, zeg maar.",,"That platform goes through the pot, so to speak.",,,15C,15C,True,99916.0,100636.0,720.0,121116.0,121556.0,440.0,both,both,both
022,961,0.15152125644351708,0.15399148333775722,nan,0.21012529250304054,nan,0.2886551352910722,nan,0.13602340844639263,nan,0.08135577324901311,nan,0.049414431845018626,nan,0.14355349732656544,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.21038299548392253,nan,0.2900017874045902,nan,0.13715900039320306,nan,0.08169425105020399,nan,0.050510466116974,nan,0.15420039957764953,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15D,B,1.0,1_1,A,15.0,,,15D,,,101960,103036,1076,A,1.0,1_1,A,15.0,,15D,,,,103156,103656,500,,En en en een haak.,,And and and and a hook.,,,,15D-REP,True,,Het ziet eruit als een...,,It looks like a...,,15D,,,True,101960.0,103036.0,1076.0,103156.0,103656.0,500.0,right,right,right
022,962,0.286620482634043,0.287806281815044,nan,0.24185027168124595,nan,0.32308620139744887,nan,0.340985646034608,nan,0.37618925220047517,nan,0.22654832591838203,nan,0.21106319857209807,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24334298722172348,nan,0.3243649731132129,nan,0.3426800259647823,nan,0.3768153143095438,nan,0.2267799325529188,nan,0.21285445772808267,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15D,A,1.0,1_1,A,15.0,,15D,,,,103156,103656,500,B,1.0,1_1,A,15.0,,,15D,,,108145,109816,1671,,Het ziet eruit als een...,,It looks like a...,,15D,,,True,,Zeg maar daar komt dan al dat vervuilend gas eruit.,,Say there then all that polluting gas comes out.,,,,15D,True,103156.0,103656.0,500.0,108145.0,109816.0,1671.0,right,right,right
022,963,0.26121378770799525,0.26237934027879556,0.12067615252726425,0.06049278441721035,0.21478121289998747,0.09028997700969502,0.14177641731665444,0.13121866942785484,0.16770785882109737,0.1604723752985747,0.21983439110703049,0.13405477220243156,0.7025066935759373,0.6590608971681909,0.2980970033864178,0.30180973062975125,0.315749104799059,0.315582236392432,0.2527515805667989,0.13451010245518524,0.05205406378035349,0.22245690997676776,0.19185337780812678,0.16422550060140687,0.11645933551757019,1.4785360236827385,0.12436023818733935,0.0729344648376958,0.21526655171225817,0.11186266298033529,0.14267423117573946,0.14617512608448355,0.16822345951958634,0.16662556258420105,0.220326105599257,0.14377014785738682,0.7034254554785929,0.6638713894371908,0.3012473459163614,0.30952650457193703,0.3220480234624108,0.31858454032209454,0.2578202340538,0.14638651435517358,0.05282453300332975,0.22279245921690652,0.19242346700616325,0.16463352818357513,0.11721140325417277,1.4801607402014532,15D,B,1.0,1_1,A,15.0,,,15D,,,108145,109816,1671,A,3.0,3_7,A,15.0,,15D,,,,1398306,1398646,340,,Zeg maar daar komt dan al dat vervuilend gas eruit.,,Say there then all that polluting gas comes out.,,,,15D,True,"Oké, dit is weer die met de glijbaan en dat springp- springplank",,"Okay, this is again the one with the slide and that springp- springboard",,15D-REP,,,,True,108145.0,109816.0,1671.0,1398306.0,1398646.0,340.0,left,right,left_right
022,964,0.29783513506486603,0.29834010639822317,0.17514886864583998,0.30021131305949944,0.39209120031288885,0.22554881433764765,0.4222684236264437,0.22285038904273938,0.37661576469336444,0.2391538572759102,0.3875408242432358,0.2952099828496601,0.22444359876141548,0.31293858392974794,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.17628547583863474,0.30038844750909527,0.3924219131702001,0.2261265911560767,0.42255329751747667,0.22347137158854002,0.3768293808259026,0.23987367770885984,0.3877082591253632,0.29574229781856404,0.22495961735136125,0.31372094716860316,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15C,B,1.0,1_1,A,15.0,,,15C,,,121116,121556,440,A,1.0,1_1,A,15.0,,15C,,,,121574,121874,300,,"Dat plateau gaat door de pot heen, zeg maar.",,"That platform goes through the pot, so to speak.",,,15C,15C,True,,"Dat plateau gaat door de pot heen, zeg maar.",,"That platform goes through the pot, so to speak.",15C,15C,,,True,121116.0,121556.0,440.0,121559.0,121889.0,330.0,both,both,both
022,965,0.2506073880959157,0.2523060754017731,0.22955456965884735,0.10869285488497897,0.4437587285045744,0.16563566046533768,0.4548914512795003,0.16599175591881798,0.41098466325326566,0.1507151424477994,0.34375770432090275,0.09621920224977559,0.09426225979573506,0.342824664371453,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.23035109809821638,0.1088444863809595,0.4441827741473857,0.16577955731873859,0.45498055466067555,0.16617806229692753,0.41098685390530904,0.15077177204224637,0.3440318804030147,0.09649719325465976,0.10482888249125746,0.35023978982188625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15C,A,1.0,1_1,A,15.0,,15C,,,,121574,121874,300,B,2.0,2_8,B,15.0,,,15C,,,1168833,1169073,240,,"Dat plateau gaat door de pot heen, zeg maar.",,"That platform goes through the pot, so to speak.",15C,15C,,,True,,en het platform dat er dwars doorheen gaat.,,and the platform that goes right through it.,,,15C,15C,True,121559.0,121889.0,330.0,1168788.0,1169118.0,330.0,both,both,both
022,966,0.3151875872913105,0.31647654103638295,0.3112570134122696,0.12157977186229424,0.34270694432251,0.1610395661441691,0.3801970311545022,0.1367549135830891,0.34490011661874453,0.14553047842519415,0.31943943144153414,0.19839826978763384,0.9457678511595385,0.37467965958424665,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3127102142914483,0.12566482460825734,0.3429145408850416,0.16411003919275205,0.38025918625163535,0.139175636824803,0.3449176530121147,0.14809885154750818,0.3194432740864334,0.19978860077751037,0.9458201238819899,0.37481554707710085,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,06D,B,1.0,1_2,B,6.0,,,06D,,,150116,150407,291,A,1.0,1_2,B,6.0,,06C,,06D,,154578,155938,1360,,en er gaat een staaf door de neus heen.,,And a rod goes through the nose.,,,,06D,True,"Ja, en en die en die staaf die eindigt in een soort rondje, hè",,"Yes, and that and that rod that ends in a kind of round, huh",,06D,06C,,,True,150096.5,150426.5,330.0,154578.0,155938.0,1360.0,both,right,both
022,967,0.37916681647705697,0.3835752900150819,0.5960877010517232,0.12134564651657545,0.5750879656913787,0.1786624058763926,0.5145766493633455,0.16081659713936633,0.45918843733238884,0.12352197136385915,0.41163139589073455,0.09822347735573109,1.1556137630498873,0.15524578709330086,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5961012277876941,0.12502030296848715,0.5759386825992665,0.18132676516396246,0.5155871096317413,0.16189069965221276,0.460621476336784,0.12394021987942663,0.414178254234821,0.09836196500283954,1.1596731106764817,0.1902636662472653,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,06C,A,1.0,1_2,B,6.0,,06C,,06D,,154578,156360,1782,B,3.0,3_12,B,6.0,,,06C,,,1496333,1496633,300,"Ja, en en die en die staaf die eindigt in een soort rondje, hè",,"Yes, and that and that rod that ends in a kind of round, huh",,06D,06C,,,True,,met een cirkel op het einde,,with a circle at the end,,,,06C,True,154578.0,156360.0,1782.0,1496318.0,1496648.0,330.0,both,right,both
022,968,0.44167397948520387,0.44416887099987223,0.5911592717215391,0.26151837466458483,0.5461983074445841,0.383909136163364,0.48717170425908385,0.23278107205127307,0.4335615645795683,0.20570223816514147,0.38538045542332694,0.1996571180231954,1.3059899500494054,0.2670585612773796,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5911690405038793,0.2640108794093488,0.546691437958913,0.3857462690284015,0.4880644199437529,0.233727564468203,0.4349170786273286,0.2067396622872786,0.3878888141005437,0.20026013763975084,1.30855462497467,0.28225652305639676,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,06D,A,1.0,1_2,B,6.0,,06C,,06D,,154578,156360,1782,B,3.0,3_12,B,6.0,,,06D,,,1494690,1494840,150,"Ja, en en die en die staaf die eindigt in een soort rondje, hè",,"Yes, and that and that rod that ends in a kind of round, huh",,06D,06C,,,True,,met een staaf er doorheen,,with a rod through it,,,,06D,True,154578.0,156360.0,1782.0,1494600.0,1494930.0,330.0,both,right,both
022,969,0.07484319959418974,0.07792635435289098,nan,0.01137948843019463,nan,0.02255187215086947,nan,0.015301182130088993,nan,0.04590545972090494,nan,0.015551724304426157,nan,0.3383694708286542,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.01326055644574866,nan,0.03401620032342018,nan,0.017036784444270793,nan,0.04625799157621326,nan,0.01713510879041384,nan,0.33985148453727915,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,06A,B,1.0,1_2,B,6.0,,,06A,,,156896,157336,440,A,1.0,1_2,B,6.0,,06A,,,,157896,158356,460,"En hij heeft heeft een stekel op zijn hoofd, zo eentje.","Ja, en het heeft","And he has a spine on his head, one of those.","Yes, and it has",,,,06A,True,"En hij heeft heeft een stekel op zijn hoofd, zo eentje.",,"And he has a spine on his head, one of those.",,,06A,,,True,156896.0,157336.0,440.0,157896.0,158356.0,460.0,right,right,right
022,970,0.08787549359772272,0.09318669500823305,nan,0.09631046850796919,nan,0.055963471553950796,nan,0.11192565857402276,nan,0.0973445843437762,nan,0.08094517984755514,nan,0.08476359875906214,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09939025133827269,nan,0.06014962213244462,nan,0.11276993233372423,nan,0.0974808202856502,nan,0.0812831832370182,nan,0.10804636072228833,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,06A,A,1.0,1_2,B,6.0,,06A,,,,161256,161536,280,B,3.0,3_12,B,6.0,,,06A,,,1497946,1498146,200,Zo'n één zo'n haartje.,,Such a one such hair.,,,06A,,,True,,en een sprietje dat uitsteekt,,and a sprite sticking out,,,,06A,True,161231.0,161561.0,330.0,1497881.0,1498211.0,330.0,right,right,right
022,971,0.2534620489587127,0.26157868022031006,0.057516246238684524,0.11944254488550894,0.17072115891416179,0.2459462648170385,0.1593245396397533,0.22597550907551467,0.26017563018033363,0.21323249585373327,0.243421719762948,0.15399399879128073,0.4546550185556453,0.7371394607899495,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.06738952780188368,0.11952354283942317,0.17201339245279917,0.2483492983347641,0.16054720210776244,0.22816559772093495,0.26266674568927206,0.21663486563653792,0.24645524587914136,0.15963960612169373,0.4848271766464348,0.7727319614130734,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13A,A,1.0,1_3,A,13.0,,13A,,,,189976,190676,700,B,2.0,2_6,B,13.0,,,13A,,,1121598,1122378,780,Maar dan zijn het gewoon drie achter elkaar aan beide kant,,But then it's just three in a row on each side,,13A-REP,13A-REP,,,True,,Dit is die met de kraaltjes als oren,,This is the one with the beads as ears,,,13A,13A,True,189976.0,190676.0,700.0,1121598.0,1122378.0,780.0,both,both,both
022,972,0.20992268475604506,0.21318855233928818,0.03098019170032312,0.06424373385240889,0.25104888022547234,0.0947830430830049,0.261094441108567,0.19832558345040527,0.2916225795210539,0.1943121838915207,0.30413758938690155,0.14946258106830668,0.31371135097928743,0.3653500588052887,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0321657394681973,0.07232136699049918,0.2510726642601867,0.10451730152174185,0.2611041532963472,0.20189262917661363,0.29162563052730156,0.1962358269001737,0.3041755272140063,0.15312280164640257,0.3179624658668662,0.3720665212031222,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13B,B,1.0,1_3,A,13.0,,,13B,,,197594,198936,1342,A,1.0,1_3,A,13.0,,13B,,,,214421,214801,380,,en dan heb je zo'n cirkel op de voorkant,,and then you have such a circle on the front,,,,13B,True,"Ja, nou, het ding wat hij eigenlijk aan de voorkant heeft...",,"Yeah, well, the thing he actually has on the front....",,13B,13B,,,True,197594.0,198936.0,1342.0,214421.0,214801.0,380.0,both,right,both
022,973,0.296304506547358,0.30235983356218077,0.18497736426787187,0.40105425128669586,0.33479474448573865,0.5370278873653378,0.20106244314046545,0.40006966730056703,0.15766882191461198,0.3372218063081393,0.1403269017945634,0.3075391520677802,0.3034896908829979,0.25042134775352676,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.19002283755427896,0.4020345115968858,0.3411532677420857,0.5379953154334144,0.21003200794046112,0.4008700530743481,0.16506061910597872,0.33770358363105546,0.15055150234986958,0.30800980764915714,0.31864065125117275,0.2662438454174611,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13E,B,1.0,1_3,A,13.0,,,13C,,13E,202096,205676,3580,A,1.0,1_3,A,13.0,,13E,,,,238818,239058,240,,en zo'n vaag twee,,and such a vague two,,,13E,13C,True,En en het is en het is alsof hij een soort staart heeft.,,And and it's and it's like he has some kind of tail.,,13E,,,,True,202096.0,205676.0,3580.0,238773.0,239103.0,330.0,left,both,both
022,974,0.24116830614636706,0.24322212956188388,0.3423889140155101,0.20981305045441198,0.2169817349875674,0.18093381759024635,0.1858074563009254,0.29053978527594054,0.15980012193607063,0.32282636614456545,0.11940608092425242,0.3093165314161553,0.46154748802566425,0.094658326685095,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.34365067249656067,0.21021632985630226,0.2203475098001915,0.18205529340518545,0.18843227968171933,0.29107105763347574,0.16286316019953148,0.3229595428939069,0.12398269103342884,0.3093910307812793,0.4626075467769609,0.10108844018406403,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13B,A,1.0,1_3,A,13.0,,13B,,,,216879,217481,602,B,2.0,2_6,B,13.0,,,13B,,,1123868,1125901,2033,Ik zag dat als een soort van...,,I saw that as sort of...,,13B,13B,,,True,,en dan zo'n ronde cirkel aan de voorkant.,,And then such a round circle on the front.,,,,13B,True,216879.0,217481.0,602.0,1123868.0,1125901.0,2033.0,both,right,both
022,975,0.3818405281119405,0.3827805628567124,nan,0.3072825329467749,nan,0.3989096577129568,nan,0.30242922707728714,nan,0.25117167865232215,nan,0.19279597940002108,nan,0.8384540928822808,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.30770047596298133,nan,0.3994415044105164,nan,0.3031101636367473,nan,0.25169053075169284,nan,0.1945962050304729,nan,0.840144497347864,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,08C,B,1.0,1_4,B,8.0,,,08C,,,281856,282316,460,A,1.0,1_4,B,8.0,,08C,,,,345856,346276,420,,En het heeft een rechte neus.,,And it has a straight nose.,,,,08C,True,en dan heeft hij één zo'n armpje,,and then he has one of those little arms,,,08C-REP,,,True,281856.0,282316.0,460.0,345856.0,346276.0,420.0,right,right,right
022,976,0.26341248342182444,0.2684323944524074,0.17646185518596272,0.20830475940773774,0.06767671250562936,0.1137565716207286,0.023044731259506828,0.1354097417038632,0.050114067440780175,0.14940620149451705,0.09071135818987101,0.1335626477517532,1.1116496236223934,0.9008515308791504,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.17943818903295122,0.2095634555036287,0.07576522475929733,0.11454505302414877,0.044530689167852903,0.13623583667442868,0.06210007681489563,0.14994902882650663,0.0985989782721138,0.13416952576357305,1.112270315905128,0.904022359684364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,08A,B,1.0,1_4,B,8.0,,,08A,,,284869,286438,1569,A,1.0,1_4,B,8.0,,08A,,,,314936,315236,300,,En het heeft ehm,,And it has ehm,,,08A,08A,True,"Wa- wacht even, het was een pot en het had een vierkant op zijn hoofd, toch?",,"Wa- wait, it was a pot and it had a square on its head, right?",,,08A,,,True,284869.0,286438.0,1569.0,314921.0,315251.0,330.0,right,both,both
022,977,0.13217379291108422,0.13690537850121268,nan,0.007974307384276237,nan,0.05427842931931444,nan,0.1309186335885305,nan,0.1668673568695821,nan,0.1457829329400508,nan,0.2872210973647513,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.02283146205730206,nan,0.06179541428725725,nan,0.1330296734236877,nan,0.16814766176383134,nan,0.14617377324150999,nan,0.28945428623368763,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,08A,A,1.0,1_4,B,8.0,,08A,,,,314936,315236,300,B,1.0,1_4,B,8.0,,,08A,,,321124,322176,1052,"Wa- wacht even, het was een pot en het had een vierkant op zijn hoofd, toch?",,"Wa- wait, it was a pot and it had a square on its head, right?",,,08A,,,True,,Een- het is het is de platte kant.,,One-it's the flat side.,,,,08A,True,314921.0,315251.0,330.0,321124.0,322176.0,1052.0,right,right,right
022,978,0.2943236995545525,0.2958430169213728,0.3865467905650188,0.1689252850505947,0.43352003326589034,0.22312794705563882,0.39252682880532336,0.3045868690578681,0.29913088725772524,0.2820638971691842,0.22840786938593988,0.21251664941880252,0.36339538467221344,0.23713595295043052,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.38659930229713024,0.16997610913781658,0.43363681639709456,0.22339346310780445,0.39253325307113573,0.3056638294531867,0.29920240683203836,0.28443603038844667,0.22864847269597288,0.21609839989320836,0.3642715925727736,0.24565652720986567,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,08A,B,1.0,1_4,B,8.0,,,08A,,,325756,326356,600,A,1.0,1_4,B,8.0,,08A,,,,366893,367233,340,,Zegmaar h- het is een beetje gedraaid.,,Say h- it's a little twisted.,,,,08A,True,"Ja, ik zag de ik zag het hoofd zegmaar als de ruit.",,"Yes, I saw the I saw the head so to speak as the window.",,08A,08A,,,True,325756.0,326356.0,600.0,366893.0,367233.0,340.0,both,right,both
022,979,0.16930316108086105,0.17515516068495351,0.04636354005002585,0.05185670856976093,0.08164495070315457,0.09567189187609615,0.1467099651602862,0.06555692641307552,0.18121068349943137,0.04150118144874515,0.14811308860820027,0.08075883927065627,0.6243049721186666,0.4679451852522335,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.059511264708339874,0.0547810706600083,0.09587550936480596,0.09978303056366272,0.15112530138095498,0.07413649590681329,0.18285442153950326,0.04985534764099999,0.14928128893512327,0.08419784581395345,0.6286490687009909,0.47181128300428615,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,08B,B,1.0,1_4,B,8.0,,,08B,,,331976,332170,194,A,1.0,1_4,B,8.0,,08B,,,,333176,335160,1984,,En ehm aan allebei de,,And ehm to both the,,,08B,08B,True,"Heeft hij dan twee uitsteeksels uit zijn hoofd, zeg maar?",,"So does he have two protrusions from his head, say?",,08B-REP,08B-REP,,,True,331908.0,332238.0,330.0,333176.0,335160.0,1984.0,both,both,both
022,980,0.5325501542469709,0.5328481085298066,nan,0.4848250087440824,nan,0.487908615563548,nan,0.5258626993386667,nan,0.4738570507234871,nan,0.44704062424105007,nan,0.7758069268709915,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4849246817936533,nan,0.4879292012369683,nan,0.5258709491661634,nan,0.4740830514091791,nan,0.4476047060695359,nan,0.7766760615033393,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,08C,A,1.0,1_4,B,8.0,,08C,,,,345856,346276,420,B,1.0,1_4,B,8.0,,,08C,,,356222,356402,180,en dan heeft hij één zo'n armpje,,and then he has one of those little arms,,,08C-REP,,,True,,"En een neus, volgens mij.",,"And a nose, in my opinion.",,,,08C,True,345856.0,346276.0,420.0,356147.0,356477.0,330.0,right,right,right
022,981,0.14220281077507063,0.14701273754178434,0.050278997605038775,0.01646609173856516,0.026748768575386203,0.01632855154809651,0.029451021916856727,0.09429591691066952,0.12127923585187873,0.14839411642175576,0.15816629734542542,0.171625172502652,0.5526551649263087,0.320744393958214,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.053823062887763076,0.017229715190029228,0.031669930575983114,0.016805584288289616,0.03060078218656195,0.09558665435527847,0.12146174940432378,0.14937299472474697,0.15834353528095554,0.17220035181013243,0.5642350480088882,0.35282344178846,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,08B,A,1.0,1_4,B,8.0,,08B,,,,353956,354416,460,B,1.0,1_4,B,8.0,,,08B,,,355288,355468,180,En dan heeft hij zo...,,And then he got so...,,08B,08B,,,True,,,,,,,08B,08B,True,353956.0,354416.0,460.0,355213.0,355543.0,330.0,both,both,both
022,982,0.1368077091546722,0.13849948793337918,0.04043107415650547,0.05335917383911881,0.048587967692911245,0.04858600439036417,0.032294747617541086,0.14016706880475796,0.07289703810174145,0.21347132574294858,0.12309698194571309,0.21261252517350543,0.3030465264508502,0.3531420759401089,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04244815640712314,0.05353326644543495,0.05102241072586934,0.048716035174794815,0.0350974022957969,0.1403305020226779,0.07414337822441794,0.2140587358483199,0.12382870297060189,0.21312403817492442,0.3082847019272378,0.3574065249833512,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,08B,B,1.0,1_4,B,8.0,,,08B,,,355288,355468,180,A,1.0,1_4,B,8.0,,08B,,,,369178,369618,440,,,,,,,08B,08B,True,En ik zag zegmaar de twee stekels soortvan als de hoorns.,,And I saw say the two spines kind of like the horns.,,08B,08B,,,True,355213.0,355543.0,330.0,369178.0,369618.0,440.0,both,both,both
022,983,0.3033832988196894,0.30606576227245585,0.1010051735559465,0.23111183831006474,0.2678120056504746,0.2880737982189428,0.1987871349187398,0.16737655076416488,0.2151148874167998,0.12450871781320405,0.2705952309229108,0.12792248789029886,1.061054864430653,0.5872368959440737,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.10555117906929276,0.23424467913716546,0.2708771132452997,0.2889600802446238,0.20258163391734027,0.16825231491498427,0.2182314322004163,0.1260511522962544,0.2720661532716698,0.12964432498405504,1.0657708499541385,0.5905582340342294,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,08C,B,1.0,1_4,B,8.0,,,08C,,,356222,356402,180,A,1.0,1_4,B,8.0,,08C,,,,360786,365121,4335,,"En een neus, volgens mij.",,"And a nose, in my opinion.",,,,08C,True,"Ja, zo zo van voren zo.",,"Yes, so-so from the front so-so.",,08C,08C,,,True,356147.0,356477.0,330.0,360786.0,365121.0,4335.0,both,right,both
022,984,0.10333517352377579,0.11016510172203074,nan,0.11651817035259894,nan,0.1475889981584317,nan,0.10913151066416772,nan,0.09231193962768049,nan,0.08265912670557231,nan,0.07180129563420358,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.11728408329512773,nan,0.1500230504932574,nan,0.11140445633323341,nan,0.09461979772173092,nan,0.08419752326429848,nan,0.10346169922453653,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,05A,B,1.0,1_5,A,5.0,,,05A,,,420917,421997,1080,A,1.0,1_5,A,5.0,,05A,,,,424054,426034,1980,,Zo'n zo'n zo'n plat ding.,,Such a so-so flat thing.,,,,05A,True,En hij heeft zo'n hij heeft zo'n inderdaad zo'n vierkant ding op zijn hoofd.,,And he has such a he has such indeed such a square thing on his head.,,,05A,,,True,420917.0,421997.0,1080.0,424054.0,426034.0,1980.0,right,right,right
022,985,0.1323817135241183,0.14372090661858652,0.49925951346512043,0.0956581648142071,0.6527215624308877,0.211093200733614,0.4869694287285545,0.18475437526600264,0.42018089372991263,0.13768869544209408,0.3807684583096742,0.058400695803423865,1.7459546026475767,0.10669514908536804,0.5523705594639235,0.6978220042472688,0.5324973857956541,0.4770139750407659,0.41899984661412665,2.098618224742837,0.47441375228582516,0.5431588698412734,0.6313360665622056,0.6013216157391711,0.4723120930882054,0.6483735712197299,0.49944559818172474,0.09684918338177621,0.6528917911921879,0.21343197612985162,0.48825804744926954,0.18927731196358563,0.4221412735062487,0.14149787259363622,0.3848603862194543,0.06585921215830637,1.7477565589615045,0.15540988348436313,0.552448539615048,0.6994904270148918,0.535235069525985,0.48085424090306317,0.4262289277209542,2.0992124995963395,0.4748913171982264,0.5441578842484428,0.632114216456206,0.6038903081434311,0.4750980602820769,0.654274913756067,05A,A,1.0,1_5,A,5.0,,05A,,,,424054,426034,1980,B,2.0,2_14,B,5.0,,,05A,,,1278641,1279541,900,En hij heeft zo'n hij heeft zo'n inderdaad zo'n vierkant ding op zijn hoofd.,,And he has such a he has such indeed such a square thing on his head.,,,05A,,,True,,met de staaf op de bovenkant die er zo recht doorheen gaat.,,with the rod on the top going straight through like this.,,,05A,,True,424054.0,426034.0,1980.0,1278641.0,1279541.0,900.0,right,left,right_left
