pair,comparison_id,hands,average_size,size_left,size_right
001,76,right,0.37035877118638955,0.057984149985278406,0.37035877118638955
001,77,right,0.2669708480364679,0.1159640457258006,0.2669708480364679
001,78,right,0.2144008213466101,0.17791826136766442,0.2144008213466101
001,80,both,0.25715255095173545,0.2949727358890619,0.219332366014409
001,81,both,0.34147406232409216,0.3373344803548371,0.3456136442933472
001,82,right,0.31738822688304735,0.04187465461869018,0.31738822688304735
001,83,right,0.17690624783250103,0.04993239181987166,0.17690624783250103
001,84,right,0.3560815317089814,0.0909928268797759,0.3560815317089814
001,85,right,0.25691217404019845,0.26371159007335454,0.25691217404019845
001,86,both,0.38805176252260604,0.38662968880702636,0.3894738362381857
001,87,left,0.42682157995666864,0.42682157995666864,0.11822015659053084
001,88,both,0.4705903067253294,0.3394062146962563,0.6017743987544025
001,89,right,0.7359376230342567,0.053197696375768905,0.7359376230342567
001,90,right,0.18627060277671953,0.03510866257240259,0.18627060277671953
001,92,both,0.22587208903747497,0.22989612757045497,0.221848050504495
001,94,both,0.247548624277651,0.2057933386501724,0.2893039099051296
001,95,both,0.27542577589546846,0.30915177089091334,0.24169978090002353
001,96,both,0.4579062848031221,0.5033382447572543,0.41247432484898994
001,98,right,0.31377932030761696,0.084418710883039,0.31377932030761696
001,99,both,0.14126302666694857,0.15841254739878835,0.1241135059351088
001,100,right,0.25235410606179887,0.1331781893323096,0.25235410606179887
001,101,both,0.6979411620682083,0.6959895530110656,0.699892771125351
001,103,both,0.3432594535125003,0.4030163771747515,0.28350252985024915
001,104,right,0.03510675013125454,0.3098441748717517,0.03510675013125454
001,105,right,0.4668241023389599,0.2415431579543372,0.4668241023389599
001,106,right,0.20331347501063943,0.2941388176279405,0.20331347501063943
001,107,both,0.12816256594894676,0.11250880389836955,0.14381632799952396
001,109,right,0.07163419414687963,0.053758043868737095,0.07163419414687963
001,110,right,0.10079992651893423,0.09335892984548248,0.10079992651893423
001,111,both,0.245145864774558,0.31491555458041703,0.17537617496869895
001,112,both,0.3417455335218435,0.3267433367828253,0.3567477302608617
001,114,right,0.32569893484578155,0.05082082526150118,0.32569893484578155
001,115,both,0.276596036363277,0.25856309013386153,0.29462898259269255
001,117,both,0.20408537048509207,0.1761737853913069,0.2319969555788772
001,118,left,0.8836884376127805,0.8836884376127805,0.20581368175554002
001,120,left,0.10386906359148468,0.10386906359148468,0.09858786102658593
001,121,right,0.06637789682698263,0.05795118642881565,0.06637789682698263
001,122,both,0.2988635930885411,0.37069524388449293,0.22703194229258924
001,123,both,0.3022028235464824,0.3365250434356346,0.26788060365733024
001,125,both,0.21960886538667695,0.19473040928441257,0.24448732148894134
001,127,left,0.36558920472273293,0.36558920472273293,0.26776690238323875
001,128,right,0.1805751291448548,0.08788099778701457,0.1805751291448548
001,129,both,0.07079114990106633,0.0832957330414006,0.05828656676073206
001,130,right,0.23320202048746771,0.1076027819821108,0.23320202048746771
001,135,right,0.42723411488860175,0.09701199840941137,0.42723411488860175
001,136,both,0.22125060090025125,0.1971041739502769,0.2453970278502256
001,139,both,0.1624808903445823,0.20598566139489538,0.11897611929426921
001,140,right,0.38197302185532056,0.13987196878511476,0.38197302185532056
001,142,right,0.10059812804382344,0.0499470246957833,0.10059812804382344
001,143,right,0.07672577668753894,0.046949374465245136,0.07672577668753894
001,145,right,0.33475381396670406,0.060328435164884675,0.33475381396670406
001,147,left,0.3220045629044731,0.3220045629044731,0.050422479006251304
001,148,both,0.27470500474081616,0.30929562401647737,0.24011438546515493
001,150,right,0.8761827027420773,0.09592584251914116,0.8761827027420773
001,151,both,0.2386643739357682,0.15486676934275917,0.3224619785287772
001,155,right,0.43824028919594393,0.313627743064831,0.43824028919594393
001,156,right,0.28342501112389135,0.032913184638414326,0.28342501112389135
001,158,both,0.3606229258528948,0.5104396221409352,0.21080622956485437
001,160,both,0.2221709495680057,0.20234038465182788,0.2420015144841835
001,161,both,0.07312734181190705,0.07173257883865905,0.07452210478515504
001,172,both,0.40432236991221643,0.4926138974909752,0.31603084233345763
001,174,both,0.19846176284156908,0.13455048719350604,0.2623730384896321
001,176,right,0.24237935236908978,0.03805338841873936,0.24237935236908978
001,180,right,0.395951976291037,0.06270269000370081,0.395951976291037
001,185,both,0.19522251519397887,0.22091612123464222,0.1695289091533155
001,188,right,0.5830239455150028,0.07426999727482217,0.5830239455150028
001,189,right,0.12031796905636848,0.08093022295840835,0.12031796905636848
002,193,both,0.22930701620078203,0.24808876040643077,0.21052527199513332
002,195,both,0.17671670267401945,0.22378926775189373,0.12964413759614518
002,197,both,0.1496180840472489,0.07657631583905623,0.2226598522554416
002,198,left,0.35696334472889363,0.35696334472889363,0.08814852227429393
002,199,left,0.32324626724018296,0.32324626724018296,0.15067156523409478
002,200,left,0.08246991158662388,0.08246991158662388,0.12854554809661353
002,202,left,0.33083333560853057,0.33083333560853057,0.21087746886607409
002,203,both,0.23080142831219103,0.2677915243685974,0.1938113322557847
002,204,right,0.5596501730676777,0.21401242311092172,0.5596501730676777
002,205,left,0.20573306579177844,0.20573306579177844,0.523486263439154
002,207,right,0.23445195908660588,0.23332462519476596,0.23445195908660588
002,208,right,0.06926718689994943,0.041312013371622824,0.06926718689994943
002,209,left,0.10889946991918206,0.10889946991918206,0.09264184748447098
002,210,left,0.22066800812343104,0.22066800812343104,0.45866367919410467
002,211,both,1.0173438099718297,1.002787341867217,1.0319002780764424
002,212,right,0.8266891586174224,0.03905175273748237,0.8266891586174224
002,213,both,0.09498297006815044,0.10754171221184343,0.08242422792445746
002,214,left,0.07690683508546252,0.07690683508546252,0.1651321618590417
002,216,right,0.5786940775227875,0.01916503951343314,0.5786940775227875
002,217,both,0.12814665949831164,0.1224018283299587,0.13389149066666456
002,218,right,0.5329149104482083,0.05657039175095049,0.5329149104482083
002,219,left,0.11376041860433464,0.11376041860433464,0.11042444465754428
002,220,left,0.09552312865329476,0.09552312865329476,0.21167609721666736
002,222,right,0.4164329325585268,0.01976006150944255,0.4164329325585268
002,223,right,0.2531626469863402,0.028934771743071522,0.2531626469863402
002,225,both,0.2637701131673384,0.2263323118885909,0.3012079144460859
002,226,right,0.4229799482320634,0.04392300746936655,0.4229799482320634
002,227,right,0.5759605480894675,0.02278378124260584,0.5759605480894675
002,229,right,0.2870579984477483,0.05347952146755587,0.2870579984477483
002,230,right,0.22881456126017236,0.2650593438491014,0.22881456126017236
002,231,right,0.42146591425623814,0.14317609351131663,0.42146591425623814
002,232,right,0.1428820725136472,0.027294217494883623,0.1428820725136472
002,233,right,0.13475175748331572,0.16032377947039714,0.13475175748331572
002,234,both,0.6697670933993105,0.6211565164845495,0.7183776703140716
002,235,right,0.059904279977398625,0.059336165828114774,0.059904279977398625
002,236,both,0.07357314754115962,0.06124965326767605,0.08589664181464321
002,237,both,0.5280846179405762,0.5145111914373418,0.5416580444438105
002,238,both,0.46154794825652123,0.4504518393485404,0.47264405716450214
002,240,both,0.3143790343866706,0.33504768180933847,0.2937103869640027
002,241,both,0.26871035205273,0.26243216543953046,0.2749885386659294
002,242,both,0.4148765643781175,0.41853458001049193,0.4112185487457431
002,243,both,0.11871514725123647,0.12813900522872712,0.10929128927374583
002,246,right,0.23192763261519814,0.2166998038367518,0.23192763261519814
002,247,both,0.23744995490231718,0.17292692674452367,0.3019729830601107
002,248,both,0.1558295937817218,0.1293997965082057,0.18225939105523786
002,249,left,0.22752704043094232,0.22752704043094232,0.29869028571201306
002,250,both,0.5358755570445732,0.5039421894104815,0.5678089246786651
002,251,left,0.8397262233626622,0.8397262233626622,0.5006057400335184
002,253,both,0.07742744077179722,0.08634420994066004,0.06851067160293442
002,254,right,0.07300413343219471,0.016819851989319172,0.07300413343219471
002,257,left,0.08064757339657136,0.08064757339657136,0.0646320784840102
002,258,left,0.14375476166340168,0.14375476166340168,0.10956786280552444
002,259,left,0.3295504047824905,0.3295504047824905,0.09725776243123446
003,266,both,0.11655602983671944,0.10851429520301331,0.12459776447042556
003,267,both,0.22847729048864054,0.20634371957824887,0.2506108613990322
003,268,right,0.3843205407468004,0.17530899128408955,0.3843205407468004
003,269,right,0.39902508151296884,0.19490268583557058,0.39902508151296884
003,270,left,0.3889106180040439,0.3889106180040439,0.13228905194453375
003,271,left,0.2471429914138117,0.2471429914138117,0.12700154281239434
003,272,both,0.14537600334717143,0.09608417589379924,0.19466783080054362
003,273,both,0.2976045025862505,0.31997805772306354,0.27523094744943744
003,274,both,0.1440742303430208,0.0880138761371973,0.20013458454884434
003,275,left,0.22821625577996885,0.22821625577996885,0.0927723725833889
003,276,left,0.19044731229149106,0.19044731229149106,0.03159784258240731
003,278,right,0.1617804483914384,0.09142896235849163,0.1617804483914384
003,280,left,0.11656643060984706,0.11656643060984706,0.07412885600053898
003,281,left,0.13508072456145107,0.13508072456145107,0.26909671098507554
003,284,both,0.3870706444673786,0.37943968270691997,0.3947016062278373
003,285,both,0.8007490699189547,0.8077897257488382,0.7937084140890711
003,286,left,0.030282711240877922,0.030282711240877922,0.05314850386914349
003,288,both,0.5978354496472074,0.42721497097103744,0.7684559283233774
003,289,left,0.5100920573387253,0.5100920573387253,0.30388257836051286
003,291,left,0.3676573401036972,0.3676573401036972,0.21338567396737082
003,292,left,0.3414688653924041,0.3414688653924041,0.13421968156556285
003,293,right,0.1004006367063394,0.06269150381813644,0.1004006367063394
003,294,both,0.38789019673029834,0.4686095407504344,0.3071708527101623
003,296,right,0.32273960269175367,0.15333664138334663,0.32273960269175367
003,299,right,0.08662184739477649,0.07187441495225225,0.08662184739477649
003,300,left,0.19667478540674566,0.19667478540674566,0.22786603205425332
003,301,left,0.6345446685006961,0.6345446685006961,0.2367239015353027
003,304,right,0.4223108735159983,0.14280137841402002,0.4223108735159983
003,305,right,0.3558489594652831,0.18323697376436895,0.3558489594652831
003,306,right,0.3504615677758143,0.3337933736147452,0.3504615677758143
003,307,right,0.33803968510991705,0.08022768076542852,0.33803968510991705
003,308,left,0.1856565157750087,0.1856565157750087,0.16527689488071484
003,311,both,0.2707934874197059,0.2761026162447777,0.2654843585946341
003,315,left,0.44651190083360714,0.44651190083360714,0.2981437798913164
003,316,both,0.1638145801290211,0.20971698128705132,0.11791217897099086
003,317,both,0.37301446385576276,0.30391912618886485,0.4421098015226607
003,318,right,0.1864331182338264,0.4451797116336079,0.1864331182338264
003,320,left,0.28508564182992413,0.28508564182992413,0.17327706161174664
003,321,right,0.1747832518137727,0.29152164086154964,0.1747832518137727
003,322,both,0.10611949038777366,0.09732284797749641,0.1149161327980509
003,324,both,0.09967182451474398,0.10531875567300032,0.09402489335648763
003,327,both,0.5767529703043985,0.39698145152860503,0.756524489080192
003,328,left,0.19472994481934086,0.19472994481934086,0.15801675021986175
003,329,both,0.22799993597144913,0.21405235922400342,0.2419475127188948
003,330,both,0.18864123991488868,0.19614831799379057,0.1811341618359868
003,331,both,0.15799298035909512,0.21076213031526192,0.1052238304029283
003,333,both,0.44706824661946554,0.43626341820627873,0.4578730750326523
003,334,left,0.39832058035567897,0.39832058035567897,0.10008056879106797
003,338,right,0.2232327336505601,0.07927295531614394,0.2232327336505601
003,340,left,0.07591147365031169,0.07591147365031169,0.0591094966317229
003,341,right,0.22013713893206888,0.0887270191312311,0.22013713893206888
003,342,left,0.3872108135571481,0.3872108135571481,0.07127659144218779
003,344,left,0.301527039489615,0.301527039489615,0.05094254202247542
003,346,left,0.35238028308493996,0.35238028308493996,0.16873739297712276
003,348,left,1.184869849075532,1.184869849075532,0.6293599711948564
003,349,right,0.34130004361950517,0.1310226123477073,0.34130004361950517
003,350,both,0.042641231773885256,0.0367900773443128,0.048492386203457714
003,351,right,0.15381757696947,0.06213681497306575,0.15381757696947
003,352,left,0.33853553395179353,0.33853553395179353,0.23465847398655604
003,356,both,0.21736806654932073,0.18496991738401017,0.24976621571463126
003,358,left,0.1484988208818021,0.1484988208818021,0.08828236213130283
003,361,left,0.07954966635230747,0.07954966635230747,0.04079162860196258
003,364,both,0.2690653402417237,0.27586192425925693,0.2622687562241905
003,367,left,0.15747264725155558,0.15747264725155558,0.0899562984918713
003,370,left,0.08260651925644201,0.08260651925644201,0.060776163605280015
005,373,left,0.49158700847683634,0.49158700847683634,0.10843844600578442
005,376,both,0.058060002675205294,0.07130193256300581,0.044818072787404774
005,378,right,0.38161124429006993,0.3288670854357793,0.38161124429006993
005,379,left,0.3288670854357793,0.3288670854357793,0.38161124429006993
005,381,left,0.2511448611622819,0.2511448611622819,0.0681979520489994
005,382,right,0.08930198353694968,0.04764168614648983,0.08930198353694968
005,383,right,0.3462843437538986,0.06986703268883104,0.3462843437538986
005,384,right,0.06530202203446463,0.06335191388427672,0.06530202203446463
005,388,both,0.06485179266908062,0.08455704018702638,0.04514654515113485
005,391,right,0.15387405203700133,0.06424115573081532,0.15387405203700133
005,394,right,0.40520173956221317,0.3350493532219083,0.40520173956221317
005,395,both,0.3175516187038701,0.33731234848788433,0.2977908889198559
005,396,left,0.10102186099549547,0.10102186099549547,0.06315789087739629
005,397,right,0.16818998035822097,0.13016867084278627,0.16818998035822097
005,398,right,0.0710959198044551,0.029784606675308502,0.0710959198044551
005,400,right,0.5953219849523264,0.49337308091919746,0.5953219849523264
005,404,both,0.08801375314422542,0.08280265442763146,0.09322485186081939
005,405,left,0.18058433173031474,0.18058433173031474,0.08237902219214983
005,406,left,0.2672714386885059,0.2672714386885059,0.06858677969522625
005,407,left,0.32618425280485963,0.32618425280485963,0.05919168092964574
005,408,left,0.2985773406470177,0.2985773406470177,0.028136200678852516
005,409,both,0.22119122168234132,0.1794252003608251,0.26295724300385753
005,410,both,0.12816829258228757,0.07025748486726247,0.1860791002973127
005,411,left,0.04954912858931418,0.04954912858931418,0.02030873091377738
005,412,left,0.07422636242712996,0.07422636242712996,0.023329981361876414
005,414,right,0.3656499470414397,0.13037794519275372,0.3656499470414397
005,415,right,0.13984722138750738,0.16590819155828715,0.13984722138750738
005,417,both,0.10827094511121882,0.12145039604293727,0.09509149417950039
005,418,both,0.24733702977308414,0.25779737816491216,0.2368766813812561
005,420,left,0.09221748709149297,0.09221748709149297,0.032176989376915884
005,422,left,0.17019709275601866,0.17019709275601866,0.035770545869782254
005,424,right,0.11903458808777112,0.032514779730480135,0.11903458808777112
005,425,right,0.05496443291834889,0.1626504513548398,0.05496443291834889
005,427,right,0.34428039256686793,0.09278889310372655,0.34428039256686793
005,428,right,0.09958572763493054,0.017373585645969098,0.09958572763493054
005,430,right,0.059759902920873686,0.025290919669103556,0.059759902920873686
005,431,right,0.22024248140465436,0.029552850046799826,0.22024248140465436
005,434,left,0.3261291546358659,0.3261291546358659,0.035295262141223215
005,435,left,0.08001239239159517,0.08001239239159517,0.03629358061753381
005,436,both,0.25802291326871507,0.21767396695014732,0.2983718595872828
005,438,right,0.25387222929508946,0.05828667253733197,0.25387222929508946
005,439,right,0.3958864123167171,0.06795924088036895,0.3958864123167171
005,440,both,0.19233730963654933,0.21887430713340916,0.1658003121396895
005,442,left,0.17761213241789361,0.17761213241789361,0.037046688068221735
005,443,left,0.11450108318450858,0.11450108318450858,0.06422493051369428
005,444,left,0.33625739521001413,0.33625739521001413,0.1347209301128264
005,445,left,0.14683968366510353,0.14683968366510353,0.0778834398578047
005,448,left,0.7319634878282983,0.7319634878282983,0.06470770012843409
005,450,right,0.06051900018429471,0.06994484628507124,0.06051900018429471
005,453,both,0.03588766404046387,0.04781964313206434,0.023955684948863402
005,454,right,0.07908810409903509,0.07046984103920781,0.07908810409903509
005,456,right,0.4226809179506179,0.038339870200014364,0.4226809179506179
005,457,right,0.2508119989390496,0.09603336295848129,0.2508119989390496
005,459,right,0.17268370358183768,0.09613460086430649,0.17268370358183768
005,460,right,0.3996380280975751,0.0630521499179941,0.3996380280975751
005,464,right,0.09177526680457361,0.03385068926107931,0.09177526680457361
005,466,both,0.18487381508386186,0.20151546805031573,0.16823216211740796
005,468,right,0.1622970722429165,0.03961716122162348,0.1622970722429165
005,469,right,0.15721114426515398,0.043915073317018646,0.15721114426515398
005,470,right,0.22266824044066263,0.07735001365905893,0.22266824044066263
005,472,left,0.26327897419092783,0.26327897419092783,0.06360178685274114
005,474,both,0.10468104441585191,0.13188601556495544,0.07747607326674837
005,475,right,0.10600813570447268,0.05060142170452494,0.10600813570447268
005,479,right,0.4381442258722691,0.06543825788314958,0.4381442258722691
005,480,both,0.22856141073149422,0.20490525542886875,0.2522175660341197
005,481,both,0.10076518732807777,0.0953867441555905,0.10614363050056504
006,482,both,0.07211179661429196,0.07171303221837519,0.07251056101020872
006,483,left,0.06585446370483276,0.06585446370483276,0.07266098241702999
006,484,both,0.1269106255011304,0.16843350788522407,0.08538774311703672
006,488,right,0.27176025536512705,0.05922709737237893,0.27176025536512705
006,489,right,0.2661553118104239,0.1092378356687476,0.2661553118104239
006,490,both,0.07177940638826254,0.04571023205327423,0.09784858072325085
006,491,both,0.10866183747366792,0.11018383630903902,0.1071398386382968
006,492,both,0.07882063235167239,0.06906293145380814,0.08857833324953664
006,496,right,0.4086981454152312,0.1418492827077866,0.4086981454152312
006,499,both,0.33215787982546396,0.32597054001467585,0.3383452196362521
006,501,right,0.3441370732859548,0.10604754499253569,0.3441370732859548
006,502,both,0.22767466522445695,0.22285476524548034,0.23249456520343356
006,503,right,0.4959634578442841,0.17559105906973527,0.4959634578442841
006,505,right,0.21951424465885191,0.12890619430852027,0.21951424465885191
006,506,right,0.0950356558666531,0.0631652062509198,0.0950356558666531
006,508,both,0.3621161485869288,0.3055206354382267,0.4187116617356309
006,509,right,0.12552844475281266,0.07757312791550257,0.12552844475281266
006,511,right,0.08112358309913285,0.05393108627716752,0.08112358309913285
006,513,right,0.30190869287323063,0.30216393479739306,0.30190869287323063
006,515,both,0.10527970364173121,0.07748492321086642,0.133074484072596
006,516,both,0.21281500969524625,0.17799898832709463,0.24763103106339784
006,517,left,0.18776680794975686,0.18776680794975686,0.134340645246018
006,518,both,0.17564903542708882,0.1442545374165677,0.20704353343760992
006,519,both,0.18910154797948392,0.17712072927803477,0.20108236668093307
006,521,both,0.35377940022698184,0.28042477728950427,0.42713402316445936
006,522,both,0.1849237709333501,0.15605659462260257,0.21379094724409764
006,523,both,0.07731884877295842,0.061271905981692985,0.09336579156422384
006,524,left,0.17152456486214374,0.17152456486214374,0.05640021813044686
006,525,both,0.165098693136202,0.12037581385326651,0.20982157241913754
006,526,both,0.23895087550375274,0.17582600788885705,0.30207574311864843
006,527,both,0.25471482692549174,0.21787948311417318,0.2915501707368103
006,528,both,0.22477913067619065,0.16138684074973045,0.2881714206026509
006,529,right,0.6789071693665757,0.11501220366136142,0.6789071693665757
006,530,right,0.19780769499202946,0.08107259723833435,0.19780769499202946
006,532,right,0.2155867426873368,0.119111541636744,0.2155867426873368
006,534,right,0.2917621457290677,0.11469138451159698,0.2917621457290677
006,536,both,0.11417701174434129,0.09203903861945961,0.13631498486922297
006,538,right,0.26950917197443297,0.38931389293447816,0.26950917197443297
006,539,left,0.37514064702745736,0.37514064702745736,0.24327616563095986
006,540,both,0.10764556036186512,0.10161416925525457,0.11367695146847569
006,543,both,0.12945416916978045,0.11853928481269925,0.14036905352686166
006,544,both,0.3462398731560219,0.2808246336802022,0.4116551126318416
006,550,right,0.15006442843157963,0.10070945154470523,0.15006442843157963
006,553,right,0.18837604141441533,0.13358028191558285,0.18837604141441533
006,554,right,0.4792634491528946,0.15872749351885868,0.4792634491528946
006,555,right,0.24649835389930647,0.09621003440710328,0.24649835389930647
006,556,both,0.026543405526610983,0.028221876200468652,0.024864934852753314
006,557,both,0.1655200132477963,0.1257091687673796,0.20533085772821302
006,559,right,0.10232316371286061,0.07072964638964797,0.10232316371286061
006,560,right,0.19864987686239005,0.04550780093684627,0.19864987686239005
006,563,right,0.6941160932471113,0.15881431258079395,0.6941160932471113
006,568,right,0.2933847998384139,0.08879700142265501,0.2933847998384139
006,575,right,0.18301801530164477,0.10000794409228196,0.18301801530164477
006,576,right,0.20879539960758253,0.07583193995809775,0.20879539960758253
006,579,both,0.2963826318142509,0.17511423101542947,0.4176510326130723
006,580,right,0.5306776481185544,0.09076642556573125,0.5306776481185544
006,581,right,0.0814018843107371,0.07871098112774347,0.0814018843107371
006,583,right,0.13064591529971062,0.042230200882851114,0.13064591529971062
006,584,right,0.21499158762832216,0.08225743194576615,0.21499158762832216
007,585,right,0.2772477212904975,0.038847062564575215,0.2772477212904975
007,586,left,0.232471528118061,0.232471528118061,0.04385507037418414
007,587,left,0.1869438611606875,0.1869438611606875,0.1092260527614037
007,589,right,0.4636594201532552,0.1010701201793178,0.4636594201532552
007,590,right,0.21506446429575357,0.09422991190439596,0.21506446429575357
007,591,both,0.4167034344565703,0.39491511135499574,0.4384917575581449
007,592,left,0.12070010092130351,0.12070010092130351,0.06539544901328251
007,593,right,0.21558253988057555,0.0952937544275269,0.21558253988057555
007,594,right,0.12046108557553666,0.06919548453078538,0.12046108557553666
007,595,right,0.12357925310274871,0.06362044193968265,0.12357925310274871
007,596,right,0.14599160010105114,0.057915583867673884,0.14599160010105114
007,597,both,0.1878400136178283,0.24380944991526102,0.13187057732039556
007,598,right,0.06595514523479434,0.062280189217212165,0.06595514523479434
007,599,left,0.166529035612368,0.166529035612368,0.12469144197969032
007,600,left,0.0799038250659415,0.0799038250659415,0.09345932063938672
007,601,both,0.18802884479024232,0.18006051142081336,0.19599717815967127
007,602,left,0.2416931690831045,0.2416931690831045,0.0910916460708841
007,603,right,0.5188624933634615,0.16058822968010067,0.5188624933634615
007,604,right,0.2800386630393614,0.051434026398524485,0.2800386630393614
007,605,right,0.20870208539073007,0.07092202619162012,0.20870208539073007
007,606,right,0.2305326147754053,0.08268722487045577,0.2305326147754053
007,607,right,0.10164735422444368,0.07275908262298275,0.10164735422444368
007,608,left,0.29880685032182547,0.29880685032182547,0.2805740283891768
007,609,right,0.3083284006313385,0.32114314574585207,0.3083284006313385
007,610,both,0.3423158102868796,0.348214079457481,0.33641754111627814
007,611,both,0.18031358546077875,0.18650220807425388,0.17412496284730364
007,612,right,0.24431542774170342,0.0674477626037515,0.24431542774170342
007,613,right,0.16185152184444354,0.15602407003645624,0.16185152184444354
007,614,left,0.10905011091762587,0.10905011091762587,0.09227847773848544
007,615,right,0.09483391072008557,0.032761347860665965,0.09483391072008557
007,616,right,0.21376628348731652,0.14017295955770073,0.21376628348731652
007,617,right,0.37865828941917745,0.16910019738310833,0.37865828941917745
007,618,right,0.043223016878937676,0.045226629307436664,0.043223016878937676
007,619,right,0.3772529206835746,0.05762833773984087,0.3772529206835746
007,620,right,0.3310982821913957,0.05343776928951286,0.3310982821913957
007,621,right,0.19691108846881894,0.1000938710764929,0.19691108846881894
007,622,right,0.28970761423782226,0.03981914237047498,0.28970761423782226
007,623,right,0.12885258288784718,0.08653999808242957,0.12885258288784718
007,625,right,0.5132730768343093,0.21710829679171162,0.5132730768343093
007,626,right,0.22343254890569275,0.09053011150924355,0.22343254890569275
007,627,right,0.19631410651784567,0.06047319584689511,0.19631410651784567
007,628,right,0.42708286530771244,0.08590818278780896,0.42708286530771244
007,629,left,0.07637839766801784,0.07637839766801784,0.19716719662849508
007,631,right,0.5048858072769628,0.1836788951474967,0.5048858072769628
007,632,both,0.27814417145886744,0.2654270910689325,0.2908612518488024
007,633,right,0.2926989711800624,0.12719798935134627,0.2926989711800624
007,634,right,0.45962711135157003,0.26028790298210347,0.45962711135157003
007,635,both,0.20706066749844304,0.2036107239763747,0.21051061102051138
007,636,left,0.11006792037309103,0.11006792037309103,0.12350592424723392
007,637,both,0.23014299332928856,0.22841142900732,0.23187455765125708
007,638,both,0.2210252297863084,0.23815511423774643,0.20389534533487036
008,640,right,0.34861353425884684,0.06610860079686338,0.34861353425884684
008,641,right,0.4204982725329431,0.35608464586479727,0.4204982725329431
008,643,right,0.26792809606514323,0.07344258034637437,0.26792809606514323
008,644,both,0.08998437174446199,0.03153885238943027,0.1484298910994937
008,646,both,0.2846636811950529,0.10006254862201461,0.46926481376809126
008,647,right,0.5131052322878417,0.07563828394530843,0.5131052322878417
008,648,right,0.13082779373993436,0.05113197950171961,0.13082779373993436
008,649,right,0.2105679144812178,0.1195066843929066,0.2105679144812178
