pair,round,trial,gesturer,target,accuracy,begin_time,end_time,duration,iconic,deictic,representational
013,1.0,1_2,A,1.0,,56960,57220,260,0,0,0
013,1.0,1_2,A,1.0,,59944,60204,260,0,1,1
013,1.0,1_2,A,1.0,,60940,61380,440,0,0,0
013,1.0,1_2,A,1.0,,62980,63280,300,0,1,1
013,1.0,1_2,A,1.0,,63808,64048,240,1,0,1
013,1.0,1_2,A,1.0,,64260,64500,240,0,0,0
013,1.0,1_2,A,1.0,,65200,65640,440,1,0,1
013,1.0,1_2,A,1.0,,66840,67100,260,1,0,1
013,1.0,1_2,A,1.0,,68120,68300,180,0,1,1
013,1.0,1_2,A,1.0,,68620,68900,280,1,0,1
013,1.0,1_2,A,1.0,,71043,71583,540,1,0,1
013,1.0,1_2,A,1.0,,74646,74986,340,1,0,1
013,1.0,1_2,A,1.0,,75515,76075,560,1,0,1
013,1.0,1_2,A,1.0,,76135,76775,640,1,0,1
013,1.0,1_2,B,1.0,,77020,77280,260,0,1,1
013,1.0,1_3,B,2.0,,91202,91542,340,1,0,1
013,1.0,1_3,B,2.0,,94240,94500,260,1,0,1
013,1.0,1_3,B,2.0,,96840,97080,240,1,0,1
013,1.0,1_3,B,2.0,,98080,98460,380,1,0,1
013,1.0,1_4,A,7.0,,105527,105807,280,1,0,1
013,1.0,1_4,A,7.0,,107429,107969,540,1,0,1
013,1.0,1_4,A,7.0,,108394,108674,280,0,1,1
013,1.0,1_4,A,7.0,,109600,110220,620,1,0,1
013,1.0,1_4,A,7.0,,112302,112662,360,1,0,1
013,1.0,1_4,A,7.0,,116344,116604,260,1,0,1
013,1.0,1_4,A,7.0,,118908,119128,220,0,0,0
013,1.0,1_4,A,7.0,,120140,120340,200,1,0,1
013,1.0,1_4,A,7.0,,121080,121820,740,1,0,1
013,1.0,1_4,A,7.0,,122020,122380,360,0,0,0
013,1.0,1_4,A,7.0,,123097,123937,840,1,0,1
013,1.0,1_4,A,7.0,,125261,125681,420,1,0,1
013,1.0,1_4,B,7.0,,127760,129640,1880,0,0,0
013,1.0,1_4,B,7.0,,130185,130545,360,1,0,1
013,1.0,1_4,B,7.0,,131660,131840,180,1,0,1
013,1.0,1_4,B,7.0,,133640,136040,2400,1,0,1
013,1.0,1_4,A,7.0,,136620,137960,1340,0,0,0
013,1.0,1_4,A,7.0,,138080,138460,380,0,0,0
013,1.0,1_4,A,7.0,,141627,141907,280,1,0,1
013,1.0,1_4,A,7.0,,144447,145147,700,1,0,1
013,1.0,1_4,A,7.0,,147145,147545,400,0,1,1
013,1.0,1_4,A,7.0,,147685,148545,860,1,0,1
013,1.0,1_4,A,7.0,,149714,150854,1140,1,0,1
013,1.0,1_4,A,7.0,,155219,155499,280,1,0,1
013,1.0,1_4,A,7.0,,155839,156379,540,1,0,1
013,1.0,1_4,B,7.0,,157160,158340,1180,0,1,1
013,1.0,1_4,A,7.0,,158860,159100,240,0,0,0
013,1.0,1_4,A,7.0,,159140,159420,280,0,0,0
013,1.0,1_4,A,7.0,,161833,162073,240,0,0,0
013,1.0,1_5,A,4.0,,185422,185902,480,0,0,0
013,1.0,1_5,A,4.0,,190009,190729,720,1,0,1
013,1.0,1_5,A,4.0,,191500,192180,680,1,0,1
013,1.0,1_5,A,4.0,,192240,192580,340,0,0,0
013,1.0,1_5,A,4.0,,194151,194591,440,0,0,0
013,1.0,1_6,A,5.0,,200943,201183,240,1,0,1
013,1.0,1_6,A,5.0,,202768,203348,580,0,0,0
013,1.0,1_6,A,5.0,,208893,209153,260,0,1,1
013,1.0,1_6,A,5.0,,209871,210091,220,1,0,1
013,1.0,1_6,A,5.0,,211320,212300,980,1,0,1
013,1.0,1_6,A,5.0,,212596,212936,340,0,1,1
013,1.0,1_6,A,5.0,,214317,214757,440,1,0,1
013,1.0,1_6,A,5.0,,216283,216703,420,1,0,1
013,1.0,1_6,A,5.0,,218020,218880,860,1,0,1
013,1.0,1_6,A,5.0,,220028,220748,720,1,0,1
013,1.0,1_6,B,5.0,,232570,232730,160,0,0,0
013,1.0,1_6,B,5.0,,235540,237620,2080,1,0,1
013,1.0,1_6,B,5.0,,236640,237620,980,1,0,1
013,1.0,1_7,B,10.0,,244409,245329,920,1,0,1
013,1.0,1_7,B,10.0,,245820,246020,200,1,0,1
013,1.0,1_7,B,10.0,,265368,265968,600,0,0,0
013,1.0,1_7,B,10.0,,266988,267428,440,1,0,1
013,1.0,1_7,B,10.0,,269261,269481,220,1,0,1
013,1.0,1_7,B,10.0,,273519,273739,220,0,0,0
013,1.0,1_7,A,10.0,,281155,281315,160,0,0,0
013,1.0,1_7,A,10.0,,281400,281960,560,1,1,1
013,1.0,1_7,A,10.0,,294431,294691,260,0,0,0
013,1.0,1_7,A,10.0,,313360,313600,240,1,0,1
013,1.0,1_7,A,10.0,,313880,314140,260,0,1,1
013,1.0,1_7,A,10.0,,315180,315580,400,1,0,1
013,1.0,1_7,A,10.0,,316860,317160,300,0,1,1
013,1.0,1_7,A,10.0,,317660,318740,1080,1,0,1
013,1.0,1_7,A,10.0,,321076,321416,340,1,0,1
013,1.0,1_7,A,10.0,,321977,322177,200,1,0,1
013,1.0,1_7,A,10.0,,322602,322942,340,1,0,1
013,1.0,1_7,B,10.0,,331913,332213,300,0,0,0
013,1.0,1_7,B,10.0,,333313,334033,720,0,0,0
013,1.0,1_7,B,10.0,,342629,342869,240,1,0,1
013,1.0,1_7,B,10.0,,344904,345304,400,1,0,1
013,1.0,1_7,B,10.0,,350340,351380,1040,1,0,1
013,1.0,1_7,B,10.0,,351850,352120,270,1,0,1
013,1.0,1_7,B,10.0,,352660,352820,160,1,0,1
013,1.0,1_7,B,10.0,,355840,356140,300,0,0,0
013,1.0,1_7,B,10.0,,356840,357080,240,0,0,0
013,1.0,1_7,B,10.0,,359080,366417,7337,1,0,1
013,1.0,1_7,A,10.0,,363860,364300,440,0,0,0
013,1.0,1_7,B,10.0,,367620,367880,260,0,1,1
013,1.0,1_7,A,10.0,,369795,370535,740,0,1,1
013,1.0,1_7,A,10.0,,370655,371035,380,0,1,1
013,1.0,1_7,A,10.0,,381634,382440,806,0,1,1
013,1.0,1_7,A,10.0,,384178,384578,400,1,0,1
013,1.0,1_7,A,10.0,,385221,385421,200,0,1,1
013,1.0,1_7,A,10.0,,385912,386172,260,0,1,1
013,1.0,1_7,A,10.0,,387520,388100,580,0,0,0
013,1.0,1_7,A,10.0,,389380,389580,200,0,0,0
013,1.0,1_7,A,10.0,,389820,390520,700,0,0,0
013,1.0,1_7,A,10.0,,391295,392055,760,0,0,0
013,1.0,1_7,A,10.0,,392300,392520,220,0,0,0
013,1.0,1_7,A,10.0,,394866,395446,580,0,0,0
013,1.0,1_8,A,3.0,,399376,399796,420,0,0,0
013,1.0,1_8,A,3.0,,400600,400920,320,0,0,0
013,1.0,1_8,A,3.0,,403380,403840,460,1,0,1
013,1.0,1_8,A,3.0,,405380,405940,560,1,0,1
013,1.0,1_8,A,3.0,,406876,408216,1340,1,0,1
013,1.0,1_8,A,3.0,,409000,409460,460,1,0,1
013,1.0,1_8,B,3.0,,414771,415371,600,1,0,1
013,1.0,1_8,A,3.0,,417840,418140,300,0,0,0
013,1.0,1_8,A,3.0,,418540,418860,320,0,0,0
013,1.0,1_9,B,8.0,,427900,428300,400,1,0,1
013,1.0,1_9,B,8.0,,429616,429916,300,1,0,1
013,1.0,1_9,B,8.0,,430420,430630,210,0,0,0
013,1.0,1_9,B,8.0,,433340,433620,280,0,0,0
013,1.0,1_9,B,8.0,,434087,434607,520,1,0,1
013,1.0,1_9,B,8.0,,437452,439212,1760,1,0,1
013,1.0,1_9,B,8.0,,443083,443223,140,1,0,1
013,1.0,1_9,B,8.0,,444100,444320,220,1,0,1
013,1.0,1_9,B,8.0,,445474,445834,360,1,0,1
013,1.0,1_9,B,8.0,,446768,447148,380,1,0,1
013,1.0,1_9,A,8.0,,448660,450160,1500,0,0,0
013,1.0,1_9,A,8.0,,451172,451470,298,0,1,1
013,1.0,1_9,A,8.0,,451960,453820,1860,1,0,1
013,1.0,1_9,A,8.0,,464120,465020,900,1,0,1
013,1.0,1_9,A,8.0,,465538,465798,260,0,0,0
013,1.0,1_9,A,8.0,,466520,468080,1560,1,0,1
013,1.0,1_9,A,8.0,,468600,469420,820,1,0,1
013,1.0,1_9,A,8.0,,472622,473002,380,1,0,1
013,1.0,1_9,A,8.0,,473520,474460,940,1,0,1
013,1.0,1_10,A,11.0,,480820,481220,400,1,0,1
013,1.0,1_10,A,11.0,,483639,483859,220,1,0,1
013,1.0,1_10,A,11.0,,485092,485292,200,1,0,1
013,1.0,1_10,A,11.0,,486907,487167,260,1,0,1
013,1.0,1_10,A,11.0,,490940,491140,200,1,0,1
013,1.0,1_10,A,11.0,,492680,493440,760,1,0,1
013,1.0,1_10,B,11.0,,495417,495637,220,1,0,1
013,1.0,1_10,A,11.0,,497300,497480,180,0,1,1
013,1.0,1_10,A,11.0,,498366,498946,580,1,1,1
013,1.0,1_10,A,11.0,,500140,500420,280,1,0,1
013,1.0,1_10,B,11.0,,502042,502302,260,1,0,1
013,1.0,1_10,B,11.0,,503120,503400,280,1,0,1
013,1.0,1_11,B,16.0,,510783,511023,240,1,0,1
013,1.0,1_11,B,16.0,,513593,513913,320,1,0,1
013,1.0,1_11,B,16.0,,514472,514752,280,1,0,1
013,1.0,1_11,B,16.0,,519157,519917,760,1,0,1
013,1.0,1_11,B,16.0,,520017,521230,1213,1,0,1
013,1.0,1_11,A,16.0,,528313,529593,1280,0,0,0
013,1.0,1_11,B,16.0,,532331,532991,660,0,0,0
013,1.0,1_11,B,16.0,,533520,533980,460,1,0,1
013,1.0,1_11,B,16.0,,536220,536700,480,1,0,1
013,1.0,1_11,A,16.0,,539822,540282,460,0,0,0
013,1.0,1_11,A,16.0,,540542,541862,1320,0,0,0
013,1.0,1_11,B,16.0,,546836,547236,400,1,0,1
013,1.0,1_11,B,16.0,,548065,548725,660,0,1,1
013,1.0,1_11,B,16.0,,551460,552320,860,1,0,1
013,1.0,1_11,B,16.0,,559671,560220,549,0,1,1
013,1.0,1_11,B,16.0,,561224,561784,560,0,1,1
013,1.0,1_11,B,16.0,,561940,562280,340,0,1,1
013,1.0,1_11,A,16.0,,564668,564868,200,0,1,1
013,1.0,1_11,A,16.0,,565071,565271,200,0,1,1
013,1.0,1_11,A,16.0,,568586,569759,1173,0,0,0
013,1.0,1_12,A,13.0,,575133,575613,480,1,0,1
013,1.0,1_13,B,14.0,,593582,594122,540,1,0,1
013,1.0,1_13,B,14.0,,595028,595468,440,1,0,1
013,1.0,1_13,B,14.0,,596782,597062,280,1,0,1
013,1.0,1_13,B,14.0,,598077,599260,1183,1,0,1
013,1.0,1_14,A,15.0,,609920,610200,280,1,0,1
013,1.0,1_14,A,15.0,,612169,612409,240,1,0,1
013,1.0,1_14,A,15.0,,612509,612753,244,1,0,1
013,1.0,1_14,A,15.0,,615396,615836,440,1,0,1
013,1.0,1_14,A,15.0,,620300,620880,580,1,0,1
013,1.0,1_14,A,15.0,,624080,624360,280,0,1,1
013,1.0,1_14,A,15.0,,627480,627860,380,1,0,1
013,1.0,1_14,B,15.0,,629270,632420,3150,0,1,1
013,1.0,1_15,B,6.0,,638570,638930,360,1,0,1
013,1.0,1_15,B,6.0,,638940,639460,520,0,0,0
013,1.0,1_16,A,9.0,,655116,655276,160,0,1,1
013,1.0,1_16,A,9.0,,657589,658149,560,1,0,1
013,1.0,1_16,A,9.0,,658820,659180,360,0,1,1
013,1.0,1_16,A,9.0,,660817,661197,380,1,0,1
013,1.0,1_16,A,9.0,,663780,664460,680,1,0,1
013,1.0,1_16,A,9.0,,665758,666538,780,1,0,1
013,2.0,2_1,B,5.0,,687300,688383,1083,1,0,1
013,2.0,2_1,B,5.0,,688080,688341,261,1,0,1
013,2.0,2_1,B,5.0,,690503,691143,640,1,0,1
013,2.0,2_1,A,5.0,,702842,703202,360,0,0,0
013,2.0,2_1,A,5.0,,704540,705760,1220,1,0,1
013,2.0,2_1,A,5.0,,708058,708258,200,1,0,1
013,2.0,2_1,A,5.0,,708900,709520,620,1,0,1
013,2.0,2_1,B,5.0,,710574,710774,200,1,0,1
013,2.0,2_2,A,4.0,,715075,715575,500,1,0,1
013,2.0,2_3,B,1.0,,721880,722160,280,1,0,1
013,2.0,2_3,B,1.0,,722583,722703,120,1,0,1
013,2.0,2_3,B,1.0,,724206,724526,320,1,0,1
013,2.0,2_3,A,1.0,,725903,726043,140,0,0,0
013,2.0,2_4,A,8.0,,733440,734200,760,1,0,1
013,2.0,2_4,A,8.0,,736868,737130,262,1,0,1
013,2.0,2_4,A,8.0,,737590,737970,380,1,0,1
013,2.0,2_4,A,8.0,,739013,740133,1120,1,0,1
013,2.0,2_4,A,8.0,,741046,741266,220,0,0,0
013,2.0,2_4,A,8.0,,750570,751030,460,1,0,1
013,2.0,2_4,A,8.0,,751998,753340,1342,0,0,0
013,2.0,2_4,A,8.0,,754992,755852,860,1,0,1
013,2.0,2_4,A,8.0,,756180,757400,1220,1,0,1
013,2.0,2_4,A,8.0,,757900,758160,260,1,0,1
013,2.0,2_4,B,8.0,,760184,760644,460,1,0,1
013,2.0,2_4,B,8.0,,762780,762880,100,0,0,0
013,2.0,2_5,B,15.0,,766796,767596,800,0,0,0
013,2.0,2_5,B,15.0,,769040,769500,460,1,0,1
013,2.0,2_5,B,15.0,,770660,770900,240,1,0,1
013,2.0,2_6,A,2.0,,777820,778080,260,1,0,1
013,2.0,2_6,A,2.0,,779174,780154,980,1,1,1
013,2.0,2_7,A,13.0,,793900,794460,560,1,0,1
013,2.0,2_7,A,13.0,,794700,795180,480,1,0,1
013,2.0,2_7,A,13.0,,796400,796820,420,1,0,1
013,2.0,2_7,B,13.0,,797900,798300,400,1,0,1
013,2.0,2_9,B,7.0,,810723,810943,220,1,0,1
013,2.0,2_9,B,7.0,,811309,811509,200,1,0,1
013,2.0,2_9,B,7.0,,812039,812259,220,1,0,1
013,2.0,2_10,A,12.0,,817060,818079,1019,1,0,1
013,2.0,2_10,A,12.0,,818840,819020,180,0,1,1
013,2.0,2_10,A,12.0,,819886,820266,380,1,0,1
013,2.0,2_10,A,12.0,,823231,824871,1640,1,0,1
013,2.0,2_10,A,12.0,,825180,825240,60,1,0,1
013,2.0,2_10,B,12.0,,827110,827220,110,0,0,0
013,2.0,2_11,B,11.0,,832658,833391,733,1,0,1
013,2.0,2_11,B,11.0,,834648,834928,280,1,0,1
013,2.0,2_11,B,11.0,,835281,835561,280,1,0,1
013,2.0,2_11,B,11.0,,837300,837880,580,1,0,1
013,2.0,2_11,B,11.0,,838461,838661,200,1,0,1
013,2.0,2_11,B,11.0,,839540,839760,220,1,0,1
013,2.0,2_11,B,11.0,,839840,840320,480,1,0,1
013,2.0,2_12,A,10.0,,847500,847800,300,1,0,1
013,2.0,2_12,A,10.0,,849040,849280,240,1,0,1
013,2.0,2_12,A,10.0,,850220,850740,520,1,0,1
013,2.0,2_12,B,10.0,,856313,857240,927,0,0,0
013,2.0,2_13,B,3.0,,865607,866167,560,1,0,1
013,2.0,2_14,A,16.0,,879089,879489,400,1,0,1
013,2.0,2_14,A,16.0,,880680,880920,240,0,1,1
013,2.0,2_14,A,16.0,,881509,882269,760,1,0,1
013,2.0,2_14,A,16.0,,883420,883700,280,0,0,0
013,2.0,2_14,A,16.0,,884014,884634,620,1,0,1
013,2.0,2_14,A,16.0,,884800,885160,360,1,0,1
013,2.0,2_14,A,16.0,,888245,888845,600,1,0,1
013,2.0,2_14,A,16.0,,893459,895288,1829,1,0,1
013,2.0,2_14,A,16.0,,897780,897960,180,0,0,0
013,2.0,2_15,B,9.0,,903612,904800,1188,1,0,1
013,2.0,2_15,B,9.0,,905237,905517,280,0,1,1
013,2.0,2_15,B,9.0,,906620,906980,360,1,0,1
013,2.0,2_15,B,9.0,,908340,908480,140,1,0,1
013,2.0,2_15,B,9.0,,909403,909603,200,1,0,1
013,2.0,2_15,A,9.0,,912277,912417,140,0,0,0
013,2.0,2_16,A,14.0,,923300,923660,360,1,0,1
013,2.0,2_16,A,14.0,,925147,925507,360,1,0,1
013,2.0,2_16,A,14.0,,926566,927086,520,1,0,1
013,2.0,2_16,A,14.0,,927266,927666,400,1,0,1
013,2.0,2_16,B,14.0,,930143,931723,1580,1,0,1
013,2.0,2_16,B,14.0,,934411,934571,160,0,0,0
013,3.0,3_1,A,14.0,,946688,946908,220,1,0,1
013,3.0,3_2,A,3.0,,952650,953910,1260,1,0,1
013,3.0,3_3,B,8.0,,959458,959738,280,1,0,1
013,3.0,3_3,B,8.0,,960411,960831,420,1,0,1
013,3.0,3_4,A,5.0,,972640,973240,600,0,0,0
013,3.0,3_4,A,5.0,,973580,973880,300,1,0,1
013,3.0,3_4,A,5.0,,974030,974460,430,1,0,1
013,3.0,3_4,B,5.0,,975194,975534,340,1,0,1
013,3.0,3_4,B,5.0,,975912,976472,560,1,0,1
013,3.0,3_5,A,6.0,,983280,983420,140,0,0,0
013,3.0,3_6,A,11.0,,990838,991138,300,0,0,0
013,3.0,3_6,A,11.0,,991660,991900,240,0,0,0
013,3.0,3_6,A,11.0,,992621,993361,740,1,0,1
013,3.0,3_6,A,11.0,,994312,994512,200,1,0,1
013,3.0,3_6,A,11.0,,995069,995249,180,1,0,1
013,3.0,3_6,A,11.0,,996561,996981,420,0,1,1
013,3.0,3_6,A,11.0,,997412,997732,320,0,1,1
013,3.0,3_6,A,11.0,,998192,998572,380,1,0,1
013,3.0,3_7,B,2.0,,1004285,1004745,460,1,0,1
013,3.0,3_7,B,2.0,,1005020,1005360,340,1,0,1
013,3.0,3_8,A,13.0,,1012330,1012910,580,0,0,0
013,3.0,3_9,B,16.0,,1021014,1021745,731,1,0,1
013,3.0,3_9,B,16.0,,1022074,1022414,340,0,1,1
013,3.0,3_9,B,16.0,,1022942,1023402,460,1,0,1
013,3.0,3_9,B,16.0,,1025567,1025947,380,1,0,1
013,3.0,3_9,B,16.0,,1027580,1027940,360,0,1,1
013,3.0,3_9,A,16.0,,1033080,1033460,380,0,0,0
013,3.0,3_9,B,16.0,,1034415,1034675,260,0,0,0
013,3.0,3_9,B,16.0,,1036980,1037480,500,1,0,1
013,3.0,3_9,B,16.0,,1038014,1038734,720,1,1,1
013,3.0,3_9,A,16.0,,1051000,1051240,240,0,0,0
013,3.0,3_9,A,16.0,,1051828,1052028,200,0,1,1
013,3.0,3_9,A,16.0,,1053377,1053677,300,0,1,1
013,3.0,3_9,A,16.0,,1054585,1055545,960,0,0,0
013,3.0,3_9,A,16.0,,1056820,1057320,500,0,1,1
013,3.0,3_10,A,7.0,,1066864,1067744,880,1,0,1
013,3.0,3_10,A,7.0,,1068440,1068600,160,1,0,1
013,3.0,3_10,A,7.0,,1069633,1070033,400,1,0,1
013,3.0,3_10,A,7.0,,1071100,1072620,1520,1,0,1
013,3.0,3_10,B,7.0,,1072640,1073200,560,0,0,0
013,3.0,3_10,A,7.0,,1073420,1073700,280,0,0,0
013,3.0,3_12,A,1.0,,1081680,1081920,240,0,0,0
013,3.0,3_12,A,1.0,,1082314,1082514,200,1,0,1
013,3.0,3_12,A,1.0,,1082891,1083251,360,0,0,0
013,3.0,3_12,A,1.0,,1083411,1084091,680,0,0,0
013,3.0,3_12,A,1.0,,1084231,1084451,220,0,0,0
013,3.0,3_14,A,15.0,,1096460,1096720,260,0,0,0
013,3.0,3_16,A,9.0,,1115728,1115908,180,1,0,1
013,3.0,3_16,A,9.0,,1117440,1119040,1600,1,0,1
013,3.0,3_16,A,9.0,,1119580,1120060,480,1,0,1
013,3.0,3_16,A,9.0,,1120356,1120516,160,1,0,1
013,4.0,4_4,A,8.0,,1146622,1147022,400,1,0,1
013,4.0,4_4,A,8.0,,1147839,1148279,440,1,0,1
013,4.0,4_4,A,8.0,,1148303,1148463,160,0,0,0
013,4.0,4_4,A,8.0,,1149483,1149723,240,1,1,1
013,4.0,4_4,A,8.0,,1150003,1150563,560,0,0,0
013,4.0,4_5,B,5.0,,1157354,1158034,680,1,0,1
013,4.0,4_6,A,14.0,,1168353,1168933,580,1,0,1
013,4.0,4_6,A,14.0,,1169280,1169440,160,1,0,1
013,4.0,4_6,A,14.0,,1170080,1171020,940,1,0,1
013,4.0,4_6,A,14.0,,1173882,1175002,1120,1,0,1
013,4.0,4_7,B,9.0,,1179940,1180140,200,1,0,1
013,4.0,4_7,B,9.0,,1181004,1181324,320,1,0,1
013,4.0,4_7,B,9.0,,1181900,1182300,400,1,0,1
013,4.0,4_7,B,9.0,,1184352,1184552,200,0,1,1
013,4.0,4_8,A,2.0,,1191960,1193069,1109,1,0,1
013,4.0,4_9,B,7.0,,1197995,1198175,180,1,0,1
013,4.0,4_9,B,7.0,,1198499,1198639,140,0,0,0
013,4.0,4_12,A,16.0,,1212539,1213079,540,0,0,0
013,4.0,4_12,A,16.0,,1213560,1213920,360,0,1,1
013,4.0,4_12,A,16.0,,1215436,1215596,160,0,0,0
013,4.0,4_12,A,16.0,,1216321,1216401,80,0,0,0
013,4.0,4_16,A,10.0,,1239902,1240886,984,1,0,1
013,4.0,4_16,B,10.0,,1247336,1247556,220,0,0,0
013,5.0,5_4,A,5.0,,1272952,1273232,280,1,0,1
013,5.0,5_5,B,14.0,,1278599,1278739,140,1,0,1
013,5.0,5_6,A,15.0,,1286815,1287215,400,0,1,1
013,5.0,5_7,B,8.0,,1291340,1291640,300,1,0,1
013,5.0,5_10,A,13.0,,1308442,1308762,320,0,0,0
013,5.0,5_12,A,9.0,,1320410,1320770,360,1,0,1
013,5.0,5_12,A,9.0,,1321330,1321900,570,1,0,1
013,5.0,5_12,A,9.0,,1322662,1323002,340,0,1,1
013,5.0,5_12,A,9.0,,1323220,1323615,395,1,0,1
013,5.0,5_14,A,11.0,,1339920,1340218,298,1,0,1
013,5.0,5_14,A,11.0,,1340680,1341100,420,1,0,1
013,5.0,5_14,A,11.0,,1341497,1341677,180,1,0,1
013,5.0,5_14,A,11.0,,1342193,1342493,300,0,1,1
013,5.0,5_14,A,11.0,,1344424,1345420,996,1,0,1
013,5.0,5_14,A,11.0,,1345634,1345934,300,0,0,0
013,5.0,5_14,A,11.0,,1346074,1346380,306,1,0,1
013,5.0,5_14,A,11.0,,1348241,1348621,380,1,0,1
013,5.0,5_14,B,11.0,,1348690,1349090,400,0,0,0
013,5.0,5_14,A,11.0,,1349260,1349600,340,1,0,1
013,5.0,5_14,A,11.0,,1350124,1350444,320,1,0,1
013,5.0,5_14,B,11.0,,1351140,1351480,340,0,0,0
013,5.0,5_14,B,11.0,,1352394,1352654,260,0,0,0
013,5.0,5_16,A,7.0,,1361309,1361549,240,1,0,1
013,5.0,5_16,A,7.0,,1361909,1362529,620,1,0,1
013,5.0,5_16,A,7.0,,1363160,1363372,212,1,0,1
013,6.0,6_4,B,16.0,,1392600,1392753,153,0,0,0
013,6.0,6_7,B,9.0,,1410496,1410796,300,0,1,1
013,6.0,6_8,A,2.0,,1418998,1419198,200,0,0,0
013,6.0,6_8,A,2.0,,1419862,1420322,460,0,1,1
013,6.0,6_8,A,2.0,,1420759,1421319,560,1,0,1
013,6.0,6_8,A,2.0,,1421720,1422520,800,1,1,1
013,6.0,6_10,B,14.0,,1433980,1434140,160,0,0,0
013,6.0,6_14,B,8.0,,1452120,1452240,120,1,0,1
013,6.0,6_14,A,8.0,,1464537,1464897,360,1,0,1
013,6.0,6_16,A,10.0,,1481240,1481560,320,1,0,1
013,6.0,6_16,B,10.0,,1483461,1483641,180,0,0,0
015,1.0,1_1,A,4.0,,2281,2441,160,0,0,0
015,1.0,1_1,A,4.0,,3063,3163,100,0,0,0
015,1.0,1_1,A,4.0,,18436,18796,360,0,0,0
015,1.0,1_1,A,4.0,,21026,29362,8336,1,0,1
015,1.0,1_1,A,4.0,,22246,22466,220,1,0,1
015,1.0,1_1,A,4.0,,24474,25094,620,1,0,1
015,1.0,1_2,B,11.0,,39102,39642,540,1,0,1
015,1.0,1_2,B,11.0,,40184,40644,460,1,0,1
015,1.0,1_2,B,11.0,,47702,48022,320,1,0,1
015,1.0,1_2,B,11.0,,48510,48910,400,1,0,1
015,1.0,1_2,B,11.0,,49746,50026,280,1,0,1
015,1.0,1_2,B,11.0,,50200,51300,1100,1,0,1
015,1.0,1_2,B,11.0,,54754,54974,220,1,0,1
015,1.0,1_2,B,11.0,,54787,55107,320,1,0,1
015,1.0,1_2,B,11.0,,55487,56187,700,1,0,1
015,1.0,1_2,B,11.0,,55747,56167,420,1,0,1
015,1.0,1_2,B,11.0,,59663,59943,280,0,0,0
015,1.0,1_2,A,11.0,,65516,69195,3679,1,0,1
015,1.0,1_2,A,11.0,,66697,68218,1521,1,0,1
015,1.0,1_2,B,11.0,,70749,71289,540,1,0,1
015,1.0,1_2,B,11.0,,71614,71894,280,0,1,1
015,1.0,1_2,B,11.0,,72718,72858,140,1,0,1
015,1.0,1_2,B,11.0,,75445,75780,335,0,0,0
015,1.0,1_2,B,11.0,,75445,75785,340,0,0,0
015,1.0,1_2,B,11.0,,77408,77628,220,1,0,1
015,1.0,1_2,B,11.0,,79006,79186,180,0,1,1
015,1.0,1_2,B,11.0,,79813,79953,140,1,0,1
015,1.0,1_2,B,11.0,,81491,81571,80,1,0,1
015,1.0,1_3,A,14.0,,87953,93349,5396,1,0,1
015,1.0,1_3,A,14.0,,91076,91676,600,1,0,1
015,1.0,1_3,A,14.0,,92106,93366,1260,1,0,1
015,1.0,1_3,B,14.0,,95870,96210,340,1,0,1
015,1.0,1_4,B,9.0,,106282,106942,660,1,0,1
015,1.0,1_4,B,9.0,,108653,108953,300,1,0,1
015,1.0,1_4,B,9.0,,113752,114112,360,1,0,1
015,1.0,1_4,B,9.0,,118117,118357,240,1,0,1
015,1.0,1_4,B,9.0,,125593,125793,200,0,0,0
015,1.0,1_4,B,9.0,,127647,128467,820,1,0,1
015,1.0,1_4,A,9.0,,132053,134513,2460,1,0,1
015,1.0,1_4,A,9.0,,132281,132561,280,1,0,1
015,1.0,1_4,A,9.0,,133147,133327,180,1,0,1
015,1.0,1_5,A,2.0,,140280,142201,1921,1,0,1
015,1.0,1_5,A,2.0,,140449,142221,1772,1,0,1
015,1.0,1_5,A,2.0,,143026,145196,2170,1,0,1
015,1.0,1_6,A,7.0,,153084,153264,180,0,0,0
015,1.0,1_6,B,7.0,,153493,153613,120,0,0,0
015,1.0,1_6,B,7.0,,156848,157148,300,1,0,1
015,1.0,1_6,B,7.0,,161189,161469,280,1,0,1
015,1.0,1_7,A,16.0,,168799,169059,260,1,0,1
015,1.0,1_7,A,16.0,,169635,171655,2020,1,0,1
015,1.0,1_7,A,16.0,,172574,174348,1774,1,0,1
015,1.0,1_7,B,16.0,,176058,176658,600,1,0,1
015,1.0,1_8,B,3.0,,184638,185098,460,1,0,1
015,1.0,1_9,A,12.0,,192930,199740,6810,1,0,1
015,1.0,1_9,A,12.0,,195851,196091,240,1,0,1
015,1.0,1_9,A,12.0,,197593,198293,700,1,0,1
015,1.0,1_9,B,12.0,,202050,202210,160,1,0,1
015,1.0,1_10,B,1.0,,208565,208825,260,1,0,1
015,1.0,1_10,B,1.0,,209381,209461,80,1,0,1
015,1.0,1_10,B,1.0,,211107,211367,260,0,0,0
015,1.0,1_10,B,1.0,,211690,211810,120,1,0,1
015,1.0,1_10,B,1.0,,213024,213204,180,1,0,1
015,1.0,1_10,B,1.0,,219825,220085,260,0,1,1
015,1.0,1_10,A,1.0,,222981,223161,180,1,0,1
015,1.0,1_10,A,1.0,,226120,226400,280,1,0,1
015,1.0,1_10,A,1.0,,227292,227492,200,0,0,0
015,1.0,1_11,A,10.0,,233290,241690,8400,1,0,1
015,1.0,1_11,A,10.0,,233580,233820,240,1,0,1
