pair,round,trial,gesturer,target,accuracy,begin_time,end_time,duration,iconic,deictic,representational
001,1.0,1_14,B,2.0,,460729,461689,960,1,0,1
001,1.0,1_14,B,2.0,,469156,469376,220,0,0,0
001,1.0,1_15,A,1.0,,482017,482177,160,0,0,0
001,1.0,1_15,A,1.0,,482538,483058,520,0,0,0
001,1.0,1_15,A,1.0,,483243,483603,360,0,0,0
001,1.0,1_15,A,1.0,,487690,489641,1951,1,0,1
001,1.0,1_15,A,1.0,,490861,491401,540,0,1,1
001,1.0,1_15,A,1.0,,492443,493383,940,1,0,1
001,1.0,1_15,A,1.0,,493734,494274,540,0,1,1
001,1.0,1_15,A,1.0,,495150,495890,740,1,1,1
001,1.0,1_15,A,1.0,,498781,499901,1120,1,0,1
001,1.0,1_16,B,12.0,,511343,511763,420,1,0,1
001,1.0,1_16,B,12.0,,512755,513235,480,1,0,1
001,1.0,1_16,B,12.0,,518783,519083,300,0,0,0
001,1.0,1_16,B,12.0,,519878,520138,260,1,0,1
001,1.0,1_16,A,12.0,,525529,525769,240,0,0,0
001,1.0,1_16,B,12.0,,526650,527030,380,0,0,0
001,1.0,1_16,A,12.0,,527641,527901,260,0,0,0
001,2.0,2_1,A,14.0,,541800,542300,500,1,0,1
001,2.0,2_1,A,14.0,,548343,548643,300,1,0,1
001,2.0,2_1,A,14.0,,549281,549701,420,1,0,1
001,2.0,2_1,A,14.0,,555896,556955,1059,1,0,1
001,2.0,2_1,A,14.0,,558111,558491,380,1,0,1
001,2.0,2_1,A,14.0,,559460,559620,160,0,0,0
001,2.0,2_2,B,9.0,,574252,574961,709,0,0,0
001,2.0,2_2,B,9.0,,575717,575917,200,0,0,0
001,2.0,2_2,B,9.0,,577893,578153,260,1,0,1
001,2.0,2_2,B,9.0,,581067,582301,1234,1,0,1
001,2.0,2_2,B,9.0,,583772,584192,420,0,1,1
001,2.0,2_2,B,9.0,,585720,586200,480,1,0,1
001,2.0,2_3,A,16.0,,599377,599937,560,0,0,0
001,2.0,2_3,A,16.0,,600655,600935,280,0,0,0
001,2.0,2_3,A,16.0,,602325,602625,300,0,0,0
001,2.0,2_3,A,16.0,,602898,603138,240,0,1,1
001,2.0,2_3,A,16.0,,604570,605190,620,1,0,1
001,2.0,2_3,A,16.0,,605660,606280,620,1,0,1
001,2.0,2_3,A,16.0,,606509,606829,320,1,0,1
001,2.0,2_3,A,16.0,,610966,611366,400,0,1,1
001,2.0,2_3,A,16.0,,612561,613481,920,1,0,1
001,2.0,2_3,A,16.0,,615030,615230,200,0,1,1
001,2.0,2_3,A,16.0,,615564,615924,360,1,1,1
001,2.0,2_4,B,3.0,,623588,623941,353,1,0,1
001,2.0,2_4,B,3.0,,624041,624581,540,1,0,1
001,2.0,2_4,A,3.0,,627047,627407,360,0,0,0
001,2.0,2_5,A,10.0,,636482,636842,360,0,0,0
001,2.0,2_6,B,11.0,,645991,646346,355,0,0,0
001,2.0,2_6,B,11.0,,649013,649773,760,1,0,1
001,2.0,2_7,A,12.0,,654285,654565,280,0,0,0
001,2.0,2_7,A,12.0,,655726,655966,240,0,0,0
001,2.0,2_8,B,7.0,,663761,663901,140,1,0,1
001,2.0,2_8,B,7.0,,665031,665371,340,1,1,1
001,2.0,2_8,B,7.0,,666676,667056,380,0,0,0
001,2.0,2_8,B,7.0,,668181,668671,490,0,1,1
001,2.0,2_8,A,7.0,,673059,673439,380,1,0,1
001,2.0,2_8,A,7.0,,674000,674600,600,1,0,1
001,2.0,2_8,A,7.0,,676917,677337,420,0,0,0
001,2.0,2_9,A,6.0,,683133,683553,420,1,0,1
001,2.0,2_9,A,6.0,,683960,684140,180,1,0,1
001,2.0,2_9,A,6.0,,684606,685166,560,1,0,1
001,2.0,2_10,B,13.0,,694535,694915,380,1,0,1
001,2.0,2_10,B,13.0,,696495,696775,280,1,0,1
001,2.0,2_10,B,13.0,,697481,697921,440,1,0,1
001,2.0,2_11,A,2.0,,704621,705402,781,1,1,1
001,2.0,2_13,A,8.0,,717925,718105,180,1,0,1
001,2.0,2_13,A,8.0,,719876,720296,420,1,0,1
001,2.0,2_13,A,8.0,,721682,722082,400,1,0,1
001,2.0,2_13,A,8.0,,723991,724230,239,0,1,1
001,2.0,2_13,A,8.0,,724434,724654,220,0,0,0
001,2.0,2_13,A,8.0,,724970,725401,431,1,0,1
001,2.0,2_13,A,8.0,,726594,726994,400,1,0,1
001,2.0,2_14,B,1.0,,733601,733781,180,0,1,1
001,2.0,2_16,B,5.0,,750260,750580,320,1,0,1
001,2.0,2_16,B,5.0,,754328,754868,540,0,0,0
001,2.0,2_16,B,5.0,,755214,755634,420,1,0,1
001,3.0,3_1,A,9.0,,760252,761232,980,0,0,0
001,3.0,3_1,A,9.0,,760432,760872,440,0,0,0
001,3.0,3_1,A,9.0,,764222,764402,180,1,0,1
001,3.0,3_1,A,9.0,,764448,764868,420,1,0,1
001,3.0,3_1,A,9.0,,765336,765916,580,1,0,1
001,3.0,3_2,B,10.0,,771508,772028,520,1,0,1
001,3.0,3_2,B,10.0,,775131,775311,180,0,0,0
001,3.0,3_4,B,12.0,,787759,788159,400,1,0,1
001,3.0,3_5,A,1.0,,794469,794889,420,0,0,0
001,3.0,3_5,A,1.0,,795625,795911,286,1,0,1
001,3.0,3_7,A,7.0,,810496,810636,140,1,0,1
001,3.0,3_8,B,16.0,,819049,819289,240,1,1,1
001,3.0,3_8,B,16.0,,819927,820207,280,1,0,1
001,3.0,3_8,B,16.0,,821102,821462,360,0,0,0
001,3.0,3_8,A,16.0,,829851,831181,1330,1,0,1
001,3.0,3_9,A,13.0,,835547,835947,400,1,1,1
001,3.0,3_9,A,13.0,,836729,836789,60,1,0,1
001,3.0,3_9,A,13.0,,838961,839121,160,1,1,1
001,3.0,3_9,A,13.0,,840861,841341,480,1,0,1
001,3.0,3_9,B,13.0,,844440,845040,600,1,0,1
001,3.0,3_10,B,2.0,,850831,851071,240,1,0,1
001,3.0,3_10,B,2.0,,852029,852369,340,1,0,1
001,3.0,3_11,A,11.0,,858988,859448,460,0,0,0
001,3.0,3_12,B,6.0,,865657,866957,1300,1,0,1
001,3.0,3_12,B,6.0,,867901,868221,320,1,0,1
001,3.0,3_13,A,5.0,,875349,875869,520,0,0,0
001,3.0,3_13,B,5.0,,879601,880521,920,1,0,1
001,3.0,3_13,A,5.0,,881577,881817,240,1,0,1
001,3.0,3_14,B,8.0,,887529,887869,340,1,0,1
001,3.0,3_14,B,8.0,,889801,889881,80,0,1,1
001,3.0,3_15,A,3.0,,894626,894946,320,0,0,0
001,3.0,3_16,B,14.0,,901671,902111,440,1,0,1
001,3.0,3_16,B,14.0,,903401,903541,140,1,0,1
001,3.0,3_16,B,14.0,,905520,906260,740,1,0,1
001,4.0,4_1,A,10.0,,910189,910269,80,0,1,1
001,4.0,4_1,A,10.0,,913706,914406,700,1,0,1
001,4.0,4_1,A,10.0,,914784,914964,180,1,0,1
001,4.0,4_2,B,15.0,,923261,923541,280,1,0,1
001,4.0,4_3,A,6.0,,931623,932083,460,0,0,0
001,4.0,4_3,A,6.0,,933523,933783,260,1,0,1
001,4.0,4_3,A,6.0,,934092,934672,580,1,0,1
001,4.0,4_4,B,1.0,,939380,939500,120,0,0,0
001,4.0,4_4,B,1.0,,939840,940020,180,0,0,0
001,4.0,4_4,B,1.0,,940374,940754,380,1,0,1
001,4.0,4_5,A,16.0,,946656,946856,200,0,0,0
001,4.0,4_5,A,16.0,,948013,948293,280,1,0,1
001,4.0,4_5,A,16.0,,948701,948991,290,0,1,1
001,4.0,4_5,A,16.0,,949457,949657,200,0,1,1
001,4.0,4_5,A,16.0,,950241,950791,550,1,0,1
001,4.0,4_6,B,13.0,,956935,957215,280,1,0,1
001,4.0,4_6,B,13.0,,957799,958359,560,1,0,1
001,4.0,4_7,A,12.0,,968721,968821,100,0,1,1
001,4.0,4_8,B,7.0,,974954,975634,680,1,0,1
001,4.0,4_8,B,7.0,,975981,976281,300,1,0,1
001,4.0,4_8,B,7.0,,978016,978136,120,0,1,1
001,4.0,4_8,A,7.0,,992411,992951,540,0,0,0
001,4.0,4_9,A,2.0,,996798,997238,440,0,1,1
001,4.0,4_9,A,2.0,,998751,999021,270,0,1,1
001,4.0,4_11,A,14.0,,1014738,1014918,180,1,0,1
001,4.0,4_11,A,14.0,,1015461,1015661,200,1,0,1
001,4.0,4_11,A,14.0,,1016123,1016383,260,1,0,1
001,4.0,4_12,A,5.0,,1025451,1026218,767,0,0,0
001,4.0,4_12,A,5.0,,1026488,1026688,200,0,0,0
001,4.0,4_12,A,5.0,,1026488,1026888,400,0,0,0
001,4.0,4_13,A,8.0,,1033074,1033218,144,1,0,1
001,4.0,4_13,A,8.0,,1034183,1034563,380,0,1,1
001,4.0,4_13,A,8.0,,1034761,1034941,180,1,0,1
001,4.0,4_13,A,8.0,,1036612,1036832,220,1,0,1
001,5.0,5_1,A,7.0,,1059361,1059841,480,0,0,0
001,5.0,5_1,A,7.0,,1061641,1061941,300,1,0,1
001,5.0,5_1,A,7.0,,1062427,1062647,220,1,1,1
001,5.0,5_4,B,10.0,,1080899,1081199,300,1,0,1
001,5.0,5_4,B,10.0,,1082273,1083473,1200,1,0,1
001,5.0,5_4,A,10.0,,1093431,1093571,140,0,0,0
001,5.0,5_4,B,10.0,,1093853,1094093,240,1,0,1
001,5.0,5_4,A,10.0,,1096068,1096328,260,0,0,0
001,5.0,5_7,A,13.0,,1109558,1109998,440,1,0,1
001,5.0,5_7,A,13.0,,1110531,1110671,140,1,0,1
001,5.0,5_9,A,1.0,,1124041,1124421,380,1,0,1
001,5.0,5_10,B,8.0,,1134096,1134256,160,1,0,1
001,5.0,5_11,A,15.0,,1141787,1141987,200,0,0,0
001,5.0,5_12,B,14.0,,1149313,1149613,300,1,0,1
001,5.0,5_12,B,14.0,,1149727,1150007,280,1,0,1
001,5.0,5_12,A,14.0,,1154781,1155121,340,1,0,1
001,5.0,5_14,B,16.0,,1167235,1167515,280,1,0,1
001,5.0,5_14,B,16.0,,1168217,1168477,260,1,0,1
001,5.0,5_14,A,16.0,,1169602,1169902,300,0,0,0
001,6.0,6_1,A,10.0,,1186675,1186815,140,1,0,1
001,6.0,6_1,A,10.0,,1187007,1187187,180,1,0,1
001,6.0,6_2,A,11.0,,1197225,1197585,360,0,0,0
001,6.0,6_4,B,7.0,,1208101,1208181,80,0,0,0
001,6.0,6_7,A,14.0,,1223364,1223784,420,1,1,1
001,6.0,6_7,A,14.0,,1224000,1224220,220,1,0,1
001,6.0,6_7,A,14.0,,1224761,1225021,260,1,0,1
001,6.0,6_9,A,2.0,,1235067,1235407,340,1,1,1
001,6.0,6_11,A,6.0,,1246607,1247367,760,1,0,1
001,6.0,6_11,A,6.0,,1246931,1247227,296,1,0,1
001,6.0,6_12,B,1.0,,1253241,1253361,120,0,1,1
001,6.0,6_13,A,16.0,,1258999,1259139,140,1,0,1
001,6.0,6_13,A,16.0,,1259001,1259139,138,1,0,1
001,6.0,6_13,A,16.0,,1260191,1260291,100,0,1,1
001,6.0,6_13,A,16.0,,1260783,1261083,300,0,1,1
001,,,A,,,1285900,1286200,300,0,0,0
002,1.0,1_1,A,9.0,,20067,20627,560,1,0,1
002,1.0,1_1,A,9.0,,29362,29682,320,1,0,1
002,1.0,1_1,A,9.0,,30162,31542,1380,1,0,1
002,1.0,1_1,A,9.0,,31862,32122,260,1,1,1
002,1.0,1_1,A,9.0,,32882,33522,640,1,0,1
002,1.0,1_1,A,9.0,,35101,35521,420,1,0,1
002,1.0,1_1,A,9.0,,35941,36861,920,1,0,1
002,1.0,1_1,A,9.0,,38935,40095,1160,1,0,1
002,1.0,1_1,A,9.0,,47905,48185,280,1,0,1
002,1.0,1_1,A,9.0,,48525,48985,460,1,1,1
002,1.0,1_1,A,9.0,,62577,65297,2720,1,0,1
002,1.0,1_2,B,6.0,,91311,91631,320,0,0,0
002,1.0,1_2,B,6.0,,92671,93051,380,1,0,1
002,1.0,1_2,B,6.0,,92761,93121,360,1,0,1
002,1.0,1_2,B,6.0,,93596,93856,260,1,0,1
002,1.0,1_2,B,6.0,,102260,106040,3780,1,0,1
002,1.0,1_3,A,15.0,,115864,116364,500,1,0,1
002,1.0,1_3,A,15.0,,117064,119204,2140,1,0,1
002,1.0,1_3,A,15.0,,132348,134548,2200,1,0,1
002,1.0,1_3,A,15.0,,135534,136814,1280,1,0,1
002,1.0,1_4,B,14.0,,157308,157668,360,1,0,1
002,1.0,1_4,A,14.0,,164853,166113,1260,1,0,1
002,1.0,1_5,A,13.0,,174431,175091,660,1,0,1
002,1.0,1_5,A,13.0,,176250,176515,265,1,0,1
002,1.0,1_6,B,16.0,,197505,197905,400,1,0,1
002,1.0,1_6,B,16.0,,199069,199309,240,0,0,0
002,1.0,1_6,B,16.0,,209916,211396,1480,0,0,0
002,1.0,1_6,B,16.0,,216913,217633,720,0,0,0
002,1.0,1_6,B,16.0,,221974,222294,320,0,0,0
002,1.0,1_6,A,16.0,,222079,222600,521,1,0,1
002,1.0,1_6,B,16.0,,223581,224901,1320,1,0,1
002,1.0,1_7,A,11.0,,235926,236726,800,1,0,1
002,1.0,1_7,A,11.0,,237026,237366,340,1,1,1
002,1.0,1_8,A,8.0,,257517,257777,260,0,0,0
002,1.0,1_8,B,8.0,,261073,261273,200,1,0,1
002,1.0,1_8,B,8.0,,261836,262616,780,1,0,1
002,1.0,1_8,B,8.0,,263239,263719,480,0,0,0
002,1.0,1_8,B,8.0,,264933,265273,340,1,0,1
002,1.0,1_8,B,8.0,,265713,265993,280,1,0,1
002,1.0,1_8,A,8.0,,269167,271287,2120,1,0,1
002,1.0,1_8,B,8.0,,270849,271030,181,0,0,0
002,1.0,1_8,B,8.0,,271400,271829,429,1,0,1
002,1.0,1_9,A,3.0,,296040,296720,680,0,0,0
002,1.0,1_9,B,3.0,,304620,305100,480,1,0,1
002,1.0,1_9,B,3.0,,305832,305952,120,1,0,1
002,1.0,1_10,B,10.0,,313067,313247,180,0,1,1
002,1.0,1_10,B,10.0,,315196,316050,854,0,1,1
002,1.0,1_10,B,10.0,,325564,326744,1180,1,0,1
002,1.0,1_11,A,5.0,,341463,350340,8877,1,0,1
002,1.0,1_11,A,5.0,,350800,353160,2360,1,0,1
002,1.0,1_11,A,5.0,,354084,354484,400,1,0,1
002,1.0,1_11,A,5.0,,355839,358079,2240,1,0,1
002,1.0,1_12,B,4.0,,364826,366006,1180,0,0,0
002,1.0,1_13,A,7.0,,379555,380235,680,1,0,1
002,1.0,1_16,A,12.0,,418203,419163,960,1,0,1
002,2.0,2_1,A,14.0,,430358,430978,620,1,0,1
002,2.0,2_1,A,14.0,,431675,432135,460,1,0,1
002,2.0,2_1,A,14.0,,433892,434232,340,1,0,1
002,2.0,2_3,A,16.0,,451668,451768,100,1,0,1
002,2.0,2_3,A,16.0,,452730,453290,560,1,1,1
002,2.0,2_3,A,16.0,,453329,453689,360,1,1,1
002,2.0,2_3,A,16.0,,453829,454389,560,1,1,1
002,2.0,2_4,A,3.0,,467820,468540,720,0,0,0
002,2.0,2_5,A,10.0,,470868,471588,720,1,0,1
002,2.0,2_5,A,10.0,,472187,472287,100,1,1,1
002,2.0,2_5,A,10.0,,472880,473020,140,1,1,1
002,2.0,2_5,A,10.0,,473618,473738,120,0,0,0
002,2.0,2_5,A,10.0,,483076,483716,640,1,1,1
002,2.0,2_5,A,10.0,,484016,484396,380,1,1,1
002,2.0,2_5,A,10.0,,487657,488837,1180,1,0,1
002,2.0,2_9,A,6.0,,528241,531441,3200,1,0,1
002,2.0,2_11,A,2.0,,560126,560946,820,1,0,1
002,2.0,2_13,A,8.0,,580045,580605,560,1,0,1
002,2.0,2_13,A,8.0,,580405,580605,200,1,0,1
002,2.0,2_13,A,8.0,,582126,582566,440,1,0,1
002,2.0,2_14,B,1.0,,592400,592810,410,1,1,1
002,2.0,2_14,B,1.0,,593590,593810,220,1,0,1
002,3.0,3_3,A,15.0,,628181,628501,320,1,0,1
002,3.0,3_5,A,1.0,,641827,642707,880,1,1,1
002,3.0,3_5,A,1.0,,643573,643873,300,0,1,1
002,3.0,3_5,A,1.0,,644374,644714,340,0,1,1
002,3.0,3_5,A,1.0,,645740,646360,620,1,0,1
002,3.0,3_9,A,13.0,,672311,673051,740,1,0,1
002,3.0,3_9,A,13.0,,674477,674777,300,0,0,0
002,3.0,3_13,A,5.0,,701233,701353,120,1,0,1
002,4.0,4_1,A,10.0,,728232,728392,160,0,1,1
002,4.0,4_1,A,10.0,,729164,729324,160,0,1,1
002,4.0,4_1,A,10.0,,730840,731060,220,1,0,1
002,4.0,4_2,A,15.0,,738797,739277,480,0,0,0
002,5.0,5_7,A,13.0,,877092,877372,280,1,0,1
002,5.0,5_11,A,15.0,,904567,904787,220,1,0,1
002,6.0,6_11,A,6.0,,1004070,1004210,140,1,0,1
002,6.0,6_13,A,16.0,,1022350,1022530,180,1,0,1
003,1.0,1_1,A,9.0,,9693,9868,175,0,0,0
003,1.0,1_1,A,9.0,,9693,9873,180,0,0,0
003,1.0,1_1,A,9.0,,10967,11327,360,1,0,1
003,1.0,1_1,A,9.0,,12180,13188,1008,1,0,1
003,1.0,1_1,A,9.0,,13443,14523,1080,1,0,1
003,1.0,1_1,A,9.0,,15785,16385,600,1,1,1
003,1.0,1_1,A,9.0,,17660,18060,400,1,0,1
003,1.0,1_1,A,9.0,,19768,20318,550,1,0,1
003,1.0,1_1,A,9.0,,29617,29957,340,0,0,0
003,1.0,1_1,A,9.0,,31060,31440,380,1,0,1
003,1.0,1_1,A,9.0,,33122,34522,1400,1,0,1
003,1.0,1_1,A,9.0,,36999,37439,440,1,0,1
003,1.0,1_1,A,9.0,,38408,38768,360,0,1,1
003,1.0,1_1,A,9.0,,40509,40909,400,0,0,0
003,1.0,1_1,A,9.0,,41413,41873,460,0,0,0
003,1.0,1_1,A,9.0,,42548,44248,1700,0,0,0
003,1.0,1_1,A,9.0,,46786,47468,682,0,0,0
003,1.0,1_1,A,9.0,,47818,48128,310,0,0,0
003,1.0,1_1,A,9.0,,48224,48524,300,0,1,1
003,1.0,1_1,A,9.0,,49112,49392,280,0,0,0
003,1.0,1_1,A,9.0,,50038,50518,480,1,0,1
003,1.0,1_1,A,9.0,,68971,69451,480,0,0,0
003,1.0,1_1,A,9.0,,76383,76763,380,0,0,0
003,1.0,1_1,A,9.0,,77758,78078,320,0,1,1
003,1.0,1_1,A,9.0,,78746,79086,340,1,0,1
003,1.0,1_1,A,9.0,,80514,80774,260,1,0,1
003,1.0,1_1,A,9.0,,80898,81138,240,0,1,1
003,1.0,1_1,A,9.0,,82340,82880,540,0,0,0
003,1.0,1_1,A,9.0,,85161,85541,380,1,1,1
003,1.0,1_1,A,9.0,,86144,86364,220,1,1,1
003,1.0,1_1,A,9.0,,87570,88090,520,0,1,1
003,1.0,1_1,A,9.0,,88399,88899,500,1,1,1
003,1.0,1_1,A,9.0,,90568,90743,175,0,0,0
003,1.0,1_2,A,6.0,,113035,113515,480,1,0,1
003,1.0,1_2,A,6.0,,115398,115638,240,1,0,1
003,1.0,1_3,A,15.0,,126395,126695,300,1,0,1
003,1.0,1_3,A,15.0,,131277,132097,820,1,0,1
003,1.0,1_3,A,15.0,,137077,137417,340,0,0,0
003,1.0,1_4,A,14.0,,173658,173876,218,0,0,0
