pair,int_pair,label,length,target,n_fribbles,speaker,freq,turn,round,trial,from_ts,to_ts,start,end,duration,pos_seq,shared_expression,n_shared_expressions,turn_id
5,5,slurf,1,15,1,A,5,317,2,2_12,1048.248,1050.998,1048.248,1050.998,2.75,NOUN,"['soort slurf', 'slurf', 'een slurf']",3,1797
5,5,slurf,1,15,1,B,5,370,3,3_3,1215.318,1216.978,1215.318,1216.978,1.6600000000000819,NOUN,"['soort slurf', 'slurf', 'een slurf']",3,1850
5,5,slurf,1,15,1,A,5,450,4,4_2,1451.058,1452.228,1451.058,1452.228,1.1700000000000728,NOUN,"['soort slurf', 'slurf', 'een slurf']",3,1931
5,5,slurf,1,15,1,B,5,574,5,5_11,1867.878,1869.038,1867.878,1869.038,1.1600000000000819,NOUN,"['soort slurf', 'slurf', 'een slurf']",3,2058
5,5,slurf,1,15,1,A,5,670,6,6_16,2134.5,2138.388,2134.5,2138.388,3.88799999999992,NOUN,"['soort slurf', 'slurf', 'een slurf']",3,2158
5,5,omheen zitten,2,15,1,A,2,314,2,2_12,1034.468,1038.578,1034.468,1038.578,4.1099999999999,ADP VERB,['omheen zitten'],1,1794
5,5,omheen zitten,2,15,1,B,2,367,3,3_3,1209.156,1212.438,1209.156,1212.438,3.282000000000153,ADP VERB,['omheen zitten'],1,1847
5,5,vlak,1,5,1,A,3,348,2,2_16,1147.438,1149.718,1147.438,1149.718,2.2799999999999727,ADJ,['vlak'],1,1828
5,5,vlak,1,5,1,B,3,426,3,3_13,1372.772,1375.818,1372.772,1375.818,3.046000000000049,ADJ,['vlak'],1,1907
5,5,vlak,1,5,1,B,3,579,5,5_13,1888.738,1895.058,1888.738,1895.058,6.319999999999936,ADJ,['vlak'],1,2063
5,5,lampenkap,1,5,1,A,3,349,2,2_16,1150.298,1153.158,1150.298,1153.158,2.8599999999999,NOUN,['lampenkap'],1,1829
5,5,lampenkap,1,5,1,B,3,428,3,3_13,1377.738,1379.258,1377.738,1379.258,1.5199999999999818,NOUN,['lampenkap'],1,1909
5,5,lampenkap,1,5,1,A,3,509,4,4_12,1641.22,1648.938,1641.22,1648.938,7.718000000000075,NOUN,['lampenkap'],1,1991
5,5,toeter,1,12,1,B,3,483,4,4_7,1563.518,1566.978,1563.518,1566.978,3.4600000000000364,NOUN,['toeter'],1,1965
5,5,toeter,1,12,1,A,3,565,5,5_8,1829.628,1834.398,1829.628,1834.398,4.769999999999982,NOUN,['toeter'],1,2048
5,5,toeter,1,12,1,A,3,666,6,6_15,2128.036,2130.538,2128.036,2130.538,2.5019999999999527,NOUN,['toeter'],1,2154
5,5,balk,1,14,3,A,16,38,1,1_4,125.598,127.918,125.598,127.918,2.3200000000000074,NOUN,"['balk liggen', 'balk']",2,1516
5,5,balk,1,5,3,B,16,127,1,1_11,408.418,410.888,408.418,410.888,2.4699999999999704,NOUN,"['balk liggen', 'balk']",2,1605
5,5,balk,1,14,3,B,16,204,2,2_1,670.798,674.248,670.798,674.248,3.4500000000000455,NOUN,"['balk liggen', 'balk']",2,1683
5,5,balk,1,6,3,B,16,288,2,2_9,962.116,968.518,962.116,968.518,6.402000000000044,NOUN,"['balk liggen', 'balk']",2,1767
5,5,balk,1,5,3,A,16,346,2,2_16,1141.838,1146.218,1141.838,1146.218,4.380000000000109,NOUN,"['balk liggen', 'balk']",2,1826
5,5,balk,1,5,3,A,16,353,2,2_16,1164.898,1167.008,1164.898,1167.008,2.1100000000001273,NOUN,"['balk liggen', 'balk']",2,1833
5,5,balk,1,6,3,A,16,419,3,3_12,1358.188,1362.938,1358.188,1362.938,4.75,NOUN,"['balk liggen', 'balk']",2,1900
5,5,balk,1,5,3,B,16,426,3,3_13,1372.772,1375.818,1372.772,1375.818,3.046000000000049,NOUN,"['balk liggen', 'balk']",2,1907
5,5,balk,1,14,3,A,16,441,3,3_16,1421.168,1428.278,1421.168,1428.278,7.110000000000127,NOUN,"['balk liggen', 'balk']",2,1922
5,5,balk,1,6,3,B,16,454,4,4_3,1462.668,1466.248,1462.668,1466.248,3.5800000000001546,NOUN,"['balk liggen', 'balk']",2,1935
5,5,balk,1,14,3,B,16,504,4,4_11,1628.278,1632.938,1628.278,1632.938,4.660000000000082,NOUN,"['balk liggen', 'balk']",2,1986
5,5,balk,1,5,3,A,16,509,4,4_12,1641.22,1648.938,1641.22,1648.938,7.718000000000075,NOUN,"['balk liggen', 'balk']",2,1991
5,5,balk,1,5,3,B,16,579,5,5_13,1888.738,1895.058,1888.738,1895.058,6.319999999999936,NOUN,"['balk liggen', 'balk']",2,2063
5,5,balk,1,14,3,B,16,619,6,6_7,2010.408,2012.508,2010.408,2012.508,2.1000000000001364,NOUN,"['balk liggen', 'balk']",2,2104
5,5,balk,1,6,3,B,16,630,6,6_11,2050.244,2052.718,2050.244,2052.718,2.4739999999997053,NOUN,"['balk liggen', 'balk']",2,2117
5,5,balk,1,5,3,A,16,658,6,6_14,2112.398,2115.798,2112.398,2115.798,3.399999999999636,NOUN,"['balk liggen', 'balk']",2,2146
5,5,plaat,1,15,5,B,34,27,1,1_3,90.228,93.498,90.228,93.498,3.2700000000000102,NOUN,['plaat'],1,1505
5,5,plaat,1,13,5,B,34,40,1,1_5,134.692,138.078,134.692,138.078,3.3859999999999957,NOUN,['plaat'],1,1518
5,5,plaat,1,10,5,A,34,122,1,1_10,390.052,392.508,390.052,392.508,2.4559999999999604,NOUN,['plaat'],1,1600
5,5,plaat,1,7,5,B,34,158,1,1_13,505.7,510.638,505.7,510.638,4.937999999999988,NOUN,['plaat'],1,1636
5,5,plaat,1,7,5,A,34,161,1,1_13,520.128,523.038,520.128,523.038,2.909999999999968,NOUN,['plaat'],1,1639
5,5,plaat,1,1,5,B,34,174,1,1_15,575.728,581.728,575.728,581.728,6.0,NOUN,['plaat'],1,1653
5,5,plaat,1,10,5,B,34,238,2,2_5,788.772,792.038,788.772,792.038,3.2659999999999627,NOUN,['plaat'],1,1717
5,5,plaat,1,7,5,A,34,281,2,2_8,940.164,942.648,940.164,942.648,2.4840000000000373,NOUN,['plaat'],1,1760
5,5,plaat,1,7,5,A,34,284,2,2_8,948.558,950.438,948.558,950.438,1.8799999999999955,NOUN,['plaat'],1,1763
5,5,plaat,1,13,5,A,34,293,2,2_10,980.74,983.588,980.74,983.588,2.8479999999999563,NOUN,['plaat'],1,1772
5,5,plaat,1,15,5,A,34,314,2,2_12,1034.468,1038.578,1034.468,1038.578,4.1099999999999,NOUN,['plaat'],1,1794
5,5,plaat,1,1,5,A,34,335,2,2_14,1095.556,1099.298,1095.556,1099.298,3.741999999999962,NOUN,['plaat'],1,1815
5,5,plaat,1,10,5,A,34,364,3,3_2,1200.996,1204.398,1200.996,1204.398,3.4019999999998163,NOUN,['plaat'],1,1844
5,5,plaat,1,15,5,B,34,367,3,3_3,1209.156,1212.438,1209.156,1212.438,3.282000000000153,NOUN,['plaat'],1,1847
5,5,plaat,1,1,5,B,34,377,3,3_5,1235.038,1238.178,1235.038,1238.178,3.1400000000001,NOUN,['plaat'],1,1858
5,5,plaat,1,7,5,B,34,387,3,3_7,1266.898,1271.518,1266.898,1271.518,4.620000000000118,NOUN,['plaat'],1,1868
5,5,plaat,1,13,5,B,34,403,3,3_9,1309.198,1311.908,1309.198,1311.908,2.709999999999809,NOUN,['plaat'],1,1884
5,5,plaat,1,10,5,B,34,"446
",4,4_1,1439.478,1442.158,1439.478,1442.158,2.6799999999998363,NOUN,['plaat'],1,1927
5,5,plaat,1,15,5,A,34,449,4,4_2,1446.18,1450.398,1446.18,1450.398,4.217999999999847,NOUN,['plaat'],1,1930
5,5,plaat,1,1,5,A,34,459,4,4_4,1478.978,1480.868,1478.978,1480.868,1.8899999999998727,NOUN,['plaat'],1,1940
5,5,plaat,1,1,5,A,34,469,4,4_4,1510.116,1513.938,1510.116,1513.938,3.8220000000001164,NOUN,['plaat'],1,1950
5,5,plaat,1,13,5,A,34,479,4,4_6,1547.268,1552.518,1547.268,1552.518,5.25,NOUN,['plaat'],1,1961
5,5,plaat,1,7,5,A,34,486,4,4_8,1572.42,1575.848,1572.42,1575.848,3.4279999999998836,NOUN,['plaat'],1,1968
5,5,plaat,1,7,5,A,34,487,4,4_8,1576.458,1578.978,1576.458,1578.978,2.519999999999982,NOUN,['plaat'],1,1969
5,5,plaat,1,7,5,A,34,489,4,4_8,1583.318,1583.898,1583.318,1583.898,0.5799999999999272,NOUN,['plaat'],1,1971
5,5,plaat,1,7,5,B,34,534,5,5_1,1732.588,1735.118,1732.588,1735.118,2.5299999999999727,NOUN,['plaat'],1,2016
5,5,plaat,1,10,5,A,34,548,5,5_4,1775.218,1777.868,1775.218,1777.868,2.6499999999998636,NOUN,['plaat'],1,2030
5,5,plaat,1,13,5,B,34,562,5,5_7,1817.732,1822.738,1817.732,1822.738,5.0060000000000855,NOUN,['plaat'],1,2045
5,5,plaat,1,1,5,B,34,566,5,5_9,1837.412,1839.958,1837.412,1839.958,2.546000000000049,NOUN,['plaat'],1,2050
5,5,plaat,1,10,5,B,34,601,6,6_1,1944.098,1946.658,1944.098,1946.658,2.5599999999999454,NOUN,['plaat'],1,2085
5,5,plaat,1,7,5,A,34,612,6,6_4,1979.684,1983.518,1979.684,1983.518,3.83400000000006,NOUN,['plaat'],1,2096
5,5,plaat,1,13,5,A,34,622,6,6_8,2017.924,2020.398,2017.924,2020.398,2.4739999999999327,NOUN,['plaat'],1,2107
5,5,plaat,1,1,5,A,34,635,6,6_12,2067.018,2070.138,2067.018,2070.138,3.119999999999891,NOUN,['plaat'],1,2122
5,5,plaat,1,15,5,A,34,670,6,6_16,2134.5,2138.388,2134.5,2138.388,3.88799999999992,NOUN,['plaat'],1,2158
5,5,groot worden,2,16,3,A,15,55,1,1_6,179.298,181.758,179.298,181.758,2.460000000000008,ADJ VERB,"['groot worden', 'steeds groot worden']",2,1533
5,5,groot worden,2,16,3,A,15,62,1,1_6,202.918,205.848,202.918,205.848,2.930000000000007,ADJ VERB,"['groot worden', 'steeds groot worden']",2,1540
5,5,groot worden,2,8,3,A,15,99,1,1_8,313.538,317.718,313.538,317.718,4.180000000000007,ADJ VERB,"['groot worden', 'steeds groot worden']",2,1577
5,5,groot worden,2,1,3,B,15,172,1,1_15,565.118,575.078,565.118,575.078,9.959999999999923,ADJ VERB,"['groot worden', 'steeds groot worden']",2,1651
5,5,groot worden,2,16,3,B,15,224,2,2_3,737.398,742.078,737.398,742.078,4.67999999999995,ADJ VERB,"['groot worden', 'steeds groot worden']",2,1703
5,5,groot worden,2,8,3,B,15,328,2,2_13,1076.758,1079.158,1076.758,1079.158,2.3999999999998636,ADJ VERB,"['groot worden', 'steeds groot worden']",2,1808
5,5,groot worden,2,1,3,A,15,334,2,2_14,1088.548,1094.698,1088.548,1094.698,6.150000000000091,ADJ VERB,"['groot worden', 'steeds groot worden']",2,1814
5,5,groot worden,2,16,3,A,15,397,3,3_8,1291.556,1297.978,1291.556,1297.978,6.4220000000000255,ADJ VERB,"['groot worden', 'steeds groot worden']",2,1878
5,5,groot worden,2,8,3,A,15,433,3,3_14,1390.218,1394.798,1390.218,1394.798,4.579999999999927,ADJ VERB,"['groot worden', 'steeds groot worden']",2,1914
5,5,groot worden,2,1,3,A,15,458,4,4_4,1472.676,1478.478,1472.676,1478.478,5.802000000000135,ADJ VERB,"['groot worden', 'steeds groot worden']",2,1939
5,5,groot worden,2,1,3,A,15,465,4,4_4,1498.678,1502.078,1498.678,1502.078,3.3999999999998636,ADJ VERB,"['groot worden', 'steeds groot worden']",2,1946
5,5,groot worden,2,16,3,B,15,477,4,4_5,1538.258,1543.278,1538.258,1543.278,5.019999999999982,ADJ VERB,"['groot worden', 'steeds groot worden']",2,1959
5,5,groot worden,2,1,3,B,15,567,5,5_9,1840.058,1845.472,1840.058,1845.472,5.413999999999987,ADJ VERB,"['groot worden', 'steeds groot worden']",2,2051
5,5,groot worden,2,1,3,A,15,634,6,6_12,2058.458,2066.678,2058.458,2066.678,8.2199999999998,ADJ VERB,"['groot worden', 'steeds groot worden']",2,2121
5,5,groot worden,2,16,3,B,15,637,6,6_13,2077.728,2082.118,2077.728,2082.118,4.389999999999873,ADJ VERB,"['groot worden', 'steeds groot worden']",2,2125
5,5,steeds groot worden,3,16,3,A,12,55,1,1_6,179.298,181.758,179.298,181.758,2.460000000000008,ADV ADJ VERB,"['vierkant die steeds groot worden', 'steeds groot worden']",2,1533
5,5,steeds groot worden,3,16,3,A,12,62,1,1_6,202.918,205.848,202.918,205.848,2.930000000000007,ADV ADJ VERB,"['vierkant die steeds groot worden', 'steeds groot worden']",2,1540
5,5,steeds groot worden,3,8,3,A,12,99,1,1_8,313.538,317.718,313.538,317.718,4.180000000000007,ADV ADJ VERB,"['vierkant die steeds groot worden', 'steeds groot worden']",2,1577
5,5,steeds groot worden,3,1,3,B,12,172,1,1_15,565.118,575.078,565.118,575.078,9.959999999999923,ADV ADJ VERB,"['vierkant die steeds groot worden', 'steeds groot worden']",2,1651
5,5,steeds groot worden,3,16,3,B,12,224,2,2_3,737.398,742.078,737.398,742.078,4.67999999999995,ADV ADJ VERB,"['vierkant die steeds groot worden', 'steeds groot worden']",2,1703
5,5,steeds groot worden,3,8,3,B,12,328,2,2_13,1076.758,1079.158,1076.758,1079.158,2.3999999999998636,ADV ADJ VERB,"['vierkant die steeds groot worden', 'steeds groot worden']",2,1808
5,5,steeds groot worden,3,1,3,A,12,334,2,2_14,1088.548,1094.698,1088.548,1094.698,6.150000000000091,ADV ADJ VERB,"['vierkant die steeds groot worden', 'steeds groot worden']",2,1814
5,5,steeds groot worden,3,8,3,A,12,433,3,3_14,1390.218,1394.798,1390.218,1394.798,4.579999999999927,ADV ADJ VERB,"['vierkant die steeds groot worden', 'steeds groot worden']",2,1914
5,5,steeds groot worden,3,1,3,A,12,458,4,4_4,1472.676,1478.478,1472.676,1478.478,5.802000000000135,ADV ADJ VERB,"['vierkant die steeds groot worden', 'steeds groot worden']",2,1939
5,5,steeds groot worden,3,1,3,A,12,465,4,4_4,1498.678,1502.078,1498.678,1502.078,3.3999999999998636,ADV ADJ VERB,"['vierkant die steeds groot worden', 'steeds groot worden']",2,1946
5,5,steeds groot worden,3,16,3,B,12,477,4,4_5,1538.258,1543.278,1538.258,1543.278,5.019999999999982,ADV ADJ VERB,"['vierkant die steeds groot worden', 'steeds groot worden']",2,1959
5,5,steeds groot worden,3,1,3,A,12,634,6,6_12,2058.458,2066.678,2058.458,2066.678,8.2199999999998,ADV ADJ VERB,"['vierkant die steeds groot worden', 'steeds groot worden']",2,2121
5,5,groot,1,16,3,A,17,55,1,1_6,179.298,181.758,179.298,181.758,2.460000000000008,ADJ,"['die steeds groot worden', 'groot', 'groot worden', 'steeds groot worden', 'vierkant die steeds groot worden', 'steeds groot']",6,1533
5,5,groot,1,16,3,A,17,60,1,1_6,196.798,202.848,196.798,202.848,6.050000000000011,ADJ,"['die steeds groot worden', 'groot', 'groot worden', 'steeds groot worden', 'vierkant die steeds groot worden', 'steeds groot']",6,1538
5,5,groot,1,16,3,A,17,62,1,1_6,202.918,205.848,202.918,205.848,2.930000000000007,ADJ,"['die steeds groot worden', 'groot', 'groot worden', 'steeds groot worden', 'vierkant die steeds groot worden', 'steeds groot']",6,1540
5,5,groot,1,8,3,A,17,99,1,1_8,313.538,317.718,313.538,317.718,4.180000000000007,ADJ,"['die steeds groot worden', 'groot', 'groot worden', 'steeds groot worden', 'vierkant die steeds groot worden', 'steeds groot']",6,1577
5,5,groot,1,1,3,B,17,172,1,1_15,565.118,575.078,565.118,575.078,9.959999999999923,ADJ,"['die steeds groot worden', 'groot', 'groot worden', 'steeds groot worden', 'vierkant die steeds groot worden', 'steeds groot']",6,1651
5,5,groot,1,16,3,B,17,224,2,2_3,737.398,742.078,737.398,742.078,4.67999999999995,ADJ,"['die steeds groot worden', 'groot', 'groot worden', 'steeds groot worden', 'vierkant die steeds groot worden', 'steeds groot']",6,1703
5,5,groot,1,16,3,B,17,227,2,2_3,748.668,751.178,748.668,751.178,2.509999999999991,ADJ,"['die steeds groot worden', 'groot', 'groot worden', 'steeds groot worden', 'vierkant die steeds groot worden', 'steeds groot']",6,1706
5,5,groot,1,8,3,B,17,328,2,2_13,1076.758,1079.158,1076.758,1079.158,2.3999999999998636,ADJ,"['die steeds groot worden', 'groot', 'groot worden', 'steeds groot worden', 'vierkant die steeds groot worden', 'steeds groot']",6,1808
5,5,groot,1,1,3,A,17,334,2,2_14,1088.548,1094.698,1088.548,1094.698,6.150000000000091,ADJ,"['die steeds groot worden', 'groot', 'groot worden', 'steeds groot worden', 'vierkant die steeds groot worden', 'steeds groot']",6,1814
5,5,groot,1,16,3,A,17,397,3,3_8,1291.556,1297.978,1291.556,1297.978,6.4220000000000255,ADJ,"['die steeds groot worden', 'groot', 'groot worden', 'steeds groot worden', 'vierkant die steeds groot worden', 'steeds groot']",6,1878
5,5,groot,1,8,3,A,17,433,3,3_14,1390.218,1394.798,1390.218,1394.798,4.579999999999927,ADJ,"['die steeds groot worden', 'groot', 'groot worden', 'steeds groot worden', 'vierkant die steeds groot worden', 'steeds groot']",6,1914
5,5,groot,1,1,3,A,17,458,4,4_4,1472.676,1478.478,1472.676,1478.478,5.802000000000135,ADJ,"['die steeds groot worden', 'groot', 'groot worden', 'steeds groot worden', 'vierkant die steeds groot worden', 'steeds groot']",6,1939
5,5,groot,1,1,3,A,17,465,4,4_4,1498.678,1502.078,1498.678,1502.078,3.3999999999998636,ADJ,"['die steeds groot worden', 'groot', 'groot worden', 'steeds groot worden', 'vierkant die steeds groot worden', 'steeds groot']",6,1946
5,5,groot,1,16,3,B,17,477,4,4_5,1538.258,1543.278,1538.258,1543.278,5.019999999999982,ADJ,"['die steeds groot worden', 'groot', 'groot worden', 'steeds groot worden', 'vierkant die steeds groot worden', 'steeds groot']",6,1959
5,5,groot,1,1,3,B,17,567,5,5_9,1840.058,1845.472,1840.058,1845.472,5.413999999999987,ADJ,"['die steeds groot worden', 'groot', 'groot worden', 'steeds groot worden', 'vierkant die steeds groot worden', 'steeds groot']",6,2051
5,5,groot,1,1,3,A,17,634,6,6_12,2058.458,2066.678,2058.458,2066.678,8.2199999999998,ADJ,"['die steeds groot worden', 'groot', 'groot worden', 'steeds groot worden', 'vierkant die steeds groot worden', 'steeds groot']",6,2121
5,5,groot,1,16,3,B,17,637,6,6_13,2077.728,2082.118,2077.728,2082.118,4.389999999999873,ADJ,"['die steeds groot worden', 'groot', 'groot worden', 'steeds groot worden', 'vierkant die steeds groot worden', 'steeds groot']",6,2125
5,5,lang,1,10,1,B,5,242,2,2_5,799.138,801.218,799.138,801.218,2.0799999999999272,ADJ,"['lang', 'wat lang', 'een wat lang']",3,1721
5,5,lang,1,10,1,A,5,363,3,3_2,1196.998,1199.638,1196.998,1199.638,2.6399999999998727,ADJ,"['lang', 'wat lang', 'een wat lang']",3,1843
5,5,lang,1,10,1,B,5,445,4,4_1,1437.138,1438.438,1437.138,1438.438,1.300000000000182,ADJ,"['lang', 'wat lang', 'een wat lang']",3,1926
5,5,lang,1,10,1,A,5,547,5,5_4,1768.452,1774.478,1768.452,1774.478,6.026000000000067,ADJ,"['lang', 'wat lang', 'een wat lang']",3,2029
5,5,lang,1,10,1,B,5,599,6,6_1,1941.478,1943.338,1941.478,1943.338,1.8599999999999,ADJ,"['lang', 'wat lang', 'een wat lang']",3,2083
5,5,een klein,2,10,1,B,2,240,2,2_5,794.298,798.518,794.298,798.518,4.220000000000027,DET ADJ,['een klein'],1,1719
5,5,een klein,2,10,1,A,2,362,3,3_2,1189.7,1196.498,1189.7,1196.498,6.798000000000002,DET ADJ,['een klein'],1,1842
5,5,pion,1,10,1,B,6,240,2,2_5,794.298,798.518,794.298,798.518,4.220000000000027,NOUN,['pion'],1,1719
5,5,pion,1,10,1,B,6,242,2,2_5,799.138,801.218,799.138,801.218,2.0799999999999272,NOUN,['pion'],1,1721
5,5,pion,1,10,1,A,6,362,3,3_2,1189.7,1196.498,1189.7,1196.498,6.798000000000002,NOUN,['pion'],1,1842
5,5,pion,1,10,1,A,6,363,3,3_2,1196.998,1199.638,1196.998,1199.638,2.6399999999998727,NOUN,['pion'],1,1843
5,5,pion,1,10,1,B,6,443,4,4_1,1432.964,1435.338,1432.964,1435.338,2.3740000000000236,NOUN,['pion'],1,1924
5,5,pion,1,10,1,B,6,597,6,6_1,1937.988,1940.138,1937.988,1940.138,2.1499999999998636,NOUN,['pion'],1,2081
5,5,uitsteeksel,1,7,1,B,4,158,1,1_13,505.7,510.638,505.7,510.638,4.937999999999988,NOUN,"['uitsteeksel', 'twee uitsteeksel']",2,1636
5,5,uitsteeksel,1,7,1,A,4,282,2,2_8,942.738,946.838,942.738,946.838,4.099999999999909,NOUN,"['uitsteeksel', 'twee uitsteeksel']",2,1761
5,5,uitsteeksel,1,7,1,A,4,487,4,4_8,1576.458,1578.978,1576.458,1578.978,2.519999999999982,NOUN,"['uitsteeksel', 'twee uitsteeksel']",2,1969
5,5,uitsteeksel,1,7,1,A,4,613,6,6_4,1984.098,1988.32,1984.098,1988.32,4.22199999999998,NOUN,"['uitsteeksel', 'twee uitsteeksel']",2,2097
5,5,piramide,1,7,3,B,10,156,1,1_13,495.508,500.878,495.508,500.878,5.3700000000000045,NOUN,['piramide'],1,1634
5,5,piramide,1,7,3,A,10,285,2,2_8,953.06,953.938,953.06,953.938,0.8780000000000427,NOUN,['piramide'],1,1764
5,5,piramide,1,2,3,B,10,301,2,2_11,999.098,1003.958,999.098,1003.958,4.860000000000014,NOUN,['piramide'],1,1781
5,5,piramide,1,7,3,A,10,488,4,4_8,1579.648,1583.228,1579.648,1583.228,3.5800000000001546,NOUN,['piramide'],1,1970
5,5,piramide,1,4,3,B,10,526,4,4_15,1705.648,1707.538,1705.648,1707.538,1.8900000000001,NOUN,['piramide'],1,2008
5,5,piramide,1,4,3,A,10,555,5,5_6,1796.458,1800.958,1796.458,1800.958,4.5,NOUN,['piramide'],1,2038
5,5,piramide,1,4,3,B,10,559,5,5_6,1810.568,1812.278,1810.568,1812.278,1.7100000000000364,NOUN,['piramide'],1,2042
5,5,piramide,1,2,3,A,10,591,5,5_16,1924.324,1928.298,1924.324,1928.298,3.9739999999999327,NOUN,['piramide'],1,2075
5,5,piramide,1,7,3,A,10,613,6,6_4,1984.098,1988.32,1984.098,1988.32,4.22199999999998,NOUN,['piramide'],1,2097
5,5,piramide,1,4,3,B,10,615,6,6_5,1995.528,1999.038,1995.528,1999.038,3.509999999999991,NOUN,['piramide'],1,2100
5,5,half,1,2,1,A,3,171,1,1_14,554.692,559.818,554.692,559.818,5.125999999999976,ADJ,['half'],1,1649
5,5,half,1,2,1,B,3,304,2,2_11,1012.58,1015.078,1012.58,1015.078,2.4979999999999336,ADJ,['half'],1,1784
5,5,half,1,2,1,B,3,492,4,4_9,1590.958,1593.758,1590.958,1593.758,2.7999999999999545,ADJ,['half'],1,1974
5,5,aan de achterkant zitten,4,16,1,A,2,56,1,1_6,183.332,187.158,183.332,187.158,3.8259999999999934,ADP DET NOUN VERB,['aan de achterkant zitten'],1,1534
5,5,aan de achterkant zitten,4,16,1,B,2,229,2,2_3,752.516,756.918,752.516,756.918,4.402000000000044,ADP DET NOUN VERB,['aan de achterkant zitten'],1,1708
5,5,staaf,1,16,1,A,2,56,1,1_6,183.332,187.158,183.332,187.158,3.8259999999999934,NOUN,['staaf'],1,1534
5,5,staaf,1,16,1,B,2,229,2,2_3,752.516,756.918,752.516,756.918,4.402000000000044,NOUN,['staaf'],1,1708
5,5,cirkel,1,9,4,B,21,11,1,1_1,28.268,32.418,28.268,32.418,4.149999999999999,NOUN,"['cirkel', 'die cirkel']",2,1489
5,5,cirkel,1,12,4,A,21,198,1,1_16,659.918,662.078,659.918,662.078,2.159999999999968,NOUN,"['cirkel', 'die cirkel']",2,1677
5,5,cirkel,1,9,4,A,21,217,2,2_2,705.764,708.458,705.764,708.458,2.69399999999996,NOUN,"['cirkel', 'die cirkel']",2,1696
5,5,cirkel,1,12,4,B,21,273,2,2_7,917.06,922.878,917.06,922.878,5.818000000000097,NOUN,"['cirkel', 'die cirkel']",2,1752
5,5,cirkel,1,6,4,B,21,289,2,2_9,969.028,971.818,969.028,971.818,2.7899999999999636,NOUN,"['cirkel', 'die cirkel']",2,1768
5,5,cirkel,1,2,4,B,21,304,2,2_11,1012.58,1015.078,1012.58,1015.078,2.4979999999999336,NOUN,"['cirkel', 'die cirkel']",2,1784
5,5,cirkel,1,2,4,B,21,306,2,2_11,1015.518,1017.638,1015.518,1017.638,2.1200000000000045,NOUN,"['cirkel', 'die cirkel']",2,1786
5,5,cirkel,1,9,4,B,21,356,3,3_1,1174.338,1176.748,1174.338,1176.748,2.410000000000082,NOUN,"['cirkel', 'die cirkel']",2,1836
5,5,cirkel,1,2,4,A,21,407,3,3_10,1324.228,1327.078,1324.228,1327.078,2.849999999999909,NOUN,"['cirkel', 'die cirkel']",2,1888
5,5,cirkel,1,6,4,A,21,419,3,3_12,1358.188,1362.938,1358.188,1362.938,4.75,NOUN,"['cirkel', 'die cirkel']",2,1900
5,5,cirkel,1,6,4,B,21,455,4,4_3,1466.428,1467.738,1466.428,1467.738,1.3099999999999454,NOUN,"['cirkel', 'die cirkel']",2,1936
5,5,cirkel,1,2,4,B,21,492,4,4_9,1590.958,1593.758,1590.958,1593.758,2.7999999999999545,NOUN,"['cirkel', 'die cirkel']",2,1974
5,5,cirkel,1,2,4,B,21,498,4,4_9,1602.988,1606.538,1602.988,1606.538,3.5499999999999545,NOUN,"['cirkel', 'die cirkel']",2,1980
5,5,cirkel,1,2,4,A,21,499,4,4_9,1606.244,1607.058,1606.244,1607.058,0.8140000000000782,NOUN,"['cirkel', 'die cirkel']",2,1981
5,5,cirkel,1,9,4,A,21,501,4,4_10,1610.724,1616.878,1610.724,1616.878,6.153999999999996,NOUN,"['cirkel', 'die cirkel']",2,1983
5,5,cirkel,1,6,4,A,21,540,5,5_2,1749.648,1753.12,1749.648,1753.12,3.47199999999998,NOUN,"['cirkel', 'die cirkel']",2,2022
5,5,cirkel,1,2,4,B,21,594,5,5_16,1931.038,1932.058,1931.038,1932.058,1.0199999999999818,NOUN,"['cirkel', 'die cirkel']",2,2078
5,5,cirkel,1,2,4,A,21,"595
",5,5_16,1932.292,1933.698,1932.292,1933.698,1.4060000000001764,NOUN,"['cirkel', 'die cirkel']",2,2079
5,5,cirkel,1,2,4,B,21,623,6,6_9,2023.908,2028.738,2023.908,2028.738,4.830000000000155,NOUN,"['cirkel', 'die cirkel']",2,2109
5,5,cirkel,1,9,4,A,21,628,6,6_10,2041.058,2043.838,2041.058,2043.838,2.7799999999999727,NOUN,"['cirkel', 'die cirkel']",2,2114
5,5,cirkel,1,9,4,A,21,629,6,6_10,2044.038,2045.298,2044.038,2045.298,1.259999999999991,NOUN,"['cirkel', 'die cirkel']",2,2115
5,5,rechthoek,1,9,2,B,11,14,1,1_1,40.132,49.238,40.132,49.238,9.106000000000002,NOUN,"['staan op een soort rechthoek', 'rechthoek', 'rechthoek maar', 'een rechthoek maar', 'op een soort rechthoek']",5,1492
5,5,rechthoek,1,9,2,A,11,215,2,2_2,698.518,701.28,698.518,701.28,2.7619999999999436,NOUN,"['staan op een soort rechthoek', 'rechthoek', 'rechthoek maar', 'een rechthoek maar', 'op een soort rechthoek']",5,1694
5,5,rechthoek,1,9,2,A,11,216,2,2_2,702.244,705.098,702.244,705.098,2.853999999999928,NOUN,"['staan op een soort rechthoek', 'rechthoek', 'rechthoek maar', 'een rechthoek maar', 'op een soort rechthoek']",5,1695
