pair,int_pair,label,length,target,n_fribbles,speaker,freq,turn,round,trial,from_ts,to_ts,start,end,duration,pos_seq,shared_expression,n_shared_expressions,turn_id
1,1,cirkel,1,6,2,A,6,263,2,2_9,680.481,686.061,680.481,686.061,5.580000000000041,NOUN,"['cirkel aan', 'cirkel', 'een cirkel']",3,267
1,1,cirkel,1,6,2,A,6,352,4,4_3,929.847,935.841,929.847,935.841,5.994000000000028,NOUN,"['cirkel aan', 'cirkel', 'een cirkel']",3,356
1,1,cocktailglas,1,9,1,B,3,375,4,4_10,1004.055,1006.681,1004.055,1006.681,2.62600000000009,NOUN,['cocktailglas'],1,379
1,1,cocktailglas,1,9,1,A,3,408,5,5_5,1099.223,1100.181,1099.223,1100.181,0.9580000000000837,NOUN,['cocktailglas'],1,412
1,1,cocktailglas,1,9,1,B,3,454,6,6_10,1241.207,1242.201,1241.207,1242.201,0.9939999999999145,NOUN,['cocktailglas'],1,458
1,1,vierkant,1,16,2,B,6,85,1,1_6,172.343,176.741,172.343,176.741,4.398000000000025,NOUN,"['van die vierkant', 'vierkant']",2,86
1,1,vierkant,1,8,2,B,6,118,1,1_8,264.161,270.201,264.161,270.201,6.0400000000000205,NOUN,"['van die vierkant', 'vierkant']",2,119
1,1,vierkant,1,8,2,A,6,123,1,1_8,287.639,290.707,287.639,290.707,3.0679999999999836,NOUN,"['van die vierkant', 'vierkant']",2,124
1,1,vierkant,1,16,2,A,6,243,2,2_3,607.661,614.481,607.661,614.481,6.82000000000005,NOUN,"['van die vierkant', 'vierkant']",2,247
1,1,vierkant,1,8,2,A,6,278,2,2_13,725.971,729.591,725.971,729.591,3.6200000000000045,NOUN,"['van die vierkant', 'vierkant']",2,282
1,1,vierkant,1,16,2,A,6,317,3,3_8,825.381,831.281,825.381,831.281,5.899999999999977,NOUN,"['van die vierkant', 'vierkant']",2,321
1,1,Pinocchio,1,8,1,B,4,338,3,3_14,886.381,890.461,886.381,890.461,4.080000000000041,PROPN,"['Pinocchio', 'eh ik hebben Pinocchio']",2,342
1,1,Pinocchio,1,8,1,A,4,383,4,4_13,1030.679,1037.921,1030.679,1037.921,7.241999999999962,PROPN,"['Pinocchio', 'eh ik hebben Pinocchio']",2,387
1,1,Pinocchio,1,8,1,B,4,419,5,5_10,1131.991,1135.181,1131.991,1135.181,3.1900000000000546,PROPN,"['Pinocchio', 'eh ik hebben Pinocchio']",2,423
1,1,Pinocchio,1,8,1,A,4,440,6,6_3,1200.279,1201.255,1200.279,1201.255,0.9760000000001128,PROPN,"['Pinocchio', 'eh ik hebben Pinocchio']",2,444
1,1,armp,1,10,1,A,5,250,2,2_5,630.901,638.961,630.901,638.961,8.06000000000006,NOUN,['armp'],1,254
1,1,armp,1,10,1,B,5,298,3,3_2,769.421,773.601,769.421,773.601,4.17999999999995,NOUN,['armp'],1,302
1,1,armp,1,10,1,A,5,347,4,4_1,911.671,916.019,911.671,916.019,4.347999999999956,NOUN,['armp'],1,351
1,1,armp,1,10,1,B,5,404,5,5_4,1093.301,1094.271,1093.301,1094.271,0.9700000000000273,NOUN,['armp'],1,408
1,1,armp,1,10,1,A,5,435,6,6_1,1184.407,1188.015,1184.407,1188.015,3.6080000000001746,NOUN,['armp'],1,439
1,1,paddenstoel,1,10,2,B,12,139,1,1_10,323.959,329.901,323.959,329.901,5.942000000000007,NOUN,"['met de paddenstoel bovenop', 'de paddenstoel', 'paddenstoel']",3,141
1,1,paddenstoel,1,1,2,A,12,199,1,1_15,474.011,477.641,474.011,477.641,3.6299999999999955,NOUN,"['met de paddenstoel bovenop', 'de paddenstoel', 'paddenstoel']",3,203
1,1,paddenstoel,1,1,2,A,12,200,1,1_15,478.901,483.841,478.901,483.841,4.939999999999998,NOUN,"['met de paddenstoel bovenop', 'de paddenstoel', 'paddenstoel']",3,204
1,1,paddenstoel,1,10,2,A,12,250,2,2_5,630.901,638.961,630.901,638.961,8.06000000000006,NOUN,"['met de paddenstoel bovenop', 'de paddenstoel', 'paddenstoel']",3,254
1,1,paddenstoel,1,1,2,B,12,281,2,2_14,732.631,735.821,732.631,735.821,3.1900000000000546,NOUN,"['met de paddenstoel bovenop', 'de paddenstoel', 'paddenstoel']",3,285
1,1,paddenstoel,1,10,2,B,12,298,3,3_2,769.421,773.601,769.421,773.601,4.17999999999995,NOUN,"['met de paddenstoel bovenop', 'de paddenstoel', 'paddenstoel']",3,302
1,1,paddenstoel,1,1,2,A,12,305,3,3_5,793.719,796.541,793.719,796.541,2.8220000000000027,NOUN,"['met de paddenstoel bovenop', 'de paddenstoel', 'paddenstoel']",3,309
1,1,paddenstoel,1,10,2,A,12,347,4,4_1,911.671,916.019,911.671,916.019,4.347999999999956,NOUN,"['met de paddenstoel bovenop', 'de paddenstoel', 'paddenstoel']",3,351
1,1,paddenstoel,1,10,2,B,12,401,5,5_4,1080.301,1084.521,1080.301,1084.521,4.220000000000027,NOUN,"['met de paddenstoel bovenop', 'de paddenstoel', 'paddenstoel']",3,405
1,1,paddenstoel,1,10,2,B,12,403,5,5_4,1091.141,1093.061,1091.141,1093.061,1.9199999999998454,NOUN,"['met de paddenstoel bovenop', 'de paddenstoel', 'paddenstoel']",3,407
1,1,paddenstoel,1,1,2,A,12,416,5,5_9,1122.935,1125.161,1122.935,1125.161,2.2260000000001128,NOUN,"['met de paddenstoel bovenop', 'de paddenstoel', 'paddenstoel']",3,420
1,1,paddenstoel,1,10,2,A,12,435,6,6_1,1184.407,1188.015,1184.407,1188.015,3.6080000000001746,NOUN,"['met de paddenstoel bovenop', 'de paddenstoel', 'paddenstoel']",3,439
1,1,er doorheen,2,6,1,B,2,396,5,5_2,1067.575,1070.801,1067.575,1070.801,3.2259999999998854,ADV ADP,['er doorheen'],1,400
1,1,er doorheen,2,6,1,A,2,456,6,6_11,1245.207,1247.555,1245.207,1247.555,2.3479999999999563,ADV ADP,['er doorheen'],1,460
1,1,citroen,1,9,1,B,3,235,2,2_2,575.541,576.781,575.541,576.781,1.2399999999998954,NOUN,"['citroen', 'met het citroen en']",2,239
1,1,citroen,1,9,1,A,3,295,3,3_1,762.103,766.461,762.103,766.461,4.358000000000061,NOUN,"['citroen', 'met het citroen en']",2,299
1,1,citroen,1,9,1,B,3,375,4,4_10,1004.055,1006.681,1004.055,1006.681,2.62600000000009,NOUN,"['citroen', 'met het citroen en']",2,379
1,1,bakje,1,7,1,B,8,185,1,1_13,436.621,438.681,436.621,438.681,2.0600000000000023,NOUN,"['met het bakje', 'bakje', 'met het bakje voorop']",3,189
1,1,bakje,1,7,1,B,8,259,2,2_8,663.161,668.921,663.161,668.921,5.760000000000105,NOUN,"['met het bakje', 'bakje', 'met het bakje voorop']",3,263
1,1,bakje,1,7,1,A,8,260,2,2_8,672.183,674.921,672.183,674.921,2.7380000000000564,NOUN,"['met het bakje', 'bakje', 'met het bakje voorop']",3,264
1,1,bakje,1,7,1,B,8,261,2,2_8,674.501,676.681,674.501,676.681,2.1800000000000637,NOUN,"['met het bakje', 'bakje', 'met het bakje voorop']",3,265
1,1,bakje,1,7,1,A,8,312,3,3_7,808.663,810.841,808.663,810.841,2.1779999999999973,NOUN,"['met het bakje', 'bakje', 'met het bakje voorop']",3,316
1,1,bakje,1,7,1,B,8,366,4,4_8,977.821,978.861,977.821,978.861,1.0399999999999636,NOUN,"['met het bakje', 'bakje', 'met het bakje voorop']",3,370
1,1,bakje,1,7,1,A,8,394,5,5_1,1060.281,1063.081,1060.281,1063.081,2.7999999999999545,NOUN,"['met het bakje', 'bakje', 'met het bakje voorop']",3,398
1,1,bakje,1,7,1,B,8,442,6,6_4,1205.911,1208.861,1205.911,1208.861,2.9500000000000455,NOUN,"['met het bakje', 'bakje', 'met het bakje voorop']",3,446
1,1,ijshoorn,1,2,1,B,6,190,1,1_14,445.561,450.881,445.561,450.881,5.319999999999993,NOUN,"['ijshoorn op de kop', 'met het ijshoorn']",2,194
1,1,ijshoorn,1,2,1,A,6,271,2,2_11,702.321,705.861,702.321,705.861,3.5399999999999636,NOUN,"['ijshoorn op de kop', 'met het ijshoorn']",2,275
1,1,ijshoorn,1,2,1,B,6,325,3,3_10,849.975,852.681,849.975,852.681,2.7060000000000173,NOUN,"['ijshoorn op de kop', 'met het ijshoorn']",2,329
1,1,ijshoorn,1,2,1,A,6,372,4,4_9,995.351,999.611,995.351,999.611,4.259999999999991,NOUN,"['ijshoorn op de kop', 'met het ijshoorn']",2,376
1,1,ijshoorn,1,2,1,B,6,433,5,5_16,1178.007,1179.621,1178.007,1179.621,1.6140000000000327,NOUN,"['ijshoorn op de kop', 'met het ijshoorn']",2,437
1,1,ijshoorn,1,2,1,A,6,452,6,6_9,1233.815,1236.661,1233.815,1236.661,2.8460000000000036,NOUN,"['ijshoorn op de kop', 'met het ijshoorn']",2,456
1,1,de ober,2,12,1,A,6,215,1,1_16,524.407,526.801,524.407,526.801,2.3940000000000055,DET NOUN,"['ik hebben de ober', 'de ober']",2,219
1,1,de ober,2,12,1,A,6,255,2,2_7,654.007,654.901,654.007,654.901,0.8940000000000055,DET NOUN,"['ik hebben de ober', 'de ober']",2,259
1,1,de ober,2,12,1,B,6,303,3,3_4,786.935,789.801,786.935,789.801,2.866000000000099,DET NOUN,"['ik hebben de ober', 'de ober']",2,307
1,1,de ober,2,12,1,A,6,362,4,4_7,964.727,965.961,964.727,965.961,1.2340000000000373,DET NOUN,"['ik hebben de ober', 'de ober']",2,366
1,1,de ober,2,12,1,B,6,414,5,5_8,1115.479,1116.981,1115.479,1116.981,1.5019999999999527,DET NOUN,"['ik hebben de ober', 'de ober']",2,418
1,1,de ober,2,12,1,A,6,465,6,6_15,1272.119,1273.215,1272.119,1273.215,1.0960000000000036,DET NOUN,"['ik hebben de ober', 'de ober']",2,469
1,1,armp en,2,14,1,B,3,342,3,3_16,901.239,904.221,901.239,904.221,2.981999999999971,NOUN CCONJ,['armp en'],1,346
1,1,armp en,2,14,1,B,3,423,5,5_12,1148.247,1150.961,1148.247,1150.961,2.713999999999942,NOUN CCONJ,['armp en'],1,427
1,1,armp en,2,14,1,A,3,448,6,6_7,1222.167,1225.895,1222.167,1225.895,3.7280000000000655,NOUN CCONJ,['armp en'],1,452
1,1,vis,1,4,1,B,6,165,1,1_12,385.719,387.461,385.719,387.461,1.7420000000000186,NOUN,"['vis', 'de vis', 'ik hebben de vis']",3,169
1,1,vis,1,4,1,A,6,283,2,2_15,740.721,741.741,740.721,741.741,1.0199999999999818,NOUN,"['vis', 'de vis', 'ik hebben de vis']",3,287
1,1,vis,1,4,1,B,6,309,3,3_6,802.711,803.931,802.711,803.931,1.2200000000000273,NOUN,"['vis', 'de vis', 'ik hebben de vis']",3,313
1,1,vis,1,4,1,A,6,387,4,4_15,1048.343,1049.121,1048.343,1049.121,0.77800000000002,NOUN,"['vis', 'de vis', 'ik hebben de vis']",3,391
1,1,vis,1,4,1,B,6,410,5,5_6,1103.991,1104.401,1103.991,1104.401,0.41000000000008185,NOUN,"['vis', 'de vis', 'ik hebben de vis']",3,414
1,1,vis,1,4,1,A,6,444,6,6_5,1212.951,1213.795,1212.951,1213.795,0.8440000000000509,NOUN,"['vis', 'de vis', 'ik hebben de vis']",3,448
1,1,anker,1,3,1,A,6,127,1,1_9,296.919,301.431,296.919,301.431,4.5120000000000005,NOUN,"['ik hebben het anker', 'met het anker', 'anker']",3,129
1,1,anker,1,3,1,B,6,247,2,2_4,621.335,623.241,621.335,623.241,1.905999999999949,NOUN,"['ik hebben het anker', 'met het anker', 'anker']",3,251
1,1,anker,1,3,1,A,6,340,3,3_15,894.327,895.521,894.327,895.521,1.19399999999996,NOUN,"['ik hebben het anker', 'met het anker', 'anker']",3,344
1,1,anker,1,3,1,B,6,389,4,4_16,1052.983,1054.141,1052.983,1054.141,1.1580000000001291,NOUN,"['ik hebben het anker', 'met het anker', 'anker']",3,393
1,1,anker,1,3,1,A,6,431,5,5_15,1172.727,1173.555,1172.727,1173.555,0.8279999999999745,NOUN,"['ik hebben het anker', 'met het anker', 'anker']",3,435
1,1,anker,1,3,1,B,6,446,6,6_6,1217.921,1218.671,1217.921,1218.671,0.75,NOUN,"['ik hebben het anker', 'met het anker', 'anker']",3,450
1,1,balk,1,6,3,B,14,38,1,1_2,63.361,67.161,63.361,67.161,3.8000000000000043,NOUN,['balk'],1,39
1,1,balk,1,6,3,B,14,39,1,1_2,67.421,69.651,67.421,69.651,2.2299999999999898,NOUN,['balk'],1,40
1,1,balk,1,14,3,B,14,71,1,1_4,132.759,136.741,132.759,136.741,3.9820000000000277,NOUN,['balk'],1,72
1,1,balk,1,4,3,B,14,166,1,1_12,387.921,393.671,387.921,393.671,5.75,NOUN,['balk'],1,170
1,1,balk,1,4,3,A,14,174,1,1_12,409.741,413.381,409.741,413.381,3.6399999999999864,NOUN,['balk'],1,178
1,1,balk,1,14,3,A,14,223,2,2_1,542.861,549.875,542.861,549.875,7.01400000000001,NOUN,['balk'],1,227
1,1,balk,1,6,3,B,14,329,3,3_12,864.823,867.701,864.823,867.701,2.8780000000000427,NOUN,['balk'],1,333
1,1,balk,1,14,3,B,14,343,3,3_16,905.361,906.511,905.361,906.511,1.1499999999999773,NOUN,['balk'],1,347
1,1,balk,1,6,3,A,14,352,4,4_3,929.847,935.841,929.847,935.841,5.994000000000028,NOUN,['balk'],1,356
1,1,balk,1,14,3,A,14,378,4,4_11,1013.621,1017.281,1013.621,1017.281,3.659999999999968,NOUN,['balk'],1,382
1,1,balk,1,6,3,B,14,396,5,5_2,1067.575,1070.801,1067.575,1070.801,3.2259999999998854,NOUN,['balk'],1,400
1,1,balk,1,14,3,A,14,424,5,5_12,1154.295,1155.095,1154.295,1155.095,0.7999999999999545,NOUN,['balk'],1,428
1,1,balk,1,14,3,A,14,448,6,6_7,1222.167,1225.895,1222.167,1225.895,3.7280000000000655,NOUN,['balk'],1,452
1,1,balk,1,6,3,A,14,456,6,6_11,1245.207,1247.555,1245.207,1247.555,2.3479999999999563,NOUN,['balk'],1,460
1,1,twee armp,2,5,1,A,2,142,1,1_11,336.741,345.201,336.741,345.201,8.460000000000036,NUM NOUN,['twee armp'],1,145
1,1,twee armp,2,5,1,B,2,288,2,2_16,754.991,756.101,754.991,756.101,1.1100000000000136,NUM NOUN,['twee armp'],1,292
1,1,armpje,1,16,2,B,5,86,1,1_6,177.081,179.501,177.081,179.501,2.420000000000016,NOUN,['armpje'],1,87
1,1,armpje,1,16,2,A,5,244,2,2_3,614.641,617.461,614.641,617.461,2.82000000000005,NOUN,['armpje'],1,248
1,1,armpje,1,8,2,A,5,277,2,2_13,720.941,725.581,720.941,725.581,4.639999999999986,NOUN,['armpje'],1,281
1,1,armpje,1,8,2,B,5,338,3,3_14,886.381,890.461,886.381,890.461,4.080000000000041,NOUN,['armpje'],1,342
1,1,armpje,1,8,2,B,5,419,5,5_10,1131.991,1135.181,1131.991,1135.181,3.1900000000000546,NOUN,['armpje'],1,423
1,1,papier,1,11,1,A,3,95,1,1_7,196.991,202.511,196.991,202.511,5.519999999999982,NOUN,['papier'],1,96
1,1,papier,1,11,1,A,3,106,1,1_7,229.719,234.801,229.719,234.801,5.081999999999994,NOUN,['papier'],1,107
1,1,papier,1,11,1,B,3,253,2,2_6,646.741,650.501,646.741,650.501,3.759999999999991,NOUN,['papier'],1,257
1,1,steeds groot worden,3,16,1,B,3,85,1,1_6,172.343,176.741,172.343,176.741,4.398000000000025,ADV ADJ VERB,"['vierkant die steeds groot worden', 'steeds groot worden']",2,86
1,1,steeds groot worden,3,16,1,A,3,243,2,2_3,607.661,614.481,607.661,614.481,6.82000000000005,ADV ADJ VERB,"['vierkant die steeds groot worden', 'steeds groot worden']",2,247
1,1,steeds groot worden,3,16,1,A,3,317,3,3_8,825.381,831.281,825.381,831.281,5.899999999999977,ADV ADJ VERB,"['vierkant die steeds groot worden', 'steeds groot worden']",2,321
1,1,Ernie,1,11,1,A,6,93,1,1_7,186.831,189.101,186.831,189.101,2.2700000000000102,PROPN,"['ik hebben Ernie', 'Ernie']",2,94
1,1,Ernie,1,11,1,B,6,252,2,2_6,644.055,646.481,644.055,646.481,2.4260000000000446,PROPN,"['ik hebben Ernie', 'Ernie']",2,256
1,1,Ernie,1,11,1,A,6,327,3,3_11,858.461,859.221,858.461,859.221,0.7599999999999909,PROPN,"['ik hebben Ernie', 'Ernie']",2,331
1,1,Ernie,1,11,1,B,6,385,4,4_14,1041.975,1043.061,1041.975,1043.061,1.0860000000000127,PROPN,"['ik hebben Ernie', 'Ernie']",2,389
1,1,Ernie,1,11,1,A,6,398,5,5_3,1073.783,1074.481,1073.783,1074.481,0.6980000000000928,PROPN,"['ik hebben Ernie', 'Ernie']",2,402
1,1,Ernie,1,11,1,B,6,438,6,6_2,1194.327,1195.791,1194.327,1195.791,1.4639999999999418,PROPN,"['ik hebben Ernie', 'Ernie']",2,442
1,1,groot worden,2,8,1,B,2,118,1,1_8,264.161,270.201,264.161,270.201,6.0400000000000205,ADJ VERB,['groot worden'],1,119
1,1,groot worden,2,8,1,A,2,278,2,2_13,725.971,729.591,725.971,729.591,3.6200000000000045,ADJ VERB,['groot worden'],1,282
1,1,ovaal,1,16,1,B,3,82,1,1_6,163.111,167.941,163.111,167.941,4.8300000000000125,ADJ,['ovaal'],1,83
1,1,ovaal,1,16,1,A,3,242,2,2_3,603.731,607.021,603.731,607.021,3.2899999999999636,ADJ,['ovaal'],1,246
1,1,ovaal,1,16,1,A,3,356,4,4_5,945.271,950.881,945.271,950.881,5.610000000000014,ADJ,['ovaal'],1,360
1,1,bollet,1,13,1,A,2,76,1,1_5,148.941,154.611,148.941,154.611,5.6699999999999875,NOUN,['bollet'],1,77
1,1,bollet,1,13,1,B,2,269,2,2_10,695.731,698.931,695.731,698.931,3.2000000000000455,NOUN,['bollet'],1,273
1,1,drijven,1,15,2,A,10,56,1,1_3,107.121,111.371,107.121,111.371,4.25,VERB,"['die drijven met', 'die drijven', 'drijven']",3,57
1,1,drijven,1,7,2,A,10,178,1,1_13,417.591,418.941,417.591,418.941,1.349999999999966,VERB,"['die drijven met', 'die drijven', 'drijven']",3,182
1,1,drijven,1,7,2,B,10,258,2,2_8,660.721,663.061,660.721,663.061,2.340000000000032,VERB,"['die drijven met', 'die drijven', 'drijven']",3,262
1,1,drijven,1,15,2,B,10,273,2,2_12,709.527,711.241,709.527,711.241,1.7139999999999418,VERB,"['die drijven met', 'die drijven', 'drijven']",3,277
1,1,drijven,1,15,2,B,10,350,4,4_2,922.231,923.851,922.231,923.851,1.6200000000000045,VERB,"['die drijven met', 'die drijven', 'drijven']",3,354
1,1,drijven,1,7,2,B,10,365,4,4_8,972.951,977.721,972.951,977.721,4.769999999999982,VERB,"['die drijven met', 'die drijven', 'drijven']",3,369
1,1,drijven,1,7,2,A,10,394,5,5_1,1060.281,1063.081,1060.281,1063.081,2.7999999999999545,VERB,"['die drijven met', 'die drijven', 'drijven']",3,398
1,1,drijven,1,15,2,A,10,421,5,5_11,1140.471,1142.851,1140.471,1142.851,2.380000000000109,VERB,"['die drijven met', 'die drijven', 'drijven']",3,425
1,1,drijven,1,7,2,B,10,442,6,6_4,1205.911,1208.861,1205.911,1208.861,2.9500000000000455,VERB,"['die drijven met', 'die drijven', 'drijven']",3,446
1,1,drijven,1,15,2,B,10,467,6,6_16,1279.415,1281.185,1279.415,1281.185,1.7699999999999818,VERB,"['die drijven met', 'die drijven', 'drijven']",3,471
1,1,glijbaan,1,15,1,A,6,58,1,1_3,111.961,114.641,111.961,114.641,2.680000000000007,NOUN,"['drijven met de glijbaan', 'glijbaan', 'met de glijbaan']",3,59
1,1,glijbaan,1,15,1,B,6,273,2,2_12,709.527,711.241,709.527,711.241,1.7139999999999418,NOUN,"['drijven met de glijbaan', 'glijbaan', 'met de glijbaan']",3,277
1,1,glijbaan,1,15,1,A,6,301,3,3_3,779.159,781.427,779.159,781.427,2.268000000000029,NOUN,"['drijven met de glijbaan', 'glijbaan', 'met de glijbaan']",3,305
1,1,glijbaan,1,15,1,B,6,350,4,4_2,922.231,923.851,922.231,923.851,1.6200000000000045,NOUN,"['drijven met de glijbaan', 'glijbaan', 'met de glijbaan']",3,354
1,1,glijbaan,1,15,1,A,6,421,5,5_11,1140.471,1142.851,1140.471,1142.851,2.380000000000109,NOUN,"['drijven met de glijbaan', 'glijbaan', 'met de glijbaan']",3,425
1,1,glijbaan,1,15,1,B,6,467,6,6_16,1279.415,1281.185,1279.415,1281.185,1.7699999999999818,NOUN,"['drijven met de glijbaan', 'glijbaan', 'met de glijbaan']",3,471
1,1,uitsteeksel,1,16,1,B,4,80,1,1_6,158.679,161.501,158.679,161.501,2.8220000000000027,NOUN,['uitsteeksel'],1,81
