label,length,fribbles,target_fribbles,#fribbles,fribbles entropy,speakers,freq,free. freq,priming,spanning_rounds,spanning_time,duration_to_emerge,turns_to_emerge,rounds_to_emerge,turns,rounds,estab_round,estab_turn,first_round,last_round,initiator,pos_seq,exp with pos,pair,dataset,from_ts,to_ts,establishment_ts,shared expressions,target_fribble,exp,#shared expressions,expressions_set,number of rounds,content_words_exp,int_pair,from_ts_unique,to_ts_unique,ts_len
kegel,1,"[16, 9, 16, 16, 9, 16, 16, 16]",[ 9 16],2,0.2028195311147832,"['A', 'A', 'A', 'A', 'B', 'B', 'B', 'A']",8,2,4,3,1081.7199999999998,462.27,187,1,[103 135 243 249 290 452 453 495],"[1, 1, 2, 2, 2, 3, 3, 4]",2,290,1,4,A,NOUN,kegel#NOUN,21,small,"[315.64, 401.85, 658.07, 672.68, 777.91, 1283.0, 1285.41, 1403.12]","[321.4, 404.61, 658.94, 675.27, 779.21, 1285.32, 1286.47, 1404.96]",777.91,['kegel'],9,kegel,1,kegel,4,kegel,21,"[315.64, 401.85, 658.07, 672.68, 777.91, 1283.0, 1285.41, 1403.12]","[321.4, 404.61, 658.94, 675.27, 779.21, 1285.32, 1286.47, 1404.96]",8
vierkant,1,"[1, 1, 2, 2, 1, 2, 2, 2]",[1 2],2,0.2386085007312412,"['A', 'A', 'A', 'A', 'B', 'B', 'A', 'A']",8,2,4,5,1537.4,491.67,191,1,[ 82  83 208 209 273 387 462 628],"[1, 1, 2, 2, 2, 3, 4, 6]",2,273,1,6,A,ADJ,vierkant#ADJ,21,small,"[249.93, 252.44, 578.3, 580.55, 741.6, 1089.67, 1312.87, 1789.63]","[252.23, 254.09, 579.37, 581.66, 743.78, 1093.89, 1317.39, 1791.91]",741.6,['vierkant'],1,vierkant,1,vierkant,5,vierkant,21,"[249.93, 252.44, 578.3, 580.55, 741.6, 1089.67, 1312.87, 1789.63]","[252.23, 254.09, 579.37, 581.66, 743.78, 1093.89, 1317.39, 1791.91]",8
bollet,1,"[13, 13, 13]",[13],1,0.0,"['A', 'A', 'B']",3,1,2,3,549.5899999999999,550.5999999999999,192,3,[444 550 636],"[3, 5, 6]",6,636,3,6,A,NOUN,bollet#NOUN,21,small,"[1258.92, 1552.8, 1809.52]","[1259.93, 1554.56, 1812.94]",1809.52,"['met zes bollet', 'bollet']",13,bollet,2,met zes bollet,3,zes bollet,21,"[1258.92, 1552.8, 1809.52]","[1259.93, 1554.56, 1812.94]",3
helemaal op de grond,4,"[13, 13, 13]",[13],1,0.0,"['A', 'B', 'A']",3,3,1,4,910.1699999999998,910.1699999999998,198,1,[ 38 236 549],"[1, 2, 5]",2,236,1,5,A,ADV ADP DET NOUN,helemaal#ADV op#ADP de#DET grond#NOUN,21,small,"[105.57, 642.45, 1551.78]","[107.75, 646.03, 1552.62]",642.45,['helemaal op de grond'],13,helemaal op de grond,1,grond de op helemaal,3,grond helemaal,21,"[105.57, 642.45, 1551.78]","[107.75, 646.03, 1552.62]",3
een plateau,2,"[13, 13, 13]",[13],1,0.0,"['A', 'B', 'A']",3,1,1,4,1446.98,541.3900000000001,199,1,[ 37 236 548],"[1, 2, 5]",2,236,1,5,A,DET NOUN,een#DET plateau#NOUN,21,small,"[101.06, 642.45, 1549.65]","[102.67, 646.03, 1551.21]",642.45,"['ik zien een plateau', 'een plateau']",13,een plateau,2,een zien ik plateau,3,plateau,21,"[101.06, 642.45, 1549.65]","[102.67, 646.03, 1551.21]",3
drie verschillend,2,"[5, 5, 5]",[5],1,0.0,"['A', 'A', 'B']",3,3,2,2,2.3899999999998727,2.3899999999998727,220,2,[314 428 534],"[2, 3, 4]",4,534,2,4,A,NUM ADJ,drie#NUM verschillend#ADJ,21,small,"[856.84, 1213.68, 1508.65]","[859.32, 1215.65, 1511.04]",1508.65,['drie verschillend'],5,drie verschillend,1,verschillend drie,3,verschillend drie,21,"[856.84, 1213.68, 1508.65]","[859.32, 1215.65, 1511.04]",3
vormp,1,"[5, 5]",[5],1,0.0,"['A', 'B']",2,2,1,2,2.3899999999998727,2.3899999999998727,222,2,[312 534],"[2, 4]",4,534,2,4,A,NOUN,vormp#NOUN,21,small,"[848.58, 1508.65]","[850.85, 1511.04]",1508.65,['vormp'],5,vormp,1,vormp,2,vormp,21,"[848.58, 1508.65]","[850.85, 1511.04]",2
uiteind,1,"[10, 10]",[10],1,0.0,"['B', 'A']",2,2,1,1,2.4799999999999045,2.4799999999999045,228,1,[ 76 304],"[1, 2]",2,304,1,2,B,NOUN,uiteind#NOUN,21,small,"[220.98, 813.83]","[222.7, 816.31]",813.83,['uiteind'],10,uiteind,1,uiteind,2,uiteind,21,"[220.98, 813.83]","[222.7, 816.31]",2
trofee,1,"[3, 3, 3, 3]",[3],1,0.0,"['B', 'B', 'A', 'B']",4,1,2,4,875.89,698.4100000000001,233,3,[333 502 566 625],"[2, 4, 5, 6]",5,566,2,6,B,NOUN,trofee#NOUN,21,small,"[903.31, 1425.91, 1601.72, 1782.29]","[906.4, 1427.33, 1603.38, 1783.24]",1601.72,"['een trofee', 'trofee']",3,trofee,2,een trofee,4,trofee,21,"[903.31, 1425.91, 1601.72, 1782.29]","[906.4, 1427.33, 1603.38, 1783.24]",4
ondersteunen,1,"[10, 10, 10]",[10],1,0.0,"['A', 'A', 'B']",3,1,2,3,753.7,755.88,252,3,[301 480 553],"[2, 4, 5]",5,553,2,5,A,VERB,ondersteunen#VERB,21,small,"[806.38, 1364.86, 1562.26]","[808.56, 1366.72, 1563.48]",1562.26,"['ondersteunen', 'worden ondersteunen']",10,ondersteunen,2,worden ondersteunen,3,ondersteunen,21,"[806.38, 1364.86, 1562.26]","[808.56, 1366.72, 1563.48]",3
bolle,1,"[10, 10, 6, 6, 10, 10]",[ 6 10],2,0.2295739585136223,"['B', 'B', 'B', 'A', 'B', 'A']",6,2,3,5,1598.97,672.62,254,1,[ 76  77 328 330 412 640],"[1, 1, 2, 2, 3, 6]",2,330,1,6,B,NOUN,bolle#NOUN,21,small,"[220.98, 223.74, 888.78, 893.6, 1168.28, 1821.67]","[222.7, 225.51, 892.06, 895.63, 1169.85, 1824.83]",893.6,['bolle'],6,bolle,1,bolle,4,bolle,21,"[220.98, 223.74, 888.78, 893.6, 1168.28, 1821.67]","[222.7, 225.51, 892.06, 895.63, 1169.85, 1824.83]",6
een vogel,2,"[4, 4, 4, 4, 4]",[4],1,0.0,"['B', 'B', 'A', 'B', 'A']",5,2,2,5,1326.46,819.24,288,3,[169 400 457 541 634],"[1, 3, 4, 5, 6]",4,457,1,6,B,DET NOUN,een#DET vogel#NOUN,21,small,"[476.19, 1127.33, 1295.43, 1526.63, 1804.33]","[477.87, 1128.33, 1297.43, 1527.6, 1805.31]",1295.43,"['ik zien een vogel', 'een vogel']",4,een vogel,2,een vogel zien ik,5,vogel,21,"[476.19, 1127.33, 1295.43, 1526.63, 1804.33]","[477.87, 1128.33, 1297.43, 1527.6, 1805.31]",5
korfbal,1,"[14, 14]",[14],1,0.0,"['B', 'A']",2,2,1,3,0.8000000000001819,0.8000000000001819,364,3,[142 506],"[1, 4]",4,506,1,4,B,NOUN,korfbal#NOUN,21,small,"[425.45, 1437.1]","[427.12, 1437.9]",1437.1,['korfbal'],14,korfbal,1,korfbal,2,korfbal,21,"[425.45, 1437.1]","[427.12, 1437.9]",2
schuin,1,"[10, 10, 10, 10, 10]",[10],1,0.0,"['B', 'B', 'B', 'A', 'B']",5,5,3,4,199.52,199.52,401,3,[ 78 306 409 479 552],"[1, 2, 3, 4, 5]",4,479,1,5,B,ADJ,schuin#ADJ,21,small,"[227.24, 820.75, 1158.44, 1362.68, 1558.88]","[230.78, 822.22, 1162.47, 1364.52, 1562.2]",1362.68,['schuin'],10,schuin,1,schuin,5,schuin,21,"[227.24, 820.75, 1158.44, 1362.68, 1558.88]","[230.78, 822.22, 1162.47, 1364.52, 1562.2]",5
spijker,1,"[12, 12, 12, 12, 12]",[12],1,0.0,"['B', 'B', 'B', 'A', 'B']",5,1,3,4,1418.41,1224.33,440,3,[ 88 368 369 528 592],"[1, 3, 3, 4, 5]",4,528,1,5,B,NOUN,spijker#NOUN,21,small,"[266.28, 1023.9, 1029.03, 1490.61, 1689.89]","[271.48, 1027.42, 1031.02, 1493.94, 1692.99]",1490.61,"['soort spijker', 'spijker', 'een soort spijker']",12,spijker,3,een spijker soort,4,spijker soort,21,"[266.28, 1023.9, 1029.03, 1490.61, 1689.89]","[271.48, 1027.42, 1031.02, 1493.94, 1692.99]",5
splinter,1,"[12, 12, 12, 12]",[12],1,0.0,"['B', 'A', 'B', 'A']",4,4,1,5,283.0799999999999,283.0799999999999,442,3,[ 88 530 592 622],"[1, 4, 5, 6]",4,530,1,6,B,NOUN,splinter#NOUN,21,small,"[266.28, 1494.93, 1689.89, 1775.66]","[271.48, 1498.18, 1692.99, 1778.01]",1494.93,['splinter'],12,splinter,1,splinter,4,splinter,21,"[266.28, 1494.93, 1689.89, 1775.66]","[271.48, 1498.18, 1692.99, 1778.01]",4
een basketbalnet,2,"[14, 14, 14]",[14],1,0.0,"['B', 'B', 'A']",3,1,2,5,1277.9,1281.13,455,5,[141 582 596],"[1, 5, 6]",6,596,1,6,B,DET NOUN,een#DET basketbalnet#NOUN,21,small,"[421.82, 1655.93, 1702.95]","[425.05, 1657.84, 1704.3]",1702.95,"['een basketbalnet', 'ik zien een basketbalnet']",14,een basketbalnet,2,een basketbalnet zien ik,3,basketbalnet,21,"[421.82, 1655.93, 1702.95]","[425.05, 1657.84, 1704.3]",3
hanenkam,1,"[5, 5, 5, 5, 5, 5]",[5],1,0.0,"['A', 'A', 'B', 'B', 'B', 'A']",6,1,2,5,1588.53,1326.35,470,3,[ 62 426 532 574 617 618],"[1, 3, 4, 5, 6, 6]",4,532,1,6,A,NOUN,hanenkam#NOUN,21,small,"[176.17, 1204.6, 1502.52, 1637.12, 1761.52, 1766.57]","[178.04, 1207.15, 1505.17, 1637.99, 1763.8, 1769.94]",1502.52,"['ik zien een hanenkam bovenop', 'ik zien een hanenkam', 'hanenkam']",5,hanenkam,3,zien ik hanenkam een bovenop,5,hanenkam bovenop,21,"[176.17, 1204.6, 1502.52, 1637.12, 1761.52, 1766.57]","[178.04, 1207.15, 1505.17, 1637.99, 1763.8, 1769.94]",6
boek,1,"[8, 8, 8, 8, 8]",[8],1,0.0,"['B', 'B', 'A', 'B', 'A']",5,2,2,5,1625.41,1338.52,473,3,[ 45 438 518 563 614],"[1, 3, 4, 5, 6]",4,518,1,6,B,NOUN,boek#NOUN,21,small,"[123.27, 1239.4, 1461.79, 1592.31, 1751.0]","[125.59, 1240.85, 1465.25, 1593.69, 1753.84]",1461.79,"['een boek', 'boek']",8,boek,2,een boek,5,boek,21,"[123.27, 1239.4, 1461.79, 1592.31, 1751.0]","[125.59, 1240.85, 1465.25, 1593.69, 1753.84]",5
voorwerp,1,"[9, 9, 9, 9]",[9],1,0.0,"['A', 'A', 'A', 'B']",4,2,3,5,1385.75,1387.52,494,5,[137 138 364 631],"[1, 1, 3, 6]",6,631,1,6,A,NOUN,voorwerp#NOUN,21,small,"[409.85, 412.96, 1010.9, 1797.37]","[411.62, 415.94, 1014.08, 1799.69]",1797.37,"['voorwerp', 'op een voorwerp']",9,voorwerp,2,een voorwerp op,3,voorwerp,21,"[409.85, 412.96, 1010.9, 1797.37]","[411.62, 415.94, 1014.08, 1799.69]",4
een voorwerp,2,"[12, 12]",[12],1,0.0,"['B', 'A']",2,2,1,5,0.8999999999998636,0.8999999999998636,536,5,[ 87 623],"[1, 6]",6,623,1,6,B,DET NOUN,een#DET voorwerp#NOUN,21,small,"[262.61, 1778.17]","[266.02, 1779.07]",1778.17,['een voorwerp'],12,een voorwerp,1,een voorwerp,2,voorwerp,21,"[262.61, 1778.17]","[266.02, 1779.07]",2
een neuspiercing,2,"[6, 6]",[6],1,0.0,"['B', 'A']",2,2,1,5,1.4099999999998545,1.4099999999998545,566,5,[ 34 600],"[1, 6]",6,600,1,6,B,DET NOUN,een#DET neuspiercing#NOUN,21,small,"[84.17, 1715.38]","[87.75, 1716.79]",1715.38,['een neuspiercing'],6,een neuspiercing,1,een neuspiercing,2,neuspiercing,21,"[84.17, 1715.38]","[87.75, 1716.79]",2
krom,1,"[4, 4, 4]",[4],1,0.0,"['B', 'A', 'A']",3,3,1,0,20.360000000000014,20.360000000000014,1,0,[391 392 398],"[1, 1, 1]",1,392,1,1,B,ADJ,krom#ADJ,22,small,"[966.541, 968.76, 985.29]","[968.139, 969.68, 989.12]",968.76,['krom'],4,krom,1,krom,1,krom,22,"[966.541, 968.76, 985.29]","[968.139, 969.68, 989.12]",3
staaf,1,"[6, 6, 6, 6]",[6],1,0.0,"['B', 'A', 'B', 'B']",4,4,1,4,1674.231,1674.231,1,0,[ 66  67 560 667],"[1, 1, 3, 5]",1,67,1,5,B,NOUN,staaf#NOUN,22,small,"[148.153, 152.2, 1494.376, 1822.541]","[151.613, 155.44, 1496.115, 1826.431]",152.2,['staaf'],6,staaf,1,staaf,3,staaf,22,"[148.153, 152.2, 1494.376, 1822.541]","[151.613, 155.44, 1496.115, 1826.431]",4
citrusper,1,"[11, 11]",[11],1,0.0,"['B', 'A']",2,2,1,0,1.6299999999999957,1.6299999999999957,1,0,[371 372],"[1, 1]",1,372,1,1,B,NOUN,citrusper#NOUN,22,small,"[898.419, 905.52]","[904.671, 907.15]",905.52,['citrusper'],11,citrusper,1,citrusper,1,citrusper,22,"[898.419, 905.52]","[904.671, 907.15]",2
een platform onder,3,"[13, 13]",[13],1,0.0,"['B', 'A']",2,2,1,0,1.1799999999999784,1.1799999999999784,1,0,[97 98],"[1, 1]",1,98,1,1,B,DET NOUN ADP,een#DET platform#NOUN onder#ADP,22,small,"[232.118, 234.11]","[233.804, 235.29]",234.11,['een platform onder'],13,een platform onder,1,een onder platform,1,platform,22,"[232.118, 234.11]","[233.804, 235.29]",2
moeilijk,1,"[15, 15]",[15],1,0.0,"['B', 'A']",2,2,1,0,3.1899999999999977,3.1899999999999977,1,0,[27 28],"[1, 1]",1,28,1,1,B,ADJ,moeilijk#ADJ,22,small,"[58.926, 62.89]","[62.257, 66.08]",62.89,['moeilijk'],15,moeilijk,1,moeilijk,1,moeilijk,22,"[58.926, 62.89]","[62.257, 66.08]",2
een haak,2,"[15, 15]",[15],1,0.0,"['B', 'A']",2,2,1,0,0.9899999999999948,0.9899999999999948,2,0,[44 46],"[1, 1]",1,46,1,1,B,DET NOUN,een#DET haak#NOUN,22,small,"[101.137, 103.18]","[102.763, 104.17]",103.18,['een haak'],15,een haak,1,haak een,1,haak,22,"[101.137, 103.18]","[102.763, 104.17]",2
de ballerina,2,"[3, 3, 3, 3]",[3],1,0.0,"['B', 'A', 'B', 'B']",4,4,1,4,656.462,656.462,4,1,[502 506 619 711],"[2, 3, 4, 6]",3,506,2,6,B,DET NOUN,de#DET ballerina#NOUN,22,small,"[1307.584, 1322.41, 1664.526, 1977.476]","[1311.307, 1323.15, 1667.102, 1978.872]",1322.41,['de ballerina'],3,de ballerina,1,de ballerina,4,ballerina,22,"[1307.584, 1322.41, 1664.526, 1977.476]","[1311.307, 1323.15, 1667.102, 1978.872]",4
vierkant,1,"[8, 8]",[8],1,0.0,"['B', 'A']",2,2,1,0,4.240000000000009,4.240000000000009,6,0,[118 124],"[1, 1]",1,124,1,1,B,ADJ,vierkant#ADJ,22,small,"[285.567, 312.2]","[289.658, 316.44]",312.2,['vierkant'],8,vierkant,1,vierkant,1,vierkant,22,"[285.567, 312.2]","[289.658, 316.44]",2
buis,1,"[14, 14]",[14],1,0.0,"['B', 'A']",2,2,1,0,3.059999999999945,3.059999999999945,6,0,[339 345],"[1, 1]",1,345,1,1,B,NOUN,buis#NOUN,22,small,"[818.167, 833.98]","[820.759, 837.04]",833.98,['buis'],14,buis,1,buis,1,buis,22,"[818.167, 833.98]","[820.759, 837.04]",2
knop,1,"[10, 10]",[10],1,0.0,"['B', 'A']",2,2,1,0,1.6899999999999975,1.6899999999999975,7,0,[189 196],"[1, 1]",1,196,1,1,B,NOUN,knop#NOUN,22,small,"[454.762, 466.98]","[457.572, 468.67]",466.98,['knop'],10,knop,1,knop,1,knop,22,"[454.762, 466.98]","[457.572, 468.67]",2
oor,1,"[12, 12, 12, 11, 11, 11, 12, 12]",[11 12],2,0.2386085007312412,"['B', 'A', 'B', 'B', 'B', 'A', 'B', 'A']",8,2,1,5,1426.8650000000002,13.937000000000012,7,0,[229 236 519 555 614 640 685 707],"[1, 1, 3, 3, 4, 5, 5, 6]",3,236,1,6,B,NOUN,oor#NOUN,22,small,"[539.703, 553.64, 1355.32, 1485.227, 1645.655, 1735.06, 1885.718, 1967.92]","[541.055, 558.95, 1360.461, 1485.999, 1646.666, 1738.76, 1888.89, 1971.21]",553.64,['oor'],11,oor,1,oor,5,oor,22,"[539.703, 553.64, 1355.32, 1485.227, 1645.655, 1735.06, 1885.718, 1967.92]","[541.055, 558.95, 1360.461, 1485.999, 1646.666, 1738.76, 1888.89, 1971.21]",8
hoofd,1,"[16, 16]",[16],1,0.0,"['B', 'A']",2,2,1,0,1.2899999999999636,1.2899999999999636,7,0,[258 265],"[1, 1]",1,265,1,1,B,NOUN,hoofd#NOUN,22,small,"[630.731, 644.47]","[633.423, 645.76]",644.47,['hoofd'],16,hoofd,1,hoofd,1,hoofd,22,"[630.731, 644.47]","[633.423, 645.76]",2
rechthoekig,1,"[4, 4, 4, 4, 4]",[4],1,0.0,"['B', 'B', 'A', 'A', 'A']",5,2,2,1,264.02700000000004,29.11699999999996,9,0,[385 390 394 396 473],"[1, 1, 1, 1, 2]",1,394,1,2,B,ADJ,rechthoekig#ADJ,22,small,"[944.923, 960.655, 974.04, 980.411, 1211.91]","[947.883, 965.012, 978.22, 982.28, 1218.0]",974.04,"[""zo'n rechthoekig"", 'rechthoekig']",4,rechthoekig,2,zo'n rechthoekig,2,rechthoekig,22,"[944.923, 960.655, 974.04, 980.411, 1211.91]","[947.883, 965.012, 978.22, 982.28, 1218.0]",5
plateau,1,"[15, 15, 3, 3, 15, 15, 15]",[ 3 15],2,0.2157801421416577,"['A', 'B', 'A', 'B', 'A', 'B', 'A']",7,2,1,4,1699.41,23.626000000000005,13,0,[ 43  56 242 244 529 606 660],"[1, 1, 1, 1, 3, 4, 5]",1,56,1,5,A,NOUN,plateau#NOUN,22,small,"[96.24, 119.866, 572.89, 583.017, 1399.55, 1619.783, 1799.02]","[99.61, 123.634, 577.27, 592.536, 1401.95, 1621.978, 1804.16]",119.866,['plateau'],3,plateau,1,plateau,4,plateau,22,"[96.24, 119.866, 572.89, 583.017, 1399.55, 1619.783, 1799.02]","[99.61, 123.634, 577.27, 592.536, 1401.95, 1621.978, 1804.16]",7
vraagwolk,1,"[13, 13, 13, 13, 13, 13, 13]",[13],1,0.0,"['A', 'A', 'B', 'A', 'B', 'A', 'B']",7,1,2,5,1787.065,32.757000000000005,14,0,[ 92  95 106 578 593 655 720],"[1, 1, 1, 3, 4, 5, 6]",1,106,1,6,A,NOUN,vraagwolk#NOUN,22,small,"[217.92, 224.32, 250.677, 1541.77, 1579.144, 1779.68, 2006.075]","[219.01, 226.21, 257.245, 1544.17, 1583.027, 1781.17, 2008.042]",250.677,"['omgekeerd vraagwolk', 'vraagwolk']",13,vraagwolk,2,omgekeerd vraagwolk,5,omgekeerd vraagwolk,22,"[217.92, 224.32, 250.677, 1541.77, 1579.144, 1779.68, 2006.075]","[219.01, 226.21, 257.245, 1544.17, 1583.027, 1781.17, 2008.042]",7
pot,1,"[15, 15, 13, 8, 8, 8, 8, 10, 12, 16, 7, 14, 14, 14, 14, 7, 16, 8, 12, 7, 10, 13, 16, 15, 10, 16, 12, 13, 16, 7, 12, 13, 10]",[ 7  8 10 12 13 14 15 16],8,0.7461427082408475,"['A', 'B', 'A', 'B', 'A', 'A', 'A', 'B', 'B', 'A', 'A', 'B', 'A', 'A', 'A', 'B', 'A', 'A', 'B', 'A', 'B', 'A', 'B', 'B', 'A', 'A', 'A', 'A', 'A', 'B', 'A', 'B', 'A']",33,1,1,5,1922.28,30.446,16,0,"[ 40  56  77 115 124 150 155 187 228 275 280 330 342 347 413 433 450 461
 519 523 547 575 582 606 609 616 634 653 698 701 707 719 722]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 5, 6, 6, 6, 6, 6]",1,56,1,6,A,NOUN,pot#NOUN,22,small,"[89.42, 119.866, 178.04, 278.595, 312.2, 362.47, 373.095, 447.65, 538.425, 658.47, 670.61, 790.617, 826.264, 838.27, 1033.74, 1085.338, 1142.08, 1180.83, 1355.32, 1371.09, 1459.392, 1536.96, 1550.187, 1619.783, 1630.42, 1653.172, 1713.54, 1773.81, 1929.22, 1939.288, 1967.92, 2002.413, 2013.5]","[91.22, 123.634, 179.9, 280.562, 316.44, 364.22, 375.05, 449.441, 539.44, 661.53, 672.52, 795.553, 828.89, 841.85, 1036.8, 1090.556, 1144.32, 1182.24, 1360.461, 1378.15, 1461.868, 1539.84, 1552.467, 1621.978, 1634.2, 1657.14, 1718.48, 1777.49, 1932.69, 1943.415, 1971.21, 2005.961, 2016.643]",119.866,"['pot', 'dit zijn de pot die een', 'de pot']",7,pot,3,de zijn pot een die dit,6,pot,22,"[89.42, 119.866, 178.04, 278.595, 312.2, 362.47, 373.095, 447.65, 538.425, 658.47, 670.61, 790.617, 826.264, 838.27, 1033.74, 1085.338, 1142.08, 1180.83, 1355.32, 1371.09, 1459.392, 1536.96, 1550.187, 1619.783, 1630.42, 1653.172, 1713.54, 1773.81, 1929.22, 1939.288, 1967.92, 2002.413, 2013.5]","[91.22, 123.634, 179.9, 280.562, 316.44, 364.22, 375.05, 449.441, 539.44, 661.53, 672.52, 795.553, 828.89, 841.85, 1036.8, 1090.556, 1144.32, 1182.24, 1360.461, 1378.15, 1461.868, 1539.84, 1552.467, 1621.978, 1634.2, 1657.14, 1718.48, 1777.49, 1932.69, 1943.415, 1971.21, 2005.961, 2016.643]",33
zegmaar,1,"[8, 8, 8, 8, 8, 4, 4, 4]",[4 8],2,0.2386085007312412,"['B', 'B', 'A', 'A', 'A', 'B', 'B', 'A']",8,3,2,0,680.382,56.47300000000001,18,0,[118 129 136 152 153 385 391 393],"[1, 1, 1, 1, 1, 1, 1, 1]",1,136,1,1,B,NOUN,zegmaar#NOUN,22,small,"[285.567, 325.139, 342.04, 365.15, 367.94, 944.923, 966.541, 970.04]","[289.658, 327.158, 344.82, 367.54, 372.55, 947.883, 968.139, 973.9]",342.04,['zegmaar'],4,zegmaar,1,zegmaar,1,zegmaar,22,"[285.567, 325.139, 342.04, 365.15, 367.94, 944.923, 966.541, 970.04]","[289.658, 327.158, 344.82, 367.54, 372.55, 947.883, 968.139, 973.9]",8
punthoed,1,"[4, 4, 4]",[4],1,0.0,"['B', 'A', 'A']",3,3,1,1,208.98,208.98,20,0,[388 408 475],"[1, 1, 2]",1,408,1,2,B,NOUN,punthoed#NOUN,22,small,"[953.872, 1012.0, 1218.48]","[957.716, 1015.31, 1220.98]",1012.0,['punthoed'],4,punthoed,1,punthoed,2,punthoed,22,"[953.872, 1012.0, 1218.48]","[957.716, 1015.31, 1220.98]",3
idee,1,"[15, 15]",[15],1,0.0,"['A', 'B']",2,2,1,0,1.2590000000000003,1.2590000000000003,21,0,[31 52],"[1, 1]",1,52,1,1,A,NOUN,idee#NOUN,22,small,"[68.2, 114.199]","[70.53, 115.458]",114.199,['idee'],15,idee,1,idee,1,idee,22,"[68.2, 114.199]","[70.53, 115.458]",2
en de citroenper,3,"[11, 11]",[11],1,0.0,"['B', 'A']",2,2,1,1,1.3200000000001637,1.3200000000001637,26,1,[613 639],"[4, 5]",5,639,4,5,B,CCONJ DET NOUN,en#CCONJ de#DET citroenper#NOUN,22,small,"[1641.902, 1733.58]","[1645.01, 1734.9]",1733.58,['en de citroenper'],11,en de citroenper,1,citroenper de en,2,citroenper,22,"[1641.902, 1733.58]","[1645.01, 1734.9]",2
roerstaaf,1,"[9, 9, 9, 9]",[9],1,0.0,"['B', 'A', 'A', 'B']",4,1,1,4,749.0319999999999,112.45500000000015,36,1,[481 517 681 715],"[2, 3, 5, 6]",3,517,2,6,B,NOUN,roerstaaf#NOUN,22,small,"[1235.935, 1348.39, 1867.49, 1989.866]","[1240.834, 1351.28, 1872.29, 1992.886]",1348.39,"['roerstaaf', 'het roerstaaf', 'met het roerstaaf en de']",9,roerstaaf,3,met de en roerstaaf het,4,roerstaaf,22,"[1235.935, 1348.39, 1867.49, 1989.866]","[1240.834, 1351.28, 1872.29, 1992.886]",4
Mario,1,"[6, 6, 6, 6]",[6],1,0.0,"['B', 'A', 'B', 'A']",4,1,1,3,415.3829999999998,116.86999999999988,43,1,[559 602 667 691],"[3, 4, 5, 6]",4,602,3,6,B,PROPN,Mario#PROPN,22,small,"[1492.48, 1609.35, 1822.541, 1909.61]","[1494.227, 1612.72, 1826.431, 1911.88]",1609.35,"['Mario met', 'dit zijn de Mario', 'Mario met de']",6,Mario,3,met Mario de zijn dit,4,Mario,22,"[1492.48, 1609.35, 1822.541, 1909.61]","[1494.227, 1612.72, 1826.431, 1911.88]",4
Job,1,"[2, 2, 2]",[2],1,0.0,"['B', 'A', 'B']",3,1,1,2,452.376,203.45000000000005,70,1,[525 595 672],"[3, 4, 5]",4,595,3,5,B,PROPN,Job#PROPN,22,small,"[1383.84, 1587.29, 1837.867]","[1385.491, 1588.37, 1839.57]",1587.29,"['Job', 'dit zijn de jarig Job']",2,Job,2,Job de zijn jarig dit,3,Job jarig,22,"[1383.84, 1587.29, 1837.867]","[1385.491, 1588.37, 1839.57]",3
de raket,2,"[5, 5, 5, 5, 5]",[5],1,0.0,"['B', 'A', 'B', 'A', 'B']",5,5,1,4,454.076,454.076,73,1,[491 564 636 669 705],"[2, 3, 4, 5, 6]",3,564,2,6,B,DET NOUN,de#DET raket#NOUN,22,small,"[1275.798, 1505.44, 1722.824, 1831.064, 1958.199]","[1277.897, 1510.7, 1723.919, 1831.87, 1959.516]",1505.44,['de raket'],5,de raket,1,raket de,5,raket,22,"[1275.798, 1505.44, 1722.824, 1831.064, 1958.199]","[1277.897, 1510.7, 1723.919, 1831.87, 1959.516]",5
met het schaalt,3,"[7, 7]",[7],1,0.0,"['B', 'A']",2,2,1,1,2.880000000000109,2.880000000000109,75,1,[600 675],"[4, 5]",5,675,4,5,B,ADP DET NOUN,met#ADP het#DET schaalt#NOUN,22,small,"[1599.952, 1848.26]","[1604.11, 1851.14]",1848.26,['met het schaalt'],7,met het schaalt,1,met het schaalt,2,schaalt,22,"[1599.952, 1848.26]","[1604.11, 1851.14]",2
spriet,1,"[15, 15, 15]",[15],1,0.0,"['A', 'B', 'A']",3,1,1,2,397.07,222.481,78,1,[529 607 660],"[3, 4, 5]",4,607,3,5,A,NOUN,spriet#NOUN,22,small,"[1399.55, 1622.031, 1799.02]","[1401.95, 1623.945, 1804.16]",1622.031,"['spriet', 'twee spriet']",15,spriet,2,twee spriet,3,twee spriet,22,"[1399.55, 1622.031, 1799.02]","[1401.95, 1623.945, 1804.16]",3
plat,1,"[4, 4, 4]",[4],1,0.0,"['B', 'B', 'A']",3,3,2,1,6.089999999999918,6.089999999999918,89,1,[384 385 473],"[1, 1, 2]",2,473,1,2,B,ADJ,plat#ADJ,22,small,"[939.098, 944.923, 1211.91]","[944.559, 947.883, 1218.0]",1211.91,['plat'],4,plat,1,plat,2,plat,22,"[939.098, 944.923, 1211.91]","[944.559, 947.883, 1218.0]",3
