pair_name,turn_ID,speaker,word,lemma,pos,lemma_pos,from_ts,to_ts
001,14,A,hij,hij,PRON,hij#PRON,30.011,33.511
001,14,A,heeft,hebben,VERB,hebben#VERB,30.011,33.511
001,14,A,één,één,NUM,één#NUM,30.011,33.511
001,14,A,arm,arm,NOUN,arm#NOUN,30.011,33.511
001,14,A,en,en,CCONJ,en#CCONJ,30.011,33.511
001,14,A,aan,aan,ADP,aan#ADP,30.011,33.511
001,14,A,de,de,DET,de#DET,30.011,33.511
001,14,A,achterkant,achterkant,NOUN,achterkant#NOUN,30.011,33.511
001,14,A,heeft,hebben,AUX,hebben#AUX,30.011,33.511
001,14,A,hij,hij,PRON,hij#PRON,30.011,33.511
001,14,A,een,een,DET,een#DET,30.011,33.511
001,14,A,cirkel,cirkel,NOUN,cirkel#NOUN,30.011,33.511
001,15,A,Ehm,ehm,ADV,ehm#ADV,34.121,36.961
001,15,A,ja,ja,INTJ,ja#INTJ,34.121,36.961
001,15,A,die,die,PRON,die#PRON,34.121,36.961
001,15,A,er,er,ADV,er#ADV,34.121,36.961
001,15,A,tegenaan,tegenaan,ADP,tegenaan#ADP,34.121,36.961
001,15,A,zit,zitten,VERB,zitten#VERB,34.121,36.961
001,16,B,Ja,ja,INTJ,ja#INTJ,37.221,37.341
001,17,B,oké,oké,ADJ,oké#ADJ,37.783,39.141
001,17,B,Ik,ik,PRON,ik#PRON,37.783,39.141
001,17,B,denk,denken,VERB,denken#VERB,37.783,39.141
001,17,B,dat,dat,SCONJ,dat#SCONJ,37.783,39.141
001,17,B,ik,ik,PRON,ik#PRON,37.783,39.141
001,17,B,het,het,PRON,het#PRON,37.783,39.141
001,17,B,weet,weten,VERB,weten#VERB,37.783,39.141
001,18,A,Ja,ja,INTJ,ja#INTJ,39.651,40.021
001,19,A,Oké,Oké,ADJ,Oké#ADJ,40.251,40.811
001,20,B,Ja,ja,INTJ,ja#INTJ,40.311,40.521
001,21,A,Dan,dan,ADV,dan#ADV,41.031,41.491
001,21,A,moe,moe,ADJ,moe#ADJ,41.031,41.491
001,22,B,dus,dus,ADV,dus#ADV,41.047,42.881
001,22,B,dan,dan,ADV,dan#ADV,41.047,42.881
001,22,B,zeg,zeggen,VERB,zeggen#VERB,41.047,42.881
001,22,B,ik,ik,PRON,ik#PRON,41.047,42.881
001,22,B,het,het,DET,het#DET,41.047,42.881
001,22,B,nummer,nummer,NOUN,nummer#NOUN,41.047,42.881
001,22,B,toch,toch,ADV,toch#ADV,41.047,42.881
001,23,A,Ja,ja,INTJ,ja#INTJ,43.451,43.751
001,24,B,Dus,dus,ADV,dus#ADV,44.121,44.961
001,24,B,dat,dat,PRON,dat#PRON,44.121,44.961
001,24,B,is,zijn,AUX,zijn#AUX,44.121,44.961
001,25,B,Eh,Eh,INTJ,Eh#INTJ,45.239,45.761
001,25,B,nee,nee,INTJ,nee#INTJ,45.239,45.761
001,26,B,ja,ja,INTJ,ja#INTJ,46.501,47.121
001,27,B,Jawel,Jawel,ADV,Jawel#ADV,47.301,47.581
001,28,B,En,en,CCONJ,en#CCONJ,47.981,49.555
001,28,B,dan,dan,ADV,dan#ADV,47.981,49.555
001,28,B,druk,druk,ADJ,druk#ADJ,47.981,49.555
001,28,B,ik,ik,PRON,ik#PRON,47.981,49.555
001,28,B,op,op,ADP,op#ADP,47.981,49.555
001,28,B,de,de,DET,de#DET,47.981,49.555
001,28,B,rode,rood,ADJ,rood#ADJ,47.981,49.555
001,28,B,knop,knop,NOUN,knop#NOUN,47.981,49.555
001,28,B,volgens,volgens,ADP,volgens#ADP,47.981,49.555
001,28,B,mij,mij,PRON,mij#PRON,47.981,49.555
001,29,A,Ja,ja,INTJ,ja#INTJ,49.391,53.081
001,29,A,ja,ja,INTJ,ja#INTJ,49.391,53.081
001,29,A,ja,ja,INTJ,ja#INTJ,49.391,53.081
001,29,A,nee,nee,INTJ,nee#INTJ,49.391,53.081
001,29,A,ja,ja,INTJ,ja#INTJ,49.391,53.081
001,29,A,op,op,ADP,op#ADP,49.391,53.081
001,29,A,de,de,DET,de#DET,49.391,53.081
001,29,A,groene,groen,ADJ,groen#ADJ,49.391,53.081
001,29,A,moet,moeten,AUX,moeten#AUX,49.391,53.081
001,29,A,ik,ik,PRON,ik#PRON,49.391,53.081
001,29,A,drukken,drukken,VERB,drukken#VERB,49.391,53.081
001,29,A,heb,hebben,AUX,hebben#AUX,49.391,53.081
001,29,A,jij,jij,PRON,jij#PRON,49.391,53.081
001,29,A,een,een,DET,een#DET,49.391,53.081
001,29,A,rode,rood,ADJ,rood#ADJ,49.391,53.081
001,30,B,Oh,Oh,INTJ,Oh#INTJ,52.439,53.641
001,30,B,ik,ik,PRON,ik#PRON,52.439,53.641
001,30,B,heb,hebben,VERB,hebben#VERB,52.439,53.641
001,30,B,een,een,DET,een#DET,52.439,53.641
001,30,B,rode,rood,ADJ,rood#ADJ,52.439,53.641
001,30,B,ja,ja,INTJ,ja#INTJ,52.439,53.641
001,31,A,Oké,Oké,ADJ,Oké#ADJ,53.761,54.141
001,32,B,Ja,ja,INTJ,ja#INTJ,53.871,55.421
001,32,B,dan,dan,ADV,dan#ADV,53.871,55.421
001,32,B,druk,druk,ADJ,druk#ADJ,53.871,55.421
001,32,B,ik,ik,PRON,ik#PRON,53.871,55.421
001,32,B,op,op,ADP,op#ADP,53.871,55.421
001,32,B,de,de,DET,de#DET,53.871,55.421
001,32,B,knop,knop,NOUN,knop#NOUN,53.871,55.421
001,33,A,Ja,ja,INTJ,ja#INTJ,54.851,55.051
001,34,B,Top,Top,NOUN,Top#NOUN,55.671,56.371
001,35,B,Oh,Oh,SYM,Oh#SYM,58.391,59.481
001,35,B,ja,ja,INTJ,ja#INTJ,58.391,59.481
001,35,B,nu,nu,ADV,nu#ADV,58.391,59.481
001,35,B,heb,hebben,VERB,hebben#VERB,58.391,59.481
001,35,B,ik,ik,PRON,ik#PRON,58.391,59.481
001,35,B,de,de,DET,de#DET,58.391,59.481
001,35,B,volgende,volgen,VERB,volgen#VERB,58.391,59.481
001,36,A,Oké,Oké,ADJ,Oké#ADJ,60.031,60.461
001,37,B,Ehm,ehm,ADV,ehm#ADV,60.421,63.101
001,37,B,het,het,PRON,het#PRON,60.421,63.101
001,37,B,lijkt,lijken,VERB,lijken#VERB,60.421,63.101
001,37,B,alsof,alsof,SCONJ,alsof#SCONJ,60.421,63.101
001,37,B,die,die,PRON,die#PRON,60.421,63.101
001,37,B,een,een,DET,een#DET,60.421,63.101
001,37,B,arm,arm,NOUN,arm#NOUN,60.421,63.101
001,37,B,heeft,hebben,AUX,hebben#AUX,60.421,63.101
001,38,B,En,en,CCONJ,en#CCONJ,63.361,67.161
001,38,B,in,in,ADP,in#ADP,63.361,67.161
001,38,B,die,die,DET,die#DET,63.361,67.161
001,38,B,arm,arm,NOUN,arm#NOUN,63.361,67.161
001,38,B,zit,zitten,VERB,zitten#VERB,63.361,67.161
001,38,B,een,een,DET,een#DET,63.361,67.161
001,38,B,een,een,DET,een#DET,63.361,67.161
001,38,B,langwerpige,langwerpig,ADJ,langwerpig#ADJ,63.361,67.161
001,38,B,balk,balk,NOUN,balk#NOUN,63.361,67.161
001,39,B,En,en,CCONJ,en#CCONJ,67.421,69.651
001,39,B,aan,aan,ADP,aan#ADP,67.421,69.651
001,39,B,de,de,DET,de#DET,67.421,69.651
001,39,B,voorkant,voorkant,NOUN,voorkant#NOUN,67.421,69.651
001,39,B,van,van,ADP,van#ADP,67.421,69.651
001,39,B,die,die,DET,die#DET,67.421,69.651
001,39,B,balk,balk,NOUN,balk#NOUN,67.421,69.651
001,39,B,zit,zitten,VERB,zitten#VERB,67.421,69.651
001,39,B,een,een,DET,een#DET,67.421,69.651
001,39,B,cirkel,cirkel,NOUN,cirkel#NOUN,67.421,69.651
001,40,B,En,en,CCONJ,en#CCONJ,70.039,72.891
001,40,B,bovenop,bovenop,ADP,bovenop#ADP,70.039,72.891
001,40,B,zit,zitten,VERB,zitten#VERB,70.039,72.891
001,40,B,nog,nog,ADV,nog#ADV,70.039,72.891
001,40,B,één,één,NUM,één#NUM,70.039,72.891
001,40,B,klein,klein,ADJ,klein#ADJ,70.039,72.891
001,40,B,pluimpje,pluimp,NOUN,pluimp#NOUN,70.039,72.891
001,40,B,eigenlijk,eigenlijk,ADJ,eigenlijk#ADJ,70.039,72.891
001,41,A,Ehm,ehm,ADV,ehm#ADV,77.561,80.711
001,41,A,ja,ja,INTJ,ja#INTJ,77.561,80.711
001,41,A,die,die,PRON,die#PRON,77.561,80.711
001,41,A,z-zit,z-zit,VERB,z-zit#VERB,77.561,80.711
001,41,A,hij,hij,PRON,hij#PRON,77.561,80.711
001,41,A,door,door,ADP,door#ADP,77.561,80.711
001,41,A,die,die,DET,die#DET,77.561,80.711
001,41,A,arm,arm,NOUN,arm#NOUN,77.561,80.711
001,41,A,heen,heen,ADP,heen#ADP,77.561,80.711
001,42,B,Ja,ja,INTJ,ja#INTJ,80.855,81.581
001,42,B,precies,precies,ADJ,precies#ADJ,80.855,81.581
001,43,A,Oké,Oké,INTJ,Oké#INTJ,82.031,82.991
001,43,A,ja,ja,INTJ,ja#INTJ,82.031,82.991
001,44,A,Dan,dan,ADV,dan#ADV,83.711,84.871
001,44,A,denk,denken,VERB,denken#VERB,83.711,84.871
001,44,A,ik,ik,PRON,ik#PRON,83.711,84.871
001,44,A,dat,dat,SCONJ,dat#SCONJ,83.711,84.871
001,44,A,ik,ik,PRON,ik#PRON,83.711,84.871
001,44,A,het,het,PRON,het#PRON,83.711,84.871
001,44,A,weet,weten,VERB,weten#VERB,83.711,84.871
001,45,B,En,en,CCONJ,en#CCONJ,84.023,85.641
001,45,B,dan,dan,ADV,dan#ADV,84.023,85.641
001,45,B,Oké,oké,INTJ,oké#INTJ,84.023,85.641
001,45,B,ja,ja,INTJ,ja#INTJ,84.023,85.641
001,46,A,Ja,ja,INTJ,ja#INTJ,87.341,90.491
001,46,A,en,en,CCONJ,en#CCONJ,87.341,90.491
001,46,A,ja,ja,INTJ,ja#INTJ,87.341,90.491
001,46,A,de,de,DET,de#DET,87.341,90.491
001,46,A,de,de,DET,de#DET,87.341,90.491
001,46,A,het,het,DET,het#DET,87.341,90.491
001,46,A,armpje,armpje,NOUN,armpje#NOUN,87.341,90.491
001,46,A,is,zijn,AUX,zijn#AUX,87.341,90.491
001,46,A,het,het,DET,het#DET,87.341,90.491
001,46,A,cirkeltje,cirkelt,NOUN,cirkelt#NOUN,87.341,90.491
001,46,A,het,het,DET,het#DET,87.341,90.491
001,46,A,bolletje,bollet,NOUN,bollet#NOUN,87.341,90.491
001,46,A,zeg,zeggen,VERB,zeggen#VERB,87.341,90.491
001,46,A,maar,maar,ADV,maar#ADV,87.341,90.491
001,47,B,Het,het,DET,het#DET,90.231,90.981
001,47,B,bolletje,bollet,NOUN,bollet#NOUN,90.231,90.981
001,47,B,ja,ja,INTJ,ja#INTJ,90.231,90.981
001,48,B,En,en,CCONJ,en#CCONJ,91.081,95.181
001,48,B,dan,dan,ADV,dan#ADV,91.081,95.181
001,48,B,helemaal,helemaal,ADV,helemaal#ADV,91.081,95.181
001,48,B,Er,er,ADV,er#ADV,91.081,95.181
001,48,B,zit,zitten,VERB,zitten#VERB,91.081,95.181
001,48,B,een,een,DET,een#DET,91.081,95.181
001,48,B,platte,plat,ADJ,plat#ADJ,91.081,95.181
001,48,B,cirkel,cirkel,NOUN,cirkel#NOUN,91.081,95.181
001,48,B,aan,aan,ADP,aan#ADP,91.081,95.181
001,48,B,het,het,DET,het#DET,91.081,95.181
001,48,B,eind,eind,NOUN,eind#NOUN,91.081,95.181
001,48,B,van,van,ADP,van#ADP,91.081,95.181
001,48,B,die,die,DET,die#DET,91.081,95.181
001,48,B,lange,lang,ADJ,lang#ADJ,91.081,95.181
001,48,B,stok,stok,NOUN,stok#NOUN,91.081,95.181
001,48,B,zeg,zeggen,VERB,zeggen#VERB,91.081,95.181
001,48,B,maar,maar,ADV,maar#ADV,91.081,95.181
001,49,A,Ja,ja,INTJ,ja#INTJ,91.241,91.501
001,50,A,Ja,ja,INTJ,ja#INTJ,95.591,96.891
001,50,A,ik,ik,PRON,ik#PRON,95.591,96.891
001,50,A,weet,weten,VERB,weten#VERB,95.591,96.891
001,50,A,hem,hem,PRON,hem#PRON,95.591,96.891
001,50,A,yes,yes,VERB,yes#VERB,95.591,96.891
001,51,A,Eh,Eh,INTJ,Eh#INTJ,97.531,98.401
001,52,A,Oké,Oké,ADJ,Oké#ADJ,100.981,101.461
001,53,A,Ehm,Ehm,ADV,Ehm#ADV,102.011,102.681
001,54,A,Eh,eh,VERB,eh#VERB,103.591,106.661
001,54,A,ik,ik,PRON,ik#PRON,103.591,106.661
001,54,A,heb,hebben,AUX,hebben#AUX,103.591,106.661
001,54,A,nu,nu,ADV,nu#ADV,103.591,106.661
001,54,A,de,de,DET,de#DET,103.591,106.661
001,54,A,vierkant,vierkant,NOUN,vierkant#NOUN,103.591,106.661
001,54,A,dus,dus,CCONJ,dus#CCONJ,103.591,106.661
001,54,A,ik,ik,PRON,ik#PRON,103.591,106.661
001,54,A,ga,gaan,VERB,gaan#VERB,103.591,106.661
001,54,A,beginnen,beginnen,VERB,beginnen#VERB,103.591,106.661
001,54,A,met,met,ADP,met#ADP,103.591,106.661
001,54,A,beschrijven,beschrijven,VERB,beschrijven#VERB,103.591,106.661
001,55,B,Mhm,mhm,PROPN,mhm#PROPN,106.881,107.251
001,56,A,Eh,Eh,VERB,Eh#VERB,107.121,111.371
001,56,A,het,het,PRON,het#PRON,107.121,111.371
001,56,A,lijkt,lijken,VERB,lijken#VERB,107.121,111.371
001,56,A,alsof,alsof,SCONJ,alsof#SCONJ,107.121,111.371
001,56,A,hij,hij,PRON,hij#PRON,107.121,111.371
001,56,A,drijft,drijven,VERB,drijven#VERB,107.121,111.371
001,56,A,omdat,omdat,SCONJ,omdat#SCONJ,107.121,111.371
001,56,A,er,er,ADV,er#ADV,107.121,111.371
001,56,A,zeg,zeggen,VERB,zeggen#VERB,107.121,111.371
001,56,A,maar,maar,ADV,maar#ADV,107.121,111.371
001,56,A,een,een,DET,een#DET,107.121,111.371
001,56,A,plaat,plaat,NOUN,plaat#NOUN,107.121,111.371
001,56,A,op,op,ADP,op#ADP,107.121,111.371
001,56,A,de,de,DET,de#DET,107.121,111.371
001,56,A,helft,helft,NOUN,helft#NOUN,107.121,111.371
001,56,A,van,van,ADP,van#ADP,107.121,111.371
001,56,A,dat,dat,DET,dat#DET,107.121,111.371
001,56,A,dingetje,dinget,NOUN,dinget#NOUN,107.121,111.371
001,56,A,zit,zitten,VERB,zitten#VERB,107.121,111.371
001,57,B,Ja,ja,INTJ,ja#INTJ,111.639,111.821
001,58,A,en,en,CCONJ,en#CCONJ,111.961,114.641
001,58,A,het,het,PRON,het#PRON,111.961,114.641
001,58,A,lijkt,lijken,VERB,lijken#VERB,111.961,114.641
001,58,A,alsof,alsof,SCONJ,alsof#SCONJ,111.961,114.641
001,58,A,er,er,ADV,er#ADV,111.961,114.641
001,58,A,naar,naar,ADP,naar#ADP,111.961,114.641
001,58,A,die,die,DET,die#DET,111.961,114.641
001,58,A,plaat,plaat,NOUN,plaat#NOUN,111.961,114.641
001,58,A,een,een,DET,een#DET,111.961,114.641
001,58,A,soort,soort,NOUN,soort#NOUN,111.961,114.641
001,58,A,van,van,ADP,van#ADP,111.961,114.641
001,58,A,glijbaan,glijbaan,NOUN,glijbaan#NOUN,111.961,114.641
001,58,A,gaat,gaan,VERB,gaan#VERB,111.961,114.641
001,59,A,en,en,CCONJ,en#CCONJ,114.671,117.031
001,59,A,dat,dat,SCONJ,dat#SCONJ,114.671,117.031
001,59,A,hij,hij,PRON,hij#PRON,114.671,117.031
001,59,A,tegelijk,tegelijk,ADV,tegelijk#ADV,114.671,117.031
001,59,A,een,een,DET,een#DET,114.671,117.031
001,59,A,een,een,DET,een#DET,114.671,117.031
001,59,A,pijp,pijp,NOUN,pijp#NOUN,114.671,117.031
001,59,A,aan,aan,ADP,aan#ADP,114.671,117.031
001,59,A,het,het,DET,het#DET,114.671,117.031
001,59,A,roken,roken,VERB,roken#VERB,114.671,117.031
001,59,A,is,zijn,VERB,zijn#VERB,114.671,117.031
001,60,B,Ja,ja,INTJ,ja#INTJ,115.127,115.301
001,61,B,oké,oké,ADJ,oké#ADJ,117.527,118.501
001,61,B,ja,ja,INTJ,ja#INTJ,117.527,118.501
001,62,A,met,met,ADP,met#ADP,119.191,122.001
001,62,A,m-met,m-met,NOUN,m-met#NOUN,119.191,122.001
001,62,A,twee,twee,NUM,twee#NUM,119.191,122.001
001,62,A,uitlaatdingetjes,uitlaatdinge,NOUN,uitlaatdinge#NOUN,119.191,122.001
001,62,A,erbovenop,erbovenop,ADP,erbovenop#ADP,119.191,122.001
001,63,B,Ik,ik,PRON,ik#PRON,119.287,119.841
001,63,B,weet,weten,VERB,weten#VERB,119.287,119.841
001,63,B,hem,hem,PRON,hem#PRON,119.287,119.841
001,64,B,Ja,ja,INTJ,ja#INTJ,121.621,122.081
001,64,B,ja,ja,INTJ,ja#INTJ,121.621,122.081
001,65,A,Oké,Oké,ADJ,Oké#ADJ,122.411,122.791
001,66,B,Oké,Oké,ADJ,Oké#ADJ,122.583,122.881
001,67,B,dat,dat,PRON,dat#PRON,123.351,123.941
001,67,B,is,zijn,AUX,zijn#AUX,123.351,123.941
001,68,B,Oké,Oké,ADJ,Oké#ADJ,126.231,127.241
001,68,B,dan,dan,ADV,dan#ADV,126.231,127.241
001,68,B,heb,hebben,VERB,hebben#VERB,126.231,127.241
001,68,B,ik,ik,PRON,ik#PRON,126.231,127.241
001,68,B,er,er,ADV,er#ADV,126.231,127.241
001,68,B,één,één,NUM,één#NUM,126.231,127.241
001,69,B,Ehm,ehm,AUX,ehm#AUX,127.991,129.501
001,69,B,deze,deze,PRON,deze#PRON,127.991,129.501
001,69,B,lijkt,lijken,VERB,lijken#VERB,127.991,129.501
001,69,B,twee,twee,NUM,twee#NUM,127.991,129.501
001,69,B,armen,arm,NOUN,arm#NOUN,127.991,129.501
001,69,B,te,te,ADP,te#ADP,127.991,129.501
001,69,B,hebben,hebben,AUX,hebben#AUX,127.991,129.501
001,70,B,Een,een,DET,een#DET,129.681,132.161
001,70,B,soort,soort,NOUN,soort#NOUN,129.681,132.161
001,70,B,cilinders,cilinder,NOUN,cilinder#NOUN,129.681,132.161
001,70,B,met,met,ADP,met#ADP,129.681,132.161
001,70,B,een,een,DET,een#DET,129.681,132.161
001,70,B,klein,klein,ADJ,klein#ADJ,129.681,132.161
001,70,B,hoekje,hoekje,NOUN,hoekje#NOUN,129.681,132.161
001,70,B,aan,aan,ADP,aan#ADP,129.681,132.161
001,70,B,de,de,DET,de#DET,129.681,132.161
001,70,B,linkerkant,linkerkant,NOUN,linkerkant#NOUN,129.681,132.161
001,71,B,En,en,CCONJ,en#CCONJ,132.759,136.741
001,71,B,één,één,NUM,één#NUM,132.759,136.741
001,71,B,lange,lang,ADJ,lang#ADJ,132.759,136.741
001,71,B,rechtopstaande,rechtopstaan,VERB,rechtopstaan#VERB,132.759,136.741
001,71,B,balk,balk,NOUN,balk#NOUN,132.759,136.741
001,71,B,voorop,voorop,ADV,voorop#ADV,132.759,136.741
001,72,B,En,en,CCONJ,en#CCONJ,137.175,139.821
001,72,B,dan,dan,ADV,dan#ADV,137.175,139.821
001,72,B,zit,zitten,VERB,zitten#VERB,137.175,139.821
001,72,B,er,er,ADV,er#ADV,137.175,139.821
001,72,B,achter,achter,ADP,achter#ADP,137.175,139.821
001,72,B,nog,nog,ADV,nog#ADV,137.175,139.821
001,72,B,een,een,DET,een#DET,137.175,139.821
001,72,B,bolletje,bolle,NOUN,bolle#NOUN,137.175,139.821
001,72,B,bovenop,bovenop,ADP,bovenop#ADP,137.175,139.821
001,73,A,Ja,ja,INTJ,ja#INTJ,140.931,143.921
001,73,A,ja,ja,INTJ,ja#INTJ,140.931,143.921
001,73,A,ja,ja,INTJ,ja#INTJ,140.931,143.921
001,73,A,en,en,CCONJ,en#CCONJ,140.931,143.921
001,73,A,die,die,DET,die#DET,140.931,143.921
001,73,A,cilinders,cilinder,NOUN,cilinder#NOUN,140.931,143.921
001,73,A,hebben,hebben,VERB,hebben#VERB,140.931,143.921
001,73,A,zo,zo,ADV,zo#ADV,140.931,143.921
001,73,A,een,een,DET,een#DET,140.931,143.921
001,73,A,soort,soort,NOUN,soort#NOUN,140.931,143.921
001,73,A,van,van,ADP,van#ADP,140.931,143.921
001,73,A,kronkeltje,kronkeltje,NOUN,kronkeltje#NOUN,140.931,143.921
001,73,A,lijkt,lijken,VERB,lijken#VERB,140.931,143.921
001,73,A,het,het,PRON,het#PRON,140.931,143.921
001,74,B,Ja,ja,INTJ,ja#INTJ,143.607,144.521
001,74,B,precies,precies,ADJ,precies#ADJ,143.607,144.521
001,75,A,Ja,ja,INTJ,ja#INTJ,144.461,145.881
001,75,A,oké,oké,ADJ,oké#ADJ,144.461,145.881
001,75,A,yes,yes,SYM,yes#SYM,144.461,145.881
001,76,A,Oké,oké,SCONJ,oké#SCONJ,148.941,154.611
001,76,A,deze,deze,PRON,deze#PRON,148.941,154.611
001,76,A,die,die,PRON,die#PRON,148.941,154.611
001,76,A,heeft,hebben,AUX,hebben#AUX,148.941,154.611
001,76,A,een,een,DET,een#DET,148.941,154.611
001,76,A,heel,heel,ADJ,heel#ADJ,148.941,154.611
