pair,speaker,condition,round,trial,begin,end,duration_ms,duration_m,director,accuracy,target,num_words,num_content_words,num_lex_align,num_gestures,num_iconic_gestures,num_deictic_gestures,num_representational_gestures,num_other_gestures,num_gestural_align
12,B,Asym,3,3_8,1080539,1085514,4975,0.08291666666666667,A,1,13,3,0,0,0,0,0,0,0,0
12,A,Asym,3,3_9,1085693,1105248,19555,0.3259166666666667,B,1,16,14,5,2,0,0,0,0,0,0
12,B,Asym,3,3_9,1085693,1105248,19555,0.3259166666666667,B,1,16,29,13,1,3,2,1,3,0,0
12,A,Asym,3,3_10,1105427,1118014,12587,0.20978333333333332,A,1,7,10,5,1,0,0,0,0,0,0
12,B,Asym,3,3_10,1105427,1118014,12587,0.20978333333333332,A,1,7,17,3,0,1,0,0,0,1,0
12,A,Asym,3,3_11,1118205,1150493,32287.999999999996,0.5381333333333332,B,1,4,26,9,2,0,0,0,0,0,0
12,B,Asym,3,3_11,1118205,1150493,32287.999999999996,0.5381333333333332,B,1,4,34,16,3,6,5,0,5,1,4
12,A,Asym,3,3_12,1150683,1154777,4094.0000000000005,0.06823333333333334,A,1,1,6,3,1,0,0,0,0,0,0
12,B,Asym,3,3_12,1150683,1154777,4094.0000000000005,0.06823333333333334,A,1,1,3,0,0,0,0,0,0,0,0
12,A,Asym,3,3_13,1154954,1160417,5463,0.09105,B,1,12,5,1,0,0,0,0,0,0,0
12,B,Asym,3,3_13,1154954,1160417,5463,0.09105,B,1,12,5,3,0,0,0,0,0,0,0
12,A,Asym,3,3_14,1160609,1167750,7141,0.11901666666666667,A,1,15,7,5,0,0,0,0,0,0,0
12,B,Asym,3,3_14,1160609,1167750,7141,0.11901666666666667,A,1,15,4,0,0,0,0,0,0,0,0
12,A,Asym,3,3_15,1167932,1174855,6923,0.11538333333333334,B,1,10,2,1,0,0,0,0,0,0,0
12,B,Asym,3,3_15,1167932,1174855,6923,0.11538333333333334,B,1,10,15,5,2,3,3,0,3,0,2
12,A,Asym,3,3_16,1175038,1206647,31609,0.5268166666666667,A,1,9,54,22,0,0,0,0,0,0,0
12,B,Asym,3,3_16,1175038,1206647,31609,0.5268166666666667,A,1,9,28,7,1,0,0,0,0,0,0
12,A,Asym,4,4_1,1206832,1211039,4207,0.07011666666666666,B,1,3,5,1,0,0,0,0,0,0,0
12,B,Asym,4,4_1,1206832,1211039,4207,0.07011666666666666,B,1,3,4,1,1,0,0,0,0,0,0
12,A,Asym,4,4_2,1211219,1217212,5993,0.09988333333333334,A,1,4,6,3,0,0,0,0,0,0,0
12,B,Asym,4,4_2,1211219,1217212,5993,0.09988333333333334,A,1,4,3,0,0,0,0,0,0,0,0
12,A,Asym,4,4_3,1217391,1225536,8145,0.13574999999999998,B,1,11,4,2,0,0,0,0,0,0,0
12,B,Asym,4,4_3,1217391,1225536,8145,0.13574999999999998,B,1,11,10,6,2,0,0,0,0,0,0
12,A,Asym,4,4_4,1225715,1248980,23265,0.38775,A,1,8,37,17,6,5,4,0,4,1,2
12,B,Asym,4,4_4,1225715,1248980,23265,0.38775,A,1,8,20,5,1,0,0,0,0,0,0
12,A,Asym,4,4_5,1249169,1257108,7939,0.13231666666666667,B,1,5,2,1,0,0,0,0,0,0,0
12,B,Asym,4,4_5,1249169,1257108,7939,0.13231666666666667,B,1,5,15,7,3,0,0,0,0,0,0
12,A,Asym,4,4_6,1257293,1268649,11356,0.18926666666666667,A,1,14,18,6,0,3,3,0,3,0,0
12,B,Asym,4,4_6,1257293,1268649,11356,0.18926666666666667,A,1,14,6,0,0,0,0,0,0,0,0
12,A,Asym,4,4_7,1268836,1277982,9146,0.15243333333333334,B,1,9,4,2,0,0,0,0,0,0,0
12,B,Asym,4,4_7,1268836,1277982,9146,0.15243333333333334,B,1,9,15,9,1,1,1,0,1,0,0
12,A,Asym,4,4_8,1278161,1282796,4635,0.07725,A,1,2,4,1,0,0,0,0,0,0,0
12,B,Asym,4,4_8,1278161,1282796,4635,0.07725,A,1,2,3,0,0,0,0,0,0,0,0
12,A,Asym,4,4_9,1282982,1289348,6366,0.1061,B,1,7,3,1,0,0,0,0,0,0,0
12,B,Asym,4,4_9,1282982,1289348,6366,0.1061,B,1,7,5,2,1,0,0,0,0,0,0
12,A,Asym,4,4_10,1289537,1297710,8173,0.13621666666666668,A,1,12,7,2,1,0,0,0,0,0,0
12,B,Asym,4,4_10,1289537,1297710,8173,0.13621666666666668,A,1,12,4,0,0,0,0,0,0,0,0
12,A,Asym,4,4_11,1297878,1302187,4309,0.07181666666666667,B,1,13,1,0,0,0,0,0,0,0,0
12,B,Asym,4,4_11,1297878,1302187,4309,0.07181666666666667,B,1,13,4,2,1,0,0,0,0,0,0
12,A,Asym,4,4_12,1302365,1312067,9702,0.1617,A,1,16,8,2,1,0,0,0,0,0,0
12,B,Asym,4,4_12,1302365,1312067,9702,0.1617,A,1,16,5,0,0,0,0,0,0,0,0
12,A,Asym,4,4_13,1312241,1316372,4131,0.06885000000000001,B,1,1,1,0,0,0,0,0,0,0,0
12,B,Asym,4,4_13,1312241,1316372,4131,0.06885000000000001,B,1,1,5,2,1,0,0,0,0,0,0
12,A,Asym,4,4_14,1316544,1324629,8085.000000000001,0.13475,A,1,6,10,3,0,0,0,0,0,0,0
12,B,Asym,4,4_14,1316544,1324629,8085.000000000001,0.13475,A,1,6,5,0,0,0,0,0,0,0,0
12,A,Asym,4,4_15,1324801,1330942,6141,0.10235,B,1,15,1,0,0,0,0,0,0,0,0
12,B,Asym,4,4_15,1324801,1330942,6141,0.10235,B,1,15,6,2,0,1,0,0,0,1,0
12,A,Asym,4,4_16,1331124,1342170,11046,0.18409999999999999,A,1,10,13,4,2,2,2,0,2,0,2
12,B,Asym,4,4_16,1331124,1342170,11046,0.18409999999999999,A,1,10,11,3,0,1,1,0,1,0,0
12,A,Asym,5,5_1,1342350,1347153,4803,0.08005,B,1,2,4,2,0,0,0,0,0,0,0
12,B,Asym,5,5_1,1342350,1347153,4803,0.08005,B,1,2,7,4,0,1,0,0,0,1,0
12,A,Asym,5,5_2,1347321,1352395,5074,0.08456666666666666,A,1,3,4,1,1,0,0,0,0,0,0
12,B,Asym,5,5_2,1347321,1352395,5074,0.08456666666666666,A,1,3,3,0,0,0,0,0,0,0,0
12,A,Asym,5,5_3,1352576,1362548,9972,0.1662,B,1,16,3,1,0,0,0,0,0,0,0
12,B,Asym,5,5_3,1352576,1362548,9972,0.1662,B,1,16,7,2,2,2,1,0,1,1,0
12,A,Asym,5,5_4,1362718,1382614,19896,0.3316,A,1,5,24,11,4,1,1,0,1,0,1
12,B,Asym,5,5_4,1362718,1382614,19896,0.3316,A,1,5,24,4,1,3,2,0,2,1,0
12,A,Asym,5,5_5,1382785,1387284,4499,0.07498333333333333,B,1,14,3,1,0,0,0,0,0,0,0
12,B,Asym,5,5_5,1382785,1387284,4499,0.07498333333333333,B,1,14,5,2,0,1,0,0,0,1,0
12,A,Asym,5,5_6,1387456,1393560,6104,0.10173333333333333,A,1,15,4,2,1,0,0,0,0,0,0
12,B,Asym,5,5_6,1387456,1393560,6104,0.10173333333333333,A,1,15,1,0,0,0,0,0,0,0,0
12,A,Asym,5,5_7,1393728,1403142,9414,0.15689999999999998,B,1,8,10,4,0,0,0,0,0,0,0
12,B,Asym,5,5_7,1393728,1403142,9414,0.15689999999999998,B,1,8,10,2,1,2,1,1,2,0,1
12,A,Asym,5,5_8,1403320,1407476,4156,0.06926666666666666,A,1,1,5,1,1,0,0,0,0,0,0
12,B,Asym,5,5_8,1403320,1407476,4156,0.06926666666666666,A,1,1,3,1,0,0,0,0,0,0,0
12,A,Asym,5,5_9,1407657,1412253,4596,0.0766,B,1,12,5,2,1,0,0,0,0,0,0
12,B,Asym,5,5_9,1407657,1412253,4596,0.0766,B,1,12,5,2,1,0,0,0,0,0,0
12,A,Asym,5,5_10,1412428,1417039,4611,0.07685,A,1,13,5,2,1,0,0,0,0,0,0
12,B,Asym,5,5_10,1412428,1417039,4611,0.07685,A,1,13,3,0,0,0,0,0,0,0,0
12,A,Asym,5,5_11,1417215,1426733,9518,0.15863333333333335,B,1,4,14,5,0,2,0,0,0,2,0
12,B,Asym,5,5_11,1417215,1426733,9518,0.15863333333333335,B,1,4,14,6,1,0,0,0,0,0,0
12,A,Asym,5,5_12,1426907,1442063,15156,0.2526,A,1,9,21,12,1,5,0,2,2,3,0
12,B,Asym,5,5_12,1426907,1442063,15156,0.2526,A,1,9,6,1,0,0,0,0,0,0,0
12,A,Asym,5,5_13,1442237,1448913,6676,0.11126666666666667,B,1,10,4,0,0,0,0,0,0,0,0
12,B,Asym,5,5_13,1442237,1448913,6676,0.11126666666666667,B,1,10,13,6,1,3,3,0,3,0,2
12,A,Asym,5,5_14,1449093,1455724,6631,0.11051666666666667,A,1,11,11,6,2,0,0,0,0,0,0
12,B,Asym,5,5_14,1449093,1455724,6631,0.11051666666666667,A,1,11,3,0,0,0,0,0,0,0,0
12,A,Asym,5,5_15,1455899,1461703,5804,0.09673333333333334,B,1,6,1,1,0,0,0,0,0,0,0
12,B,Asym,5,5_15,1455899,1461703,5804,0.09673333333333334,B,1,6,4,2,1,0,0,0,0,0,0
12,A,Asym,5,5_16,1461871,1468657,6786,0.11309999999999999,A,1,7,4,1,1,0,0,0,0,0,0
12,B,Asym,5,5_16,1461871,1468657,6786,0.11309999999999999,A,1,7,2,0,0,0,0,0,0,0,0
12,A,Asym,6,6_1,1468827,1474079,5252,0.08753333333333332,B,1,15,1,1,0,0,0,0,0,0,0
12,B,Asym,6,6_1,1468827,1474079,5252,0.08753333333333332,B,1,15,5,2,1,0,0,0,0,0,0
12,A,Asym,6,6_2,1474248,1480309,6061,0.10101666666666667,A,1,12,5,2,0,0,0,0,0,0,0
12,B,Asym,6,6_2,1474248,1480309,6061,0.10101666666666667,A,1,12,1,0,0,0,0,0,0,0,0
12,A,Asym,6,6_3,1480487,1510157,29670,0.49450000000000005,B,0,5,66,27,2,0,0,0,0,0,0
12,B,Asym,6,6_3,1480487,1510157,29670,0.49450000000000005,B,0,5,43,21,2,1,0,0,0,1,0
12,A,Asym,6,6_4,1510329,1531411,21082,0.35136666666666666,A,1,16,35,16,3,0,0,0,0,0,0
12,B,Asym,6,6_4,1510329,1531411,21082,0.35136666666666666,A,1,16,18,6,1,1,0,0,0,1,0
12,A,Asym,6,6_5,1531581,1539514,7933,0.13221666666666668,B,1,1,11,4,0,1,0,0,0,1,0
12,B,Asym,6,6_5,1531581,1539514,7933,0.13221666666666668,B,1,1,3,1,1,0,0,0,0,0,0
12,A,Asym,6,6_6,1539688,1545633,5945,0.09908333333333334,A,1,6,1,1,1,0,0,0,0,0,0
12,B,Asym,6,6_6,1539688,1545633,5945,0.09908333333333334,A,1,6,4,1,0,0,0,0,0,0,0
12,A,Asym,6,6_7,1545810,1554889,9079,0.15131666666666668,B,1,9,5,2,0,0,0,0,0,0,0
12,B,Asym,6,6_7,1545810,1554889,9079,0.15131666666666668,B,1,9,8,3,1,1,0,0,0,1,0
12,A,Asym,6,6_8,1555068,1559282,4214,0.07023333333333334,A,1,2,3,1,0,0,0,0,0,0,0
12,B,Asym,6,6_8,1555068,1559282,4214,0.07023333333333334,A,1,2,3,0,0,0,0,0,0,0,0
12,A,Asym,6,6_9,1559456,1563348,3892,0.06486666666666667,B,1,13,3,1,0,0,0,0,0,0,0
12,B,Asym,6,6_9,1559456,1563348,3892,0.06486666666666667,B,1,13,5,3,1,0,0,0,0,0,0
12,A,Asym,6,6_10,1563526,1574161,10635,0.17725,A,1,14,19,8,1,0,0,0,0,0,0
12,B,Asym,6,6_10,1563526,1574161,10635,0.17725,A,1,14,5,0,0,0,0,0,0,0,0
12,A,Asym,6,6_11,1574335,1578454,4119,0.06865,B,1,3,4,2,0,0,0,0,0,0,0
12,B,Asym,6,6_11,1574335,1578454,4119,0.06865,B,1,3,4,1,1,0,0,0,0,0,0
12,A,Asym,6,6_12,1578622,1592137,13515,0.22525,A,1,4,23,4,1,1,1,0,1,0,1
12,B,Asym,6,6_12,1578622,1592137,13515,0.22525,A,1,4,5,0,0,0,0,0,0,0,0
12,A,Asym,6,6_13,1592317,1597208,4891,0.08151666666666667,B,1,7,4,1,0,0,0,0,0,0,0
12,B,Asym,6,6_13,1592317,1597208,4891,0.08151666666666667,B,1,7,5,2,1,1,1,0,1,0,0
12,A,Asym,6,6_14,1597389,1604479,7090,0.11816666666666667,A,1,8,5,1,1,0,0,0,0,0,0
12,B,Asym,6,6_14,1597389,1604479,7090,0.11816666666666667,A,1,8,3,0,0,0,0,0,0,0,0
12,A,Asym,6,6_15,1604662,1614311,9649,0.16081666666666666,B,1,11,7,2,0,0,0,0,0,0,0
12,B,Asym,6,6_15,1604662,1614311,9649,0.16081666666666666,B,1,11,12,6,2,0,0,0,0,0,0
12,A,Asym,6,6_16,1614487,1631419,16932,0.28219999999999995,A,1,10,20,8,1,1,1,0,1,0,2
12,B,Asym,6,6_16,1614487,1631419,16932,0.28219999999999995,A,1,10,12,3,0,0,0,0,0,0,0
13,A,AO,1,1_1,1000,53960,52960,0.8826666666666667,B,1,12,78,40,1,12,7,2,9,3,2
13,B,AO,1,1_1,1000,53960,52960,0.8826666666666667,B,1,12,89,32,1,6,3,1,4,2,0
13,A,AO,1,1_2,54146,83142,28996,0.4832666666666666,A,1,1,71,30,0,15,8,4,12,3,0
13,B,AO,1,1_2,54146,83142,28996,0.4832666666666666,A,1,1,20,11,0,1,0,1,1,0,0
13,A,AO,1,1_3,83322,101573,18251,0.30418333333333336,B,1,2,11,5,0,0,0,0,0,0,0
13,B,AO,1,1_3,83322,101573,18251,0.30418333333333336,B,1,2,46,17,0,4,4,0,4,0,0
13,A,AO,1,1_4,101754,165848,64093.99999999999,1.0682333333333331,A,1,7,143,67,1,24,15,2,17,7,0
13,B,AO,1,1_4,101754,165848,64093.99999999999,1.0682333333333331,A,1,7,71,25,1,5,3,1,4,1,0
13,A,AO,1,1_5,166027,196331,30304,0.5050666666666667,B,1,4,44,22,0,5,2,0,2,3,0
13,B,AO,1,1_5,166027,196331,30304,0.5050666666666667,B,1,4,63,27,1,0,0,0,0,0,0
13,A,AO,1,1_6,196503,240780,44277,0.73795,A,1,5,87,28,0,10,7,2,9,1,0
13,B,AO,1,1_6,196503,240780,44277,0.73795,A,1,5,53,22,1,3,2,0,2,1,1
13,A,AO,1,1_7,240959,397620,156661,2.6110166666666665,B,1,10,168,77,4,24,8,7,15,9,0
13,B,AO,1,1_7,240959,397620,156661,2.6110166666666665,B,1,10,324,141,2,17,10,1,11,6,0
13,A,AO,1,1_8,397795,420946,23151,0.38584999999999997,A,1,3,54,21,0,8,4,0,4,4,0
13,B,AO,1,1_8,397795,420946,23151,0.38584999999999997,A,1,3,23,9,1,1,1,0,1,0,0
13,A,AO,1,1_9,421115,477370,56255,0.9375833333333333,B,1,8,68,26,0,9,6,1,7,2,2
13,B,AO,1,1_9,421115,477370,56255,0.9375833333333333,B,1,8,116,53,0,10,8,0,8,2,0
13,A,AO,1,1_10,477548,507352,29804,0.4967333333333333,A,1,11,77,32,0,9,8,1,9,0,0
13,B,AO,1,1_10,477548,507352,29804,0.4967333333333333,A,1,11,27,13,0,3,3,0,3,0,1
13,A,AO,1,1_11,507524,571208,63684,1.0614,B,1,16,40,17,0,6,0,2,2,4,0
13,B,AO,1,1_11,507524,571208,63684,1.0614,B,1,16,135,67,0,14,9,4,13,1,0
13,A,AO,1,1_12,571379,584725,13346,0.22243333333333334,A,1,13,14,3,0,1,1,0,1,0,0
13,B,AO,1,1_12,571379,584725,13346,0.22243333333333334,A,1,13,15,6,0,0,0,0,0,0,0
13,A,AO,1,1_13,584908,603342,18434,0.30723333333333336,B,1,14,7,2,0,0,0,0,0,0,0
13,B,AO,1,1_13,584908,603342,18434,0.30723333333333336,B,1,14,39,16,0,4,4,0,4,0,0
13,A,AO,1,1_14,603524,634242,30718,0.5119666666666667,A,1,15,71,39,0,7,6,1,7,0,0
13,B,AO,1,1_14,603524,634242,30718,0.5119666666666667,A,1,15,19,5,0,1,0,1,1,0,0
13,A,AO,1,1_15,634418,649073,14655,0.24425,B,1,6,11,4,0,0,0,0,0,0,0
13,B,AO,1,1_15,634418,649073,14655,0.24425,B,1,6,27,13,0,2,1,0,1,1,0
13,A,AO,1,1_16,649247,672097,22850,0.38083333333333336,A,1,9,56,26,0,6,4,2,6,0,0
13,B,AO,1,1_16,649247,672097,22850,0.38083333333333336,A,1,9,14,4,0,0,0,0,0,0,0
13,A,AO,2,2_1,672267,712223,39956,0.6659333333333334,B,1,5,43,19,0,4,3,0,3,1,1
13,B,AO,2,2_1,672267,712223,39956,0.6659333333333334,B,1,5,77,28,3,4,4,0,4,0,1
13,A,AO,2,2_2,712402,717782,5380,0.08966666666666666,A,1,4,11,5,1,1,1,0,1,0,0
13,B,AO,2,2_2,712402,717782,5380,0.08966666666666666,A,1,4,7,1,0,0,0,0,0,0,0
13,A,AO,2,2_3,717957,728285,10328,0.17213333333333333,B,1,1,5,2,0,1,0,0,0,1,0
13,B,AO,2,2_3,717957,728285,10328,0.17213333333333333,B,1,1,22,9,0,3,3,0,3,0,1
13,A,AO,2,2_4,728466,764256,35790,0.5965,A,1,8,95,40,2,10,8,0,8,2,1
13,B,AO,2,2_4,728466,764256,35790,0.5965,A,1,8,34,14,3,2,1,0,1,1,1
13,A,AO,2,2_5,764431,773522,9091,0.15151666666666666,B,1,15,5,2,0,0,0,0,0,0,0
13,B,AO,2,2_5,764431,773522,9091,0.15151666666666666,B,1,15,28,13,0,3,2,0,2,1,1
13,A,AO,2,2_6,773689,786182,12493,0.20821666666666666,A,1,2,16,5,1,2,2,0,2,0,2
13,B,AO,2,2_6,773689,786182,12493,0.20821666666666666,A,1,2,15,6,0,0,0,0,0,0,0
13,A,AO,2,2_7,786350,800330,13980,0.233,B,1,13,24,8,0,3,3,0,3,0,0
13,B,AO,2,2_7,786350,800330,13980,0.233,B,1,13,16,6,0,1,1,0,1,0,1
13,A,AO,2,2_8,800512,805869,5357,0.08928333333333334,A,1,6,11,3,1,0,0,0,0,0,0
13,B,AO,2,2_8,800512,805869,5357,0.08928333333333334,A,1,6,5,2,0,0,0,0,0,0,0
13,A,AO,2,2_9,806050,814574,8524,0.14206666666666665,B,1,7,4,2,0,0,0,0,0,0,0
13,B,AO,2,2_9,806050,814574,8524,0.14206666666666665,B,1,7,23,10,3,3,3,0,3,0,2
13,A,AO,2,2_10,814741,828826,14085,0.23475000000000001,A,1,12,26,8,0,5,4,1,5,0,0
13,B,AO,2,2_10,814741,828826,14085,0.23475000000000001,A,1,12,16,3,0,1,0,0,0,1,0
13,A,AO,2,2_11,829003,842701,13698,0.2283,B,1,11,5,2,0,0,0,0,0,0,0
13,B,AO,2,2_11,829003,842701,13698,0.2283,B,1,11,38,15,0,7,7,0,7,0,2
13,A,AO,2,2_12,842882,860610,17728,0.2954666666666667,A,1,10,49,18,1,3,3,0,3,0,3
13,B,AO,2,2_12,842882,860610,17728,0.2954666666666667,A,1,10,27,7,0,1,0,0,0,1,0
13,A,AO,2,2_13,860781,875078,14297,0.23828333333333335,B,1,3,18,10,0,0,0,0,0,0,0
13,B,AO,2,2_13,860781,875078,14297,0.23828333333333335,B,1,3,23,8,1,1,1,0,1,0,0
13,A,AO,2,2_14,875244,899827,24583,0.4097166666666666,A,1,16,57,31,2,9,6,1,7,2,2
13,B,AO,2,2_14,875244,899827,24583,0.4097166666666666,A,1,16,23,11,0,0,0,0,0,0,0
13,A,AO,2,2_15,899998,913925,13927,0.23211666666666667,B,1,9,3,2,0,1,0,0,0,1,0
13,B,AO,2,2_15,899998,913925,13927,0.23211666666666667,B,1,9,39,15,1,5,4,1,5,0,4
13,A,AO,2,2_16,914111,936502,22391,0.3731833333333333,A,1,14,42,17,0,4,4,0,4,0,2
13,B,AO,2,2_16,914111,936502,22391,0.3731833333333333,A,1,14,21,6,0,2,1,0,1,1,0
13,A,AO,3,3_1,936680,950108,13428,0.22380000000000003,B,1,14,13,6,0,1,1,0,1,0,0
13,B,AO,3,3_1,936680,950108,13428,0.22380000000000003,B,1,14,34,15,0,0,0,0,0,0,0
13,A,AO,3,3_2,950275,955857,5582,0.09303333333333333,A,1,3,17,8,2,1,1,0,1,0,0
13,B,AO,3,3_2,950275,955857,5582,0.09303333333333333,A,1,3,5,2,0,0,0,0,0,0,0
13,A,AO,3,3_3,956030,964971,8941,0.1490166666666667,B,1,8,4,2,0,0,0,0,0,0,0
13,B,AO,3,3_3,956030,964971,8941,0.1490166666666667,B,1,8,19,7,0,2,2,0,2,0,1
13,A,AO,3,3_4,965138,978907,13769,0.22948333333333334,A,1,5,27,8,1,3,2,0,2,1,1
13,B,AO,3,3_4,965138,978907,13769,0.22948333333333334,A,1,5,16,4,0,2,2,0,2,0,1
13,A,AO,3,3_5,979084,984473,5389,0.08981666666666667,B,1,6,12,9,0,1,0,0,0,1,0
13,B,AO,3,3_5,979084,984473,5389,0.08981666666666667,B,1,6,5,2,1,0,0,0,0,0,0
13,A,AO,3,3_6,984639,1000540,15901,0.2650166666666667,A,1,11,33,12,3,8,4,2,6,2,4
13,B,AO,3,3_6,984639,1000540,15901,0.2650166666666667,A,1,11,5,1,0,0,0,0,0,0,0
13,A,AO,3,3_7,1000719,1007154,6435,0.10725,B,1,2,4,2,0,0,0,0,0,0,0
13,B,AO,3,3_7,1000719,1007154,6435,0.10725,B,1,2,16,9,1,2,2,0,2,0,1
13,A,AO,3,3_8,1007325,1017124,9799,0.16331666666666667,A,1,13,19,6,1,1,0,0,0,1,0
13,B,AO,3,3_8,1007325,1017124,9799,0.16331666666666667,A,1,13,11,4,1,0,0,0,0,0,0
13,A,AO,3,3_9,1017300,1062501,45201,0.75335,B,1,16,46,23,1,6,0,3,3,3,0
13,B,AO,3,3_9,1017300,1062501,45201,0.75335,B,1,16,85,40,3,8,5,2,7,1,2
13,A,AO,3,3_10,1062673,1074755,12082,0.20136666666666667,A,1,7,32,15,3,5,4,0,4,1,2
13,B,AO,3,3_10,1062673,1074755,12082,0.20136666666666667,A,1,7,9,4,1,1,0,0,0,1,0
13,A,AO,3,3_11,1074934,1078750,3816,0.0636,B,1,4,3,3,0,0,0,0,0,0,0
13,B,AO,3,3_11,1074934,1078750,3816,0.0636,B,1,4,5,3,1,0,0,0,0,0,0
13,A,AO,3,3_12,1078921,1086319,7398,0.12329999999999999,A,1,1,16,6,2,5,1,0,1,4,0
13,B,AO,3,3_12,1078921,1086319,7398,0.12329999999999999,A,1,1,4,1,0,0,0,0,0,0,0
13,A,AO,3,3_13,1086494,1093351,6857,0.11428333333333333,B,1,12,5,5,0,0,0,0,0,0,0
13,B,AO,3,3_13,1086494,1093351,6857,0.11428333333333333,B,1,12,8,3,1,0,0,0,0,0,0
13,A,AO,3,3_14,1093533,1100600,7067,0.11778333333333334,A,1,15,12,4,0,1,0,0,0,1,0
13,B,AO,3,3_14,1093533,1100600,7067,0.11778333333333334,A,1,15,7,2,0,0,0,0,0,0,0
13,A,AO,3,3_15,1100773,1112446,11673,0.19455,B,1,10,8,3,0,0,0,0,0,0,0
13,B,AO,3,3_15,1100773,1112446,11673,0.19455,B,1,10,12,5,0,0,0,0,0,0,0
13,A,AO,3,3_16,1112617,1123235,10618,0.17696666666666666,A,1,9,28,13,0,4,4,0,4,0,3
13,B,AO,3,3_16,1112617,1123235,10618,0.17696666666666666,A,1,9,4,1,0,0,0,0,0,0,0
13,A,AO,4,4_1,1123409,1129615,6206,0.10343333333333334,B,1,3,3,2,0,0,0,0,0,0,0
13,B,AO,4,4_1,1123409,1129615,6206,0.10343333333333334,B,1,3,10,3,2,0,0,0,0,0,0
13,A,AO,4,4_2,1129782,1135950,6168,0.1028,A,1,4,4,1,1,0,0,0,0,0,0
13,B,AO,4,4_2,1129782,1135950,6168,0.1028,A,1,4,10,5,0,0,0,0,0,0,0
13,A,AO,4,4_3,1136120,1144541,8421,0.14035,B,1,11,4,2,0,0,0,0,0,0,0
13,B,AO,4,4_3,1136120,1144541,8421,0.14035,B,1,11,18,9,0,0,0,0,0,0,0
13,A,AO,4,4_4,1144711,1153712,9001,0.15001666666666666,A,1,8,20,9,1,5,3,0,3,2,1
13,B,AO,4,4_4,1144711,1153712,9001,0.15001666666666666,A,1,8,5,1,0,0,0,0,0,0,0
13,A,AO,4,4_5,1153886,1162428,8542,0.14236666666666667,B,1,5,8,2,0,0,0,0,0,0,0
13,B,AO,4,4_5,1153886,1162428,8542,0.14236666666666667,B,1,5,9,4,0,1,1,0,1,0,0
13,A,AO,4,4_6,1162610,1177336,14726,0.24543333333333334,A,1,14,20,10,1,4,4,0,4,0,0
13,B,AO,4,4_6,1162610,1177336,14726,0.24543333333333334,A,1,14,11,3,0,0,0,0,0,0,0
13,A,AO,4,4_7,1177506,1186833,9327,0.15545,B,1,9,4,2,0,0,0,0,0,0,0
13,B,AO,4,4_7,1177506,1186833,9327,0.15545,B,1,9,21,10,0,4,3,1,4,0,3
13,A,AO,4,4_8,1187015,1195541,8526,0.1421,A,1,2,18,7,1,1,1,0,1,0,1
13,B,AO,4,4_8,1187015,1195541,8526,0.1421,A,1,2,7,1,0,0,0,0,0,0,0
13,A,AO,4,4_9,1195722,1200939,5217,0.08695,B,1,7,4,2,0,0,0,0,0,0,0
13,B,AO,4,4_9,1195722,1200939,5217,0.08695,B,1,7,13,6,1,2,1,0,1,1,1
13,A,AO,4,4_10,1201110,1205443,4333,0.07221666666666667,A,1,12,6,3,1,0,0,0,0,0,0
13,B,AO,4,4_10,1201110,1205443,4333,0.07221666666666667,A,1,12,3,2,0,0,0,0,0,0,0
13,A,AO,4,4_11,1205614,1209336,3722,0.062033333333333336,B,1,13,2,2,0,0,0,0,0,0,0
13,B,AO,4,4_11,1205614,1209336,3722,0.062033333333333336,B,1,13,3,1,0,0,0,0,0,0,0
13,A,AO,4,4_12,1209518,1218165,8647,0.14411666666666667,A,1,16,20,9,1,4,0,1,1,3,0
13,B,AO,4,4_12,1209518,1218165,8647,0.14411666666666667,A,1,16,7,2,0,0,0,0,0,0,0
13,A,AO,4,4_13,1218342,1223586,5244,0.08739999999999999,B,1,1,4,2,0,0,0,0,0,0,0
13,B,AO,4,4_13,1218342,1223586,5244,0.08739999999999999,B,1,1,9,1,1,0,0,0,0,0,0
13,A,AO,4,4_14,1223763,1229891,6128,0.10213333333333334,A,1,6,8,2,1,0,0,0,0,0,0
13,B,AO,4,4_14,1223763,1229891,6128,0.10213333333333334,A,1,6,8,3,0,0,0,0,0,0,0
13,A,AO,4,4_15,1230069,1236091,6022,0.10036666666666667,B,1,15,5,2,0,0,0,0,0,0,0
13,B,AO,4,4_15,1230069,1236091,6022,0.10036666666666667,B,1,15,10,4,1,0,0,0,0,0,0
13,A,AO,4,4_16,1236257,1248789,12532,0.20886666666666667,A,1,10,16,6,2,1,1,0,1,0,0
13,B,AO,4,4_16,1236257,1248789,12532,0.20886666666666667,A,1,10,20,6,0,1,0,0,0,1,0
13,A,AO,5,5_1,1248969,1256284,7315,0.12191666666666667,B,1,2,4,2,0,0,0,0,0,0,0
13,B,AO,5,5_1,1248969,1256284,7315,0.12191666666666667,B,1,2,12,8,1,0,0,0,0,0,0
13,A,AO,5,5_2,1256458,1262717,6259,0.10431666666666667,A,1,3,8,3,2,0,0,0,0,0,0
13,B,AO,5,5_2,1256458,1262717,6259,0.10431666666666667,A,1,3,7,4,0,0,0,0,0,0,0
13,A,AO,5,5_3,1262897,1270152,7255,0.12091666666666666,B,1,16,9,5,1,0,0,0,0,0,0
13,B,AO,5,5_3,1262897,1270152,7255,0.12091666666666666,B,1,16,4,1,1,0,0,0,0,0,0
13,A,AO,5,5_4,1270320,1275805,5485,0.09141666666666667,A,1,5,8,2,0,1,1,0,1,0,1
