pair,speaker,condition,round,trial,begin,end,duration_ms,duration_m,director,accuracy,target,num_words,num_content_words,num_lex_align,num_gestures,num_iconic_gestures,num_deictic_gestures,num_representational_gestures,num_other_gestures,num_gestural_align
21,B,Sym,2,2_15,868873,898568,29695,0.49491666666666667,A,1,6,18,7,1,0,0,0,0,0,0
21,A,Sym,2,2_16,898749,922184,23435,0.39058333333333334,B,1,3,3,3,0,0,0,0,0,0,0
21,B,Sym,2,2_16,898749,922184,23435,0.39058333333333334,B,1,3,37,17,0,3,3,0,3,0,1
21,A,Sym,3,3_1,922353,955287,32934,0.5488999999999999,A,1,3,39,18,1,3,0,1,1,2,0
21,B,Sym,3,3_1,922353,955287,32934,0.5488999999999999,A,1,3,3,1,0,0,0,0,0,0,0
21,A,Sym,3,3_2,955466,971020,15554,0.2592333333333333,B,1,14,3,1,0,0,0,0,0,0,0
21,B,Sym,3,3_2,955466,971020,15554,0.2592333333333333,B,1,14,16,5,1,0,0,0,0,0,0
21,A,Sym,3,3_3,971196,1019130,47934,0.7988999999999999,A,1,9,56,25,2,5,4,0,4,1,2
21,B,Sym,3,3_3,971196,1019130,47934,0.7988999999999999,A,1,9,3,1,0,0,0,0,0,0,0
21,A,Sym,3,3_4,1019305,1062282,42977,0.7162833333333333,B,1,12,15,9,1,2,2,0,2,0,0
21,B,Sym,3,3_4,1019305,1062282,42977,0.7162833333333333,B,1,12,41,22,1,2,2,0,2,0,1
21,A,Sym,3,3_5,1062459,1080690,18231,0.30385,A,1,7,16,7,1,1,0,1,1,0,0
21,B,Sym,3,3_5,1062459,1080690,18231,0.30385,A,1,7,4,2,0,0,0,0,0,0,0
21,A,Sym,3,3_6,1080858,1102370,21512,0.3585333333333333,B,1,2,4,3,0,0,0,0,0,0,0
21,B,Sym,3,3_6,1080858,1102370,21512,0.3585333333333333,B,1,2,36,21,2,1,0,0,0,1,0
21,A,Sym,3,3_7,1102544,1123281,20737,0.3456166666666666,A,1,15,28,13,1,0,0,0,0,0,0
21,B,Sym,3,3_7,1102544,1123281,20737,0.3456166666666666,A,1,15,3,1,0,0,0,0,0,0,0
21,A,Sym,3,3_8,1123462,1137797,14335,0.2389166666666667,B,1,4,4,4,0,0,0,0,0,0,0
21,B,Sym,3,3_8,1123462,1137797,14335,0.2389166666666667,B,1,4,14,5,0,0,0,0,0,0,0
21,A,Sym,3,3_9,1137975,1153326,15351,0.25585,A,1,1,4,2,1,0,0,0,0,0,0
21,B,Sym,3,3_9,1137975,1153326,15351,0.25585,A,1,1,6,3,0,0,0,0,0,0,0
21,A,Sym,3,3_10,1153505,1172618,19113,0.31855,B,1,10,4,2,0,0,0,0,0,0,0
21,B,Sym,3,3_10,1153505,1172618,19113,0.31855,B,1,10,25,10,0,0,0,0,0,0,0
21,A,Sym,3,3_11,1172788,1191118,18330,0.3055,A,1,11,21,10,0,0,0,0,0,0,0
21,B,Sym,3,3_11,1172788,1191118,18330,0.3055,A,1,11,3,1,0,0,0,0,0,0,0
21,A,Sym,3,3_12,1191288,1201887,10599,0.17665,B,1,6,4,3,0,0,0,0,0,0,0
21,B,Sym,3,3_12,1191288,1201887,10599,0.17665,B,1,6,14,6,1,0,0,0,0,0,0
21,A,Sym,3,3_13,1202064,1219084,17020,0.2836666666666667,A,1,5,17,8,0,0,0,0,0,0,0
21,B,Sym,3,3_13,1202064,1219084,17020,0.2836666666666667,A,1,5,3,1,0,0,0,0,0,0,0
21,A,Sym,3,3_14,1219262,1247277,28015,0.4669166666666667,B,1,8,4,4,0,0,0,0,0,0,0
21,B,Sym,3,3_14,1219262,1247277,28015,0.4669166666666667,B,1,8,39,15,0,3,1,1,2,1,1
21,A,Sym,3,3_15,1247453,1272433,24980,0.41633333333333333,A,1,13,22,8,0,0,0,0,0,0,0
21,B,Sym,3,3_15,1247453,1272433,24980,0.41633333333333333,A,1,13,8,2,0,0,0,0,0,0,0
21,A,Sym,3,3_16,1272609,1293985,21376,0.3562666666666667,B,1,16,3,2,0,0,0,0,0,0,0
21,B,Sym,3,3_16,1272609,1293985,21376,0.3562666666666667,B,1,16,38,17,2,0,0,0,0,0,0
21,A,Sym,4,4_1,1294161,1301680,7519,0.12531666666666666,A,1,4,5,3,1,0,0,0,0,0,0
21,B,Sym,4,4_1,1294161,1301680,7519,0.12531666666666666,A,1,4,2,1,0,0,0,0,0,0,0
21,A,Sym,4,4_2,1301851,1308145,6294,0.1049,B,1,13,3,2,0,0,0,0,0,0,0
21,B,Sym,4,4_2,1301851,1308145,6294,0.1049,B,1,13,10,4,0,0,0,0,0,0,0
21,A,Sym,4,4_3,1308323,1321525,13202,0.22003333333333333,A,1,2,16,7,1,0,0,0,0,0,0
21,B,Sym,4,4_3,1308323,1321525,13202,0.22003333333333333,A,1,2,2,1,0,0,0,0,0,0,0
21,A,Sym,4,4_4,1321702,1333528,11826,0.1971,B,1,7,4,3,0,0,0,0,0,0,0
21,B,Sym,4,4_4,1321702,1333528,11826,0.1971,B,1,7,14,6,1,1,1,0,1,0,0
21,A,Sym,4,4_5,1333695,1342195,8500,0.14166666666666666,A,1,6,10,5,2,0,0,0,0,0,0
21,B,Sym,4,4_5,1333695,1342195,8500,0.14166666666666666,A,1,6,2,1,0,0,0,0,0,0,0
21,A,Sym,4,4_6,1342370,1359802,17432,0.2905333333333333,B,1,15,7,4,0,0,0,0,0,0,0
21,B,Sym,4,4_6,1342370,1359802,17432,0.2905333333333333,B,1,15,10,4,1,0,0,0,0,0,0
21,A,Sym,4,4_7,1359968,1376728,16760,0.2793333333333334,A,1,10,26,8,2,0,0,0,0,0,0
21,B,Sym,4,4_7,1359968,1376728,16760,0.2793333333333334,A,1,10,3,1,0,0,0,0,0,0,0
21,A,Sym,4,4_8,1376900,1397791,20891,0.3481833333333333,B,1,11,9,6,1,0,0,0,0,0,0
21,B,Sym,4,4_8,1376900,1397791,20891,0.3481833333333333,B,1,11,26,13,1,0,0,0,0,0,0
21,A,Sym,4,4_9,1397968,1424324,26356,0.4392666666666667,A,1,16,29,14,1,0,0,0,0,0,0
21,B,Sym,4,4_9,1397968,1424324,26356,0.4392666666666667,A,1,16,3,1,0,0,0,0,0,0,0
21,A,Sym,4,4_10,1424491,1431558,7067,0.11778333333333334,B,1,3,2,2,0,0,0,0,0,0,0
21,B,Sym,4,4_10,1424491,1431558,7067,0.11778333333333334,B,1,3,8,4,0,0,0,0,0,0,0
21,A,Sym,4,4_11,1431731,1442639,10908,0.1818,A,1,14,5,3,1,0,0,0,0,0,0
21,B,Sym,4,4_11,1431731,1442639,10908,0.1818,A,1,14,2,1,0,0,0,0,0,0,0
21,A,Sym,4,4_12,1442807,1447702,4895,0.08158333333333333,B,1,1,2,2,0,0,0,0,0,0,0
21,B,Sym,4,4_12,1442807,1447702,4895,0.08158333333333333,B,1,1,4,2,1,0,0,0,0,0,0
21,A,Sym,4,4_13,1447878,1467562,19684,0.3280666666666667,A,1,8,35,17,3,0,0,0,0,0,0
21,B,Sym,4,4_13,1447878,1467562,19684,0.3280666666666667,A,1,8,2,1,0,0,0,0,0,0,0
21,A,Sym,4,4_14,1467729,1477786,10057,0.16761666666666666,B,1,9,3,2,0,0,0,0,0,0,0
21,B,Sym,4,4_14,1467729,1477786,10057,0.16761666666666666,B,1,9,12,6,1,2,1,0,1,1,1
21,A,Sym,4,4_15,1477955,1500371,22416,0.3736,A,1,12,29,12,2,0,0,0,0,0,0
21,B,Sym,4,4_15,1477955,1500371,22416,0.3736,A,1,12,2,1,0,0,0,0,0,0,0
21,A,Sym,4,4_16,1500541,1514601,14060,0.23433333333333334,B,1,5,3,2,0,0,0,0,0,0,0
21,B,Sym,4,4_16,1500541,1514601,14060,0.23433333333333334,B,1,5,15,7,4,0,0,0,0,0,0
21,A,Sym,5,5_1,1514770,1525425,10655,0.17758333333333332,A,1,11,14,6,1,0,0,0,0,0,0
21,B,Sym,5,5_1,1514770,1525425,10655,0.17758333333333332,A,1,11,2,1,0,0,0,0,0,0,0
21,A,Sym,5,5_2,1525596,1531987,6391,0.10651666666666666,B,1,4,2,1,0,0,0,0,0,0,0
21,B,Sym,5,5_2,1525596,1531987,6391,0.10651666666666666,B,1,4,4,2,1,0,0,0,0,0,0
21,A,Sym,5,5_3,1532168,1541211,9043,0.15071666666666667,A,1,1,4,2,1,0,0,0,0,0,0
21,B,Sym,5,5_3,1532168,1541211,9043,0.15071666666666667,A,1,1,2,1,0,0,0,0,0,0,0
21,A,Sym,5,5_4,1541376,1547604,6228,0.10379999999999999,B,1,16,2,2,0,0,0,0,0,0,0
21,B,Sym,5,5_4,1541376,1547604,6228,0.10379999999999999,B,1,16,4,2,0,0,0,0,0,0,0
21,A,Sym,5,5_5,1547782,1556713,8931,0.14884999999999998,A,1,13,11,5,2,0,0,0,0,0,0
21,B,Sym,5,5_5,1547782,1556713,8931,0.14884999999999998,A,1,13,2,1,0,0,0,0,0,0,0
21,A,Sym,5,5_6,1556890,1570474,13584,0.2264,B,1,10,3,2,0,0,0,0,0,0,0
21,B,Sym,5,5_6,1556890,1570474,13584,0.2264,B,1,10,18,8,2,1,1,0,1,0,0
21,A,Sym,5,5_7,1570652,1579804,9152,0.15253333333333333,A,1,15,9,3,1,0,0,0,0,0,0
21,B,Sym,5,5_7,1570652,1579804,9152,0.15253333333333333,A,1,15,2,1,0,0,0,0,0,0,0
21,A,Sym,5,5_8,1579977,1596393,16416,0.2736,B,1,8,2,2,0,0,0,0,0,0,0
21,B,Sym,5,5_8,1579977,1596393,16416,0.2736,B,1,8,23,8,2,0,0,0,0,0,0
21,A,Sym,5,5_9,1596575,1605953,9378,0.1563,A,1,3,7,3,1,0,0,0,0,0,0
21,B,Sym,5,5_9,1596575,1605953,9378,0.1563,A,1,3,2,1,0,0,0,0,0,0,0
21,A,Sym,5,5_10,1606133,1615423,9290,0.15483333333333332,B,1,6,2,2,0,0,0,0,0,0,0
21,B,Sym,5,5_10,1606133,1615423,9290,0.15483333333333332,B,1,6,8,4,2,0,0,0,0,0,0
21,A,Sym,5,5_11,1615591,1640766,25175,0.41958333333333336,A,1,5,9,4,1,0,0,0,0,0,0
21,B,Sym,5,5_11,1615591,1640766,25175,0.41958333333333336,A,1,5,8,5,0,0,0,0,0,0,0
21,A,Sym,5,5_12,1640947,1648115,7168,0.11946666666666667,B,1,2,2,2,0,0,0,0,0,0,0
21,B,Sym,5,5_12,1640947,1648115,7168,0.11946666666666667,B,1,2,5,2,1,0,0,0,0,0,0
21,A,Sym,5,5_13,1648286,1654233,5947,0.09911666666666667,A,1,7,9,4,1,0,0,0,0,0,0
21,B,Sym,5,5_13,1648286,1654233,5947,0.09911666666666667,A,1,7,2,1,0,0,0,0,0,0,0
21,A,Sym,5,5_14,1654408,1661223,6815,0.11358333333333334,B,1,14,3,2,0,0,0,0,0,0,0
21,B,Sym,5,5_14,1654408,1661223,6815,0.11358333333333334,B,1,14,4,2,0,0,0,0,0,0,0
21,A,Sym,5,5_15,1661398,1687558,26160,0.436,A,1,9,20,7,1,0,0,0,0,0,0
21,B,Sym,5,5_15,1661398,1687558,26160,0.436,A,1,9,6,3,0,0,0,0,0,0,0
21,A,Sym,5,5_16,1687737,1701563,13826,0.23043333333333335,B,1,12,8,8,0,0,0,0,0,0,0
21,B,Sym,5,5_16,1687737,1701563,13826,0.23043333333333335,B,1,12,11,5,3,0,0,0,0,0,0
21,A,Sym,6,6_1,1701733,1707769,6036,0.1006,A,1,14,4,2,1,0,0,0,0,0,0
21,B,Sym,6,6_1,1701733,1707769,6036,0.1006,A,1,14,2,1,0,0,0,0,0,0,0
21,A,Sym,6,6_2,1707938,1714436,6498,0.10830000000000001,B,1,1,2,2,0,0,0,0,0,0,0
21,B,Sym,6,6_2,1707938,1714436,6498,0.10830000000000001,B,1,1,4,2,1,0,0,0,0,0,0
21,A,Sym,6,6_3,1714611,1719796,5185,0.08641666666666666,A,1,6,4,2,1,0,0,0,0,0,0
21,B,Sym,6,6_3,1714611,1719796,5185,0.08641666666666666,A,1,6,2,1,0,0,0,0,0,0,0
21,A,Sym,6,6_4,1719966,1730344,10378,0.17296666666666666,B,1,11,3,2,0,0,0,0,0,0,0
21,B,Sym,6,6_4,1719966,1730344,10378,0.17296666666666666,B,1,11,14,7,2,0,0,0,0,0,0
21,A,Sym,6,6_5,1730525,1737583,7058,0.11763333333333333,A,1,16,4,2,0,0,0,0,0,0,0
21,B,Sym,6,6_5,1730525,1737583,7058,0.11763333333333333,A,1,16,2,1,0,0,0,0,0,0,0
21,A,Sym,6,6_6,1737764,1745181,7417,0.12361666666666667,B,1,7,2,2,0,0,0,0,0,0,0
21,B,Sym,6,6_6,1737764,1745181,7417,0.12361666666666667,B,1,7,11,4,1,0,0,0,0,0,0
21,A,Sym,6,6_7,1745354,1759278,13924,0.23206666666666667,A,1,8,24,8,2,1,0,0,0,1,0
21,B,Sym,6,6_7,1745354,1759278,13924,0.23206666666666667,A,1,8,2,1,0,0,0,0,0,0,0
21,A,Sym,6,6_8,1759450,1774185,14735,0.24558333333333332,B,1,5,10,6,1,0,0,0,0,0,0
21,B,Sym,6,6_8,1759450,1774185,14735,0.24558333333333332,B,1,5,8,3,0,0,0,0,0,0,0
21,A,Sym,6,6_9,1774363,1781293,6930,0.11549999999999999,A,1,12,7,3,2,0,0,0,0,0,0
21,B,Sym,6,6_9,1774363,1781293,6930,0.11549999999999999,A,1,12,2,1,0,0,0,0,0,0,0
21,A,Sym,6,6_10,1781469,1785832,4363,0.07271666666666668,B,1,3,3,2,0,0,0,0,0,0,0
21,B,Sym,6,6_10,1781469,1785832,4363,0.07271666666666668,B,1,3,4,2,1,0,0,0,0,0,0
21,A,Sym,6,6_11,1786006,1794352,8346,0.1391,A,1,2,11,7,1,0,0,0,0,0,0
21,B,Sym,6,6_11,1786006,1794352,8346,0.1391,A,1,2,2,1,0,0,0,0,0,0,0
21,A,Sym,6,6_12,1794531,1803160,8629,0.14381666666666665,B,1,9,3,2,0,0,0,0,0,0,0
21,B,Sym,6,6_12,1794531,1803160,8629,0.14381666666666665,B,1,9,9,4,1,0,0,0,0,0,0
21,A,Sym,6,6_13,1803338,1807680,4342,0.07236666666666666,A,1,4,4,2,1,0,0,0,0,0,0
21,B,Sym,6,6_13,1803338,1807680,4342,0.07236666666666666,A,1,4,2,1,0,0,0,0,0,0,0
21,A,Sym,6,6_14,1807859,1815664,7805,0.13008333333333333,B,1,13,3,1,0,0,0,0,0,0,0
21,B,Sym,6,6_14,1807859,1815664,7805,0.13008333333333333,B,1,13,10,4,1,0,0,0,0,0,0
21,A,Sym,6,6_15,1815832,1827612,11780,0.19633333333333333,A,1,10,15,7,1,0,0,0,0,0,0
21,B,Sym,6,6_15,1815832,1827612,11780,0.19633333333333333,A,1,10,3,1,0,0,0,0,0,0,0
21,A,Sym,6,6_16,1827793,1835856,8063.000000000001,0.13438333333333335,B,1,15,3,2,0,0,0,0,0,0,0
21,B,Sym,6,6_16,1827793,1835856,8063.000000000001,0.13438333333333335,B,1,15,9,3,1,0,0,0,0,0,0
22,A,Asym,1,1_1,1000,134474,133474,2.2245666666666666,A,1,15,171,74,2,9,8,0,8,1,2
22,B,Asym,1,1_1,1000,134474,133474,2.2245666666666666,A,1,15,126,52,3,10,5,0,5,5,3
22,A,Asym,1,1_2,134667,170566,35899,0.5983166666666667,B,1,6,47,17,1,6,5,0,5,1,2
22,B,Asym,1,1_2,134667,170566,35899,0.5983166666666667,B,1,6,34,13,0,3,2,0,2,1,0
22,A,Asym,1,1_3,170765,273209,102444,1.7074,A,1,13,128,53,1,17,11,2,13,4,2
22,B,Asym,1,1_3,170765,273209,102444,1.7074,A,1,13,97,37,1,11,4,5,9,2,0
22,A,Asym,1,1_4,273404,400590,127186,2.1197666666666666,B,1,8,150,67,3,15,14,0,14,1,6
22,B,Asym,1,1_4,273404,400590,127186,2.1197666666666666,B,1,8,171,71,0,19,13,0,13,6,3
22,A,Asym,1,1_5,400782,441295,40513,0.6752166666666667,A,1,5,47,15,0,4,4,0,4,0,1
22,B,Asym,1,1_5,400782,441295,40513,0.6752166666666667,A,1,5,36,15,0,8,5,0,5,3,0
22,A,Asym,1,1_6,441484,479328,37844,0.6307333333333334,B,1,10,40,11,1,1,1,0,1,0,0
22,B,Asym,1,1_6,441484,479328,37844,0.6307333333333334,B,1,10,50,25,0,8,6,0,6,2,0
22,A,Asym,1,1_7,479518,515742,36224,0.6037333333333332,A,1,1,38,16,0,9,5,0,5,4,0
22,B,Asym,1,1_7,479518,515742,36224,0.6037333333333332,A,1,1,32,13,0,1,1,0,1,0,1
22,A,Asym,1,1_8,515933,566398,50465,0.8410833333333334,B,1,12,69,24,1,4,2,0,2,2,0
22,B,Asym,1,1_8,515933,566398,50465,0.8410833333333334,B,1,12,82,38,0,5,3,0,3,2,0
22,A,Asym,1,1_9,566577,606735,40158,0.6693,A,1,3,46,21,0,5,4,0,4,1,1
22,B,Asym,1,1_9,566577,606735,40158,0.6693,A,1,3,53,22,1,9,5,0,5,4,1
22,A,Asym,1,1_10,606929,666211,59282,0.9880333333333333,B,1,16,91,37,1,8,5,0,5,3,3
22,B,Asym,1,1_10,606929,666211,59282,0.9880333333333333,B,1,16,74,29,0,8,7,0,7,1,0
22,A,Asym,1,1_11,666397,694853,28456,0.47426666666666667,A,1,7,26,10,0,7,5,0,5,2,0
22,B,Asym,1,1_11,666397,694853,28456,0.47426666666666667,A,1,7,24,12,0,3,2,0,2,1,0
22,A,Asym,1,1_12,695039,740954,45915,0.76525,B,1,2,49,21,0,2,2,0,2,0,1
22,B,Asym,1,1_12,695039,740954,45915,0.76525,B,1,2,74,31,0,7,5,0,5,2,0
22,A,Asym,1,1_13,741146,783300,42154,0.7025666666666667,A,1,9,58,24,0,6,4,0,4,2,0
22,B,Asym,1,1_13,741146,783300,42154,0.7025666666666667,A,1,9,31,15,0,3,1,0,1,2,0
22,A,Asym,1,1_14,783483,847122,63639,1.06065,B,1,14,51,21,2,9,8,0,8,1,4
22,B,Asym,1,1_14,783483,847122,63639,1.06065,B,1,14,101,45,0,10,9,0,9,1,0
22,A,Asym,1,1_15,847305,934023,86718,1.4453,A,1,11,118,57,1,15,8,1,9,6,0
22,B,Asym,1,1_15,847305,934023,86718,1.4453,A,1,11,139,64,0,13,7,2,9,4,1
22,A,Asym,1,1_16,934198,1018891,84693,1.4115499999999999,B,1,4,126,51,4,22,18,0,18,4,3
22,B,Asym,1,1_16,934198,1018891,84693,1.4115499999999999,B,1,4,75,31,0,7,6,1,7,0,0
22,A,Asym,2,2_1,1019072,1045415,26343,0.43905,A,1,14,49,19,0,7,7,0,7,0,0
22,B,Asym,2,2_1,1019072,1045415,26343,0.43905,A,1,14,8,2,0,0,0,0,0,0,0
22,A,Asym,2,2_2,1045595,1067016,21421,0.35701666666666665,B,1,11,24,12,0,0,0,0,0,0,0
22,B,Asym,2,2_2,1045595,1067016,21421,0.35701666666666665,B,1,11,23,11,0,4,3,0,3,1,2
22,A,Asym,2,2_3,1067197,1083188,15991,0.2665166666666667,A,1,2,19,11,2,4,4,0,4,0,1
22,B,Asym,2,2_3,1067197,1083188,15991,0.2665166666666667,A,1,2,8,1,0,0,0,0,0,0,0
22,A,Asym,2,2_4,1083361,1096391,13030,0.21716666666666665,B,1,7,6,3,0,0,0,0,0,0,0
22,B,Asym,2,2_4,1083361,1096391,13030,0.21716666666666665,B,1,7,15,6,1,3,2,0,2,1,1
22,A,Asym,2,2_5,1096573,1117965,21392,0.3565333333333333,A,1,12,29,13,2,5,4,1,5,0,2
22,B,Asym,2,2_5,1096573,1117965,21392,0.3565333333333333,A,1,12,4,1,0,0,0,0,0,0,0
22,A,Asym,2,2_6,1118142,1132537,14395,0.23991666666666667,B,1,13,7,2,0,0,0,0,0,0,0
22,B,Asym,2,2_6,1118142,1132537,14395,0.23991666666666667,B,1,13,19,8,0,4,2,0,2,2,2
22,A,Asym,2,2_7,1132721,1157165,24444,0.4074,A,1,16,51,18,0,2,1,0,1,1,0
22,B,Asym,2,2_7,1132721,1157165,24444,0.4074,A,1,16,7,2,0,1,0,0,0,1,0
22,A,Asym,2,2_8,1157342,1173729,16387,0.2731166666666667,B,1,15,5,2,0,0,0,0,0,0,0
22,B,Asym,2,2_8,1157342,1173729,16387,0.2731166666666667,B,1,15,23,7,2,3,3,0,3,0,2
22,A,Asym,2,2_9,1173924,1190605,16681,0.2780166666666667,A,1,8,29,12,0,3,3,0,3,0,0
22,B,Asym,2,2_9,1173924,1190605,16681,0.2780166666666667,A,1,8,3,1,0,0,0,0,0,0,0
22,A,Asym,2,2_10,1190788,1203192,12404,0.20673333333333332,B,1,1,9,4,0,0,0,0,0,0,0
22,B,Asym,2,2_10,1190788,1203192,12404,0.20673333333333332,B,1,1,8,2,1,1,0,1,1,0,0
22,A,Asym,2,2_11,1203383,1234034,30651,0.51085,A,1,4,56,22,1,13,12,0,12,1,0
22,B,Asym,2,2_11,1203383,1234034,30651,0.51085,A,1,4,6,1,0,0,0,0,0,0,0
22,A,Asym,2,2_12,1234226,1253683,19457,0.32428333333333337,B,1,9,13,6,0,3,1,1,2,1,0
22,B,Asym,2,2_12,1234226,1253683,19457,0.32428333333333337,B,1,9,22,9,2,2,2,0,2,0,1
22,A,Asym,2,2_13,1253877,1274150,20273,0.3378833333333333,A,1,10,23,6,1,3,3,0,3,0,0
22,B,Asym,2,2_13,1253877,1274150,20273,0.3378833333333333,A,1,10,12,7,0,0,0,0,0,0,0
22,A,Asym,2,2_14,1274345,1293010,18665,0.3110833333333333,B,1,5,13,4,0,1,1,0,1,0,1
22,B,Asym,2,2_14,1274345,1293010,18665,0.3110833333333333,B,1,5,29,13,0,5,5,0,5,0,1
22,A,Asym,2,2_15,1293194,1305640,12446,0.20743333333333333,A,1,6,20,8,0,0,0,0,0,0,0
22,B,Asym,2,2_15,1293194,1305640,12446,0.20743333333333333,A,1,6,3,1,0,0,0,0,0,0,0
22,A,Asym,2,2_16,1305822,1318447,12625,0.21041666666666667,B,1,3,5,1,0,0,0,0,0,0,0
22,B,Asym,2,2_16,1305822,1318447,12625,0.21041666666666667,B,1,3,26,13,0,3,3,0,3,0,1
22,A,Asym,3,3_1,1318633,1329856,11223,0.18705000000000002,A,1,3,7,4,1,2,0,0,0,2,0
22,B,Asym,3,3_1,1318633,1329856,11223,0.18705000000000002,A,1,3,7,3,0,0,0,0,0,0,0
22,A,Asym,3,3_2,1330043,1344169,14126,0.23543333333333333,B,1,14,8,5,0,0,0,0,0,0,0
22,B,Asym,3,3_2,1330043,1344169,14126,0.23543333333333333,B,1,14,15,5,0,2,1,0,1,1,1
22,A,Asym,3,3_3,1344356,1354001,9645,0.16075,A,1,9,13,5,1,4,4,0,4,0,1
22,B,Asym,3,3_3,1344356,1354001,9645,0.16075,A,1,9,3,1,0,0,0,0,0,0,0
22,A,Asym,3,3_4,1354181,1369603,15422,0.25703333333333334,B,1,12,7,2,0,0,0,0,0,0,0
22,B,Asym,3,3_4,1354181,1369603,15422,0.25703333333333334,B,1,12,24,9,3,5,3,0,3,2,3
22,A,Asym,3,3_5,1369795,1382109,12314,0.20523333333333332,A,1,7,14,6,2,2,2,0,2,0,1
22,B,Asym,3,3_5,1369795,1382109,12314,0.20523333333333332,A,1,7,4,1,0,0,0,0,0,0,0
22,A,Asym,3,3_6,1382289,1391117,8828,0.1471333333333333,B,1,2,6,2,0,0,0,0,0,0,0
22,B,Asym,3,3_6,1382289,1391117,8828,0.1471333333333333,B,1,2,8,3,0,0,0,0,0,0,0
22,A,Asym,3,3_7,1391297,1406322,15025,0.2504166666666667,A,1,15,20,6,2,4,4,0,4,0,3
22,B,Asym,3,3_7,1391297,1406322,15025,0.2504166666666667,A,1,15,4,2,0,0,0,0,0,0,0
22,A,Asym,3,3_8,1406510,1438268,31758,0.5293,B,1,4,38,15,2,3,2,0,2,1,0
22,B,Asym,3,3_8,1406510,1438268,31758,0.5293,B,1,4,35,16,3,3,1,1,2,1,1
22,A,Asym,3,3_9,1438454,1457729,19275,0.32125,A,1,1,40,15,2,6,4,0,4,2,1
22,B,Asym,3,3_9,1438454,1457729,19275,0.32125,A,1,1,5,1,0,0,0,0,0,0,0
22,A,Asym,3,3_10,1457921,1467400,9479,0.1579833333333333,B,1,10,5,2,0,0,0,0,0,0,0
22,B,Asym,3,3_10,1457921,1467400,9479,0.1579833333333333,B,1,10,13,4,2,1,1,0,1,0,2
22,A,Asym,3,3_11,1467580,1490506,22926,0.3821,A,1,11,43,16,1,8,6,0,6,2,2
22,B,Asym,3,3_11,1467580,1490506,22926,0.3821,A,1,11,6,2,0,0,0,0,0,0,0
22,A,Asym,3,3_12,1490683,1503194,12511,0.20851666666666666,B,1,6,5,2,0,0,0,0,0,0,0
22,B,Asym,3,3_12,1490683,1503194,12511,0.20851666666666666,B,1,6,21,8,1,3,3,0,3,0,3
22,A,Asym,3,3_13,1503378,1518910,15532,0.2588666666666667,A,1,5,27,9,2,6,5,0,5,1,1
22,B,Asym,3,3_13,1503378,1518910,15532,0.2588666666666667,A,1,5,4,2,0,0,0,0,0,0,0
22,A,Asym,3,3_14,1519091,1534939,15848,0.26413333333333333,B,1,8,7,1,0,0,0,0,0,0,0
22,B,Asym,3,3_14,1519091,1534939,15848,0.26413333333333333,B,1,8,22,9,2,3,3,0,3,0,1
22,A,Asym,3,3_15,1535122,1548575,13453,0.22421666666666665,A,1,13,18,8,2,6,6,0,6,0,2
22,B,Asym,3,3_15,1535122,1548575,13453,0.22421666666666665,A,1,13,4,1,0,0,0,0,0,0,0
22,A,Asym,3,3_16,1548767,1565438,16671,0.27785,B,1,16,5,2,0,0,0,0,0,0,0
22,B,Asym,3,3_16,1548767,1565438,16671,0.27785,B,1,16,20,7,1,4,3,1,4,0,3
22,A,Asym,4,4_1,1565615,1577676,12061,0.20101666666666668,A,1,4,6,2,0,0,0,0,0,0,0
22,B,Asym,4,4_1,1565615,1577676,12061,0.20101666666666668,A,1,4,13,5,1,0,0,0,0,0,0
22,A,Asym,4,4_2,1577843,1585070,7227,0.12045,B,1,13,2,2,0,0,0,0,0,0,0
22,B,Asym,4,4_2,1577843,1585070,7227,0.12045,B,1,13,9,3,2,2,1,0,1,1,1
22,A,Asym,4,4_3,1585249,1598603,13354,0.22256666666666666,A,1,2,16,6,2,4,3,0,3,1,1
22,B,Asym,4,4_3,1585249,1598603,13354,0.22256666666666666,A,1,2,4,1,0,0,0,0,0,0,0
22,A,Asym,4,4_4,1598778,1607560,8782,0.14636666666666667,B,1,7,5,2,0,0,0,0,0,0,0
22,B,Asym,4,4_4,1598778,1607560,8782,0.14636666666666667,B,1,7,9,4,0,2,2,0,2,0,1
22,A,Asym,4,4_5,1607735,1616602,8867,0.14778333333333335,A,1,6,9,3,2,0,0,0,0,0,0
22,B,Asym,4,4_5,1607735,1616602,8867,0.14778333333333335,A,1,6,5,3,0,0,0,0,0,0,0
22,A,Asym,4,4_6,1616777,1628189,11412,0.1902,B,1,15,5,2,0,0,0,0,0,0,0
22,B,Asym,4,4_6,1616777,1628189,11412,0.1902,B,1,15,19,6,3,3,3,0,3,0,2
22,A,Asym,4,4_7,1628370,1637178,8808,0.14679999999999999,A,1,10,14,4,4,2,2,0,2,0,2
22,B,Asym,4,4_7,1628370,1637178,8808,0.14679999999999999,A,1,10,3,1,0,0,0,0,0,0,0
22,A,Asym,4,4_8,1637345,1650765,13420,0.22366666666666665,B,1,11,5,2,0,0,0,0,0,0,0
22,B,Asym,4,4_8,1637345,1650765,13420,0.22366666666666665,B,1,11,15,6,1,3,2,0,2,1,2
22,A,Asym,4,4_9,1650940,1662750,11810,0.19683333333333333,A,1,16,17,7,1,2,1,0,1,1,1
