pair,label,target,speaker_1,round_1,trial_1,turn_1,start_1,end_1,duration_1,turn_id_1,speaker_2,round_2,trial_2,turn_2,start_2,end_2,duration_2,turn_id_2,length,freq,pos_seq,n_fribbles,n_shared_expressions,shared_expression
46,rok,15,B,2,2_4,220,485.336,490.326,4.990000000000009,26222,A,3,3_11,345,778.842,779.524,0.6820000000000164,26349,1,4,NOUN,1,2,"['rok', 'soort rok']"
46,tutu,15,A,3,3_11,344,776.961,778.435,1.4739999999999327,26348,B,4,4_2,378,842.153,843.777,1.6240000000000236,26386,1,4,NOUN,1,2,"['tutu', 'met dat tutu']"
46,tutu,15,B,4,4_2,378,842.153,843.777,1.6240000000000236,26386,A,5,5_15,467,1051.7,1053.231,1.530999999999949,26478,1,4,NOUN,1,2,"['tutu', 'met dat tutu']"
46,tutu,15,A,5,5_15,467,1051.7,1053.231,1.530999999999949,26478,B,6,6_16,518,1174.892,1176.824,1.9320000000000164,26531,1,4,NOUN,1,2,"['tutu', 'met dat tutu']"
46,sprie,9,A,1,1_3,71,125.071,127.653,2.582000000000008,26072,B,1,1_3,73,128.692,129.359,0.6670000000000016,26074,1,4,NOUN,1,2,"['één sprie', 'sprie']"
46,sprie,9,B,1,1_3,73,128.692,129.359,0.6670000000000016,26074,A,1,1_3,83,152.506,155.245,2.7390000000000043,26084,1,4,NOUN,1,2,"['één sprie', 'sprie']"
46,sprie,9,A,1,1_3,83,152.506,155.245,2.7390000000000043,26084,B,2,2_6,233,516.069,517.791,1.7220000000000937,26235,1,4,NOUN,1,2,"['één sprie', 'sprie']"
46,neus,9,A,1,1_3,81,145.991,151.083,5.0919999999999845,26082,B,2,2_6,232,512.446,516.009,3.562999999999988,26234,1,11,NOUN,3,2,"['een neus', 'neus']"
46,half,9,A,1,1_3,83,152.506,155.245,2.7390000000000043,26084,B,2,2_6,232,512.446,516.009,3.562999999999988,26234,1,3,ADJ,1,1,['half']
46,in ieder geval,9,A,1,1_3,71,125.071,127.653,2.582000000000008,26072,B,2,2_6,232,512.446,516.009,3.562999999999988,26234,3,2,ADP DET NOUN,1,1,['in ieder geval']
46,schijf,9,A,1,1_3,84,156.211,159.235,3.024000000000001,26085,B,2,2_6,232,512.446,516.009,3.562999999999988,26234,1,5,NOUN,1,2,"['schijf', 'schijf erachter']"
46,schijf,9,B,3,3_15,360,810.685,812.581,1.896000000000072,26366,A,5,5_3,433,970.109,971.51,1.4009999999999536,26443,1,5,NOUN,1,2,"['schijf', 'schijf erachter']"
46,Pinocchio,9,A,1,1_3,65,112.988,115.236,2.2480000000000047,26066,B,4,4_6,391,872.291,875.241,2.949999999999932,26400,1,4,PROPN,1,1,['Pinocchio']
46,Pinocchio,9,B,4,4_6,391,872.291,875.241,2.949999999999932,26400,A,5,5_3,432,967.699,968.981,1.282000000000039,26442,1,4,PROPN,1,1,['Pinocchio']
46,Pinocchio,9,A,5,5_3,432,967.699,968.981,1.282000000000039,26442,B,6,6_8,495,1124.146,1125.708,1.5620000000001255,26506,1,4,PROPN,1,1,['Pinocchio']
46,een bolle,10,B,1,1_14,186,390.353,396.568,6.214999999999975,26188,A,1,1_14,188,398.987,400.455,1.467999999999961,26190,2,2,DET NOUN,1,1,['een bolle']
46,knuffel,10,A,2,2_7,236,521.936,527.291,5.355000000000018,26238,B,3,3_4,304,686.718,688.034,1.316000000000031,26307,1,4,NOUN,1,3,"['knuffel', 'of die een knuffel willen geven', 'die een knuffel willen geven']"
46,één floep,16,A,1,1_2,48,84.682,87.385,2.703000000000003,26049,B,1,1_2,50,87.714,88.325,0.6110000000000042,26051,2,2,NUM NOUN,1,1,['één floep']
46,kubus,16,B,1,1_2,51,88.395,92.806,4.411000000000001,26052,A,2,2_9,247,549.184,553.042,3.858000000000061,26249,1,11,NOUN,3,1,['kubus']
46,kubus,16,A,2,2_9,247,549.184,553.042,3.858000000000061,26249,B,3,3_8,330,745.265,750.604,5.339000000000056,26334,1,11,NOUN,3,1,['kubus']
46,kubus,16,B,3,3_8,330,745.265,750.604,5.339000000000056,26334,A,4,4_3,382,850.622,853.063,2.441000000000031,26391,1,11,NOUN,3,1,['kubus']
46,kubus,16,A,4,4_3,382,850.622,853.063,2.441000000000031,26391,B,5,5_4,437,977.831,979.974,2.143000000000029,26447,1,11,NOUN,3,1,['kubus']
46,kubus,16,B,5,5_4,437,977.831,979.974,2.143000000000029,26447,A,6,6_3,477,1080.201,1084.352,4.151000000000067,26488,1,11,NOUN,3,1,['kubus']
46,lepel,16,B,3,3_8,330,745.265,750.604,5.339000000000056,26334,A,4,4_3,383,853.116,854.731,1.615000000000009,26392,1,3,NOUN,1,2,"['lepel', 'twee lepel']"
46,groot,16,B,1,1_2,51,88.395,92.806,4.411000000000001,26052,A,2,2_9,247,549.184,553.042,3.858000000000061,26249,1,5,ADJ,1,3,"['groot', 'groot worden', 'steeds groot worden']"
46,kubus,1,A,1,1_7,119,239.49,246.101,6.61099999999999,26121,B,2,2_12,262,583.188,589.82,6.632000000000062,26264,1,11,NOUN,3,1,['kubus']
46,vierkant,1,B,1,1_7,122,249.756,252.812,3.056000000000012,26124,A,2,2_12,266,596.889,598.652,1.7630000000000337,26268,1,4,ADJ,1,2,"['vierkant', 'met dat vierkant aan de zijkant']"
46,vierkant,1,A,3,3_9,338,767.256,768.654,1.3980000000000246,26342,B,4,4_10,403,905.967,907.232,1.2649999999999864,26412,1,4,ADJ,1,2,"['vierkant', 'met dat vierkant aan de zijkant']"
46,robot,1,A,3,3_9,336,763.266,764.618,1.3520000000000891,26340,B,4,4_10,402,904.299,905.827,1.52800000000002,26411,1,5,NOUN,1,3,"['robot', 'eh dit zijn die robot', 'die robot']"
46,robot,1,B,4,4_10,402,904.299,905.827,1.52800000000002,26411,A,5,5_11,458,1025.163,1026.235,1.071999999999889,26469,1,5,NOUN,1,3,"['robot', 'eh dit zijn die robot', 'die robot']"
46,robot,1,A,5,5_11,458,1025.163,1026.235,1.071999999999889,26469,B,6,6_12,508,1149.978,1151.102,1.1240000000000236,26520,1,5,NOUN,1,3,"['robot', 'eh dit zijn die robot', 'die robot']"
46,spijker,12,B,1,1_4,94,178.151,181.926,3.774999999999977,26095,A,1,1_4,100,187.9,189.752,1.852000000000004,26101,1,7,NOUN,1,3,"['met die spijker', 'spijker', 'die spijker']"
46,spijker,12,A,2,2_5,227,499.19,501.742,2.552000000000021,26229,B,3,3_12,348,786.424,788.268,1.844000000000051,26353,1,7,NOUN,1,3,"['met die spijker', 'spijker', 'die spijker']"
46,spijker,12,B,3,3_12,348,786.424,788.268,1.844000000000051,26353,A,4,4_5,389,866.813,868.024,1.2110000000000127,26398,1,7,NOUN,1,3,"['met die spijker', 'spijker', 'die spijker']"
46,spijker,12,A,4,4_5,389,866.813,868.024,1.2110000000000127,26398,B,5,5_14,464,1044.279,1045.667,1.38799999999992,26475,1,7,NOUN,1,3,"['met die spijker', 'spijker', 'die spijker']"
46,spijker,12,B,5,5_14,464,1044.279,1045.667,1.38799999999992,26475,A,6,6_13,509,1154.219,1155.161,0.9420000000000072,26522,1,7,NOUN,1,3,"['met die spijker', 'spijker', 'die spijker']"
46,neus,11,B,1,1_5,109,212.051,214.732,2.681000000000012,26110,A,1,1_5,111,215.443,217.888,2.444999999999993,26112,1,11,NOUN,3,2,"['een neus', 'neus']"
46,draaien,11,B,2,2_10,256,567.69,572.344,4.653999999999996,26258,A,3,3_7,326,734.314,739.092,4.77800000000002,26330,1,5,VERB,1,3,"['één draaien', 'draaien lepel en', 'dit zijn die met één draaien lepel en één recht lepel']"
46,draaien,11,A,3,3_7,326,734.314,739.092,4.77800000000002,26330,B,4,4_4,386,858.975,863.199,4.223999999999933,26395,1,5,VERB,1,3,"['één draaien', 'draaien lepel en', 'dit zijn die met één draaien lepel en één recht lepel']"
46,draaien,11,B,4,4_4,386,858.975,863.199,4.223999999999933,26395,A,5,5_5,440,986.149,989.111,2.961999999999989,26451,1,5,VERB,1,3,"['één draaien', 'draaien lepel en', 'dit zijn die met één draaien lepel en één recht lepel']"
46,draaien,11,A,5,5_5,440,986.149,989.111,2.961999999999989,26451,B,6,6_10,502,1137.564,1140.386,2.821999999999889,26514,1,5,VERB,1,3,"['één draaien', 'draaien lepel en', 'dit zijn die met één draaien lepel en één recht lepel']"
46,twee uitsteksel,11,A,1,1_5,104,197.461,201.024,3.562999999999988,26105,B,2,2_10,256,567.69,572.344,4.653999999999996,26258,2,2,NUM NOUN,1,1,['twee uitsteksel']
46,neus,6,B,1,1_8,127,261.508,264.528,3.0200000000000387,26129,A,1,1_8,129,267.271,268.371,1.099999999999966,26131,1,11,NOUN,3,2,"['een neus', 'neus']"
46,neus,6,A,2,2_15,279,627.643,629.926,2.2830000000000155,26281,B,3,3_6,322,726.345,728.676,2.3310000000000173,26325,1,11,NOUN,3,2,"['een neus', 'neus']"
46,er doorheen,6,B,1,1_8,127,261.508,264.528,3.0200000000000387,26129,A,4,4_1,376,835.415,838.365,2.950000000000045,26384,2,2,ADV ADP,1,1,['er doorheen']
46,balk,14,B,1,1_6,116,227.046,229.926,2.8799999999999955,26117,A,2,2_1,208,444.32,446.62,2.300000000000012,26210,1,15,NOUN,2,4,"['met die balk bovenop', 'met die balk', 'balk bovenop', 'balk']"
46,balk,14,A,2,2_1,208,444.32,446.62,2.300000000000012,26210,B,2,2_1,209,449.13,451.483,2.3530000000000086,26211,1,15,NOUN,2,4,"['met die balk bovenop', 'met die balk', 'balk bovenop', 'balk']"
46,balk,14,B,3,3_2,297,666.379,669.511,3.131999999999948,26300,A,4,4_7,396,884.566,886.146,1.5799999999999272,26405,1,15,NOUN,2,4,"['met die balk bovenop', 'met die balk', 'balk bovenop', 'balk']"
46,balk,14,A,4,4_7,396,884.566,886.146,1.5799999999999272,26405,B,5,5_8,448,1003.914,1005.896,1.981999999999971,26459,1,15,NOUN,2,4,"['met die balk bovenop', 'met die balk', 'balk bovenop', 'balk']"
46,balk,14,B,5,5_8,448,1003.914,1005.896,1.981999999999971,26459,A,6,6_15,516,1169.414,1171.846,2.4320000000000164,26529,1,15,NOUN,2,4,"['met die balk bovenop', 'met die balk', 'balk bovenop', 'balk']"
46,verticaal,14,B,5,5_8,448,1003.914,1005.896,1.981999999999971,26459,A,6,6_15,516,1169.414,1171.846,2.4320000000000164,26529,1,5,ADJ,1,3,"['verticaal', 'die verticaal balk', 'die verticaal']"
46,balk,5,A,1,1_13,168,348.779,352.871,4.0919999999999845,26170,B,1,1_13,175,365.539,367.596,2.0570000000000164,26177,1,15,NOUN,2,4,"['met die balk bovenop', 'met die balk', 'balk bovenop', 'balk']"
46,balk,5,B,2,2_2,213,458.981,464.557,5.576000000000022,26215,A,3,3_1,292,655.676,658.427,2.7509999999999764,26295,1,15,NOUN,2,4,"['met die balk bovenop', 'met die balk', 'balk bovenop', 'balk']"
46,balk,5,A,3,3_1,292,655.676,658.427,2.7509999999999764,26295,B,4,4_12,409,918.822,922.197,3.375,26419,1,15,NOUN,2,4,"['met die balk bovenop', 'met die balk', 'balk bovenop', 'balk']"
46,balk,5,B,4,4_12,409,918.822,922.197,3.375,26419,A,5,5_1,427,954.731,957.892,3.161000000000058,26437,1,15,NOUN,2,4,"['met die balk bovenop', 'met die balk', 'balk bovenop', 'balk']"
46,balk,5,A,5,5_1,427,954.731,957.892,3.161000000000058,26437,B,6,6_14,512,1159.935,1163.113,3.178000000000111,26525,1,15,NOUN,2,4,"['met die balk bovenop', 'met die balk', 'balk bovenop', 'balk']"
46,flap,5,A,5,5_1,429,958.924,959.789,0.8650000000000091,26439,B,6,6_14,513,1163.549,1164.1,0.5509999999999309,26526,1,4,NOUN,1,3,"['met die flap', 'flap', 'die flap']"
46,hoed,4,B,2,2_13,270,605.607,606.871,1.26400000000001,26272,A,2,2_13,271,606.701,608.398,1.6970000000000027,26273,1,4,NOUN,1,1,['hoed']
46,hoed,4,A,2,2_13,271,606.701,608.398,1.6970000000000027,26273,B,3,3_10,341,772.385,773.14,0.7549999999999955,26345,1,4,NOUN,1,1,['hoed']
46,is-teken,4,A,2,2_13,269,602.797,605.132,2.3349999999999227,26271,B,3,3_10,340,771.024,772.192,1.1680000000000064,26344,1,5,NOUN,1,3,"['is-teken aan de zijkant', 'zijn met dat is-teken aan de zijkant', 'dit zijn met dat is-teken']"
46,is-teken,4,B,3,3_10,340,771.024,772.192,1.1680000000000064,26344,A,4,4_15,423,945.318,947.431,2.1130000000000564,26433,1,5,NOUN,1,3,"['is-teken aan de zijkant', 'zijn met dat is-teken aan de zijkant', 'dit zijn met dat is-teken']"
