round,trial,director,target,correct_answer,total_duration_seconds,pair,start_time_final,end_time_final
5,5_14,A,16,14,4.931,007,1419053,1423984
5,5_15,B,3,J,4.757,007,1424157,1428914
5,5_16,A,2,7,12.006,007,1429095,1441101
6,6_1,B,10,N,6.321,007,1441272,1447593
6,6_2,A,11,5,7.293,007,1447761,1455054
6,6_3,B,8,O,4.227,007,1455234,1459461
6,6_4,A,7,9,7.877,007,1459638,1467515
6,6_5,B,4,F,6.739,007,1467695,1474434
6,6_6,A,3,1,3.981,007,1474601,1478582
6,6_7,B,14,H,6.218,007,1478755,1484973
6,6_8,A,13,16,8.42,007,1485144,1493564
6,6_9,B,2,E,10.12,007,1493734,1503854
6,6_10,A,9,8,11.117,007,1504027,1515144
6,6_11,B,6,I,12.983,007,1515320,1528303
6,6_12,A,1,2,6.593,007,1528481,1535074
6,6_13,B,16,D,5.322,007,1535254,1540576
6,6_14,A,5,7,6.41,007,1540742,1547152
6,6_15,B,12,G,5.033,007,1547331,1552364
6,6_16,A,15,4,10.296,007,1552536,1562832
1,1_1,A,12,2,51.153,008,1000,52153
1,1_2,B,1,G,43.419,008,52345,95764
1,1_3,A,2,10,31.242,008,95949,127191
1,1_4,B,7,I,28.13,008,127377,155507
1,1_5,A,4,7,33.754,008,155685,189439
1,1_6,B,5,O,48.522,008,189614,238136
1,1_7,A,10,6,40.312,008,238323,278635
1,1_8,B,3,A,29.063,008,278809,307872
1,1_9,A,8,13,116.191,008,308051,424242
1,1_10,B,11,B,39.655,008,424419,464074
1,1_11,A,16,16,29.068,008,464254,493322
1,1_12,B,13,K,16.589,008,493496,510085
1,1_13,A,14,9,18.189,008,510261,528450
1,1_14,B,15,F,24.494,008,528627,553121
1,1_15,A,6,15,17.969,008,553298,571267
1,1_16,B,9,P,41.071,008,571447,612518
2,2_1,A,5,11,25.451,008,612700,638151
2,2_2,B,4,K,22.449,008,638322,660771
2,2_3,A,1,15,21.032,008,660942,681974
2,2_4,B,8,E,29.927,008,682144,712071
2,2_5,A,15,10,11.801,008,712253,724054
2,2_6,B,2,O,26.589,008,724230,750819
2,2_7,A,13,4,8.113,008,750987,759100
2,2_8,B,6,N,13.262,008,759278,772540
2,2_9,A,7,14,40.096,008,772723,812819
2,2_10,B,12,J,22.955,008,812991,835946
2,2_11,A,11,7,14.248,008,836128,850376
2,2_12,B,10,F,28.8,008,850557,879357
2,2_13,A,3,3,6.721,008,879532,886253
2,2_14,B,16,B,25.223,008,886422,911645
2,2_15,A,9,5,11.651,008,911811,923462
2,2_16,B,14,D,14.891,008,923638,938529
3,3_1,A,14,15,10.369,008,938701,949070
3,3_2,B,3,J,4.846,008,949243,954089
3,3_3,A,8,14,16.637,008,954264,970901
3,3_4,B,5,E,11.241,008,971079,982320
3,3_5,A,6,2,10.784,008,982489,993273
3,3_6,B,11,B,14.579,008,993448,1008027
3,3_7,A,2,3,14.051,008,1008211,1022262
3,3_8,B,13,P,6.322,008,1022440,1028762
3,3_9,A,16,1,15.76,008,1028929,1044689
3,3_10,B,7,L,14.799,008,1044860,1059659
3,3_11,A,4,12,16.106,008,1059840,1075946
3,3_12,B,1,F,17.279,008,1076121,1093400
3,3_13,A,12,9,11.842,008,1093569,1105411
3,3_14,B,15,G,7.512,008,1105580,1113092
3,3_15,A,10,16,11.045,008,1113270,1124315
3,3_16,B,9,N,14.438,008,1124496,1138934
4,4_1,A,3,4,6.103,008,1139109,1145212
4,4_2,B,4,F,6.801,008,1145381,1152182
4,4_3,A,11,11,8.313,008,1152354,1160667
4,4_4,B,8,J,9.771,008,1160844,1170615
4,4_5,A,5,12,9.199,008,1170786,1179985
4,4_6,B,14,A,19.747,008,1180161,1199908
4,4_7,A,9,8,9.004,008,1200079,1209083
4,4_8,B,2,D,10.669,008,1209253,1219922
4,4_9,A,7,5,9.206,008,1220096,1229302
4,4_10,B,12,L,10.133,008,1229471,1239604
4,4_11,A,13,13,4.54,008,1239780,1244320
4,4_12,B,16,M,11.281,008,1244501,1255782
4,4_13,A,1,14,12.513,008,1255961,1268474
4,4_14,B,6,I,11.132,008,1268638,1279770
4,4_15,A,15,16,4.308,008,1279948,1284256
4,4_16,B,10,O,10.642,008,1284435,1295077
5,5_1,A,2,10,10.309,008,1295245,1305554
5,5_2,B,3,K,3.617,008,1305721,1309338
5,5_3,A,16,16,26.877,008,1309507,1336384
5,5_4,B,5,J,9.692,008,1336564,1346256
5,5_5,A,14,4,7.302,008,1346440,1353742
5,5_6,B,15,O,4.888,008,1353913,1358801
5,5_7,A,8,1,11.847,008,1358984,1370831
5,5_8,B,1,M,12.024,008,1371011,1383035
5,5_9,A,12,6,15.288,008,1383205,1398493
5,5_10,B,13,N,17.08,008,1398668,1415748
5,5_11,A,4,12,6.029,008,1415917,1421946
5,5_12,B,9,A,11.572,008,1422122,1433694
5,5_13,A,10,2,10.524,008,1433866,1444390
5,5_14,B,11,C,13.652,008,1444558,1458210
5,5_15,A,6,3,9.437,008,1458387,1467824
5,5_16,B,7,F,9.371,008,1467995,1477366
6,6_1,A,15,4,5.084,008,1477537,1482621
6,6_2,B,12,M,9.486,008,1482792,1492278
6,6_3,A,5,3,7.298,008,1492450,1499748
6,6_4,B,16,G,11.882,008,1499923,1511805
6,6_5,A,1,12,13.933,008,1511984,1525917
6,6_6,B,6,K,8.414,008,1526096,1534510
6,6_7,A,9,6,14.462,008,1534687,1549149
6,6_8,B,2,P,8.852,008,1549316,1558168
6,6_9,A,13,13,4.962,008,1558341,1563303
6,6_10,B,14,N,9.527,008,1563479,1573006
6,6_11,A,3,5,3.689,008,1573187,1576876
6,6_12,B,4,J,6.719,008,1577057,1583776
6,6_13,A,7,15,9.021,008,1583947,1592968
6,6_14,B,8,F,8.687,008,1593138,1601825
6,6_15,A,11,1,8.573,008,1601996,1610569
6,6_16,B,10,O,8.914,008,1610737,1619651
1,1_1,A,12,2,60.758,009,1000,61758
1,1_2,B,1,P,26.236,009,61953,88189
1,1_3,A,2,7,20.07,009,88376,108446
1,1_4,B,7,L,182.374,009,108627,291001
1,1_5,A,4,8,34.531,009,291187,325718
1,1_6,B,5,K,54.952,009,325900,380852
1,1_7,A,10,11,47.617,009,381032,428649
1,1_8,B,3,N,15.653,009,428840,444493
1,1_9,A,8,16,32.172,009,444671,476843
1,1_10,B,11,J,19.123,009,477032,496155
1,1_11,A,16,15,42.009,009,496332,538341
1,1_12,B,13,E,9.486,009,538519,548005
1,1_13,A,14,14,24.16,009,548194,572354
1,1_14,B,15,H,16.937,009,572532,589469
1,1_15,A,6,1,19.379,009,589647,609026
1,1_16,B,9,O,28.003,009,609197,637200
2,2_1,A,5,12,44.872,009,637372,682244
2,2_2,B,4,P,16.687,009,682411,699098
2,2_3,A,1,8,12.464,009,699276,711740
2,2_4,B,8,H,34.669,009,711920,746589
2,2_5,A,15,15,22.792,009,746767,769559
2,2_6,B,2,E,15.962,009,769737,785699
2,2_7,A,13,9,21.593,009,785868,807461
2,2_8,B,6,B,14.691,009,807637,822328
2,2_9,A,7,10,31.535,009,822500,854035
2,2_10,B,12,J,35.406,009,854211,889617
2,2_11,A,11,16,13.28,009,889792,903072
2,2_12,B,10,I,8.772,009,903254,912026
2,2_13,A,3,5,27.08,009,912195,939275
2,2_14,B,16,O,17.323,009,939452,956775
2,2_15,A,9,1,11.681,009,956951,968632
2,2_16,B,14,M,10.2,009,968811,979011
3,3_1,A,14,8,14.193,009,979187,993380
3,3_2,B,3,G,10.182,009,993549,1003731
3,3_3,A,8,4,11.666,009,1003908,1015574
3,3_4,B,5,O,16.833,009,1015752,1032585
3,3_5,A,6,13,8.194,009,1032767,1040961
3,3_6,B,11,B,11.465,009,1041141,1052606
3,3_7,A,2,14,10.119,009,1052784,1062903
3,3_8,B,13,C,6.009,009,1063077,1069086
3,3_9,A,16,11,9.773,009,1069265,1079038
3,3_10,B,7,K,9.661,009,1079207,1088868
3,3_11,A,4,7,12.575,009,1089049,1101624
3,3_12,B,1,P,12.886,009,1101794,1114680
3,3_13,A,12,16,12.14,009,1114855,1126995
3,3_14,B,15,E,8.216,009,1127166,1135382
3,3_15,A,10,15,8.723,009,1135557,1144280
3,3_16,B,9,L,16.303,009,1144448,1160751
4,4_1,A,3,1,7.729,009,1160929,1168658
4,4_2,B,4,O,4.493,009,1168836,1173329
4,4_3,A,11,2,18.789,009,1173506,1192295
4,4_4,B,8,F,11.305,009,1192473,1203778
4,4_5,A,5,8,12.565,009,1203950,1216515
4,4_6,B,14,I,14.068,009,1216694,1230762
4,4_7,A,9,12,9.676,009,1230940,1240616
4,4_8,B,2,P,6.197,009,1240798,1246995
4,4_9,A,7,15,9.411,009,1247187,1256598
4,4_10,B,12,D,10.097,009,1256779,1266876
4,4_11,A,13,6,5.479,009,1267055,1272534
4,4_12,B,16,M,13.195,009,1272710,1285905
4,4_13,A,1,7,7.912,009,1286088,1294000
4,4_14,B,6,K,6.301,009,1294178,1300479
4,4_15,A,15,5,7.562,009,1300651,1308213
4,4_16,B,10,B,8.817,009,1308391,1317208
5,5_1,A,2,6,4.865,009,1317382,1322247
5,5_2,B,3,O,6.494,009,1322420,1328914
5,5_3,A,16,11,8.398,009,1329092,1337490
5,5_4,B,5,F,10.978,009,1337666,1348644
5,5_5,A,14,2,8.007,009,1348809,1356816
5,5_6,B,15,A,15.069,009,1356983,1372052
5,5_7,A,8,1,15.843,009,1372230,1388073
5,5_8,B,1,D,7.382,009,1388244,1395626
5,5_9,A,12,7,5.477,009,1395800,1401277
5,5_10,B,13,L,6.019,009,1401455,1407474
5,5_11,A,4,12,5.305,009,1407644,1412949
5,5_12,B,9,I,7.067,009,1413115,1420182
5,5_13,A,10,5,7.061,009,1420355,1427416
5,5_14,B,11,E,11.299,009,1427595,1438894
5,5_15,A,6,10,6.846,009,1439071,1445917
5,5_16,B,7,H,6.415,009,1446094,1452509
6,6_1,A,15,3,7.746,009,1452683,1460429
6,6_2,B,12,M,4.237,009,1460607,1464844
6,6_3,A,5,9,6.145,009,1465011,1471156
6,6_4,B,16,N,10.189,009,1471333,1481522
6,6_5,A,1,2,3.877,009,1481692,1485569
6,6_6,B,6,J,4.339,009,1485745,1490084
6,6_7,A,9,16,6.053,009,1490249,1496302
6,6_8,B,2,G,6.027,009,1496471,1502498
6,6_9,A,13,5,4.253,009,1502677,1506930
6,6_10,B,14,H,6.721,009,1507097,1513818
6,6_11,A,3,10,6.111,009,1513987,1520098
6,6_12,B,4,F,4.315,009,1520276,1524591
6,6_13,A,7,6,9.482,009,1524763,1534245
6,6_14,B,8,B,10.763,009,1534421,1545184
6,6_15,A,11,13,7.76,009,1545364,1553124
6,6_16,B,10,D,6.09,009,1553304,1559394
1,1_1,A,12,2,22.774,010,1000,23774
1,1_2,B,1,D,21.982,010,23986,45968
1,1_3,A,2,4,27.009,010,46172,73181
1,1_4,B,7,I,23.409,010,73380,96789
1,1_5,A,4,16,17.047,010,96983,114030
1,1_6,B,5,G,28.688,010,114215,142903
1,1_7,A,10,6,18.832,010,143090,161922
1,1_8,B,3,P,13.435,010,162107,175542
1,1_9,A,8,7,15.647,010,175735,191382
1,1_10,B,11,O,28.598,010,191566,220164
1,1_11,A,16,10,16.213,010,220358,236571
1,1_12,B,13,J,11.892,010,236772,248664
1,1_13,A,14,11,13.445,010,248849,262294
1,1_14,B,15,F,15.84,010,262494,278334
1,1_15,A,6,8,15.888,010,278525,294413
1,1_16,B,9,C,53.666,010,294606,348272
2,2_1,A,5,2,17.49,010,348453,365943
2,2_2,B,4,M,12.015,010,366135,378150
2,2_3,A,1,9,9.58,010,378345,387925
2,2_4,B,8,F,8.403,010,388121,396524
2,2_5,A,15,3,10.613,010,396711,407324
2,2_6,B,2,K,9.422,010,407521,416943
2,2_7,A,13,6,9.453,010,417129,426582
2,2_8,B,6,E,8.001,010,426771,434772
2,2_9,A,7,14,8.239,010,434961,443200
2,2_10,B,12,D,10.723,010,443385,454108
2,2_11,A,11,5,10.485,010,454295,464780
2,2_12,B,10,L,19.745,010,464971,484716
2,2_13,A,3,8,5.295,010,484905,490200
2,2_14,B,16,N,14.177,010,490393,504570
2,2_15,A,9,16,7.804,010,504756,512560
2,2_16,B,14,H,7.204,010,512746,519950
3,3_1,A,14,5,12.585,010,520136,532721
3,3_2,B,3,I,3.948,010,532914,536862
3,3_3,A,8,16,7.63,010,537050,544680
3,3_4,B,5,J,7.554,010,544874,552428
3,3_5,A,6,12,9.637,010,552614,562251
3,3_6,B,11,P,7.918,010,562439,570357
3,3_7,A,2,3,5.316,010,570546,575862
3,3_8,B,13,L,5.36,010,576051,581411
3,3_9,A,16,4,14.273,010,581606,595879
3,3_10,B,7,G,5.247,010,596069,601316
3,3_11,A,4,7,13.446,010,601507,614953
3,3_12,B,1,C,12.523,010,615135,627658
3,3_13,A,12,8,6.848,010,627846,634694
3,3_14,B,15,M,10.018,010,634886,644904
3,3_15,A,10,2,11.254,010,645095,656349
3,3_16,B,9,E,6.526,010,656538,663064
4,4_1,A,3,5,4.325,010,663244,667569
4,4_2,B,4,K,8.219,010,667764,675983
4,4_3,A,11,16,6.377,010,676172,682549
4,4_4,B,8,F,6.342,010,682744,689086
4,4_5,A,5,14,8.155,010,689267,697422
4,4_6,B,14,H,5.286,010,697607,702893
4,4_7,A,9,6,5.824,010,703079,708903
4,4_8,B,2,L,5.913,010,709084,714997
4,4_9,A,7,4,10.189,010,715189,725378
4,4_10,B,12,J,6.401,010,725565,731966
4,4_11,A,13,8,4.688,010,732154,736842
4,4_12,B,16,B,11.48,010,737025,748505
4,4_13,A,1,2,12.354,010,748685,761039
4,4_14,B,6,N,6.722,010,761229,767951
4,4_15,A,15,13,8.664,010,768135,776799
4,4_16,B,10,G,14.041,010,776976,791017
5,5_1,A,2,7,6.221,010,791205,797426
5,5_2,B,3,N,4.39,010,797611,802001
5,5_3,A,16,9,6.935,010,802182,809117
5,5_4,B,5,L,4.72,010,809305,814025
5,5_5,A,14,8,8.797,010,814209,823006
5,5_6,B,15,E,7.077,010,823183,830260
5,5_7,A,8,14,8.896,010,830440,839336
5,5_8,B,1,H,8.77,010,839514,848284
5,5_9,A,12,13,8.439,010,848472,856911
5,5_10,B,13,J,4.348,010,857096,861444
5,5_11,A,4,11,11.89,010,861633,873523
5,5_12,B,9,G,4.672,010,873711,878383
5,5_13,A,10,10,8.126,010,878565,886691
5,5_14,B,11,O,6.476,010,886872,893348
5,5_15,A,6,12,8.908,010,893528,902436
5,5_16,B,7,M,6.405,010,902619,909024
6,6_1,A,15,7,6.235,010,909208,915443
6,6_2,B,12,I,5.017,010,915631,920648
6,6_3,A,5,16,6.425,010,920835,927260
6,6_4,B,16,O,5.942,010,927441,933383
6,6_5,A,1,13,6.535,010,933563,940098
6,6_6,B,6,A,11.442,010,940285,951727
6,6_7,A,9,6,7.293,010,951912,959205
6,6_8,B,2,E,4.655,010,959385,964040
6,6_9,A,13,2,3.83,010,964223,968053
6,6_10,B,14,B,5.753,010,968226,973979
6,6_11,A,3,4,3.954,010,974165,978119
6,6_12,B,4,K,7.896,010,978302,986198
6,6_13,A,7,3,6.459,010,986376,992835
6,6_14,B,8,C,5.174,010,993015,998189
6,6_15,A,11,12,7.632,010,998369,1006001
6,6_16,B,10,D,7.494,010,1006176,1013670
1,1_1,B,12,O,147.211,011,1000,148211
1,1_2,A,1,13,37.796,011,148412,186208
1,1_3,B,2,P,22.268,011,186395,208663
1,1_4,A,7,4,17.505,011,208848,226353
1,1_5,B,4,K,37.743,011,226547,264290
1,1_6,A,5,9,31.463,011,264480,295943
1,1_7,B,10,I,29.045,011,296141,325186
1,1_8,A,3,10,17.188,011,325383,342571
1,1_9,B,8,G,33.644,011,342765,376409
1,1_10,A,11,1,20.435,011,376594,397029
1,1_11,B,16,H,28.701,011,397212,425913
1,1_12,A,13,2,27.954,011,426104,454058
1,1_13,B,14,L,23.8,011,454245,478045
1,1_14,A,15,16,17.856,011,478233,496089
1,1_15,B,6,C,52.07,011,496282,548352
1,1_16,A,9,15,18.751,011,548544,567295
2,2_1,B,5,J,96.626,011,567477,664103
2,2_2,A,4,16,20.737,011,664278,685015
2,2_3,B,1,L,22.125,011,685197,707322
2,2_4,A,8,10,12.91,011,707516,720426
2,2_5,B,15,M,20.926,011,720611,741537
2,2_6,A,2,14,11.577,011,741729,753306
2,2_7,B,13,G,4.979,011,753489,758468
2,2_8,A,6,7,10.225,011,758644,768869
2,2_9,B,7,A,5.561,011,769036,774597
2,2_10,A,12,3,21.386,011,774775,796161
2,2_11,B,11,F,20.47,011,796343,816813
2,2_12,A,10,15,15.925,011,816995,832920
2,2_13,B,3,B,10.728,011,833092,843820
2,2_14,A,16,4,16.888,011,844002,860890
2,2_15,B,9,H,18.532,011,861066,879598
2,2_16,A,14,11,11.28,011,879766,891046
3,3_1,B,14,L,11.795,011,891226,903021
3,3_2,A,3,15,7.483,011,903203,910686
3,3_3,B,8,E,10.802,011,910860,921662
3,3_4,A,5,6,8.452,011,921836,930288
3,3_5,B,6,K,5.471,011,930460,935931
3,3_6,A,11,11,31.993,011,936099,968092
3,3_7,B,2,O,5.202,011,968260,973462
3,3_8,A,13,4,5.667,011,973631,979298
3,3_9,B,16,J,15.375,011,979470,994845
3,3_10,A,7,13,9.09,011,995017,1004107
3,3_11,B,4,M,14.366,011,1004275,1018641
3,3_12,A,1,2,14.16,011,1018821,1032981
3,3_13,B,12,A,11.733,011,1033150,1044883
3,3_14,A,15,7,10.789,011,1045060,1055849
3,3_15,B,10,N,10.457,011,1056020,1066477
3,3_16,A,9,5,10.101,011,1066646,1076747
4,4_1,B,3,L,9.232,011,1076921,1086153
4,4_2,A,4,13,7.085,011,1086329,1093414
4,4_3,B,11,B,7.68,011,1093586,1101266
4,4_4,A,8,15,8.637,011,1101443,1110080
4,4_5,B,5,K,7.65,011,1110250,1117900
4,4_6,A,14,9,5.628,011,1118090,1123718
4,4_7,B,9,M,8.389,011,1123895,1132284
4,4_8,A,2,14,7.366,011,1132453,1139819
4,4_9,B,7,C,5.667,011,1139993,1145660
4,4_10,A,12,7,5.696,011,1145831,1151527
4,4_11,B,13,H,4.849,011,1151703,1156552
4,4_12,A,16,6,12.693,011,1156724,1169417
4,4_13,B,1,P,21.371,011,1169585,1190956
4,4_14,A,6,10,5.1,011,1191137,1196237
4,4_15,B,15,D,13.527,011,1196409,1209936
4,4_16,A,10,3,9.014,011,1210104,1219118
5,5_1,B,2,J,7.922,011,1219295,1227217
5,5_2,A,3,9,7.315,011,1227386,1234701
5,5_3,B,16,N,9.946,011,1234876,1244822
5,5_4,A,5,10,5.619,011,1245001,1250620
5,5_5,B,14,H,5.625,011,1250789,1256414
5,5_6,A,15,16,5.456,011,1256594,1262050
5,5_7,B,8,B,3.951,011,1262216,1266167
5,5_8,A,1,6,8.637,011,1266336,1274973
5,5_9,B,12,D,7.747,011,1275144,1282891
5,5_10,A,13,3,4.557,011,1283068,1287625
5,5_11,B,4,K,4.769,011,1287805,1292574
5,5_12,A,9,5,5.19,011,1292743,1297933
5,5_13,B,10,P,4.405,011,1298114,1302519
5,5_14,A,11,1,7.07,011,1302685,1309755
5,5_15,B,6,O,4.002,011,1309924,1313926
5,5_16,A,7,15,6.217,011,1314095,1320312
6,6_1,B,15,O,8.128,011,1320483,1328611
6,6_2,A,12,12,7.034,011,1328791,1335825
6,6_3,B,5,A,4.96,011,1335997,1340957
6,6_4,A,16,9,8.553,011,1341135,1349688
6,6_5,B,1,C,20.414,011,1349859,1370273
6,6_6,A,6,8,3.986,011,1370444,1374430
6,6_7,B,9,P,4.629,011,1374597,1379226
6,6_8,A,2,16,5.507,011,1379401,1384908
6,6_9,B,13,J,4.711,011,1385073,1389784
6,6_10,A,14,14,7.347,011,1389961,1397308
6,6_11,B,3,K,4.857,011,1397484,1402341
6,6_12,A,4,3,4.347,011,1402522,1406869
6,6_13,B,7,H,4.617,011,1407042,1411659
6,6_14,A,8,10,4.993,011,1411830,1416823
6,6_15,B,11,F,9.071,011,1417001,1426072
6,6_16,A,10,7,5.735,011,1426242,1431977
1,1_1,B,12,L,53.061,012,1000,54061
1,1_2,A,1,14,41.094,012,54263,95357
1,1_3,B,2,B,22.028,012,95549,117577
1,1_4,A,7,3,55.876,012,117768,173644
1,1_5,B,4,C,70.598,012,173817,244415
1,1_6,A,5,1,75.56,012,244595,320155
1,1_7,B,10,P,45.297,012,320328,365625
1,1_8,A,3,10,23.827,012,365817,389644
1,1_9,B,8,I,152.669,012,389838,542507
1,1_10,A,11,11,51.906,012,542705,594611
1,1_11,B,16,H,52.006,012,594800,646806
1,1_12,A,13,4,16.336,012,646995,663331
1,1_13,B,14,N,15.229,012,663510,678739
1,1_14,A,15,8,26.751,012,678923,705674
1,1_15,B,6,D,26.949,012,705863,732812
1,1_16,A,9,6,26.523,012,733003,759526
2,2_1,B,5,B,31.346,012,759710,791056
2,2_2,A,4,6,41.943,012,791237,833180
2,2_3,B,1,I,7.236,012,833357,840593
2,2_4,A,8,2,29.213,012,840780,869993
2,2_5,B,15,N,7.767,012,870173,877940
2,2_6,A,2,5,11.32,012,878113,889433
2,2_7,B,13,A,7.484,012,889606,897090
2,2_8,A,6,4,13.552,012,897263,910815
2,2_9,B,7,O,9.213,012,910992,920205
2,2_10,A,12,14,14.465,012,920383,934848
2,2_11,B,11,D,12.576,012,935029,947605
2,2_12,A,10,8,16.24,012,947790,964030
2,2_13,B,3,H,4.792,012,964204,968996
2,2_14,A,16,11,23.083,012,969175,992258
2,2_15,B,9,G,15.782,012,992446,1008228
2,2_16,A,14,10,12.954,012,1008410,1021364
3,3_1,B,14,K,7.129,012,1021538,1028667
3,3_2,A,3,16,7.423,012,1028844,1036267
3,3_3,B,8,M,11.4,012,1036451,1047851
3,3_4,A,5,1,10.583,012,1048027,1058610
3,3_5,B,6,I,8.702,012,1058803,1067505
3,3_6,A,11,4,8.475,012,1067694,1076169
3,3_7,B,2,C,4.009,012,1076352,1080361
3,3_8,A,13,9,4.975,012,1080539,1085514
3,3_9,B,16,D,19.555,012,1085693,1105248
3,3_10,A,7,6,12.587,012,1105427,1118014
3,3_11,B,4,F,32.288,012,1118205,1150493
3,3_12,A,1,2,4.094,012,1150683,1154777
3,3_13,B,12,E,5.463,012,1154954,1160417
3,3_14,A,15,13,7.141,012,1160609,1167750
3,3_15,B,10,N,6.923,012,1167932,1174855
3,3_16,A,9,5,31.609,012,1175038,1206647
4,4_1,B,3,N,4.207,012,1206832,1211039
4,4_2,A,4,16,5.993,012,1211219,1217212
4,4_3,B,11,K,8.145,012,1217391,1225536
4,4_4,A,8,11,23.265,012,1225715,1248980
4,4_5,B,5,E,7.939,012,1249169,1257108
4,4_6,A,14,3,11.356,012,1257293,1268649
4,4_7,B,9,C,9.146,012,1268836,1277982
4,4_8,A,2,2,4.635,012,1278161,1282796
4,4_9,B,7,L,6.366,012,1282982,1289348
4,4_10,A,12,12,8.173,012,1289537,1297710
4,4_11,B,13,O,4.309,012,1297878,1302187
4,4_12,A,16,4,9.702,012,1302365,1312067
4,4_13,B,1,H,4.131,012,1312241,1316372
4,4_14,A,6,5,8.085,012,1316544,1324629
4,4_15,B,15,A,6.141,012,1324801,1330942
4,4_16,A,10,13,11.046,012,1331124,1342170
5,5_1,B,2,E,4.803,012,1342350,1347153
5,5_2,A,3,2,5.074,012,1347321,1352395
5,5_3,B,16,F,9.972,012,1352576,1362548
5,5_4,A,5,10,19.896,012,1362718,1382614
5,5_5,B,14,P,4.499,012,1382785,1387284
5,5_6,A,15,16,6.104,012,1387456,1393560
5,5_7,B,8,L,9.414,012,1393728,1403142
5,5_8,A,1,14,4.156,012,1403320,1407476
5,5_9,B,12,J,4.596,012,1407657,1412253
5,5_10,A,13,3,4.611,012,1412428,1417039
5,5_11,B,4,B,9.518,012,1417215,1426733
5,5_12,A,9,4,15.156,012,1426907,1442063
5,5_13,B,10,H,6.676,012,1442237,1448913
5,5_14,A,11,8,6.631,012,1449093,1455724
5,5_15,B,6,I,5.804,012,1455899,1461703
5,5_16,A,7,5,6.786,012,1461871,1468657
6,6_1,B,15,N,5.252,012,1468827,1474079
6,6_2,A,12,11,6.061,012,1474248,1480309
6,6_3,B,5,B,29.67,012,1480487,1510157
6,6_4,A,16,10,21.082,012,1510329,1531411
6,6_5,B,1,H,7.933,012,1531581,1539514
6,6_6,A,6,14,5.945,012,1539688,1545633
6,6_7,B,9,M,9.079,012,1545810,1554889
6,6_8,A,2,1,4.214,012,1555068,1559282
6,6_9,B,13,I,3.892,012,1559456,1563348
6,6_10,A,14,2,10.635,012,1563526,1574161
6,6_11,B,3,A,4.119,012,1574335,1578454
6,6_12,A,4,3,13.515,012,1578622,1592137
6,6_13,B,7,G,4.891,012,1592317,1597208
6,6_14,A,8,7,7.09,012,1597389,1604479
6,6_15,B,11,E,9.649,012,1604662,1614311
6,6_16,A,10,8,16.932,012,1614487,1631419
1,1_1,B,12,A,52.96,013,1000,53960
1,1_2,A,1,13,28.996,013,54146,83142
1,1_3,B,2,L,18.251,013,83322,101573
1,1_4,A,7,6,64.094,013,101754,165848
1,1_5,B,4,D,30.304,013,166027,196331
1,1_6,A,5,5,44.277,013,196503,240780
1,1_7,B,10,H,156.661,013,240959,397620
1,1_8,A,3,3,23.151,013,397795,420946
1,1_9,B,8,C,56.255,013,421115,477370
1,1_10,A,11,9,29.804,013,477548,507352
1,1_11,B,16,P,63.684,013,507524,571208
1,1_12,A,13,4,13.346,013,571379,584725
1,1_13,B,14,E,18.434,013,584908,603342
1,1_14,A,15,16,30.718,013,603524,634242
1,1_15,B,6,F,14.655,013,634418,649073
1,1_16,A,9,11,22.85,013,649247,672097
2,2_1,B,5,E,39.956,013,672267,712223
2,2_2,A,4,9,5.38,013,712402,717782
2,2_3,B,1,L,10.328,013,717957,728285
2,2_4,A,8,5,35.79,013,728466,764256
2,2_5,B,15,M,9.091,013,764431,773522
2,2_6,A,2,8,12.493,013,773689,786182
2,2_7,B,13,K,13.98,013,786350,800330
2,2_8,A,6,13,5.357,013,800512,805869
2,2_9,B,7,B,8.524,013,806050,814574
2,2_10,A,12,16,14.085,013,814741,828826
2,2_11,B,11,C,13.698,013,829003,842701
2,2_12,A,10,1,17.728,013,842882,860610
2,2_13,B,3,P,14.297,013,860781,875078
2,2_14,A,16,6,24.583,013,875244,899827
2,2_15,B,9,N,13.927,013,899998,913925
2,2_16,A,14,14,22.391,013,914111,936502
3,3_1,B,14,K,13.428,013,936680,950108
3,3_2,A,3,4,5.582,013,950275,955857
3,3_3,B,8,J,8.941,013,956030,964971
3,3_4,A,5,14,13.769,013,965138,978907
3,3_5,B,6,L,5.389,013,979084,984473
3,3_6,A,11,1,15.901,013,984639,1000540
3,3_7,B,2,E,6.435,013,1000719,1007154
3,3_8,A,13,9,9.799,013,1007325,1017124
3,3_9,B,16,N,45.201,013,1017300,1062501
3,3_10,A,7,10,12.082,013,1062673,1074755
3,3_11,B,4,H,3.816,013,1074934,1078750
3,3_12,A,1,3,7.398,013,1078921,1086319
3,3_13,B,12,A,6.857,013,1086494,1093351
3,3_14,A,15,8,7.067,013,1093533,1100600
3,3_15,B,10,G,11.673,013,1100773,1112446
3,3_16,A,9,7,10.618,013,1112617,1123235
4,4_1,B,3,B,6.206,013,1123409,1129615
4,4_2,A,4,16,6.168,013,1129782,1135950
4,4_3,B,11,D,8.421,013,1136120,1144541
4,4_4,A,8,5,9.001,013,1144711,1153712
4,4_5,B,5,M,8.542,013,1153886,1162428
4,4_6,A,14,3,14.726,013,1162610,1177336
4,4_7,B,9,O,9.327,013,1177506,1186833
4,4_8,A,2,10,8.526,013,1187015,1195541
4,4_9,B,7,N,5.217,013,1195722,1200939
4,4_10,A,12,6,4.333,013,1201110,1205443
4,4_11,B,13,H,3.722,013,1205614,1209336
