round,trial,director,target,correct_answer,total_duration_seconds,pair,start_time_final,end_time_final
3,3_8,A,1,8,6.954,020,940770,947724
3,3_9,B,4,N,13.793,020,947910,961703
3,3_10,A,15,15,6.033,020,961889,967922
3,3_11,B,2,I,8.435,020,968111,976546
3,3_12,A,7,14,5.293,020,976735,982028
3,3_13,B,12,K,41.71,020,982206,1023916
3,3_14,A,9,16,35.065,020,1024093,1059158
3,3_15,B,14,G,19.293,020,1059340,1078633
3,3_16,A,3,1,8.456,020,1078824,1087280
4,4_1,B,5,J,10.046,020,1087465,1097511
4,4_2,A,12,16,10.834,020,1097690,1108524
4,4_3,B,9,K,11.836,020,1108700,1120536
4,4_4,A,8,14,20.062,020,1120710,1140772
4,4_5,B,1,E,9.106,020,1140945,1150051
4,4_6,A,14,6,8.446,020,1150236,1158682
4,4_7,B,3,O,7.905,020,1158860,1166765
4,4_8,A,16,5,6.003,020,1166951,1172954
4,4_9,B,11,D,10.807,020,1173139,1183946
4,4_10,A,10,1,10.956,020,1184132,1195088
4,4_11,B,15,P,6.858,020,1195259,1202117
4,4_12,A,6,3,4.724,020,1202298,1207022
4,4_13,B,7,B,11.227,020,1207203,1218430
4,4_14,A,2,8,4.016,020,1218613,1222629
4,4_15,B,13,F,5.034,020,1222816,1227850
4,4_16,A,4,15,6.798,020,1228021,1234819
5,5_1,B,12,L,10.993,020,1234993,1245986
5,5_2,A,9,8,11.248,020,1246170,1257418
5,5_3,B,14,P,8.202,020,1257597,1265799
5,5_4,A,7,12,12.175,020,1265970,1278145
5,5_5,B,2,E,5.646,020,1278331,1283977
5,5_6,A,5,7,8.02,020,1284153,1292173
5,5_7,B,6,H,4.445,020,1292343,1296788
5,5_8,A,3,6,5.784,020,1296964,1302748
5,5_9,B,8,D,12.839,020,1302919,1315758
5,5_10,A,15,9,4.456,020,1315931,1320387
5,5_11,B,10,J,8.66,020,1320568,1329228
5,5_12,A,13,10,4.234,020,1329409,1333643
5,5_13,B,16,N,5.895,020,1333813,1339708
5,5_14,A,1,2,5.713,020,1339885,1345598
5,5_15,B,4,G,8.306,020,1345773,1354079
5,5_16,A,11,4,8.808,020,1354264,1363072
6,6_1,B,15,O,7.604,020,1363255,1370859
6,6_2,A,10,14,5.902,020,1371045,1376947
6,6_3,B,13,D,2.742,020,1377134,1379876
6,6_4,A,4,6,6.99,020,1380053,1387043
6,6_5,B,9,P,14.457,020,1387226,1401683
6,6_6,A,2,2,4.646,020,1401856,1406502
6,6_7,B,3,C,5.392,020,1406677,1412069
6,6_8,A,12,3,9.865,020,1412265,1422130
6,6_9,B,5,K,9.069,020,1422307,1431376
6,6_10,A,8,13,8.465,020,1431565,1440030
6,6_11,B,7,E,4.373,020,1440206,1444579
6,6_12,A,16,9,6.411,020,1444760,1451171
6,6_13,B,11,M,10.02,020,1451349,1461369
6,6_14,A,6,11,4.336,020,1461558,1465894
6,6_15,B,1,N,6.829,020,1466078,1472907
6,6_16,A,14,16,6.563,020,1473084,1479647
1,1_1,A,15,11,75.846,021,1000,76846
1,1_2,B,6,P,19.791,021,77050,96841
1,1_3,A,13,7,18.161,021,97034,115195
1,1_4,B,8,L,32.601,021,115383,147984
1,1_5,A,5,15,62.718,021,148162,210880
1,1_6,B,10,D,24.434,021,211066,235500
1,1_7,A,1,9,23.21,021,235688,258898
1,1_8,B,12,C,15.666,021,259075,274741
1,1_9,A,3,5,18.303,021,274922,293225
1,1_10,B,16,F,31.925,021,293405,325330
1,1_11,A,7,4,26.091,021,325516,351607
1,1_12,B,2,A,30.979,021,351789,382768
1,1_13,A,9,8,36.169,021,382950,419119
1,1_14,B,14,G,25.444,021,419298,444742
1,1_15,A,11,12,29.648,021,444920,474568
1,1_16,B,4,I,21.446,021,474746,496192
2,2_1,A,14,6,29.325,021,496365,525690
2,2_2,B,11,B,46.349,021,525858,572207
2,2_3,A,2,8,20.561,021,572381,592942
2,2_4,B,7,F,17.294,021,593116,610410
2,2_5,A,12,16,29.327,021,610581,639908
2,2_6,B,13,C,13.19,021,640091,653281
2,2_7,A,16,7,24.329,021,653452,677781
2,2_8,B,15,A,19.349,021,677957,697306
2,2_9,A,8,11,38.215,021,697474,735689
2,2_10,B,1,P,13.635,021,735857,749492
2,2_11,A,4,13,19.99,021,749669,769659
2,2_12,B,9,G,27.464,021,769837,797301
2,2_13,A,10,14,27.954,021,797478,825432
2,2_14,B,5,J,43.089,021,825602,868691
2,2_15,A,6,15,29.695,021,868873,898568
2,2_16,B,3,L,23.435,021,898749,922184
3,3_1,A,3,2,32.934,021,922353,955287
3,3_2,B,14,G,15.554,021,955466,971020
3,3_3,A,9,15,47.934,021,971196,1019130
3,3_4,B,12,O,42.977,021,1019305,1062282
3,3_5,A,7,7,18.231,021,1062459,1080690
3,3_6,B,2,L,21.512,021,1080858,1102370
3,3_7,A,15,11,20.737,021,1102544,1123281
3,3_8,B,4,D,14.335,021,1123462,1137797
3,3_9,A,1,13,15.351,021,1137975,1153326
3,3_10,B,10,E,19.113,021,1153505,1172618
3,3_11,A,11,12,18.33,021,1172788,1191118
3,3_12,B,6,H,10.599,021,1191288,1201887
3,3_13,A,5,3,17.02,021,1202064,1219084
3,3_14,B,8,M,28.015,021,1219262,1247277
3,3_15,A,13,9,24.98,021,1247453,1272433
3,3_16,B,16,A,21.376,021,1272609,1293985
4,4_1,A,4,9,7.519,021,1294161,1301680
4,4_2,B,13,C,6.294,021,1301851,1308145
4,4_3,A,2,15,13.202,021,1308323,1321525
4,4_4,B,7,L,11.826,021,1321702,1333528
4,4_5,A,6,10,8.5,021,1333695,1342195
4,4_6,B,15,B,17.432,021,1342370,1359802
4,4_7,A,10,12,16.76,021,1359968,1376728
4,4_8,B,11,N,20.891,021,1376900,1397791
4,4_9,A,16,14,26.356,021,1397968,1424324
4,4_10,B,3,O,7.067,021,1424491,1431558
4,4_11,A,14,2,10.908,021,1431731,1442639
4,4_12,B,1,D,4.895,021,1442807,1447702
4,4_13,A,8,4,19.684,021,1447878,1467562
4,4_14,B,9,F,10.057,021,1467729,1477786
4,4_15,A,12,7,22.416,021,1477955,1500371
4,4_16,B,5,A,14.06,021,1500541,1514601
5,5_1,A,11,16,10.655,021,1514770,1525425
5,5_2,B,4,G,6.391,021,1525596,1531987
5,5_3,A,1,10,9.043,021,1532168,1541211
5,5_4,B,16,M,6.228,021,1541376,1547604
5,5_5,A,13,7,8.931,021,1547782,1556713
5,5_6,B,10,P,13.584,021,1556890,1570474
5,5_7,A,15,14,9.152,021,1570652,1579804
5,5_8,B,8,A,16.416,021,1579977,1596393
5,5_9,A,3,6,9.378,021,1596575,1605953
5,5_10,B,6,H,9.29,021,1606133,1615423
5,5_11,A,5,15,25.175,021,1615591,1640766
5,5_12,B,2,E,7.168,021,1640947,1648115
5,5_13,A,7,5,5.947,021,1648286,1654233
5,5_14,B,14,N,6.815,021,1654408,1661223
5,5_15,A,9,11,26.16,021,1661398,1687558
5,5_16,B,12,I,13.826,021,1687737,1701563
6,6_1,A,14,15,6.036,021,1701733,1707769
6,6_2,B,1,F,6.498,021,1707938,1714436
6,6_3,A,6,4,5.185,021,1714611,1719796
6,6_4,B,11,H,10.378,021,1719966,1730344
6,6_5,A,16,11,7.058,021,1730525,1737583
6,6_6,B,7,M,7.417,021,1737764,1745181
6,6_7,A,8,9,13.924,021,1745354,1759278
6,6_8,B,5,A,14.735,021,1759450,1774185
6,6_9,A,12,5,6.93,021,1774363,1781293
6,6_10,B,3,N,4.363,021,1781469,1785832
6,6_11,A,2,13,8.346,021,1786006,1794352
6,6_12,B,9,O,8.629,021,1794531,1803160
6,6_13,A,4,10,4.342,021,1803338,1807680
6,6_14,B,13,G,7.805,021,1807859,1815664
6,6_15,A,10,16,11.78,021,1815832,1827612
6,6_16,B,15,P,8.063,021,1827793,1835856
1,1_1,A,15,14,133.474,022,1000,134474
1,1_2,B,6,O,35.899,022,134667,170566
1,1_3,A,13,13,102.444,022,170765,273209
1,1_4,B,8,J,127.186,022,273404,400590
1,1_5,A,5,15,40.513,022,400782,441295
1,1_6,B,10,K,37.844,022,441484,479328
1,1_7,A,1,9,36.224,022,479518,515742
1,1_8,B,12,M,50.465,022,515933,566398
1,1_9,A,3,10,40.158,022,566577,606735
1,1_10,B,16,E,59.282,022,606929,666211
1,1_11,A,7,2,28.456,022,666397,694853
1,1_12,B,2,I,45.915,022,695039,740954
1,1_13,A,9,12,42.154,022,741146,783300
1,1_14,B,14,C,63.639,022,783483,847122
1,1_15,A,11,4,86.718,022,847305,934023
1,1_16,B,4,F,84.693,022,934198,1018891
2,2_1,A,14,1,26.343,022,1019072,1045415
2,2_2,B,11,N,21.421,022,1045595,1067016
2,2_3,A,2,7,15.991,022,1067197,1083188
2,2_4,B,7,I,13.03,022,1083361,1096391
2,2_5,A,12,12,21.392,022,1096573,1117965
2,2_6,B,13,F,14.395,022,1118142,1132537
2,2_7,A,16,16,24.444,022,1132721,1157165
2,2_8,B,15,E,16.387,022,1157342,1173729
2,2_9,A,8,6,16.681,022,1173924,1190605
2,2_10,B,1,A,12.404,022,1190788,1203192
2,2_11,A,4,2,30.651,022,1203383,1234034
2,2_12,B,9,C,19.457,022,1234226,1253683
2,2_13,A,10,13,20.273,022,1253877,1274150
2,2_14,B,5,J,18.665,022,1274345,1293010
2,2_15,A,6,5,12.446,022,1293194,1305640
2,2_16,B,3,G,12.625,022,1305822,1318447
3,3_1,A,3,13,11.223,022,1318633,1329856
3,3_2,B,14,H,14.126,022,1330043,1344169
3,3_3,A,9,8,9.645,022,1344356,1354001
3,3_4,B,12,I,15.422,022,1354181,1369603
3,3_5,A,7,10,12.314,022,1369795,1382109
3,3_6,B,2,E,8.828,022,1382289,1391117
3,3_7,A,15,15,15.025,022,1391297,1406322
3,3_8,B,4,M,31.758,022,1406510,1438268
3,3_9,A,1,11,19.275,022,1438454,1457729
3,3_10,B,10,J,9.479,022,1457921,1467400
3,3_11,A,11,5,22.926,022,1467580,1490506
3,3_12,B,6,N,12.511,022,1490683,1503194
3,3_13,A,5,1,15.532,022,1503378,1518910
3,3_14,B,8,G,15.848,022,1519091,1534939
3,3_15,A,13,4,13.453,022,1535122,1548575
3,3_16,B,16,C,16.671,022,1548767,1565438
4,4_1,A,4,12,12.061,022,1565615,1577676
4,4_2,B,13,L,7.227,022,1577843,1585070
4,4_3,A,2,7,13.354,022,1585249,1598603
4,4_4,B,7,C,8.782,022,1598778,1607560
4,4_5,A,6,6,8.867,022,1607735,1616602
4,4_6,B,15,I,11.412,022,1616777,1628189
4,4_7,A,10,13,8.808,022,1628370,1637178
4,4_8,B,11,H,13.42,022,1637345,1650765
4,4_9,A,16,15,11.81,022,1650940,1662750
4,4_10,B,3,D,9.148,022,1662934,1672082
4,4_11,A,14,16,11.97,022,1672258,1684228
4,4_12,B,1,K,10.515,022,1684402,1694917
4,4_13,A,8,10,7.711,022,1695095,1702806
4,4_14,B,9,O,8.362,022,1702985,1711347
4,4_15,A,12,8,9.953,022,1711526,1721479
4,4_16,B,5,M,5.244,022,1721652,1726896
5,5_1,A,11,16,17.401,022,1727073,1744474
5,5_2,B,4,L,7.867,022,1744655,1752522
5,5_3,A,1,5,7.036,022,1752695,1759731
5,5_4,B,16,N,11.873,022,1759902,1771775
5,5_5,A,13,12,12.132,022,1771945,1784077
5,5_6,B,10,B,12.097,022,1784256,1796353
5,5_7,A,15,14,10.675,022,1796534,1807209
5,5_8,B,8,E,6.696,022,1807376,1814072
5,5_9,A,3,10,6.758,022,1814249,1821007
5,5_10,B,6,G,7.843,022,1821188,1829031
5,5_11,A,5,2,7.358,022,1829212,1836570
5,5_12,B,2,H,7.156,022,1836752,1843908
5,5_13,A,7,1,13.072,022,1844092,1857164
5,5_14,B,14,K,8.583,022,1857353,1865936
5,5_15,A,9,4,9.791,022,1866128,1875919
5,5_16,B,12,C,16.613,022,1876103,1892716
6,6_1,A,14,3,7.603,022,1892901,1900504
6,6_2,B,1,I,7.027,022,1900691,1907718
6,6_3,A,6,8,6.111,022,1907897,1914008
6,6_4,B,11,M,12.811,022,1914203,1927014
6,6_5,A,16,15,10.687,022,1927198,1937885
6,6_6,B,7,A,9.66,022,1938074,1947734
6,6_7,A,8,12,8.691,022,1947916,1956607
6,6_8,B,5,P,9.089,022,1956790,1965879
6,6_9,A,12,2,9.843,022,1966065,1975908
6,6_10,B,3,G,7.599,022,1976090,1983689
6,6_11,A,2,4,4.791,022,1983880,1988671
6,6_12,B,9,C,6.282,022,1988851,1995133
6,6_13,A,4,1,5.739,022,1995324,2001063
6,6_14,B,13,K,10.115,022,2001246,2011361
6,6_15,A,10,6,10.884,022,2011555,2022439
6,6_16,B,15,B,10.513,022,2022631,2033144
1,1_1,A,15,12,126.76,023,1000,127760
1,1_2,B,6,N,49.27,023,127961,177231
1,1_3,A,13,9,28.381,023,177420,205801
1,1_4,B,8,F,57.379,023,205995,263374
1,1_5,A,5,13,47.781,023,263562,311343
1,1_6,B,10,O,43.635,023,311538,355173
1,1_7,A,1,3,48.046,023,355359,403405
1,1_8,B,12,I,37.323,023,403601,440924
1,1_9,A,3,2,50.727,023,441117,491844
1,1_10,B,16,H,33.477,023,492028,525505
1,1_11,A,7,10,39.109,023,525708,564817
1,1_12,B,2,J,37.102,023,565009,602111
1,1_13,A,9,15,61.592,023,602308,663900
1,1_14,B,14,P,36.491,023,664095,700586
1,1_15,A,11,5,41.2,023,700777,741977
1,1_16,B,4,G,36.344,023,742164,778508
2,2_1,A,14,2,37.448,023,778695,816143
2,2_2,B,11,J,9.789,023,816328,826117
2,2_3,A,2,5,10.876,023,826304,837180
2,2_4,B,7,F,16.878,023,837363,854241
2,2_5,A,12,15,32.439,023,854428,886867
2,2_6,B,13,E,20.665,023,887057,907722
2,2_7,A,16,8,21.439,023,907908,929347
2,2_8,B,15,O,21.305,023,929527,950832
2,2_9,A,8,16,56.375,023,951012,1007387
2,2_10,B,1,G,17.932,023,1007579,1025511
2,2_11,A,4,4,20.057,023,1025694,1045751
2,2_12,B,9,N,30.222,023,1045945,1076167
2,2_13,A,10,3,19.965,023,1076355,1096320
2,2_14,B,5,K,18.599,023,1096506,1115105
2,2_15,A,6,7,15.436,023,1115289,1130725
2,2_16,B,3,M,0.115,023,1130920,1131035
3,3_1,A,3,16,21.672,023,1131220,1152892
3,3_2,B,14,F,13.304,023,1153072,1166376
3,3_3,A,9,5,18.621,023,1166567,1185188
3,3_4,B,12,K,9.883,023,1185384,1195267
3,3_5,A,7,11,15.287,023,1195459,1210746
3,3_6,B,2,O,13.724,023,1210939,1224663
3,3_7,A,15,3,17.707,023,1224852,1242559
3,3_8,B,4,A,24.809,023,1242751,1267560
3,3_9,A,1,13,18.337,023,1267739,1286076
3,3_10,B,10,C,10.676,023,1286255,1296931
3,3_11,A,11,14,8.869,023,1297115,1305984
3,3_12,B,6,P,8.399,023,1306173,1314572
3,3_13,A,5,6,22.361,023,1314747,1337108
3,3_14,B,8,N,24.711,023,1337283,1361994
3,3_15,A,13,4,43.226,023,1362171,1405397
3,3_16,B,16,J,12.134,023,1405576,1417710
4,4_1,A,4,10,12.866,023,1417887,1430753
4,4_2,B,13,G,7.79,023,1430931,1438721
4,4_3,A,2,8,9.924,023,1438905,1448829
4,4_4,B,7,B,6.596,023,1449014,1455610
4,4_5,A,6,2,6.814,023,1455787,1462601
4,4_6,B,15,A,10.661,023,1462776,1473437
4,4_7,A,10,4,9.622,023,1473619,1483241
4,4_8,B,11,I,9.199,023,1483427,1492626
4,4_9,A,16,11,13.603,023,1492802,1506405
4,4_10,B,3,C,9.366,023,1506581,1515947
4,4_11,A,14,12,11.527,023,1516123,1527650
4,4_12,B,1,K,10.243,023,1527833,1538076
4,4_13,A,8,14,8.055,023,1538259,1546314
4,4_14,B,9,J,26.418,023,1546499,1572917
4,4_15,A,12,1,0.158,023,1573106,1573264
4,4_16,B,5,L,19.11,023,1573439,1592549
5,5_1,A,11,15,10.718,023,1592739,1603457
5,5_2,B,4,K,8.744,023,1603632,1612376
5,5_3,A,1,13,7.53,023,1612557,1620087
5,5_4,B,16,I,0.138,023,1620263,1620401
5,5_5,A,13,9,14.635,023,1620580,1635215
5,5_6,B,10,O,15.713,023,1635393,1651106
5,5_7,A,15,12,7.234,023,1651274,1658508
5,5_8,B,8,E,12.006,023,1658680,1670686
5,5_9,A,3,10,9.96,023,1670858,1680818
5,5_10,B,6,L,6.011,023,1680983,1686994
5,5_11,A,5,6,11.769,023,1687172,1698941
5,5_12,B,2,G,8.284,023,1699116,1707400
5,5_13,A,7,16,6.586,023,1707573,1714159
5,5_14,B,14,P,9.737,023,1714329,1724066
5,5_15,A,9,5,10.958,023,1724238,1735196
5,5_16,B,12,H,7.647,023,1735364,1743011
6,6_1,A,14,9,7.828,023,1743187,1751015
6,6_2,B,1,M,9,023,1751194,1760194
6,6_3,A,6,2,5.686,023,1760369,1766055
6,6_4,B,11,D,8.56,023,1766224,1774784
6,6_5,A,16,3,12.169,023,1774965,1787134
6,6_6,B,7,O,9.96,023,1787309,1797269
6,6_7,A,8,12,6.665,023,1797435,1804100
6,6_8,B,5,A,9.667,023,1804274,1813941
6,6_9,A,12,6,8.015,023,1814116,1822131
6,6_10,B,3,L,11.229,023,1822306,1833535
6,6_11,A,2,13,9.852,023,1833716,1843568
6,6_12,B,9,I,11.686,023,1843742,1855428
6,6_13,A,4,15,12.653,023,1855602,1868255
6,6_14,B,13,H,8.677,023,1868430,1877107
6,6_15,A,10,14,6.167,023,1877288,1883455
6,6_16,B,15,G,7.309,023,1883627,1890936
1,1_1,B,15,D,29.567,024,1000,30567
1,1_2,A,6,8,35.224,024,30759,65983
1,1_3,B,13,K,18.194,024,66174,84368
1,1_4,A,8,6,36.922,024,84556,121478
1,1_5,B,5,O,46.431,024,121655,168086
1,1_6,A,10,10,35.258,024,168263,203521
1,1_7,B,1,J,20.255,024,203694,223949
1,1_8,A,12,3,22.106,024,224128,246234
1,1_9,B,3,E,25.243,024,246414,271657
1,1_10,A,16,11,60.269,024,271836,332105
1,1_11,B,7,F,32.99,024,332289,365279
1,1_12,A,2,16,22.908,024,365451,388359
1,1_13,B,9,I,15.181,024,388538,403719
1,1_14,A,14,13,29.162,024,403902,433064
1,1_15,B,11,M,37.333,024,433244,470577
1,1_16,A,4,12,35.324,024,470760,506084
2,2_1,B,14,C,38.025,024,506258,544283
2,2_2,A,11,1,21.906,024,544458,566364
2,2_3,B,2,D,20.767,024,566543,587310
2,2_4,A,7,15,16.446,024,587478,603924
2,2_5,B,12,I,8.078,024,604093,612171
2,2_6,A,13,11,13.046,024,612350,625396
2,2_7,B,16,H,14.018,024,625578,639596
2,2_8,A,15,14,40.087,024,639774,679861
2,2_9,B,8,G,23.37,024,680042,703412
2,2_10,A,1,8,19.541,024,703580,723121
2,2_11,B,4,A,9.017,024,723297,732314
2,2_12,A,9,6,16.847,024,732488,749335
2,2_13,B,10,O,6.819,024,749503,756322
2,2_14,A,5,2,21.884,024,756492,778376
2,2_15,B,6,K,14.428,024,778545,792973
2,2_16,A,3,3,14.213,024,793141,807354
3,3_1,B,3,D,9.87,024,807520,817390
3,3_2,A,14,5,14.22,024,817562,831782
3,3_3,B,9,N,5.011,024,831958,836969
3,3_4,A,12,1,9.817,024,837146,846963
3,3_5,B,7,K,4.599,024,847138,851737
3,3_6,A,2,14,11.086,024,851909,862995
3,3_7,B,15,E,12.185,024,863169,875354
3,3_8,A,4,10,6.469,024,875530,881999
3,3_9,B,1,P,7.152,024,882169,889321
3,3_10,A,10,13,7.661,024,889492,897153
3,3_11,B,11,O,13.866,024,897332,911198
3,3_12,A,6,16,10.611,024,911378,921989
3,3_13,B,5,C,37.439,024,922170,959609
3,3_14,A,8,2,11.968,024,959786,971754
3,3_15,B,13,G,18.116,024,971930,990046
3,3_16,A,16,6,16.097,024,990213,1006310
4,4_1,B,4,A,6.854,024,1006477,1013331
4,4_2,A,13,3,22,024,1013500,1035500
4,4_3,B,2,F,6.285,024,1035669,1041954
4,4_4,A,7,15,6.171,024,1042125,1048296
4,4_5,B,6,H,5.36,024,1048464,1053824
4,4_6,A,15,11,9.486,024,1054002,1063488
4,4_7,B,10,J,4.191,024,1063660,1067851
4,4_8,A,11,2,14.372,024,1068031,1082403
4,4_9,B,16,C,11.986,024,1082577,1094563
4,4_10,A,3,9,6.822,024,1094738,1101560
4,4_11,B,14,M,5.661,024,1101727,1107388
4,4_12,A,1,4,11.098,024,1107565,1118663
4,4_13,B,8,N,8.89,024,1118842,1127732
4,4_14,A,9,5,6.282,024,1127900,1134182
4,4_15,B,12,L,18.085,024,1134355,1152440
4,4_16,A,5,7,17.004,024,1152621,1169625
5,5_1,B,11,K,8.511,024,1169803,1178314
5,5_2,A,4,1,7.73,024,1178477,1186207
5,5_3,B,1,H,7.018,024,1186384,1193402
5,5_4,A,16,6,10.313,024,1193574,1203887
5,5_5,B,13,J,8.79,024,1204066,1212856
5,5_6,A,10,16,8.812,024,1213024,1221836
5,5_7,B,15,O,6.619,024,1222015,1228634
5,5_8,A,8,5,7.929,024,1228804,1236733
5,5_9,B,3,F,5.362,024,1236912,1242274
5,5_10,A,6,3,14.758,024,1242450,1257208
5,5_11,B,5,P,18.317,024,1257379,1275696
5,5_12,A,2,9,5.799,024,1275862,1281661
5,5_13,B,7,M,10.292,024,1281834,1292126
5,5_14,A,14,11,9.127,024,1292293,1301420
5,5_15,B,9,D,4.613,024,1301585,1306198
5,5_16,A,12,14,5.695,024,1306372,1312067
6,6_1,B,14,F,8.027,024,1312244,1320271
6,6_2,A,1,13,7.286,024,1320434,1327720
6,6_3,B,6,O,4.564,024,1327891,1332455
6,6_4,A,11,9,24.459,024,1332628,1357087
6,6_5,B,16,N,12.8,024,1357267,1370067
6,6_6,A,7,12,6.707,024,1370245,1376952
6,6_7,B,8,E,4.21,024,1377117,1381327
6,6_8,A,5,5,10.865,024,1381504,1392369
6,6_9,B,12,C,7.091,024,1392547,1399638
6,6_10,A,3,16,5.935,024,1399804,1405739
6,6_11,B,2,M,6.833,024,1405909,1412742
6,6_12,A,9,11,4.122,024,1412915,1417037
6,6_13,B,4,A,5.172,024,1417202,1422374
6,6_14,A,13,15,7.381,024,1422540,1429921
6,6_15,B,10,B,12.62,024,1430097,1442717
6,6_16,A,15,10,6.86,024,1442891,1449751
1,1_1,B,15,B,67.366,025,1000,68366
1,1_2,A,6,1,27.925,025,68558,96483
1,1_3,B,13,G,21.471,025,96666,118137
1,1_4,A,8,7,44.132,025,118319,162451
1,1_5,B,5,C,55.966,025,162641,218607
1,1_6,A,10,2,33.771,025,218790,252561
1,1_7,B,1,A,46.428,025,252736,299164
1,1_8,A,12,6,79.674,025,299343,379017
1,1_9,B,3,E,27.491,025,379196,406687
1,1_10,A,16,10,46.615,025,406871,453486
1,1_11,B,7,N,45.516,025,453661,499177
1,1_12,A,2,5,30.242,025,499351,529593
1,1_13,B,9,J,24.401,025,529778,554179
1,1_14,A,14,15,29.474,025,554366,583840
1,1_15,B,11,L,34.824,025,584025,618849
1,1_16,A,4,14,40.452,025,619039,659491
2,2_1,B,14,O,30.463,025,659675,690138
2,2_2,A,11,1,14.901,025,690318,705219
2,2_3,B,2,G,16.016,025,705398,721414
2,2_4,A,7,9,11.84,025,721595,733435
2,2_5,B,12,C,16.155,025,733606,749761
2,2_6,A,13,10,17.58,025,749937,767517
2,2_7,B,16,E,14.221,025,767702,781923
2,2_8,A,15,12,12.692,025,782098,794790
2,2_9,B,8,B,11.052,025,794976,806028
2,2_10,A,1,5,11.223,025,806203,817426
2,2_11,B,4,F,6.888,025,817596,824484
2,2_12,A,9,8,13.803,025,824669,838472
2,2_13,B,10,I,18.435,025,838648,857083
2,2_14,A,5,13,22.55,025,857264,879814
2,2_15,B,6,N,15.928,025,879984,895912
2,2_16,A,3,4,13.575,025,896098,909673
3,3_1,B,3,J,14.08,025,909860,923940
3,3_2,A,14,8,15.895,025,924122,940017
3,3_3,B,9,N,6.623,025,940203,946826
3,3_4,A,12,2,7.164,025,947009,954173
3,3_5,B,7,A,10.179,025,954349,964528
3,3_6,A,2,7,9.419,025,964708,974127
3,3_7,B,15,F,6.922,025,974316,981238
3,3_8,A,4,11,6.917,025,981422,988339
3,3_9,B,1,L,13.812,025,988528,1002340
3,3_10,A,10,14,8.859,025,1002524,1011383
3,3_11,B,11,H,11.414,025,1011565,1022979
3,3_12,A,6,3,9.143,025,1023159,1032302
3,3_13,B,5,G,11.443,025,1032483,1043926
3,3_14,A,8,9,7.214,025,1044110,1051324
3,3_15,B,13,P,13.426,025,1051500,1064926
3,3_16,A,16,16,8.289,025,1065112,1073401
4,4_1,B,4,D,10.344,025,1073586,1083930
4,4_2,A,13,1,9.921,025,1084112,1094033
4,4_3,B,2,B,6.358,025,1094221,1100579
4,4_4,A,7,13,7.472,025,1100760,1108232
4,4_5,B,6,H,5.499,025,1108416,1113915
4,4_6,A,15,2,5.508,025,1114105,1119613
4,4_7,B,10,P,7.501,025,1119793,1127294
4,4_8,A,11,14,8.852,025,1127483,1136335
4,4_9,B,16,O,8.846,025,1136524,1145370
4,4_10,A,3,3,5.547,025,1145549,1151096
4,4_11,B,14,G,9.771,025,1151287,1161058
4,4_12,A,1,10,12.896,025,1161246,1174142
4,4_13,B,8,C,6.842,025,1174324,1181166
4,4_14,A,9,6,11.005,025,1181347,1192352
4,4_15,B,12,J,7.455,025,1192540,1199995
4,4_16,A,5,11,10.059,025,1200180,1210239
5,5_1,B,11,B,11.231,025,1210422,1221653
5,5_2,A,4,10,5.318,025,1221832,1227150
5,5_3,B,1,H,7.415,025,1227320,1234735
5,5_4,A,16,1,11.024,025,1234910,1245934
5,5_5,B,13,N,8.34,025,1246120,1254460
5,5_6,A,10,13,7.151,025,1254644,1261795
5,5_7,B,15,D,5.748,025,1261967,1267715
5,5_8,A,8,6,8.387,025,1267889,1276276
5,5_9,B,3,L,5.753,025,1276463,1282216
5,5_10,A,6,7,9.427,025,1282402,1291829
5,5_11,B,5,A,23.834,025,1292010,1315844
5,5_12,A,2,14,6.481,025,1316031,1322512
5,5_13,B,7,E,7.26,025,1322687,1329947
5,5_14,A,14,12,10.128,025,1330127,1340255
5,5_15,B,9,F,5.745,025,1340436,1346181
5,5_16,A,12,8,9.218,025,1346358,1355576
6,6_1,B,14,K,8.697,025,1355749,1364446
6,6_2,A,1,8,5.841,025,1364624,1370465
6,6_3,B,6,N,5.598,025,1370645,1376243
6,6_4,A,11,11,8.175,025,1376417,1384592
6,6_5,B,16,F,7.184,025,1384774,1391958
6,6_6,A,7,1,5.988,025,1392131,1398119
6,6_7,B,8,A,7.569,025,1398303,1405872
6,6_8,A,5,14,9.905,025,1406060,1415965
6,6_9,B,12,D,6.489,025,1416152,1422641
6,6_10,A,3,15,7.21,025,1422824,1430034
6,6_11,B,2,L,5.568,025,1430214,1435782
6,6_12,A,9,6,7.018,025,1435986,1443004
6,6_13,B,4,I,4.716,025,1443192,1447908
6,6_14,A,13,7,7.704,025,1448096,1455800
6,6_15,B,10,J,5.726,025,1455987,1461713
6,6_16,A,15,5,7.506,025,1461892,1469398
1,1_1,B,15,I,49.648,026,1000,50648
1,1_2,A,6,6,24.888,026,50843,75731
1,1_3,B,13,A,0.459,026,75932,76391
1,1_4,A,8,16,62.303,026,76582,138885
1,1_5,B,5,G,35.452,026,139070,174522
1,1_6,A,10,8,23.546,026,174718,198264
1,1_7,B,1,M,19.002,026,198455,217457
1,1_8,A,12,10,17.363,026,217655,235018
1,1_9,B,3,K,28.872,026,235204,264076
1,1_10,A,16,12,15.986,026,264263,280249
1,1_11,B,7,B,67.584,026,280443,348027
1,1_12,A,2,11,13.092,026,348219,361311
1,1_13,B,9,N,23.294,026,361497,384791
1,1_14,A,14,13,17.675,026,384984,402659
